Time frequency,Unit of measure,Degree of urbanisation,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Towns and suburbs,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,11.9 e,11.6 e,11.6 e,11.3 e,14.5 e,14.5 e,14.0 e,14.6 e,14.8 e,14.2 e,13.9 e,14.1 e,:,:,:,:
Annual,Percentage,Towns and suburbs,European Union - 27 countries (2007-2013),:,:,11.9 e,12.2 e,12.0,11.9,11.6,11.5,11.1,14.3,14.3,13.8,14.4,14.6,14.0,13.7,13.9 e,:,:,:,:
Annual,Percentage,Towns and suburbs,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,12.3 e,12.1 e,15.9 e,15.9 e,15.4 e,16.1 e,15.9 e,15.7 e,15.4 e,15.5 e,15.7,16.0,15.1,14.8
Annual,Percentage,Towns and suburbs,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,11.6,11.3,14.5,14.5,14.0,14.6,14.8,14.2,13.9,14.1 e,:,:,:,:
Annual,Percentage,Towns and suburbs,Finland,:,8.1,6.4,5.9,5.5,5.3,5.7,5.6,6.4,5.8 b,6.2,6.8,6.0,5.4,4.7,5.9,6.7,6.6,6.5,6.7,7.4
Annual,Percentage,Towns and suburbs,France,:,6.3,5.7,4.3,5.4,5.2,5.4,4.7,4.2,6.4 b,5.6,7.0,6.3,6.3,6.4,6.1,5.7,6.5 b,6.7,6.7 b,7.5
Annual,Percentage,Towns and suburbs,Croatia,:,:,:,:,:,:,:,38.4,42.3,45.8 b,39.6,43.5,42.3,41.0,37.6,35.4,34.8,32.5,31.0,30.2,28.1
Annual,Percentage,Towns and suburbs,Hungary,:,:,51.3,50.7,46.7,45.5,44.2,48.0,48.2,46.1 b,43.3,40.1,39.1,39.9,39.3,20.3 b,20.4,20.3,19.9,18.8,14.6
Annual,Percentage,Towns and suburbs,Ireland,4.7,5.5,4.5,6.6,4.1,1.8,1.7,2.2,1.2,0.5 b,1.8,3.9,4.6,2.5,2.2,1.5,2.7 b,2.8 b,3.2,4.1,5.9
Annual,Percentage,Towns and suburbs,Iceland,:,:,:,:,:,:,:,:,:,:,:,8.4,6.9,5.2,5.6,9.9,12.8,:,:,:,:
Annual,Percentage,Towns and suburbs,Italy,:,21.2,19.0,20.2,19.7,20.1,19.4,20.5,21.3,22.4,24.4,22.7,24.5 b,25.2,25.2,26.7,27.3,25.9,29.1,24.9,24.5
Annual,Percentage,Towns and suburbs,Lithuania,:,:,:,:,:,:,:,:,:,19.5 b,30.6 b,32.4,4.2,16.1,28.9,14.8,28.4,23.7,29.2,30.0,27.4
Annual,Percentage,Towns and suburbs,Luxembourg,6.8,7.0,6.2,3.8,3.9,4.2,3.5,5.2,3.8,7.2 b,7.4,8.0,6.3,7.1 b,7.1,8.7,6.8,10.1 b,8.1 b,6.5 b,7.7
Annual,Percentage,Towns and suburbs,Latvia,:,:,72.0,68.5,76.9,60.3,61.1,55.9,55.2,43.6 b,45.2,43.4,50.5,45.7,39.4,41.0,42.2,42.3,37.7,39.8,39.5
Annual,Percentage,Towns and suburbs,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,47.0,47.4,45.5,41.3,39.3,:,:,:
Annual,Percentage,Towns and suburbs,Malta,:,:,1.4,2.6,3.6,3.0,2.9,3.3,4.4,3.8 b,4.6,3.6,3.5,1.6,0.3,0.2,0.3,1.7,3.0,3.1,1.6
Annual,Percentage,Towns and suburbs,Netherlands,:,:,1.5,0.9,0.9,0.5,0.7,1.0,1.0,1.4 b,1.0,1.9,1.8,2.4 b,2.6,2.5,3.7,2.9,1.6,1.5,2.4
Annual,Percentage,Towns and suburbs,Norway,:,5.3,4.0,3.4,4.0,3.3,3.2,3.9,3.6,4.2 b,3.7,:,3.6,4.0,3.3,4.7,4.8,4.9,4.9 b,4.6,5.8
Annual,Percentage,Towns and suburbs,Poland,:,:,48.5,49.3,45.8,45.7,42.5,41.9,40.6,44.7 b,42.1,41.9,41.3,36.6,36.5,36.0,34.9,34.2 b,34.2,33.2,30.5 b
Annual,Percentage,Towns and suburbs,Portugal,:,15.6,15.9,15.1,17.0,17.3,15.8,14.3,10.2,10.4 b,11.7,8.6,8.7,7.7,8.0,9.3,9.9,9.7,9.0,9.0,12.5
Annual,Percentage,Towns and suburbs,Romania,:,:,:,:,58.2,60.6,66.0,60.8,57.6,51.9 b,51.3,49.6,50.6,48.6,44.2,44.1,44.0,41.2,38.5,37.5,38.1
Annual,Percentage,Towns and suburbs,Serbia,:,:,:,:,:,:,:,:,:,:,52.8,47.6,51.4,54.6,56.4,51.4,54.7,52.2,50.2,49.5,:
Annual,Percentage,Towns and suburbs,Sweden,:,12.5,10.6,11.7,9.4,11.7 b,13.1,14.3,15.8,14.2 b,10.4,11.2,10.6,13.4,10.9,13.5,13.0,13.9,13.4,13.4,13.4
Annual,Percentage,Towns and suburbs,Slovenia,:,:,39.4,38.8,38.2,38.5,36.9,33.9,17.0 b,16.4 b,15.4,14.2,14.9,13.8,14.1,12.7,12.2,11.2,10.8,10.9,11.1
Annual,Percentage,Towns and suburbs,Slovakia,:,:,44.9,44.2,41.4,40.5,37.3,37.6,37.4,37.2 b,39.6,46.2,45.9,45.7,42.5,42.5,39.3,35.3,36.1,33.9,32.9
Annual,Percentage,Towns and suburbs,United Kingdom,:,:,3.5,3.5,3.1,2.2,4.2,4.8,5.8,5.0 b,4.6,3.9,3.9,6.3,2.5 b,2.6,:,:,:,:,:
Annual,Percentage,Rural areas,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,63.3,61.3,57.8,52.0,53.3,:,:
Annual,Percentage,Rural areas,Austria,6.8,6.9,10.1,9.4,9.3,8.1 b,7.0,5.6,5.6,6.9,7.9,8.8,6.9,7.2,7.0,5.3,7.2,4.3,5.5,5.7,6.3
Annual,Percentage,Rural areas,Belgium,4.9,1.4,0.8,1.1,0.7,1.1,0.2,0.1,0.4,1.1 b,2.1,2.8,0.4,0.9 b,1.9,2.4,2.1 b,2.2,1.6,2.0,2.2
Annual,Percentage,Rural areas,Bulgaria,:,:,:,39.9,44.7,40.6,39.2,39.4,40.3,34.2 b,34.2,34.7,33.7,34.6 b,32.9,31.7,31.5,27.5,26.1,25.8,24.7
Annual,Percentage,Rural areas,Switzerland,:,:,:,:,8.3,9.0,7.7,5.7,5.3,2.2 b,3.2,3.8 b,3.3,4.2,4.2,2.8,4.4,4.0,5.0,3.3,2.6
Annual,Percentage,Rural areas,Cyprus,:,:,3.0,2.5,2.6,5.2 b,2.3,3.2,2.0,2.8 b,3.1,2.8,2.3,2.8,1.7,2.3,2.2,2.7,3.3,3.7,1.9
Annual,Percentage,Rural areas,Czechia,:,:,28.6,29.5,30.0,26.1,24.7,20.2,17.9,17.7 b,16.1,15.2,12.1,11.1,10.7,10.8,10.8,10.2,9.2,8.3,10.3
Annual,Percentage,Rural areas,Germany,:,:,5.0,4.8,3.3,4.5,3.7,4.7,4.1,3.7 b,4.0,4.1,3.9,3.5,3.9,4.2,4.0,5.5 b,5.0,5.5,5.5
Annual,Percentage,Rural areas,Denmark,6.3,5.3,5.0,3.5,4.3,4.6,5.2,4.7,5.4,4.7 b,5.5,5.4,4.8,4.4,4.7,4.2,5.5,5.0,5.1,5.5,4.5
Annual,Percentage,Rural areas,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,10.5 e,10.5 e,10.5 e,9.8 e,7.9 e,8.4 e,8.4 e,9.1 e,9.7 e,9.5 e,9.5 e,9.1 e,9.0,8.9,:,:
Annual,Percentage,Rural areas,Euro area - 18 countries (2014),:,:,13.4 e,12.6 e,11.4 e,12.4 e,11.4 e,11.4 e,10.3 e,8.2 e,8.8 e,8.4 e,8.7 e,9.5 e,9.3 e,9.3 e,8.9 e,8.9,:,:,:
Annual,Percentage,Rural areas,Euro area - 19 countries  (2015-2022),:,:,14.4 e,13.6 e,13.0 e,13.2 e,12.2 e,12.2 e,10.6 e,8.4 e,9.0 e,8.7 e,9.1 e,9.7 e,9.5 e,9.5 e,9.1 e,9.0,8.9,:,:
Annual,Percentage,Rural areas,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,9.2,9.7,10.3,10.1,10.0,9.6,9.4,9.7,9.2,9.0
Annual,Percentage,Rural areas,Estonia,:,40.6,40.3,39.8,37.5,35.0,33.4,33.6,12.9,13.3 b,18.9,13.6 b,11.8,11.6,11.5,9.9,10.7,9.7,10.3,11.8,12.7
Annual,Percentage,Rural areas,Greece,27.3,25.1,24.9,26.2,26.2,23.9,22.0,22.9,25.3,25.0 b,27.9,26.5,27.9,28.2,28.5,26.9,30.3,29.5,27.7,26.0,24.6
Annual,Percentage,Rural areas,Spain,:,13.1,8.4 b,5.0 b,4.7,4.8,3.5,3.5,4.8 b,4.5 b,4.6,4.3,3.8,5.1,4.3,3.9,4.6,4.4,3.0,3.5,3.4
Annual,Percentage,Rural areas,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,24.1 e,23.1 e,22.8 e,21.7 e,17.1 e,17.5 e,17.5 e,17.2 e,17.1 e,16.8 e,15.9 e,15.5 e,:,:,:,:
Annual,Percentage,Rural areas,European Union - 27 countries (2007-2013),:,:,26.1 e,25.8 e,25.5 e,24.1 e,23.1 e,22.5 e,21.4 e,16.7 e,17.1 e,17.2 e,16.8 e,16.8 e,16.5 e,15.7 e,15.2 e,:,:,:,:
Annual,Percentage,Rural areas,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,24.3 e,23.2 e,18.0 e,18.5 e,18.5 e,18.2 e,18.1 e,17.8 e,16.7 e,16.3 e,16.1,15.6,15.1,15.0
Annual,Percentage,Rural areas,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,22.8 e,21.7 e,17.1 e,17.5 e,17.5 e,17.2 e,17.1 e,16.8 e,15.9 e,15.5 e,:,:,:,:
Annual,Percentage,Rural areas,Finland,:,5.5,5.8,5.0,5.4,4.7,4.5,5.2,5.3,5.2 b,5.2,4.6,4.5,4.6,4.1,5.3,5.6,4.5,4.4,5.2,5.7
Annual,Percentage,Rural areas,France,:,3.6,3.3,3.2,3.5,4.2,5.3,5.7,3.7,3.3 b,3.3,2.6,3.4,3.2,3.0,3.3,2.5,3.1 b,3.5,3.0 b,3.2
Annual,Percentage,Rural areas,Croatia,:,:,:,:,:,:,:,41.7,42.3,42.5 b,42.8,41.6,41.1,38.3,39.3,39.1,37.9,34.5,31.8,29.5,28.3
Annual,Percentage,Rural areas,Hungary,:,:,51.5,52.2,47.7,49.7,48.2,47.7,47.1,46.7 b,46.6,46.5,43.4,41.9,43.4,21.0 b,22.7,21.7,19.2,17.3,19.9
Annual,Percentage,Rural areas,Ireland,3.5,4.6,4.3,3.2,3.3,4.5,3.3,2.5,2.1,3.8 b,2.6,2.9,2.6,1.6,0.7,0.9,0.5 b,1.7 b,2.4,2.7,2.4
Annual,Percentage,Rural areas,Iceland,:,6.1,7.0,7.8,10.0,5.3,5.9,5.3,5.2,5.7 b,6.3,4.5,5.3,4.8,4.4,6.0,9.2,:,:,:,:
Annual,Percentage,Rural areas,Italy,:,23.0,23.1,24.7,22.7,24.7,22.8,21.8,20.0,21.2,20.9,23.2,23.3 b,24.7,24.4,25.3,28.4,25.1,25.4,21.8,20.2
Annual,Percentage,Rural areas,Lithuania,:,:,49.8,49.7,48.2,42.5,42.3,41.4,18.9 b,17.1 b,23.4 b,23.6,27.3,23.8,24.2,20.2,20.5,17.6,19.6,20.5,20.7
Annual,Percentage,Rural areas,Luxembourg,2.9,3.5,3.8,4.3,5.5,5.7,2.2,2.9,3.2,3.1 b,2.9,4.0,5.4,6.9 b,7.3,5.2,4.5,3.1 b,4.6 b,3.3 b,4.7
Annual,Percentage,Rural areas,Latvia,:,:,56.6,54.7,56.0,53.9,53.0,53.0,43.4,39.0 b,38.2,39.3,38.2,39.1,37.6,36.9,36.4,36.8,35.7,36.0,35.2
Annual,Percentage,Rural areas,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,45.3,39.3,38.5,38.5,35.9,:,:,:
Annual,Percentage,Rural areas,Malta,:,:,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.0 u,0.0 u,0.0 u,: u,: u,: u,: u,2.3,0.0,0.0
Annual,Percentage,Rural areas,Netherlands,:,:,1.8,0.0,0.3,0.0,1.2,0.0,0.0,1.9 b,3.2,3.8,4.5,2.8 b,2.5,3.1,3.2,3.3,1.9,2.4,2.6
Annual,Percentage,Rural areas,Norway,:,4.1,3.7,3.8,2.8,3.1,3.0,3.4,3.0,2.9 b,4.1,:,2.7,3.4,3.1,3.3,3.3,2.7,3.3 b,3.7,3.7
Annual,Percentage,Rural areas,Poland,:,:,55.0,55.5,53.8,52.0,51.1,49.4,49.2,47.7 b,46.0,45.8,44.5,42.3,42.2,40.6,38.1,38.1 b,36.1,36.8,33.8 b
Annual,Percentage,Rural areas,Portugal,:,12.9,14.1,13.3,13.7,10.3,8.8,10.1,6.5,6.5 b,7.2,7.2,8.0,8.3,6.9,6.7,5.7,5.1,7.4,7.1,9.1
Annual,Percentage,Rural areas,Romania,:,:,:,:,53.2,51.6,50.0,49.1,48.7,50.7 b,49.2,48.5,47.7,47.6,48.2,46.3,46.0,45.7,40.8,39.0,38.8
Annual,Percentage,Rural areas,Serbia,:,:,:,:,:,:,:,:,:,:,50.9,47.3,50.8,52.3,51.7,47.7,46.3,46.5,46.9,44.3,:
Annual,Percentage,Rural areas,Sweden,:,9.5,9.2,8.8,8.0,8.8 b,10.0,10.6,10.4,10.1 b,7.6,8.5,8.5,8.8,8.4,9.2,12.1,10.7,9.8,10.4,12.3
Annual,Percentage,Rural areas,Slovenia,:,:,42.0,40.2,39.8,38.5,37.0,34.0,14.8 b,15.5 b,14.5,14.1,11.6,10.7,10.8,10.8,9.7,8.6,9.2,8.8,8.0
Annual,Percentage,Rural areas,Slovakia,:,:,45.0,43.6,40.0,39.5,36.0,36.5,36.6,35.8 b,35.9,31.5,32.0,32.4,32.3,29.4,28.9,24.2,26.3,29.3,28.5
Annual,Percentage,Rural areas,United Kingdom,:,:,0.8,1.6,3.9,3.7,3.7,3.5,2.4,2.8 b,2.8,2.7,3.4,2.8,1.4 b,2.5,:,:,:,:,:
