Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Zevgolatio - Asprochoma,Goods trains,Number,0.0
Annual,Zevgolatio - Asprochoma,Passenger trains,Number,0.0
Annual,Asprochoma - Kalamata,Goods trains,Number,0.0
Annual,Asprochoma - Kalamata,Passenger trains,Number,0.0
Annual,Asprochoma - Messini,Goods trains,Number,0.0
Annual,Asprochoma - Messini,Passenger trains,Number,0.0
Annual,Tripolis - Korinthos,Goods trains,Number,0.0
Annual,Tripolis - Korinthos,Passenger trains,Number,0.0
Annual,Pirgos - Katakolon,Goods trains,Number,0.0
Annual,Pirgos - Katakolon,Passenger trains,Number,377.0
Annual,Pireas (New Station) - Athina (Athens),Goods trains,Number,394.0
Annual,Pireas (New Station) - Athina (Athens),Passenger trains,Number,12327.0
Annual,Athina - Afidnes,Goods trains,Number,1702.0
Annual,Athina - Afidnes,Passenger trains,Number,18443.0
Annual,Afidnes - Inoi,Goods trains,Number,1329.0
Annual,Afidnes - Inoi,Passenger trains,Number,5802.0
Annual,Larissa - Platy,Goods trains,Number,1394.0
Annual,Larissa - Platy,Passenger trains,Number,4426.0
Annual,Platy - Thessaloniki,Goods trains,Number,1898.0
Annual,Platy - Thessaloniki,Passenger trains,Number,5233.0
Annual,Thessaloniki - Strymon,Goods trains,Number,149.0
Annual,Thessaloniki - Strymon,Passenger trains,Number,529.0
Annual,Strymon - Alexandroupolis,Goods trains,Number,61.0
Annual,Strymon - Alexandroupolis,Passenger trains,Number,528.0
Annual,Amindeon - Ptolemais,Goods trains,Number,0.0
Annual,Amindeon - Ptolemais,Passenger trains,Number,0.0
Annual,K.P. Zero - Aerodromio/Airport,Goods trains,Number,0.0
Annual,K.P. Zero - Aerodromio/Airport,Passenger trains,Number,13454.0
Annual,East Point Connection Line 701 - West Point Connection Line 701,Goods trains,Number,0.0
Annual,East Point Connection Line 701 - West Point Connection Line 701,Passenger trains,Number,13454.0
Annual,Liosia - Kiaton,Goods trains,Number,2392.0
Annual,Liosia - Kiaton,Passenger trains,Number,6556.0
Annual,Ska (Rail Center Of Acharnes) - Liosia,Goods trains,Number,1310.0
Annual,Ska (Rail Center Of Acharnes) - Liosia,Passenger trains,Number,13989.0
Annual,Neo Ikonio - K.P. 25+286,Goods trains,Number,733.0
Annual,Neo Ikonio - K.P. 25+286,Passenger trains,Number,0.0
Annual,Ag. Vasilios - Ag. Andreas,Goods trains,Number,0.0
Annual,Ag. Vasilios - Ag. Andreas,Passenger trains,Number,5959.0
Annual,Ag. Andreas - Kalonero,Goods trains,Number,0.0
Annual,Ag. Andreas - Kalonero,Passenger trains,Number,2495.0
Annual,Tithorea - Lianokladion,Goods trains,Number,0.0
Annual,Tithorea - Lianokladion,Passenger trains,Number,0.0
Annual,Tithorea - Domokos,Goods trains,Number,1453.0
Annual,Tithorea - Domokos,Passenger trains,Number,2130.0
Annual,Kiaton - Aigion,Goods trains,Number,0.0
Annual,Kiaton - Aigion,Passenger trains,Number,829.0
Annual,Ag. Anarghiri - Elefsis,Goods trains,Number,373.0
Annual,Ag. Anarghiri - Elefsis,Passenger trains,Number,0.0
Annual,Tithorea - Inoi,Goods trains,Number,89.0
Annual,Tithorea - Inoi,Passenger trains,Number,1955.0
Annual,Ormenion - Alexandroupolis,Goods trains,Number,31.0
Annual,Ormenion - Alexandroupolis,Passenger trains,Number,580.0
Annual,Idomeni - Thessaloniki,Goods trains,Number,1504.0
Annual,Idomeni - Thessaloniki,Passenger trains,Number,2.0
Annual,Promachon - Strymon,Goods trains,Number,103.0
Annual,Promachon - Strymon,Passenger trains,Number,0.0
Annual,Kalambaka - Paleopharsalos,Goods trains,Number,1.0
Annual,Kalambaka - Paleopharsalos,Passenger trains,Number,945.0
Annual,Stylis - Lianokladion,Goods trains,Number,0.0
Annual,Stylis - Lianokladion,Passenger trains,Number,1107.0
Annual,Volos - Larissa,Goods trains,Number,0.0
Annual,Volos - Larissa,Passenger trains,Number,1933.0
Annual,Chalkis - Inoi,Goods trains,Number,0.0
Annual,Chalkis - Inoi,Passenger trains,Number,4177.0
Annual,Zevgolatio - Kalonero,Goods trains,Number,0.0
Annual,Zevgolatio - Kalonero,Passenger trains,Number,0.0
Annual,Olympia - Alfios,Goods trains,Number,0.0
Annual,Olympia - Alfios,Passenger trains,Number,561.0
Annual,Kyparissia - Kalonero,Goods trains,Number,0.0
Annual,Kyparissia - Kalonero,Passenger trains,Number,0.0
Annual,Nafplion - Arghos,Goods trains,Number,0.0
Annual,Nafplion - Arghos,Passenger trains,Number,0.0
Annual,Kalavryta - Diakopton,Goods trains,Number,0.0
Annual,Kalavryta - Diakopton,Passenger trains,Number,773.0
Annual,Larissa - Domokos,Goods trains,Number,175.0
Annual,Larissa - Domokos,Passenger trains,Number,2718.0
Annual,Alexandroupolis Port - Alexandroupolis,Goods trains,Number,29.0
Annual,Alexandroupolis Port - Alexandroupolis,Passenger trains,Number,976.0
Annual,Edessa - Platy,Goods trains,Number,7.0
Annual,Edessa - Platy,Passenger trains,Number,802.0
Annual,Amindeon - Edessa,Goods trains,Number,0.0
Annual,Amindeon - Edessa,Passenger trains,Number,643.0
Annual,Florina - Amindeon,Goods trains,Number,0.0
Annual,Florina - Amindeon,Passenger trains,Number,642.0
Annual,Milies - Ano Lehonia,Goods trains,Number,0.0
Annual,Milies - Ano Lehonia,Passenger trains,Number,74.0
Annual,Asprochoma - Zevgolatio,Goods trains,Number,0.0
Annual,Asprochoma - Zevgolatio,Passenger trains,Number,0.0
Annual,Kalamata - Asprochoma,Goods trains,Number,0.0
Annual,Kalamata - Asprochoma,Passenger trains,Number,0.0
Annual,Messini - Asprochoma,Goods trains,Number,0.0
Annual,Messini - Asprochoma,Passenger trains,Number,0.0
Annual,Korinthos - Tripolis,Goods trains,Number,0.0
Annual,Korinthos - Tripolis,Passenger trains,Number,0.0
Annual,Katakolon - Pirgos,Goods trains,Number,0.0
Annual,Katakolon - Pirgos,Passenger trains,Number,377.0
Annual,Athina (Athens) - Pireas (New Station),Goods trains,Number,380.0
Annual,Athina (Athens) - Pireas (New Station),Passenger trains,Number,12379.0
Annual,Afidnes - Athina,Goods trains,Number,415.0
Annual,Afidnes - Athina,Passenger trains,Number,18442.0
Annual,Inoi - Afidnes,Goods trains,Number,89.0
Annual,Inoi - Afidnes,Passenger trains,Number,5816.0
Annual,Platy - Larissa,Goods trains,Number,88.0
Annual,Platy - Larissa,Passenger trains,Number,4361.0
Annual,Thessaloniki - Platy,Goods trains,Number,637.0
Annual,Thessaloniki - Platy,Passenger trains,Number,5173.0
Annual,Strymon - Thessaloniki,Goods trains,Number,131.0
Annual,Strymon - Thessaloniki,Passenger trains,Number,525.0
Annual,Alexandroupolis - Strymon,Goods trains,Number,46.0
Annual,Alexandroupolis - Strymon,Passenger trains,Number,523.0
Annual,Ptolemais - Amindeon,Goods trains,Number,0.0
Annual,Ptolemais - Amindeon,Passenger trains,Number,0.0
Annual,Aerodromio/Airport - K.P. Zero,Goods trains,Number,0.0
Annual,Aerodromio/Airport - K.P. Zero,Passenger trains,Number,13847.0
Annual,West Point Connection Line 701 - East Point Connection Line 701,Goods trains,Number,0.0
Annual,West Point Connection Line 701 - East Point Connection Line 701,Passenger trains,Number,13847.0
Annual,Kiaton - Liosia,Goods trains,Number,1073.0
Annual,Kiaton - Liosia,Passenger trains,Number,6545.0
Annual,Liosia - Ska (Rail Center Of Acharnes),Goods trains,Number,35.0
Annual,Liosia - Ska (Rail Center Of Acharnes),Passenger trains,Number,13497.0
Annual,K.P. 25+286 - Neo Ikonio,Goods trains,Number,735.0
Annual,K.P. 25+286 - Neo Ikonio,Passenger trains,Number,0.0
Annual,Ag. Andreas - Ag. Vasilios,Goods trains,Number,0.0
Annual,Ag. Andreas - Ag. Vasilios,Passenger trains,Number,5481.0
Annual,Kalonero - Ag. Andreas,Goods trains,Number,0.0
Annual,Kalonero - Ag. Andreas,Passenger trains,Number,2493.0
Annual,Lianokladion - Tithorea,Goods trains,Number,0.0
Annual,Lianokladion - Tithorea,Passenger trains,Number,0.0
Annual,Domokos - Tithorea,Goods trains,Number,89.0
Annual,Domokos - Tithorea,Passenger trains,Number,2182.0
Annual,Aigion - Kiaton,Goods trains,Number,0.0
Annual,Aigion - Kiaton,Passenger trains,Number,830.0
Annual,Elefsis - Ag. Anarghiri,Goods trains,Number,326.0
Annual,Elefsis - Ag. Anarghiri,Passenger trains,Number,0.0
