Time frequency,Unit of measure,Sex,Age class,Activity and employment status,Frequency,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2023.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Hungary,19.0,19.8,20.4,21.1,20.8,21.2,20.5,19.7,20.1 b,20.2,19.6,21.1 b,18.4
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Ireland,21.6,22.4,24.5,25.7,25.4,26.8,27.2,27.1 b,27.2,27.4,26.0,27.6 b,26.1
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Iceland,37.1,38.6,40.7,45.6,44.9,46.4,45.2,43.9,43.0,42.6,42.2 b,:,46.5
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Italy,5.3,5.1,5.2,4.9,4.5,4.6,5.1,4.8,4.7 b,4.8,4.3,7.7 b,8.6
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Lithuania,18.3,16.5,16.3,16.5,15.4,14.4,14.7,14.8,16.2,15.5,14.7,15.0 b,17.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Luxembourg,15.9,15.8,17.3,17.3,17.9,23.2 b,24.4,24.3,22.1,23.0,22.5,20.2 b,19.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Latvia,25.9,22.9,23.6,23.7,23.4,23.6,23.6,22.3,20.3,18.3,16.2,16.0 b,16.6
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Montenegro,:,21.3,22.8,25.4,19.5,14.9,13.5,14.0,13.5,12.1,10.4,:,:
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,North Macedonia,14.9,14.9,16.8,25.9,25.3,19.7,16.8,16.2,23.3,24.9,21.3,:,:
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Malta,8.9,10.4,10.7,11.5,11.4,11.4,11.9,11.2,11.7,12.3,12.3,12.9 b,12.1
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Netherlands,18.8,20.3,20.2,19.2 b,19.4,20.0,19.8,19.9,19.4,20.3,19.7,46.9 b,46.9
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Norway,26.5,25.0,23.9,23.8,22.8,23.8,24.1,23.7,23.3,24.9,23.2,: bu,45.1
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Poland,34.7 b,35.2,35.6,36.3,36.2,36.5,36.3,35.7,36.5,36.8 b,34.9,33.9 b,32.1
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Portugal,: u,11.8 b,13.6,15.1,15.9,16.0,16.2,16.1,17.0,16.9,15.2,13.3 b,11.5
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Romania,14.8 b,15.5,15.2,15.4,15.4,15.2,16.4,17.1,17.7,19.4,18.6,28.9 b,28.9
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Serbia,23.8,25.6,25.5,24.9,24.9 b,25.7,26.0,24.1,22.6,21.2,19.0,24.1 b,20.8
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Sweden,15.2,15.2,15.6,16.2,16.2,15.8,15.1,14.5,14.1 b,14.1,13.6,14.1 b,16.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Slovenia,24.2,23.2,21.8,23.3,23.2,21.8,21.4,22.0,22.6,21.9,21.6,22.1 b,20.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Slovakia,11.3,12.0 b,15.1,15.8,16.1,15.1,15.0,15.2,14.5,14.1,14.5,14.1 b,13.4
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,Türkiye,: u,: u,: u,: u,25.6 b,23.7,23.5,24.3,24.5,24.8,20.9,26.9 b,27.8
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Sometimes,United Kingdom,16.1,15.3,26.9,26.5,26.9,26.5,25.9,26.6,25.1,26.2,:,:,:
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Austria,12.6,12.4,12.2,11.8,11.9,12.0,11.8,11.4,11.5,11.2,9.4,9.6 b,9.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,29.0 b,32.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Belgium,14.0,12.8 b,12.0,11.2,10.9,11.1,10.2,10.3 b,9.9,11.0,9.9,13.7 b,11.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Bulgaria,12.0 b,11.9 b,12.2,12.5,12.0,12.7,11.3,12.4,11.1,11.8 b,11.1,10.3 b,8.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Switzerland,16.7 b,16.3,16.3,16.4,16.7,16.4,16.1,16.1,16.3,16.1,15.0,15.8 b,16.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Cyprus,7.1,8.3,8.7,10.5,11.5,11.9,11.8,12.0,11.3,12.2,10.4,8.5 b,8.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Czechia,10.1,10.6 b,9.9,9.8,9.2,10.9,10.3,10.3,9.7,10.2,8.7,8.3 b,10.3
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Germany,26.6 b,27.4 b,26.7 b,26.2,26.0,26.0,25.5,20.0,18.7,18.3,16.2 b,15.7 b,15.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Denmark,16.9,18.5,17.9,19.1,18.6,18.3,16.9 b,16.9 b,16.1,15.3,15.7,16.6 b,14.8 b
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Euro area – 20 countries (from 2023),20.6,20.4,20.4,18.6,18.3,18.3,18.2,16.6,16.3,16.1,14.2,13.4 b,13.8
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Estonia,21.0,20.6,21.5,21.1,20.4,19.9,19.3,19.7,20.9,19.9,17.3,19.1 b,15.5
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Greece,35.2,34.9,35.4,36.8,36.6,38.0,38.6,38.6,38.6,38.4,37.7,38.9 b,35.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Spain,20.1,19.6,20.3,20.7,20.3,19.4,19.5,19.0,20.0,20.0,16.7,17.5 bd,17.2 d
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,European Union - 27 countries (from 2020),18.8,18.7,18.7,17.3,17.0,16.8,16.7,15.4,15.0,14.8,13.1,12.4 b,12.9
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Finland,22.0,21.9,21.3,21.1,22.7,22.4,23.5,22.5,22.5,21.8,21.0,22.8 b,19.9
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,France,16.9,17.1,17.1,6.6,5.5 b,5.7,5.3,4.9,4.7,4.4,4.2,5.9 bd,7.6 d
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Croatia,5.0,5.0,4.1 b,3.7,3.8,5.2,5.6,4.5,4.1,5.6,5.8,8.3 b,10.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Hungary,10.2,11.2,11.7,12.7,12.5,12.5,12.8,11.9,11.7 b,10.8,9.1,9.0 b,8.5
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Ireland,13.4,13.5,16.3,15.9,13.9,12.8,12.1,13.0 b,14.2,14.5,11.9,14.6 b,15.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Iceland,19.0,18.1,17.6,16.7,17.6,17.5,17.7,17.1,16.6,15.6,16.2 b,:,13.5
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Italy,13.6,13.7,14.4,14.9,15.4,15.9,16.3,16.9,16.4 b,16.3,13.4,12.3 b,12.6
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Lithuania,13.5,15.3,15.6,16.4,17.2,11.1,12.3,11.2,9.9,9.5,9.0,8.7 b,5.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Luxembourg,14.2,14.0,13.3,13.0,14.1,15.6 b,14.4,14.2,14.1,13.9,12.5,17.3 b,15.8
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Latvia,7.4,8.0,7.8,7.0,7.5,7.6,6.8,5.9,8.0,9.4,8.6,8.2 b,8.4
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Montenegro,:,26.2,27.8,29.3,29.1,37.7,38.5,39.5,38.0,38.5,36.2,:,:
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,North Macedonia,26.7,26.6,23.6,16.7,21.5,25.5,20.9,24.7,22.4,21.6,19.4,:,:
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Malta,15.1,15.5,15.8,16.7,16.0,12.8,11.9,11.4,12.0,13.8,14.1,14.2 b,15.3
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Netherlands,31.3,30.7,30.3,31.9 b,31.5,31.6,32.0,32.4,31.7,30.8,29.3,15.8 b,15.1
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Norway,13.3,13.7,15.1,15.1,14.4,14.1,13.4,14.0,15.1,14.7,15.0,: bu,13.3
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Poland,8.9 b,8.4,9.0,9.4,9.2,8.2,8.1,7.8,7.3,7.2 b,6.2,5.9 b,5.6
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Portugal,: u,9.9 b,10.3,10.0,9.7,9.4,9.7,9.5,9.5,9.5,7.8,10.4 b,12.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Romania,20.3 b,19.4,19.0,18.5,17.9,15.8,15.1,14.6,14.5,13.4,11.7,15.1 b,15.6
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Serbia,20.0,20.5,21.4,20.3,20.6 b,23.2,24.8,27.8,29.9,28.1,25.0,25.1 b,27.8
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Sweden,15.8,15.9,15.8,15.8,15.8,15.3,14.9,14.5,13.8 b,14.2,13.1,11.9 b,12.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Slovenia,23.7,22.4,20.3,19.2,19.6,20.9,20.2,20.0,20.4,20.1,18.2,12.8 b,15.2
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Slovakia,23.4,25.3 b,25.3,25.4,25.3,25.7,26.0,24.8,23.6,23.2,19.3,17.3 b,17.0
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,Türkiye,: u,: u,: u,: u,17.9 b,17.9,17.2,15.9,15.5,15.7,17.9,12.2 b,12.7
Annual,Percentage,Total,From 15 to 64 years,Employed persons,Usually,United Kingdom,25.3,26.5,10.7,10.7,10.9,10.9,11.2,10.8,10.6,11.2,:,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Austria,67.4,67.2,67.6,68.5,68.2,68.1,68.4,68.6,69.4,69.8,73.4,73.3 b,72.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,44.8 b,45.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Belgium,65.0,65.6 b,66.3,65.8,65.5,65.8,65.2,65.8 b,66.4,64.8,66.6,63.2 b,63.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Bulgaria,69.0 b,72.6 b,71.2,71.0,70.9,70.6,71.3,70.3,72.0,70.5 b,70.6,71.0 b,74.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Switzerland,59.8 b,60.2,60.4,59.9,59.2,58.9,59.0,59.6,59.5,60.4,61.1,61.9 b,62.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Cyprus,81.5,80.1,79.8,77.4,77.6,76.9,74.8,74.5,76.3,75.7,77.4,76.5 b,78.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Czechia,68.8,68.2 b,69.3,69.6,70.0,68.5,70.2,70.4,70.3,71.1,73.2,73.9 b,73.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Germany,53.3 b,53.8 b,54.5 b,55.6,56.2,56.4,57.0,64.5,65.7,65.8,69.6 b,70.2 b,73.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Denmark,54.0,54.6,53.4,53.3,53.6,54.4,53.2 b,55.3 b,56.0,57.2,59.0,57.0 b,57.6 b
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Euro area – 20 countries (from 2023),62.9,63.4,63.3,64.8,65.1,65.0,65.0,67.3,67.4,67.4,70.7,68.3 b,68.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Estonia,59.6,60.0,60.6,60.0,58.6,61.4,63.5,62.9,61.1,59.7,64.9,57.9 b,59.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Greece,42.3,42.9,44.0,42.0,41.8,40.7,40.0,40.8,42.0,41.7,43.2,40.1 b,38.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Spain,68.1,68.0,67.0,66.0,65.7,67.1,67.7,68.0,66.0,66.3,70.5,69.7 bd,69.1 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,European Union - 27 countries (from 2020),62.8,63.3,63.1,64.1,64.4,64.5,64.6,66.5,66.6,66.6,69.6,67.2 b,67.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Finland,54.7,54.5,53.6,53.2,53.0,52.3,51.8,52.2,51.4,51.8,53.9,48.4 b,49.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,France,64.0,64.0,64.2,72.8,73.9 b,72.8,72.7,73.1,72.6,72.5,75.6,72.1 bd,70.4 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Croatia,56.7,55.3,54.5 b,54.5,53.1,52.6,56.1,57.5,56.1,56.8,61.1,60.1 b,60.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Hungary,70.8,69.0,67.9,66.2,66.8,66.3,66.8,68.4,68.3 b,69.0,71.4,70.0 b,73.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Ireland,64.8,64.0,59.2,58.3,60.5,60.2,60.5,59.7 b,58.4,58.0,62.0,57.8 b,58.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Iceland,44.5,43.9,42.4,38.3,38.2,37.0,38.0,39.7,41.3,42.5,42.2 b,:,40.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Italy,81.2,81.2,80.5,80.4,80.2,79.6,78.7,78.4,79.0 b,79.0,82.4,80.2 b,78.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Lithuania,68.0,68.1,68.2,67.1,67.5,74.6,73.1,74.2,74.0,75.1,76.4,76.3 b,77.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Luxembourg,69.8,70.0,69.4,69.7,68.0,61.1 b,61.2,61.4,63.9,63.0,65.0,62.3 b,65.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Latvia,66.6,69.1,68.6,69.4,69.2,68.8,69.7,72.0,71.8,72.3,75.0,75.5 b,75.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Montenegro,:,52.3,49.5,45.4,51.5,47.2,48.0,46.4,48.3,49.4,53.4,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,North Macedonia,58.4,58.5,59.6,57.3,53.1,54.7,62.2,59.1,54.4,53.6,59.5,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Malta,76.0,74.2,73.6,72.1,72.7,75.9,76.3,77.5,76.5,74.0,73.7,73.1 b,72.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Netherlands,50.2,49.2,49.7,48.9 b,49.2,48.5,48.3,48.0,49.1,49.3,51.2,37.7 b,38.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Norway,60.4,61.6,61.1,61.4,63.0,62.3,62.6,62.4,62.0,60.7,62.0,: bu,41.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Poland,56.3 b,56.4,55.4,54.2,54.5,55.3,55.6,56.6,56.3,56.1 b,59.0,60.3 b,62.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Portugal,: u,79.0 b,76.8,75.6,75.1,75.3,74.7,75.0,74.1,74.2,77.5,76.5 b,76.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Romania,64.7 b,65.0,65.7,66.1,66.6,68.9,68.5,68.2,67.8,67.2,69.7,55.8 b,55.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Serbia,56.1,53.7,52.7,54.6,54.5 b,51.1,49.0,48.0,47.1,50.3,55.9,50.5 b,51.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Sweden,69.2,69.1,68.8,68.2,68.2,69.1,70.2,71.1,72.1 b,71.9,73.5,74.2 b,72.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Slovenia,51.7,54.0,57.7,57.2,56.8,57.2,58.3,57.9,56.8,58.0,60.1,64.9 b,64.4
