Time frequency,Unit of measure,Income situation in relation to the risk of poverty threshold,Sex,Age class,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Total,Total,Total,European Union - 27 countries (from 2020),17.1 e,17.2 e,17.0 e,16.7 e,16.0 e,15.3 e,14.9 e,14.6 e,13.3,14.1 u,14.3,14.3
Annual,Percentage,Total,Total,Total,European Union - 28 countries (2013-2020),16.4,16.6,17.0,16.7,16.0,15.6,15.2,14.9 e,:,:,:,:
Annual,Percentage,Total,Total,Total,Finland,12.8,13.0,12.3,12.3,12.4,12.3,11.7,11.7,11.5,11.9,12.7,13.0
Annual,Percentage,Total,Total,Total,France,12.4,12.7,12.7,13.1,12.0,11.5,11.3,11.4,11.1 b,:,11.4 b,11.6
Annual,Percentage,Total,Total,Total,Croatia,14.1,15.2,15.8,14.7,14.3,13.5,13.0,12.8,12.2,12.0,11.8,10.6
Annual,Percentage,Total,Total,Total,Hungary,22.5,21.6,21.0,18.0,17.7,17.4,16.5,10.0,9.0,9.9,15.2,13.7
Annual,Percentage,Total,Total,Total,Ireland,12.7,8.5,12.8,12.1,11.8,11.3,10.2,10.8 b,10.4 b,9.6,10.0,11.5
Annual,Percentage,Total,Total,Total,Iceland,16.5,16.8,16.1,16.0,15.4,17.6,17.7,18.8,:,:,:,:
Annual,Percentage,Total,Total,Total,Italy,11.3,11.8,11.7,11.4,11.7,10.3,10.5,10.6,9.8,10.5,10.4,9.9
Annual,Percentage,Total,Total,Total,Lithuania,15.4,15.3,14.1,13.8,12.5,11.8,10.6,10.3,9.1,8.4,8.8,11.0
Annual,Percentage,Total,Total,Total,Luxembourg,8.5,8.1,7.9,8.0,9.2 b,9.0,10.4,10.0,9.8 b,6.7 b,12.6 b,14.9
Annual,Percentage,Total,Total,Total,Latvia,16.3,16.4,14.7,14.1,12.9,12.9,12.6,11.6,10.8,11.0,11.4,13.2
Annual,Percentage,Total,Total,Total,Montenegro,:,21.2,18.8,17.9,17.3,17.1,17.2,16.1,14.6,15.0,13.2,:
Annual,Percentage,Total,Total,Total,North Macedonia,20.0,18.3,18.9,18.0,16.8,16.5,15.4,15.2,13.7,:,:,:
Annual,Percentage,Total,Total,Total,Malta,7.0,6.5,5.3,4.4,4.6,3.6,4.3,4.3,4.9,4.7,4.6,5.6
Annual,Percentage,Total,Total,Total,Netherlands,26.7,26.8,26.8,26.3,19.6 b,18.2,17.8,17.8,16.4,15.3,16.4,16.3
Annual,Percentage,Total,Total,Total,Norway,16.7,16.8,14.6,15.5,14.3,14.9,15.0,16.2,15.3,15.2 b,17.6,20.4
Annual,Percentage,Total,Total,Total,Poland,18.3,18.4,18.4,17.4,16.2,14.8,14.7,14.0,13.6 b,14.1,13.6,13.8
Annual,Percentage,Total,Total,Total,Portugal,13.0,12.9,13.4,13.4,12.4,12.3,11.7,11.0,10.4,10.5,10.2,9.7
Annual,Percentage,Total,Total,Total,Romania,21.4,20.5,19.6,18.8,17.5,16.5,14.2,13.3,12.2,11.9,13.1,13.0
Annual,Percentage,Total,Total,Total,Serbia,:,27.3,29.6,30.3,28.0,29.9,28.8,24.4,22.4,22.1,20.8,:
Annual,Percentage,Total,Total,Total,Sweden,17.9,17.9,17.3,16.9,16.5,16.2,15.9,16.4,16.0,16.8,16.7,18.3
Annual,Percentage,Total,Total,Total,Slovenia,12.3,12.7,13.1,11.8,11.9,11.8,11.5,11.2,10.9,11.0,10.9,10.5
Annual,Percentage,Total,Total,Total,Slovakia,16.4,16.9,16.4,17.1,16.7,16.9,14.3,14.9,13.2,15.7,12.8,14.6
Annual,Percentage,Total,Total,Total,Türkiye,13.6,14.2,13.5,13.7,13.3,12.8,12.7,12.7,13.1,13.8,13.7,14.7
Annual,Percentage,Total,Total,Total,United Kingdom,11.6 b,12.2,16.9,16.5,16.4,18.1 b,17.4,:,:,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Albania,:,:,:,:,:,12.8,10.9,11.4,11.1,10.9,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Austria,14.0,13.9,13.6,13.7,13.9,13.2,13.8,13.4,13.2,13.6,13.9,12.2
Annual,Percentage,Total,Total,From 18 to 64 years,Belgium,16.6,15.5,15.4,15.1,14.6,14.5,13.3,13.1 b,12.1,12.3,12.7,13.0
Annual,Percentage,Total,Total,From 18 to 64 years,Bulgaria,18.4,18.7,17.5,18.7,21.2 b,19.6,19.4,17.3,16.4,15.4,16.2,14.9
Annual,Percentage,Total,Total,From 18 to 64 years,Switzerland,20.8,20.1,20.7 b,20.6,20.8,20.7,20.5,21.2,20.5,20.8,20.4,20.8
Annual,Percentage,Total,Total,From 18 to 64 years,Cyprus,8.0,8.8,9.1,9.3,8.1,7.7,7.5,7.3,7.3,7.2,7.4,7.8
Annual,Percentage,Total,Total,From 18 to 64 years,Czechia,18.0,19.8,19.1,18.4,17.6,16.8,16.0,15.2,14.4,14.4,14.5,16.7
Annual,Percentage,Total,Total,From 18 to 64 years,Germany,22.0,21.7,21.1,21.1,20.7,20.3,20.0,20.1,16.3 b,17.8,19.2,19.2
Annual,Percentage,Total,Total,From 18 to 64 years,Denmark,23.9,24.1,22.6,22.1,20.5,21.5,21.3,20.6,20.1 b,19.3,18.5,19.3
Annual,Percentage,Total,Total,From 18 to 64 years,Euro area - 19 countries  (2015-2022),16.2,16.3,16.2,16.1,15.4,14.7,14.4,14.3,12.9,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Euro area – 20 countries (from 2023),:,:,16.2,16.1,15.4,14.7,14.4,14.3,12.9,13.8 u,13.9,13.9
Annual,Percentage,Total,Total,From 18 to 64 years,Estonia,14.2,13.5,12.4 b,11.2,10.1,9.6,9.3,9.5,9.0,9.3,9.8,11.2
Annual,Percentage,Total,Total,From 18 to 64 years,Greece,31.5,33.4,38.0,38.1,34.9,34.4,34.4,32.4,30.4,28.2,29.0,29.4
Annual,Percentage,Total,Total,From 18 to 64 years,Spain,12.7,12.9,12.7,12.6,12.1,11.2,11.2,10.6,10.2,11.1,11.1,11.4
Annual,Percentage,Total,Total,From 18 to 64 years,European Union - 27 countries (2007-2013),16.4,16.5,16.8,16.5,15.9,15.4,14.9,14.6 e,:,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,European Union - 27 countries (from 2020),16.9 e,17.0 e,16.7 e,16.5 e,15.8 e,15.0 e,14.6 e,14.2 e,13.0,13.8 u,14.0,14.0
Annual,Percentage,Total,Total,From 18 to 64 years,European Union - 28 countries (2013-2020),16.4,16.5,16.8,16.5,15.9,15.4,14.9,14.6 e,:,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Finland,12.8,13.0,12.4,12.4,12.6,12.5,11.9,11.8,11.7,12.1,12.8,13.1
Annual,Percentage,Total,Total,From 18 to 64 years,France,12.8,13.4,13.0,13.7,12.4,11.9,11.5,11.7,11.3 b,:,11.6 b,11.8
Annual,Percentage,Total,Total,From 18 to 64 years,Croatia,13.2,14.3,15.0,13.9,13.4,12.6,12.1,11.8,11.3,11.2,10.7,9.7
Annual,Percentage,Total,Total,From 18 to 64 years,Hungary,22.2,21.4,20.7,17.8,17.3,17.0,16.1,9.8,8.6,9.5,14.8,12.8
Annual,Percentage,Total,Total,From 18 to 64 years,Ireland,12.8,8.5,12.8,11.9,11.5,10.9,10.0,11.5 b,10.7 b,9.8,10.3,12.0
Annual,Percentage,Total,Total,From 18 to 64 years,Iceland,16.2,16.5,16.0,16.0,15.3,17.4,17.6,19.0,:,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Italy,10.9,11.3,11.2,11.0,11.5,10.0,10.1,10.2,9.4,10.1,9.9,9.3
Annual,Percentage,Total,Total,From 18 to 64 years,Lithuania,14.6,14.3,13.0,12.6,11.4,10.5,9.6,9.2,8.3,7.7,8.0,10.1
Annual,Percentage,Total,Total,From 18 to 64 years,Luxembourg,9.1,8.5,8.4,8.3,9.3 b,9.1,10.6,10.4,10.2 b,6.8 b,13.5 b,15.7
Annual,Percentage,Total,Total,From 18 to 64 years,Latvia,15.7,15.6,13.6,12.9,12.0,11.8,11.5,10.7,10.1,10.1,10.8,12.7
Annual,Percentage,Total,Total,From 18 to 64 years,Montenegro,:,20.7,18.6,17.4,16.8,16.5,16.6,15.8,14.5,14.5,12.7,:
Annual,Percentage,Total,Total,From 18 to 64 years,North Macedonia,19.4,17.8,18.5,17.7,16.3,15.9,15.0,15.0,13.3,:,:,:
Annual,Percentage,Total,Total,From 18 to 64 years,Malta,6.7,6.3,5.0,4.2,4.4,3.5,4.0,4.1,4.9,4.6,4.5,5.6
Annual,Percentage,Total,Total,From 18 to 64 years,Netherlands,26.6,26.7,26.7,26.4,19.2 b,17.8,17.3,17.3,15.8,14.8,15.8,15.7
Annual,Percentage,Total,Total,From 18 to 64 years,Norway,17.3,17.2,15.2,16.4,14.9,15.4,15.7,16.8,15.9,15.6 b,17.9,21.2
Annual,Percentage,Total,Total,From 18 to 64 years,Poland,17.9,18.0,18.1,17.1,15.7,14.5,14.3,13.5,13.1 b,13.6,13.2,13.1
Annual,Percentage,Total,Total,From 18 to 64 years,Portugal,13.1,13.0,13.5,13.4,12.5,12.4,11.7,11.1,10.4,10.4,10.0,9.6
Annual,Percentage,Total,Total,From 18 to 64 years,Romania,21.3,20.2,19.2,18.2,17.1,15.8,13.3,12.6,11.7,11.2,12.7,12.5
Annual,Percentage,Total,Total,From 18 to 64 years,Serbia,:,27.3,29.6,30.5,28.3,29.9,28.7,24.1,21.6,22.0,20.4,:
Annual,Percentage,Total,Total,From 18 to 64 years,Sweden,17.2,17.3,16.9,16.2,15.8,15.5,15.3,15.7,15.4,16.4,16.0,17.5
Annual,Percentage,Total,Total,From 18 to 64 years,Slovenia,11.9,12.1,12.5,11.3,11.5,11.3,11.0,10.6,10.3,10.3,10.3,9.8
Annual,Percentage,Total,Total,From 18 to 64 years,Slovakia,15.3,15.7,15.5,16.1,15.7,15.9,13.5,13.9,12.4,14.5,12.1,14.0
Annual,Percentage,Total,Total,From 18 to 64 years,Türkiye,13.2,13.8,13.2,13.5,13.0,12.5,12.4,12.4,12.8,13.5,13.4,14.1
Annual,Percentage,Total,Total,From 18 to 64 years,United Kingdom,12.4 b,13.1,17.3,16.7,16.7,18.1 b,17.0,:,:,:,:,:
Annual,Percentage,Total,Total,65 years or over,Albania,:,:,:,:,:,13.8,12.4,12.5,12.4,11.9,:,:
Annual,Percentage,Total,Total,65 years or over,Austria,14.2,14.4,14.3,13.8,13.4,12.5,12.9,12.7,12.4,12.2,12.9,12.5
Annual,Percentage,Total,Total,65 years or over,Belgium,19.7,17.9,17.5,16.0,16.3,16.2,16.3,15.7 b,15.3,14.7,17.0,16.9
Annual,Percentage,Total,Total,65 years or over,Bulgaria,25.4,26.0,21.8,27.0,27.4 b,28.4,26.9,26.7,26.1,23.5,25.6,21.9
Annual,Percentage,Total,Total,65 years or over,Switzerland,25.4,24.2,23.3 b,23.0,23.7,23.6,22.6,25.2,24.5,24.7,23.2,24.4
Annual,Percentage,Total,Total,65 years or over,Cyprus,7.8,8.1,8.9,8.5,7.6,7.8,7.5,7.4,7.5,7.4,7.5,8.4
Annual,Percentage,Total,Total,65 years or over,Czechia,23.8,23.9,23.5,23.1,23.1,22.3,22.3,21.0,19.6,18.0,19.6,21.3
Annual,Percentage,Total,Total,65 years or over,Germany,24.7,25.6,24.6,24.4,25.3,24.1,23.5,23.7,16.3 b,18.3,20.0,21.2
Annual,Percentage,Total,Total,65 years or over,Denmark,30.5,30.1,27.0,26.8,27.5,29.2,29.1,28.3,27.1 b,26.9,26.4,25.7
Annual,Percentage,Total,Total,65 years or over,Euro area - 19 countries  (2015-2022),16.4,16.7,16.6,16.4,16.1,15.6,15.5,15.4,13.2,:,:,:
Annual,Percentage,Total,Total,65 years or over,Euro area – 20 countries (from 2023),:,:,16.6,16.4,16.2,15.7,15.6,15.5,13.2,14.5 u,14.8,14.9
Annual,Percentage,Total,Total,65 years or over,Estonia,16.6,17.2,17.1 b,15.8,14.3,14.1,14.8,14.4,12.7,12.9,15.7,17.1
Annual,Percentage,Total,Total,65 years or over,Greece,28.1,29.4,32.3,32.5,28.3,28.5,29.3,28.8,26.9,24.5,28.0,29.6
Annual,Percentage,Total,Total,65 years or over,Spain,10.6,11.0,10.9,10.8,10.6,10.9,11.3,10.6,10.6,10.6,11.4,10.8
Annual,Percentage,Total,Total,65 years or over,European Union - 27 countries (2007-2013),16.5,16.7,17.2,17.0,16.8,16.5,16.5,16.2 e,:,:,:,:
Annual,Percentage,Total,Total,65 years or over,European Union - 27 countries (from 2020),17.7 e,17.9 e,17.6 e,17.4 e,17.2 e,16.7 e,16.5 e,16.2 e,14.3,15.3 u,15.6,15.6
Annual,Percentage,Total,Total,65 years or over,European Union - 28 countries (2013-2020),16.6,16.7,17.3,17.0,16.8,16.5,16.5,16.2 e,:,:,:,:
Annual,Percentage,Total,Total,65 years or over,Finland,13.9,13.5,13.4,13.4,13.3,13.3,12.9,13.5,12.8,13.0,14.4,14.4
Annual,Percentage,Total,Total,65 years or over,France,10.1,10.2,10.9,11.0,10.5,10.7,10.6,10.6,10.1 b,:,11.0 b,10.9
Annual,Percentage,Total,Total,65 years or over,Croatia,17.7,18.3,18.5,18.1,17.8,17.4,17.4,17.5,16.8,16.4,16.4,15.2
Annual,Percentage,Total,Total,65 years or over,Hungary,24.5,23.0,21.6,19.2,19.2,19.4,18.8,12.7,11.6,13.2,18.1,16.8
Annual,Percentage,Total,Total,65 years or over,Ireland,9.2,9.1,9.8,9.5,9.7,10.1,9.2,7.1 b,6.9 b,6.5,6.8,7.1
Annual,Percentage,Total,Total,65 years or over,Iceland,15.9,15.1,12.2,12.3,11.5,14.7,15.3,14.3,:,:,:,:
Annual,Percentage,Total,Total,65 years or over,Italy,11.5,12.0,12.0,11.6,11.3,10.3,10.4,10.6,10.1,10.7,11.3,10.9
Annual,Percentage,Total,Total,65 years or over,Lithuania,19.8,18.2,18.3,19.4,17.9,16.5,15.3,14.9,13.4,12.2,13.4,15.0
Annual,Percentage,Total,Total,65 years or over,Luxembourg,5.4,5.3,4.9,5.2,6.8 b,7.5,7.3,7.4,7.3 b,6.3 b,7.8 b,9.2
Annual,Percentage,Total,Total,65 years or over,Latvia,19.2,20.1,19.0,18.2,16.9,17.5,17.5,16.0,14.4,14.9,14.5,16.5
Annual,Percentage,Total,Total,65 years or over,Montenegro,:,19.4,16.9,17.7,17.7,17.9,16.8,16.5,14.5,15.3,13.4,:
Annual,Percentage,Total,Total,65 years or over,North Macedonia,22.3,20.0,19.1,18.3,17.7,17.3,16.1,15.6,14.2,:,:,:
Annual,Percentage,Total,Total,65 years or over,Malta,6.6,6.2,5.0,4.1,4.7,3.3,4.1,4.4,4.4,4.5,4.3,4.5
Annual,Percentage,Total,Total,65 years or over,Netherlands,24.9,25.0,25.4,24.6,24.0 b,22.8,22.9,23.3,22.0,20.5,23.1,22.4
Annual,Percentage,Total,Total,65 years or over,Norway,12.6,12.9,11.7,11.8,11.8,12.6,12.0,13.5,12.6,13.1 b,16.3,15.6
Annual,Percentage,Total,Total,65 years or over,Poland,20.8,20.5,20.4,19.6,18.4,17.7,17.5,17.0,17.4 b,17.2,16.5,16.6
Annual,Percentage,Total,Total,65 years or over,Portugal,10.5,10.7,11.5,11.9,11.3,11.2,11.2,10.3,9.9,10.3,10.0,9.4
Annual,Percentage,Total,Total,65 years or over,Romania,21.1,21.2,20.9,21.1,20.1,19.2,17.9,17.2,15.7,15.7,14.6,14.5
Annual,Percentage,Total,Total,65 years or over,Serbia,:,25.1,27.1,28.8,26.1,28.5,28.5,24.9,23.8,22.6,22.0,:
Annual,Percentage,Total,Total,65 years or over,Sweden,22.3,21.9,20.7,20.8,21.2,20.7,20.0,20.7,19.6,19.7,21.0,22.8
Annual,Percentage,Total,Total,65 years or over,Slovenia,15.2,15.7,15.2,14.1,13.9,14.2,14.3,13.8,13.9,13.9,14.0,13.4
Annual,Percentage,Total,Total,65 years or over,Slovakia,21.1,20.4,18.7,18.7,19.3,20.8,18.5,16.7,17.4,16.7,15.6,16.4
Annual,Percentage,Total,Total,65 years or over,Türkiye,12.3,12.2,12.2,12.0,11.5,11.1,10.7,10.5,10.7,10.8,11.6,14.8
Annual,Percentage,Total,Total,65 years or over,United Kingdom,8.6 b,8.7,14.5,14.2,14.1,15.2 b,16.4,:,:,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,Albania,:,:,:,:,:,13.8,11.7,12.1,11.9,11.6,:,:
Annual,Percentage,Total,Total,Less than 18 years,Austria,15.1,15.7,15.2,15.0,14.5,14.3,14.7,14.3,13.2,13.6,14.0,12.5
Annual,Percentage,Total,Total,Less than 18 years,Belgium,18.0,17.5,17.4,16.0,14.9,15.6,14.1,14.2 b,12.6,12.6,12.4,12.7
Annual,Percentage,Total,Total,Less than 18 years,Bulgaria,20.1,19.4,19.5,18.3,22.8 b,21.2,20.3,18.9,18.1,16.4,18.0,16.4
Annual,Percentage,Total,Total,Less than 18 years,Switzerland,22.0,21.7,21.3 b,20.8,21.6,21.3,21.6,21.8,21.2,21.1,19.8,21.3
Annual,Percentage,Total,Total,Less than 18 years,Cyprus,9.4,10.8,10.3,11.3,10.3,10.2,9.2,9.1,8.5,8.2,8.0,8.6
Annual,Percentage,Total,Total,Less than 18 years,Czechia,18.5,21.1,20.2,19.4,18.1,17.1,16.3,15.5,15.0,15.6,15.4,17.6
Annual,Percentage,Total,Total,Less than 18 years,Germany,21.1,20.9,20.3,20.7,20.1,19.4,19.1,19.8,16.9 b,18.3,19.2,18.9
Annual,Percentage,Total,Total,Less than 18 years,Denmark,23.2,22.4,20.5,20.2,17.3,19.1,18.8,17.3,17.6 b,16.0,15.3,16.0
Annual,Percentage,Total,Total,Less than 18 years,Euro area - 19 countries  (2015-2022),17.1,17.1,17.0,17.0,15.9,15.0,14.7,14.8,13.6,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,Euro area – 20 countries (from 2023),:,:,17.0,16.9,15.9,15.0,14.6,14.7,13.6,14.6 u,14.1,14.3
Annual,Percentage,Total,Total,Less than 18 years,Estonia,14.2,13.6,12.7 b,12.1,10.2,9.9,9.2,9.2,9.1,9.2,9.0,11.0
Annual,Percentage,Total,Total,Less than 18 years,Greece,33.0,36.6,41.4,43.0,40.1,38.6,39.0,36.9,35.7,31.8,30.9,31.0
Annual,Percentage,Total,Total,Less than 18 years,Spain,15.5,15.5,15.2,14.6,13.7,12.4,12.2,11.8,11.5,12.6,12.5,13.5
Annual,Percentage,Total,Total,Less than 18 years,European Union - 27 countries (2007-2013),17.1,17.2,17.6,17.4,16.4,15.9,15.5,15.3 e,:,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,European Union - 27 countries (from 2020),17.6 e,17.7 e,17.4 e,17.1 e,16.1 e,15.1 e,14.7 e,14.5 e,13.5,14.2 u,14.0,14.3
Annual,Percentage,Total,Total,Less than 18 years,European Union - 28 countries (2013-2020),17.1,17.2,17.6,17.3,16.4,15.9,15.4,15.3 e,:,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,Finland,12.1,12.4,11.3,11.2,11.1,10.9,10.1,9.8,10.0,10.6,10.8,11.3
Annual,Percentage,Total,Total,Less than 18 years,France,13.6,13.7,13.9,14.1,12.7,12.0,11.6,11.6,11.5 b,:,11.8 b,12.1
Annual,Percentage,Total,Total,Less than 18 years,Croatia,14.0,15.4,16.4,14.6,14.3,13.3,12.5,12.5,11.7,11.6,11.0,9.8
Annual,Percentage,Total,Total,Less than 18 years,Hungary,21.6,20.8,21.2,17.6,17.1,16.6,15.5,8.7,8.1,8.9,13.3,12.7
Annual,Percentage,Total,Total,Less than 18 years,Ireland,14.9,8.1,15.0,14.7,13.8,12.9,11.4,12.8 b,12.4 b,11.4,11.7,13.0
Annual,Percentage,Total,Total,Less than 18 years,Iceland,17.5,17.9,17.6,17.4,16.7,18.6,19.1,21.4,:,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,Italy,12.6,13.1,12.4,12.6,12.9,11.2,11.8,11.8,10.5,11.2,10.5,10.2
Annual,Percentage,Total,Total,Less than 18 years,Lithuania,14.8,15.7,13.5,13.4,11.8,11.6,10.4,9.7,8.3,7.6,7.8,9.9
Annual,Percentage,Total,Total,Less than 18 years,Luxembourg,11.5,10.0,11.0,10.4,10.3 b,9.6,11.7,12.0,11.5 b,6.5 b,14.2 b,18.1
Annual,Percentage,Total,Total,Less than 18 years,Latvia,16.0,15.9,14.6,13.8,12.7,12.6,11.9,10.4,10.1,10.1,10.8,12.5
Annual,Percentage,Total,Total,Less than 18 years,Montenegro,:,23.3,20.6,19.9,18.5,17.9,19.1,16.8,15.0,16.0,14.7,:
Annual,Percentage,Total,Total,Less than 18 years,North Macedonia,20.4,18.8,19.5,18.5,18.2,17.6,16.2,15.5,14.5,:,:,:
Annual,Percentage,Total,Total,Less than 18 years,Malta,8.6,8.1,6.9,5.6,5.9,5.3,5.8,5.3,6.3,6.0,5.9,8.0
Annual,Percentage,Total,Total,Less than 18 years,Netherlands,27.7,28.1,27.5,27.0,18.9 b,17.4,16.7,16.6,15.5,14.2,14.9,15.0
Annual,Percentage,Total,Total,Less than 18 years,Norway,17.3,17.5,15.4,16.5,15.0,15.6,15.7,16.8,16.3,15.6 b,17.9,21.5
Annual,Percentage,Total,Total,Less than 18 years,Poland,17.7,18.4,18.4,16.9,15.6,13.5,13.2,13.0,12.4 b,13.1,12.7,13.0
Annual,Percentage,Total,Total,Less than 18 years,Portugal,16.6,15.8,15.8,15.4,14.3,13.3,12.7,11.9,11.5,11.3,11.0,10.6
Annual,Percentage,Total,Total,Less than 18 years,Romania,22.1,21.2,19.3,19.1,17.2,16.0,13.8,13.0,11.7,11.0,12.3,12.8
Annual,Percentage,Total,Total,Less than 18 years,Serbia,:,29.6,31.8,32.2,29.6,31.9,29.9,25.3,22.9,22.0,20.7,:
Annual,Percentage,Total,Total,Less than 18 years,Sweden,17.2,16.9,16.4,15.4,14.9,14.4,14.2,14.7,14.7,15.0,14.6,16.3
Annual,Percentage,Total,Total,Less than 18 years,Slovenia,12.1,12.1,12.9,11.5,11.3,11.1,10.9,10.8,10.4,10.3,10.0,10.0
Annual,Percentage,Total,Total,Less than 18 years,Slovakia,17.3,18.4,18.8,19.6,18.9,18.0,14.7,16.6,13.4,18.1,12.5,14.6
Annual,Percentage,Total,Total,Less than 18 years,Türkiye,14.9,15.9,14.6,15.0,14.7,13.9,14.2,14.5,14.9,16.1,15.7,16.3
Annual,Percentage,Total,Total,Less than 18 years,United Kingdom,13.7 b,14.5,18.5,18.6,18.5,20.6 b,20.0,:,:,:,:,:
