Time frequency,Interest rate,Geopolitical entity (reporting)\Time,Janvier-Mars 1980,Avril-Juin 1980,Jullet-Septembre 1980,Octobre-Décembre 1980,Janvier-Mars 1981,Avril-Juin 1981,Jullet-Septembre 1981,Octobre-Décembre 1981,Janvier-Mars 1982,Avril-Juin 1982,Jullet-Septembre 1982,Octobre-Décembre 1982,Janvier-Mars 1983,Avril-Juin 1983,Jullet-Septembre 1983,Octobre-Décembre 1983,Janvier-Mars 1984,Avril-Juin 1984,Jullet-Septembre 1984,Octobre-Décembre 1984,Janvier-Mars 1985,Avril-Juin 1985,Jullet-Septembre 1985,Octobre-Décembre 1985,Janvier-Mars 1986,Avril-Juin 1986,Jullet-Septembre 1986,Octobre-Décembre 1986,Janvier-Mars 1987,Avril-Juin 1987,Jullet-Septembre 1987,Octobre-Décembre 1987,Janvier-Mars 1988,Avril-Juin 1988,Jullet-Septembre 1988,Octobre-Décembre 1988,Janvier-Mars 1989,Avril-Juin 1989,Jullet-Septembre 1989,Octobre-Décembre 1989,Janvier-Mars 1990,Avril-Juin 1990,Jullet-Septembre 1990,Octobre-Décembre 1990,Janvier-Mars 1991,Avril-Juin 1991,Jullet-Septembre 1991,Octobre-Décembre 1991,Janvier-Mars 1992,Avril-Juin 1992,Jullet-Septembre 1992,Octobre-Décembre 1992,Janvier-Mars 1993,Avril-Juin 1993,Jullet-Septembre 1993,Octobre-Décembre 1993,Janvier-Mars 1994,Avril-Juin 1994,Jullet-Septembre 1994,Octobre-Décembre 1994,Janvier-Mars 1995,Avril-Juin 1995,Jullet-Septembre 1995,Octobre-Décembre 1995,Janvier-Mars 1996,Avril-Juin 1996,Jullet-Septembre 1996,Octobre-Décembre 1996,Janvier-Mars 1997,Avril-Juin 1997,Jullet-Septembre 1997,Octobre-Décembre 1997,Janvier-Mars 1998,Avril-Juin 1998,Jullet-Septembre 1998,Octobre-Décembre 1998,Janvier-Mars 1999,Avril-Juin 1999,Jullet-Septembre 1999,Octobre-Décembre 1999,Janvier-Mars 2000,Avril-Juin 2000,Jullet-Septembre 2000,Octobre-Décembre 2000,Janvier-Mars 2001,Avril-Juin 2001,Jullet-Septembre 2001,Octobre-Décembre 2001,Janvier-Mars 2002,Avril-Juin 2002,Jullet-Septembre 2002,Octobre-Décembre 2002,Janvier-Mars 2003,Avril-Juin 2003,Jullet-Septembre 2003,Octobre-Décembre 2003,Janvier-Mars 2004,Avril-Juin 2004,Jullet-Septembre 2004,Octobre-Décembre 2004,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024,Octobre-Décembre 2024
Quarterly,EMU convergence criterion bond yields,Spain,15.54,15.64667,16.10667,16.55,16.21667,15.78667,15.27,15.97333,15.8,16.0,16.06333,16.08667,15.67667,16.70667,17.44,17.81333,17.11333,17.41,16.75,14.81667,13.29333,13.58667,14.25,12.34,12.31333,11.46,11.37667,10.26667,10.76,12.89,13.91667,13.68667,12.20333,11.07667,11.20667,12.49,13.32667,13.63667,13.74667,14.1,14.65667,14.63667,14.75333,14.66333,13.93333,12.10333,11.94,11.46667,10.84,11.01,12.23667,12.69,11.65,11.09,9.6,8.51,8.29,9.63,10.83,11.23,11.91,11.68,11.04,10.46,9.69,9.2,8.69,7.37,6.87,6.68,6.2,5.86,5.24,5.07,4.72,4.3,4.05,4.32,5.13,5.4,5.68,5.51,5.53,5.38,5.08,5.29,5.21,4.88,5.16,5.31,4.81,4.55,4.1,3.92,4.14,4.34,4.12,4.31,4.17,3.82,3.63,3.36,3.18,3.38,3.49,3.97,3.89,3.79,4.06,4.39,4.45,4.32,4.15,4.51,4.64,4.16,4.15,4.1,3.87,3.79,3.93,4.18,4.19,4.7,5.3,5.38,5.43,5.66,5.23,6.17,6.43,5.56,5.06,4.5,4.53,4.15,3.55,2.92,2.43,1.99,1.43,1.77,2.03,1.71,1.66,1.53,1.07,1.31,1.63,1.55,1.54,1.51,1.44,1.32,1.39,1.54,1.27,0.81,0.23,0.34,0.4,0.69,0.31,0.1,0.2,0.45,0.29,0.45,1.0,2.12,2.46,3.15,3.34,3.4,3.59,3.57,3.21,3.31,3.11,2.97
Quarterly,EMU convergence criterion bond yields,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.3,5.53,5.47,5.07,5.33,5.43,4.93,4.66,4.26,4.08,4.3,4.55,4.36,4.54,4.44,4.06,3.81,3.59,3.42,3.61,3.71,4.18,4.15,4.03,4.24,4.54,4.6,4.51,4.35,4.7,4.76,4.36,4.26,4.39,4.24,4.03,4.03,3.88,3.72,3.97,4.5,4.63,4.4,4.53,4.36,4.21,3.91,3.37,3.14,2.9,3.25,3.1,2.85,2.4,1.97,1.63,1.16,1.43,1.58,1.37,1.25,1.11,0.83,1.15,1.43,1.31,1.32,1.24,1.36,1.33,1.38,1.45,1.19,0.93,0.34,0.43,0.42,0.49,0.26,0.08,0.2,0.43,0.32,0.63,1.21,2.43,2.74,3.46,3.46,3.46,3.58,3.55,3.22,3.4,3.22,3.18
Quarterly,EMU convergence criterion bond yields,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.14,10.19667,10.63667,11.25667,11.69667,11.97667,12.06667,12.61667,12.84,13.31667,13.43,13.59667,12.71667,11.51333,11.07333,11.40333,11.39333,11.95667,12.85333,11.68667,10.35,9.43,8.15,7.36,6.86,8.78,10.34,10.17,10.21,8.99,8.35,7.62,7.47,7.35,7.05,6.44,6.06,6.2,5.86,5.71,5.17,5.01,4.66,4.31,4.07,4.3,5.13,5.4,5.66,5.48,5.47,5.33,4.99,5.22,5.13,4.83,5.16,5.33,4.84,4.6,4.13,3.95,4.13,4.33,4.06,4.28,4.24,3.86,3.63,3.33,3.15,3.3,3.45,3.95,3.94,3.8,4.04,4.38,4.44,4.31,4.07,4.49,4.56,4.05,3.87,3.89,3.67,3.52,3.38,3.1,2.68,2.88,3.38,3.39,2.73,2.52,2.31,1.91,1.64,1.68,1.72,1.66,2.06,2.0,1.94,1.7,1.22,0.93,0.5,0.67,0.89,0.83,0.61,0.41,0.09,0.35,0.51,0.48,0.66,0.54,0.74,0.67,0.58,0.65,0.41,0.21,-0.25,-0.11,-0.14,-0.09,-0.25,-0.4,-0.24,-0.02,-0.12,0.01,0.47,1.56,1.96,2.76,2.9,2.98,3.16,3.11,2.84,3.0,2.83,2.74
Quarterly,EMU convergence criterion bond yields,France,12.85,12.95333,12.99667,13.71,14.16667,15.95,16.85667,16.40667,16.11333,15.93,15.54,15.01333,14.01,13.70667,13.24667,13.38333,13.05667,12.97667,12.47333,11.45,11.51667,11.13667,11.07333,10.76667,9.68,8.06333,7.86,8.57333,8.92,8.93333,9.80333,10.25667,9.41333,9.13,9.05333,8.74,8.90333,8.77667,8.50667,9.0,9.86333,9.63667,10.06333,10.16667,9.33333,8.96,9.04333,8.81,8.53,8.67,8.89667,8.25,7.67,7.09,6.4,5.93,5.99,7.05,7.7,8.12,8.09,7.6,7.37,7.09,6.56,6.5,6.34,5.85,5.6,5.71,5.52,5.49,5.03,4.94,4.5,4.09,3.94,4.2,5.0,5.28,5.57,5.38,5.39,5.23,4.9,5.12,5.01,4.72,5.05,5.2,4.7,4.49,4.11,3.93,4.13,4.34,4.11,4.3,4.16,3.83,3.64,3.37,3.23,3.39,3.51,3.99,3.9,3.79,4.06,4.39,4.44,4.33,4.08,4.47,4.48,3.9,3.64,3.79,3.64,3.53,3.49,3.18,2.78,3.02,3.55,3.54,3.01,3.19,3.05,2.77,2.21,2.11,2.16,1.96,2.37,2.33,2.26,1.86,1.44,1.11,0.59,0.84,1.04,0.89,0.65,0.47,0.17,0.58,0.97,0.78,0.75,0.73,0.89,0.77,0.71,0.76,0.55,0.25,-0.23,-0.05,-0.08,0.0,-0.18,-0.32,-0.18,0.12,-0.03,0.12,0.59,1.62,1.94,2.66,2.83,2.92,3.13,3.1,2.8,3.05,2.99,3.03
Quarterly,EMU convergence criterion bond yields,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.42,3.96,4.38,4.66,4.72,4.63,4.66,5.1,5.34,5.72,5.75,5.87,6.82,7.15,8.36,8.56,7.26,5.93,6.2,6.49,6.44,6.46,6.06,6.43,7.21,7.27,6.49,6.12,4.64,4.3,4.45,4.96,5.02,4.8,4.22,3.66,3.53,3.21,3.07,3.92,3.9,3.73,3.61,3.56,3.01,2.75,2.94,2.79,2.59,2.27,2.16,2.19,2.07,2.2,1.62,0.79,0.53,0.71,1.04,0.87,0.71,0.54,0.5,0.42,0.34,1.34,2.81,2.99,3.65,3.76,3.72,3.87,3.83,3.29,3.38,3.37,3.2
Quarterly,EMU convergence criterion bond yields,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.32,8.16,7.82,7.48,6.84,7.16,7.51,6.82,6.36,6.21,7.01,7.71,8.35,8.23,8.5,7.68,6.96,6.83,5.87,6.73,6.79,7.04,7.54,7.1,6.9,6.63,6.68,6.76,7.7,8.2,7.96,9.1,10.35,10.26,8.37,7.5,7.49,7.08,7.17,7.39,7.46,7.13,7.49,8.46,8.95,8.47,7.4,6.75,6.3,5.58,6.08,5.73,5.82,5.02,4.55,3.84,3.18,3.58,3.61,3.36,3.28,3.23,2.86,3.2,3.47,3.12,2.97,2.29,2.41,2.92,3.46,3.45,2.85,3.02,2.06,1.93,2.22,2.22,2.27,2.19,2.44,2.83,2.92,4.06,5.16,7.24,8.64,9.23,8.18,7.78,7.2,6.9,6.23,6.85,6.38,6.55
Quarterly,EMU convergence criterion bond yields,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.37,8.75333,9.07333,8.77,9.14667,10.13667,10.10333,10.06,10.03333,9.35,9.09,9.3,9.10333,8.77,8.82,9.05667,9.63333,9.25,7.85,7.15,6.55,6.56,8.01,8.53,8.59,8.75,8.43,8.17,7.67,7.51,7.58,7.38,6.69,6.51,6.57,6.23,5.86,5.22,5.07,4.66,4.23,4.03,4.24,5.15,5.42,5.71,5.5,5.5,5.33,4.99,5.2,5.08,4.78,5.21,5.36,4.86,4.61,4.14,3.93,4.12,4.33,4.11,4.29,4.13,3.78,3.56,3.29,3.15,3.32,3.48,3.95,3.88,3.75,4.03,4.38,4.44,4.38,4.21,4.64,4.69,4.56,5.54,5.45,5.09,4.82,4.7,4.98,5.59,7.7,9.17,10.62,10.18,8.44,7.21,7.03,5.77,4.68,3.93,3.76,3.92,3.55,3.23,2.68,2.02,1.54,1.05,1.21,1.36,1.12,0.96,0.82,0.43,0.73,1.03,0.81,0.77,0.59,1.02,0.95,0.87,0.97,0.82,0.44,0.02,0.04,-0.02,0.13,-0.1,-0.25,-0.09,0.17,0.01,0.17,0.69,1.72,1.96,2.61,2.79,2.78,2.98,2.92,2.71,2.91,2.68,2.57
Quarterly,EMU convergence criterion bond yields,Italy,14.26333,15.04,15.57667,16.13,16.58333,18.92333,20.71333,21.21,20.58333,20.64667,20.04,19.59,19.09,18.29667,18.10667,17.70333,16.31,15.67667,15.36667,15.04333,13.35667,13.79,13.99,13.71333,13.55333,11.34,10.76667,10.21333,9.88333,10.22667,11.16667,11.29,10.56667,10.8,11.10667,11.11,11.81,12.57667,13.01667,13.74,13.99,13.48,13.22,13.45333,13.78333,13.19333,13.27,12.88333,12.62,12.79,13.80667,13.85,13.13,12.41,10.11,9.09,8.96,9.63,11.39,12.1,12.74,12.7,11.8,11.59,10.55,9.87,9.36,7.83,7.54,7.37,6.51,6.02,5.34,5.14,4.76,4.29,4.08,4.33,5.12,5.38,5.68,5.55,5.6,5.47,5.17,5.38,5.28,4.94,5.25,5.35,4.85,4.68,4.24,4.06,4.25,4.45,4.28,4.46,4.32,3.97,3.74,3.54,3.39,3.55,3.72,4.27,4.17,4.03,4.24,4.54,4.64,4.53,4.38,4.78,4.9,4.66,4.54,4.46,4.19,4.06,4.02,4.03,3.9,4.2,4.78,4.8,5.49,6.61,5.71,5.79,5.69,4.78,4.45,4.21,4.46,4.15,3.64,3.09,2.61,2.23,1.52,1.79,1.93,1.62,1.49,1.47,1.22,1.76,2.25,2.17,2.15,1.89,2.01,2.23,2.92,3.28,2.76,2.52,1.32,1.21,1.26,1.67,1.07,0.67,0.64,0.89,0.72,1.0,1.66,3.02,3.6,4.34,4.25,4.21,4.3,4.38,3.79,3.88,3.69,3.46
Quarterly,EMU convergence criterion bond yields,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.24,8.47,8.15,6.74,6.27,6.13,5.97,5.87,5.73,5.59,5.15,4.81,4.75,4.49,4.57,4.2,3.79,3.82,3.54,3.64,3.63,4.13,4.28,4.28,4.26,4.37,4.8,4.74,4.53,4.91,5.47,7.52,14.32,14.5,14.5,12.7,6.82,5.15,5.15,5.15,5.15,5.07,5.06,5.35,5.26,5.19,4.73,4.14,4.06,3.68,3.69,3.9,3.36,3.05,2.64,2.11,1.32,0.99,1.64,1.57,1.44,1.01,0.84,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.26,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,1.97,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
Quarterly,EMU convergence criterion bond yields,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.78333,9.67333,9.33333,9.25333,9.12,8.79667,8.24667,8.25667,8.26333,8.12667,8.06667,7.41333,7.72667,6.46667,7.33667,7.19333,7.54333,7.31333,7.60333,8.33667,8.43667,8.49333,8.50333,8.65667,8.26,8.13,8.10667,8.12667,7.6,7.92333,7.96667,8.16333,7.25,7.01667,6.58667,6.5,6.49,7.08,7.17,7.85,7.78,7.34,7.03,6.77,6.51,6.52,6.38,5.87,5.59,5.66,5.6,5.55,5.1,5.0,4.59,4.23,4.0,4.18,5.12,5.35,5.64,5.46,5.54,5.43,5.02,5.16,4.84,4.41,4.97,5.15,4.64,4.06,3.57,3.32,3.08,3.29,2.88,2.98,2.91,2.61,2.56,2.28,2.2,2.6,2.82,3.09,3.58,3.72,3.92,4.58,4.72,4.62,4.42,4.74,4.88,4.4,4.27,4.62,4.18,3.84,3.68,3.23,2.76,3.0,3.41,3.34,2.63,2.32,2.11,1.98,1.67,1.52,1.61,1.54,2.16,2.08,1.91,1.57,1.11,0.76,0.34,0.38,0.48,0.28,0.52,0.28,-0.03,0.24,0.53,0.53,0.61,0.52,0.7,0.59,0.48,0.49,0.27,-0.01,-0.44,-0.3,-0.35,-0.3,-0.46,-0.54,-0.46,-0.34,-0.42,-0.21,0.3,1.74,2.08,2.79,2.86,2.95,3.09,2.96,2.74,2.93,2.72,2.67
Quarterly,EMU convergence criterion bond yields,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.79,7.68,7.66,7.16,6.04,5.58,5.27,4.73,4.79,4.94,4.85,5.02,5.03,4.92,4.88,4.6,4.09,3.87,3.87,3.67,3.6,3.78,4.35,4.8,5.04,5.72,5.27,5.09,5.36,6.04,6.59,7.74,11.15,11.66,12.94,13.67,12.64,10.13,9.99,8.59,6.01,6.23,5.62,5.76,5.45,5.11,4.35,3.36,3.2,3.14,3.32,3.7,3.14,2.69,2.34,1.86,0.81,0.85,1.08,1.11,0.88,0.53,0.17,0.55,0.94,0.88,0.85,0.66,0.73,0.86,0.98,1.04,0.82,0.47,-0.01,0.09,0.0,0.19,-0.19,-0.26,-0.25,-0.04,0.04,0.24,0.79,2.04,2.57,3.68,3.76,3.83,3.85,3.87,3.4,3.45,3.23,3.08
Quarterly,EMU convergence criterion bond yields,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.11,6.12,6.25,6.27,6.11,5.85,5.75,5.56,5.48,5.17,4.82,4.7,4.7,4.65,4.68,4.7,4.72,4.64,4.46,4.4,4.37,4.23,4.33,4.34,4.37,4.72,4.99,4.82,4.57,4.98,5.15,4.53,4.49,4.71,4.54,4.43,4.44,4.15,4.01,4.15,4.6,4.66,4.35,4.35,4.26,4.24,4.06,3.94,3.66,3.34,3.24,3.21,3.01,2.87,2.49,2.08,1.5,1.48,1.65,1.32,1.15,0.99,0.66,0.75,1.35,1.35,1.28,1.15,1.3,1.31,1.44,1.5,1.15,0.89,0.31,0.34,0.35,0.68,0.56,0.34,0.38,0.49,0.5,0.63,1.09,2.09,2.84,3.61,3.58,3.64,3.83,3.78,3.42,3.52,3.37,3.18
Quarterly,EMU convergence criterion bond yields,Netherlands,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.24333,6.09333,6.22333,6.18,6.15333,6.64,6.63667,6.23333,6.39333,6.66,6.37667,6.91,7.22,7.10667,7.63333,8.66,8.93333,8.96333,9.12667,8.81667,8.6,8.81,8.73,8.33,8.31,8.24667,7.51667,6.85,6.62,6.19,5.77,5.92,6.8,7.17,7.56,7.56,6.97,6.72,6.34,6.18,6.39,6.25,5.79,5.59,5.7,5.55,5.47,5.01,4.93,4.5,4.09,3.96,4.23,5.02,5.3,5.6,5.4,5.39,5.22,4.89,5.14,5.04,4.76,5.09,5.24,4.73,4.5,4.06,3.96,4.14,4.34,4.08,4.31,4.18,3.81,3.6,3.3,3.22,3.37,3.49,3.95,3.89,3.8,4.03,4.38,4.43,4.31,4.05,4.44,4.48,3.95,3.74,3.86,3.65,3.5,3.4,3.08,2.65,2.84,3.35,3.44,2.73,2.43,2.23,2.06,1.78,1.66,1.74,1.78,2.18,2.13,1.93,1.72,1.25,0.91,0.42,0.71,0.9,0.73,0.45,0.34,0.05,0.33,0.48,0.53,0.59,0.49,0.67,0.64,0.5,0.5,0.24,0.07,-0.38,-0.21,-0.28,-0.27,-0.41,-0.54,-0.42,-0.24,-0.4,-0.25,0.16,1.24,1.67,2.43,2.65,2.73,2.93,2.86,2.59,2.79,2.59,2.52
Quarterly,EMU convergence criterion bond yields,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.43,11.18,11.71,9.41,8.31,7.93,7.21,5.98,5.61,5.19,5.64,6.67,6.71,7.2,7.25,6.42,5.75,5.25,4.72,5.15,4.84,5.28,5.55,5.25,5.18,5.36,5.66,5.73,5.87,6.17,6.15,6.09,5.88,6.28,6.15,6.17,5.98,5.72,5.65,5.78,6.26,6.03,5.75,5.78,5.5,5.38,4.91,4.21,3.94,3.58,4.25,4.36,4.38,3.81,3.27,2.6,2.25,2.79,2.98,2.78,2.97,3.03,2.82,3.32,3.72,3.32,3.3,3.35,3.33,3.17,3.18,3.12,2.74,2.61,2.03,2.01,2.03,1.37,1.33,1.25,1.34,1.72,1.69,3.03,4.26,6.58,6.15,7.22,6.11,5.97,5.6,5.53,5.33,5.69,5.41,5.66
Quarterly,EMU convergence criterion bond yields,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.69,16.49667,15.34,14.49667,14.50333,15.26333,15.42333,15.28,14.42333,14.05333,14.02667,14.08667,13.95,14.84667,15.59667,15.38,15.31,15.36667,15.41667,15.51667,15.51,14.79667,14.23333,13.60667,14.87667,13.61333,13.59,13.24667,12.55,12.63333,10.26,9.28,8.83,10.02,11.5,11.57,11.82,11.99,11.38,10.66,9.45,8.97,8.58,7.24,6.75,6.56,6.25,5.87,5.33,5.14,4.72,4.33,4.05,4.37,5.21,5.48,5.73,5.58,5.6,5.46,5.13,5.36,5.25,4.89,5.2,5.35,4.87,4.6,4.13,3.96,4.22,4.41,4.15,4.38,4.22,3.83,3.6,3.35,3.32,3.48,3.61,4.07,4.04,3.94,4.16,4.5,4.6,4.45,4.31,4.69,4.77,4.3,4.5,4.44,4.05,3.85,4.35,5.11,5.63,6.5,7.36,9.89,11.47,12.23,13.22,11.38,9.67,7.92,6.25,5.97,6.84,6.12,4.86,3.66,3.45,3.05,2.18,2.4,2.61,2.49,2.93,3.16,3.07,3.53,3.99,3.34,2.83,2.04,1.89,1.79,1.82,1.86,1.51,0.93,0.27,0.31,0.44,0.77,0.36,0.09,0.14,0.44,0.23,0.38,0.93,2.18,2.44,3.13,3.23,3.15,3.33,3.25,3.01,3.16,2.92,2.74
Quarterly,EMU convergence criterion bond yields,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.86,7.13,6.99,7.04,7.03,7.33,7.51,7.48,7.26,6.85,6.95,7.26,7.25,7.93,8.34,9.01,9.78,11.31,8.68,8.03,7.11,7.16,7.05,7.0,7.33,7.33,7.51,6.83,6.47,6.63,6.78,5.83,5.37,5.19,5.27,5.29,4.78,4.15,3.75,2.99,3.51,3.86,3.53,3.42,3.45,3.0,3.41,3.9,3.74,3.86,4.33,4.42,4.7,4.87,4.76,4.76,4.81,4.25,4.34,4.29,4.42,3.77,3.09,2.78,2.99,3.65,5.08,5.72,7.73,8.49,7.98,7.12,6.47,6.67,6.58,6.05,6.18,6.45,6.59
Quarterly,EMU convergence criterion bond yields,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.46,11.59,11.92,11.76667,11.42667,11.39,11.46333,11.11333,10.63667,11.07333,11.06333,11.94667,13.44,13.27,13.14333,12.78333,11.44333,10.91,10.47,9.94667,9.47,9.58,10.56,10.46667,9.8,9.09,7.92,7.47,7.36,9.19,11.25,11.01,10.96,10.91,10.13,8.97,8.59,8.37,8.05,7.1,6.84,7.02,6.45,6.18,5.51,5.13,4.82,4.5,4.21,4.54,5.48,5.69,5.79,5.3,5.29,5.09,4.83,5.19,5.28,5.12,5.42,5.63,5.16,5.0,4.58,4.43,4.65,4.9,4.5,4.65,4.45,4.09,3.82,3.34,3.06,3.31,3.43,3.89,3.83,3.67,3.87,4.21,4.31,4.28,4.01,4.22,4.13,3.19,2.89,3.46,3.4,3.25,3.28,2.83,2.56,2.9,3.35,3.07,2.25,1.76,1.85,1.59,1.43,1.5,1.91,1.83,2.37,2.38,2.25,1.91,1.55,1.15,0.66,0.69,0.73,0.8,0.87,0.7,0.16,0.43,0.67,0.53,0.64,0.77,0.84,0.64,0.54,0.58,0.36,0.07,-0.24,-0.03,-0.04,-0.04,-0.06,-0.01,0.24,0.38,0.19,0.26,0.6,1.7,1.74,2.1,2.27,2.38,2.71,2.66,2.35,2.38,1.99,2.07
Quarterly,EMU convergence criterion bond yields,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.62,9.31,8.98,7.55,6.65,6.65,6.65,5.66,5.05,4.76,4.64,4.28,3.89,3.92,3.77,3.64,3.75,3.77,3.92,3.97,4.3,4.56,4.74,4.51,4.35,4.68,4.79,4.61,4.76,4.74,4.12,3.88,3.93,3.86,3.73,3.81,4.28,4.51,4.91,6.17,5.85,5.39,6.49,5.5,4.93,5.89,6.55,5.88,4.34,3.35,2.97,2.43,1.35,1.59,2.18,1.69,1.56,1.38,0.83,0.82,1.0,0.95,1.07,0.82,1.04,0.95,0.77,0.96,0.84,0.36,-0.08,-0.03,0.05,0.48,-0.03,-0.18,-0.04,0.13,0.03,0.16,0.71,1.82,1.84,3.2,3.39,3.29,3.45,3.49,3.16,3.26,3.05,2.97
