Annual,Million euro,El Hierro,179.24,191.5,181.49,165.08,183.67,191.28,204.97,180.82,193.87 p,:
Annual,Million euro,Fuerteventura,2027.62,2082.57,2218.25,2299.33,2432.75,2562.49,2590.0,1901.5,2296.13 p,:
Annual,Million euro,Gran Canaria,15067.61,15017.96,15293.17,16145.55,16842.26,17471.33,17952.02,15058.13,16561.69 p,:
Annual,Million euro,La Gomera,402.46,402.88,403.06,368.73,395.14,402.24,410.72,335.35,380.44 p,:
Annual,Million euro,La Palma,1417.69,1426.04,1453.21,1427.42,1524.65,1572.7,1639.78,1449.99,1531.6 p,:
Annual,Million euro,Lanzarote,2947.54,2996.26,3095.39,3227.21,3429.66,3571.84,3671.97,2733.07,3198.93 p,:
Annual,Million euro,Tenerife,17031.87,17197.93,17950.93,18373.91,19401.1,20057.69,20713.14,16971.25,18680.42 p,:
Annual,Million euro,Åland,1344.02,1369.94,1387.19,1368.28,1394.21,1303.43,1360.73,1201.66,1343.72,:
Annual,Million euro,Corse-du-Sud,4285.79,4312.78,4390.82,4487.76,4670.19,4961.35,5096.87,4779.85,5430.44 p,:
Annual,Million euro,Haute-Corse,3931.54,4030.24,4226.62,4248.93,4387.51,4434.03,4534.53,4262.73,4708.92 p,:
Annual,Million euro,Guadeloupe,8812.19,9002.82,9166.78,9332.31,9381.53,9566.8,9854.0,9396.0,9731 p,10489 p
Annual,Million euro,Martinique,8274.72,8506.13,8672.5,8650.38,8786.29,8896.26,8872.7,8650.82,8987.89 p,9653.71 p
Annual,Million euro,La Réunion,16528.23,16973.35,17554.67,18065.03,18555.37,18822.23,19366.54,19032.48,20411.8 p,21668.21 p
Annual,Million euro,Mayotte,1701.94,1854.92,2079.41,2208.17,2419.82,2450.77,2678.67,2788.37,3102.84 p,3346.79 p
Annual,Million euro,Border,6620.0,7270.0,7120.53,7984.16,8529.55,8903.64,9909.72,9512.58,10617.37,:
Annual,Million euro,West,11376.08,12932.17,12871.15,13807.34,13827.37,14381.5,16849.81,20072.7,22034.15,:
Annual,Million euro,Mid-West,12899.7,15414.23,:,:,:,19915.76,24062.82,28330.59,30494.95,:
Annual,Million euro,South-East,8570.33,9524.03,9959.62,11567.13,13898.59,14222.3,18341.42,16904.16,16811.85,:
Annual,Million euro,South-West,27292.86,32999.02,:,:,:,83242.48,85107.84,88720.22,115680.97,:
Annual,Million euro,Dublin,94118.39,98140.79,109936.04,113640.74,131149.33,152815.5,166268.44,176341.07,199053.1,:
Annual,Million euro,Mid-East,13514.08,13721.26,17177.13,20525.85,25463.36,:,28466.0,27826.65,31313.3,:
Annual,Million euro,Midland,4894.19,5468.37,5520.33,6157.64,6493.63,6669.51,7351.33,7541.67,8064.04,:
Annual,Million euro,Trapani,6842.82,6630.81,6762.26,6823.89,6895.78,7002.09,6991.72,6546.97,7088.2,:
Annual,Million euro,Palermo,22603.96,22424.29,23044.61,23016.76,23538.49,23603.34,23814.81,22354.42,24380.07,:
Annual,Million euro,Messina,11289.04,11309.38,11068.26,11216.83,11385.98,11473.87,11546.65,10901.09,11585.16,:
Annual,Million euro,Agrigento,6554.38,6451.24,6507.85,6435.79,6588.1,6591.89,6676.41,6277.59,6750.73,:
Annual,Million euro,Caltanissetta,4351.66,4125.52,4082.74,4028.9,4023.56,3994.94,4084.52,4040.62,4473.48,:
Annual,Million euro,Enna,2540.82,2633.01,2531.45,2533.07,2558.19,2584.8,2595.12,2485.35,2627.74,:
Annual,Million euro,Catania,19398.71,19593.13,19399.94,19728.99,20096.28,20287.06,20845.61,19285.1,21020.06,:
Annual,Million euro,Ragusa,5609.19,5614.14,5482.96,5500.34,5706.09,5806.81,5808.73,5512.44,6006.0,:
Annual,Million euro,Siracusa,7369.58,6031.02,7274.09,7412.78,7651.04,7307.88,7160.2,6619.38,8005.11,:
Annual,Million euro,Sassari,9987.63,9899.98,10008.0,9729.13,9984.15,10148.99,10507.71,9686.71,10845.11,:
Annual,Million euro,Nuoro,3835.79,3833.69,3881.61,3769.31,3837.39,3932.2,4021.3,3797.55,4108.74,:
Annual,Million euro,Cagliari,10948.27,10813.18,11706.47,11950.16,12047.83,12270.66,12458.49,11081.26,12058.64,:
Annual,Million euro,Oristano,2648.93,2780.53,2782.86,2832.74,2934.54,2951.55,2937.76,2800.27,3023.87,:
Annual,Million euro,Sud Sardegna,5032.98,5183.46,5356.37,5205.78,5319.71,5392.26,5522.73,5245.27,5647.72,:
Annual,Million euro,Malta,7590.66,8366.57,9572.54,10093.88,11436.69,12481.85,13661.98,12791.24,14675.87,16715.88
Annual,Million euro,Gozo and Comino/Għawdex u Kemmuna,338.79,369.17,408.67,431.11,482.65,543.16,611.99,546.58,628.61,712.66
Annual,Million euro,Região Autónoma dos Açores,3652.81,3685.83,3824.28,3973.06,4110.58,4284.64,4487.27,4163.07,4560.55,5109.5
Annual,Million euro,Região Autónoma da Madeira,4143.44,4202.3,4313.16,4477.62,4783.57,4940.38,5126.38,4449.63,5025.69,6020.51
Annual,Million euro,Gotlands län,2086.28,2035.46,2059.08,2062.35,2119.74,2015.39,2082.03,2076.89,2290.26,:
