Time frequency,Unit of measure,Sex,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Türkiye,0.02 d,0.01 d,:,0.01 d,0 d,:,0 d,0.01 d,0 d,0 d,0 d
Annual,Rate,Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",United Kingdom,0.1 d,0.12,0.08,0.14,0.17,0.12,0.14,0.12,:,:,:
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Austria,4.06,4.1,3.35,2.45,1.88,1.78,1.44,1.82,1.95,1.88,2.05
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Belgium,0.42,0.44,0.44,0.57,0.43,0.81,0.59,0.29,0.66,0.61,0.69
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Bulgaria,0.03,0.06,0.02,:,0.03,0.08,0.03,0.0,0.05,0.0,0.05
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Switzerland,0.86,1.02,0.94,0.78,0.83,1.12,1.25,1.47,1.47,1.02,1.35
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Cyprus,:,:,:,:,:,0.26,0.0,0.22,0.39,0.0,0.24
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Czechia,0.06,0.08,0.05,0.07,0.09,0.02,0.01,0.05,0.04,0.07,0.05
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Germany,1.41,1.52,1.57,1.58,1.73,1.63,1.27,1.34,1.23,1.35,1.21
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Denmark,1.28,0.65,0.65,0.62,0.81,0.85,0.95,0.43,0.46,0.69,0.58
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Estonia,0.12,:,:,0.14,0.29,:,0.0,0.0,0.0,0.0,0.19
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Greece,0.02,0.07,0.09,:,0.02,0.02,0.05,0.11,0.23,0.12,0.44
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Spain,0.08,0.12,0.07,0.08,0.09,0.09,0.05,0.14,0.1,0.12,0.14
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",European Union - 27 countries (from 2020),0.5,0.52,0.52,0.49,0.54,0.56,0.47,0.52,0.53,0.55,0.58
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Finland,0.37,0.68,0.72,0.67,0.48,1.25,0.81,1.46,1.08,1.52,1.35
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",France,0.41,0.37,0.41,0.35,0.47,0.62,0.51,0.58,0.69,0.6,0.72
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Croatia,0.23,0.23 d,0.23 d,0.43,0.38,0.53,0.83,1.09,1.33,1.4,1.34
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Hungary,0.09 d,0.07 d,0.02 d,0.05,0.13,0.06,0.06,0.06,0.05,0.03,0.09
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Ireland,:,0.08,:,:,0.05,:,0.0,0.0,0.0,0.04,0.12
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Iceland,:,:,0.65,:,:,:,1.05,0.39,1.02,0.5,0.41
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Italy,0.34,0.38,0.32,0.28,0.3,0.23,0.35,0.35,0.37,0.4,0.43
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Liechtenstein,5.56,:,:,:,4.36,:,0.0,5.56,5.55,0.0,5.1
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Lithuania,0.07,0.15,0.13,:,0.15,0.18,0.08,0.08,0.0,0.15,0.14
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Luxembourg,:,:,1.46,0.3,0.93,1.32,0.59,1.88,1.23,0.0,0.47
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Latvia,0.08,:,0.21,0.2,0.28,0.2,0.22,0.2,0.21,0.42,0.31
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Malta,:,:,:,:,:,0.4,0.0,0.0,0.32,0.59,0.0
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Netherlands,0.14,0.19,0.26,0.28,0.35,0.5,0.39,0.35,0.66,0.58,0.76
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Norway,0.9,1.01,0.88,0.39,0.77,0.48,0.49,0.96,0.49,0.57,0.4
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Poland,0.02,0.01,0.03,0.03,0.01,0.03,0.05,0.06,0.03,0.08,0.1
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Portugal,0.1,0.22,0.19,0.06,0.17,0.06,0.15,0.1,0.14,0.26,0.31
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Romania,0.03,0.01,0.05,0.04,0.01,0.06,0.02,0.04,0.05,0.07,0.07
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Serbia,0.23,0.14,0.21,0.33,0.43,0.16,0.34,0.3,0.62,0.52,1.01
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Sweden,0.21,0.24,0.25,0.34,0.4,0.44,0.29,0.53,0.28,0.22,0.22
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Slovenia,:,0.09,0.35,:,:,0.18,0.29,0.53,0.97,1.7,2.31
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Slovakia,:,:,0.1,0.03,0.03,0.0,0.1,0.09,0.14,0.12,0.04
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Türkiye,0.08 d,0.06 d,0.02 d,0.03 d,0.03 d,0.02 d,0.02 d,0 d,0.01 d,0.01 d,0.02 d
Annual,Rate,Males,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",United Kingdom,0.33 d,0.33,0.44,0.38,0.54,0.46,0.42,0.5,:,:,:
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Austria,2.66,2.53,2.25,1.55,1.41,1.13,1.06,1.29,1.29,1.45,1.49
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Belgium,0.27,0.32,0.25,0.38,0.29,0.48,0.35,0.17,0.38,0.37,0.49
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Bulgaria,0.1,0.04,0.04,:,0.01,0.07,0.01,0.0,0.03,0.01,0.03
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Switzerland,0.57,0.66,0.63,0.56,0.71,0.81,0.82,0.95,0.97,0.68,0.89
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Cyprus,:,:,:,:,:,0.13,0.0,0.38,0.31,0.0,0.11
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Czechia,0.04,0.04,0.05,0.04,0.06,0.03,0.04,0.07,0.05,0.06,0.08
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Germany,0.88,0.96,0.97,1.0,1.08,1.04,0.81,0.88,0.8,0.84,0.77
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Denmark,0.8,0.42,0.45,0.48,0.53,0.61,0.64,0.32,0.34,0.52,0.36
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Estonia,0.06,:,:,0.07,0.15,:,0.0,0.0,0.0,0.0,0.1
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Greece,0.04,0.03,0.04,:,0.01,0.01,0.03,0.05,0.14,0.08,0.24
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Spain,0.06,0.07,0.04,0.05,0.05,0.05,0.03,0.08,0.06,0.07,0.08
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",European Union - 27 countries (from 2020),0.32,0.33,0.32,0.31,0.33,0.34,0.29,0.33,0.33,0.35,0.36
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Finland,0.26,0.5,0.46,0.44,0.32,0.81,0.55,0.9,0.76,0.96,1.03
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",France,0.24,0.23,0.24,0.21,0.25,0.36,0.3,0.35,0.39,0.36,0.41
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Croatia,0.12,0.16 d,0.16 d,0.26,0.19,0.34,0.44,0.64,0.82,0.92,0.8
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Hungary,0.05 d,0.05 d,0.01 d,0.04,0.08,0.03,0.04,0.05,0.04,0.04,0.06
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Ireland,:,0.04,:,:,0.02,:,0.0,0.02,0.0,0.12,0.07
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Iceland,:,:,0.73,:,:,:,0.54,1.4,0.74,0.7,0.22
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Italy,0.22,0.21,0.18,0.17,0.17,0.14,0.2,0.21,0.23,0.23,0.25
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Liechtenstein,2.7,:,:,:,2.16,:,0.0,2.81,2.79,0.0,4.74
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Lithuania,0.03,0.07,0.06,:,0.07,0.11,0.15,0.04,0.0,0.12,0.1
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Luxembourg,:,:,0.89,0.91,0.8,1.15,0.46,1.11,0.63,0.14,0.49
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Latvia,0.04,:,0.1,0.1,0.19,0.1,0.11,0.15,0.16,0.21,0.21
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Malta,:,:,:,:,:,0.21,0.0,0.0,0.17,0.32,0.0
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Netherlands,0.11,0.11,0.16,0.16,0.21,0.27,0.26,0.23,0.36,0.34,0.45
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Norway,0.57,0.63,0.5,0.31,0.64,0.4,0.33,0.51,0.34,0.5,0.35
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Poland,0.01,0.0,0.02,0.01,0.01,0.02,0.03,0.04,0.02,0.05,0.07
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Portugal,0.06,0.12,0.09,0.05,0.1,0.03,0.08,0.07,0.11,0.12,0.17
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Romania,0.01,0.0,0.02,0.03,0.01,0.03,0.01,0.02,0.04,0.03,0.05
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Serbia,0.21,0.1,0.12,0.2,0.22,0.12,0.17,0.16,0.33,0.29,0.62
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Sweden,0.15,0.14,0.16,0.23,0.23,0.26,0.15,0.33,0.19,0.13,0.12
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Slovenia,:,0.05,0.23,:,:,0.14,0.19,0.45,0.51,1.09,1.29
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Slovakia,:,0.01,0.05,0.02,0.01,0.0,0.09,0.06,0.07,0.06,0.04
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",Türkiye,0.04 d,0.03 d,0.01 d,0.02 d,0.01 d,0.01 d,0.01 d,0.01 d,0 d,0 d,0.01 d
Annual,Rate,Total,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",United Kingdom,0.21 d,0.22,0.26,0.26,0.36,0.29,0.28,0.31,:,:,:
