Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Lithuania,244.0 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Luxembourg,163.2 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Latvia,183.6,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Montenegro,177.9,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Malta,108.9 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Netherlands,: @C,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Norway,126.9,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Poland,198.5 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Portugal,126.8,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Romania,195.3 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Serbia,203.2 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Sweden,127.3 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Slovenia,209.9 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Slovakia,208.7 p,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,"Index, 2021=100 (SCA)",Türkiye,1137.6,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Albania,8.8,-6.8,0.4,4.6,-3.5,11.7,12.7,10.7,1.7,-2.4,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Austria,-4.4 p,-6.0 p,-3.0 p,-2.4 p,2.3 p,-2.2 p,-5.7 p,-7.3 p,-10.7 p,-19.2 p,-17.2 p,-10.2 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Bosnia and Herzegovina,-0.2,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Belgium,-3.1 p,3.7 p,3.1 p,2.9 p,6.2 p,4.9 p,1.1 p,6.6 p,0.8 p,-6.4 p,-5.5 p,-2.4 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Bulgaria,-13.3,0.5,2.5,3.4,13.8,11.0,13.2,19.7,7.9,-8.3,-6.6,0.3 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Switzerland,0.5 p,-2.3 p,-5.9 p,-3.0 p,-1.2 p,0.4 p,-0.4 p,0.4 p,0.2 p,-6.8 p,-6.9 p,-4.6 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Cyprus,-6.1,-4.8,-3.3,3.2,9.6,9.3,7.7,7.9,0.2,-8.7,-7.9,-1.5
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Czechia,-0.6,3.7,3.1,12.7,17.5,14.2,11.7,10.9,3.2,-7.8,0.1,2.2
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Germany,-1.7 p,-0.3 p,0.5 p,3.8 p,5.8 p,3.0 p,0.9 p,3.7 p,-0.7 p,-6.4 p,-3.7 p,-0.7 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Denmark,-6.8,-11.8,-5.5,-1.9,-3.6,4.3,0.9,3.3,-3.9,-9.6,-7.8,-3.0
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Euro area - 19 countries  (2015-2022),-1.9,-3.1,-1.4,-0.4,4.6,5.0 i,2.0 i,1.1 i,-2.8 i,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Euro area – 20 countries (from 2023),-1.7,-2.9,-1.1,-0.1,5.0,5.2,1.8,1.7,-1.5,-9.9,-8.2,-3.6
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Estonia,-14.8,4.2,4.6,0.5,9.9,5.1,5.7,4.4,-3.6,-8.1,-10.6,-4.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Greece,0.4,2.6,-10.5,8.7,0.5,18.1,10.3,-7.0,-5.9,-8.4,-14.2 p,: @C
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Spain,-9.1 p,2.3 p,2.0 p,1.5 p,5.4 p,7.4 p,2.7 p,1.9 p,-3.6 p,-10.2 p,-10.6 p,-7.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),European Union - 27 countries (from 2020),-4.4,-4.0,-0.5,0.0,5.2,5.4,2.9,2.6,-1.5,-9.2,-8.1,-3.2
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Finland,-5.6,-3.9,-8.3,-1.6,-10.3,-5.0,-8.3,-4.1,-7.8,-16.8,-17.4,-11.8
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),France,-0.3 p,-6.0 p,-1.1 p,-4.8 p,4.1 p,3.1 p,-0.3 p,-1.3 p,0.0 p,-12.5 p,-10.2 p,-7.1 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Croatia,11.2,17.2,17.0,16.3,20.2,21.7,11.7,9.1,4.7,-5.5,-2.5,4.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Hungary,-1.6,-7.7 p,0.7 p,6.8 p,7.5 p,8.3 p,4.5 p,4.6 p,-3.4 p,-14.0 p,-5.5 p,1.8 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Ireland,6.4 p,1.2 p,2.6 p,7.0 p,4.0 p,9.3 p,8.4 p,5.5 p,0.8 p,-4.2 p,-1.9 p,-0.6 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Italy,0.8,-3.7,-2.5,-0.6,5.1,5.0,3.1,2.0,-2.4,-10.0,-7.6,0.8
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Lithuania,-10.2,-9.8,-4.3,7.6,4.7,11.7,6.4,7.9,-1.9,-9.3,-3.3,-1.7 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Luxembourg,0.6,-7.4,2.6,2.2,1.6,1.6,2.2,5.3,4.2,3.3,4.7,6.1
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Latvia,2.6,-1.9,-0.2,8.3,9.0,15.7,4.6,5.0,-3.1,-8.4,-10.9,-10.3
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Montenegro,-4.5,-6.2,-0.4,-2.1,9.3,8.6,17.1,11.0,1.8,-10.4,1.2,-4.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Malta,-3.3 p,-2.7 p,1.7 p,-4.8 p,1.2 p,0.7 p,-3.4 p,-3.8 p,-5.0 p,-4.5 p,-2.2 p,-5.7 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Netherlands,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Norway,-1.7,-4.8,-5.1,-9.6,-2.1,-2.4,-8.0,-6.4,-10.0,-15.6,-19.5,-15.1
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Poland,-27.2,-18.2,-11.6,-9.0,-3.1,-3.1,-1.3,-0.7,-5.8,-6.4,-13.2 p,-6.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Portugal,-3.0,-6.4,-3.1,-3.5,2.1,0.8,0.0,0.1,-0.9,-7.3,-5.9,-2.5
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Romania,-10.0,1.9,11.0,12.0,13.9,12.2,17.2,8.6,0.8,-0.5,-0.3,5.4 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Serbia,3.1,1.3,9.4,11.8,18.9,12.3,12.8,8.8,2.7,-9.5,-6.6 p,-0.6 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Sweden,: @C,-17.5,18.7,-16.3,1.2,2.8,-0.1,4.7,-4.0,-15.2,-21.0 p,-6.3 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Slovenia,-12.6,-14.3,-10.1,-5.5 p,1.6 p,5.7 p,5.8 p,3.1 p,-8.9 p,-20.3 p,-17.8 p,-7.1 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Slovakia,9.8,-17.9,-7.4,-13.2,-8.7,-12.7,-12.1,-10.2,-17.6,-26.1,-22.0 p,-17.5 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-12 (CA),Türkiye,66.3,74.0,98.3,88.8,94.9,90.3,81.9,43.0,27.2,17.2,22.8,22.6
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Albania,9.9,-11.3,5.9,-0.6,1.6,-0.6,0.6,4.1,3.1,-2.1,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Austria,-1.2 p,0.3 p,-2.1 p,-0.3 p,2.6 p,-4.0 p,-3.7 p,-1.7 p,-0.7 p,-5.1 p,-0.1 p,6.0 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Bosnia and Herzegovina,1.4,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Belgium,-0.8 p,-0.3 p,2.2 p,-3.3 p,2.6 p,-1.8 p,-2.1 p,1.8 p,-1.7 p,-1.9 p,-1.1 p,4.4 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Bulgaria,-0.4,4.9,1.3,-1.4,2.2,-3.6,0.3,0.8,-3.5,-5.0,3.9,1.7 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Switzerland,1.7 p,-1.0 p,-1.0 p,-0.4 p,0.2 p,-0.3 p,-0.6 p,-0.4 p,0.1 p,-1.9 p,-1.9 p,0.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Cyprus,-3.5,-1.0,2.1,2.1,2.3,-1.7,-1.2,2.0,-2.2,-3.8,0.8,2.9
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Czechia,1.0,1.0,-0.2,1.8,0.9,-0.3,0.0,0.5,-0.6,-1.7,1.9,0.2
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Germany,2.5 p,0.1 p,-0.3 p,1.8 p,2.5 p,-3.8 p,-1.9 p,2.4 p,-3.0 p,-2.2 p,-1.4 p,2.7 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Denmark,4.1,-3.2,1.8,-1.8,-1.8,1.9,-3.5,0.1,-1.5,-0.5,-2.1,3.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Euro area - 19 countries  (2015-2022),-0.7,-0.7,0.9,-0.3,1.7,-1.5 i,-2.5 i,0.1 i,-0.4 i,:,:,:
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Euro area – 20 countries (from 2023),-0.7,-0.7,0.9,-0.3,1.8,-1.8,-2.8,0.6,-0.1,-3.8,-0.8,4.3
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Estonia,3.4,4.6,-4.9,-4.2,2.2,-7.8,-0.8,0.2,4.0,-4.6,-0.3,4.4
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Greece,1.2 p,-2.4 p,-5.9 p,8.2 p,-4.7 p,9.3 p,-6.3 p,-7.0 p,2.4 p,-2.6 p,-3.7 p,: @C
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Spain,-3.0 p,0.0 p,1.5 p,-1.1 p,1.4 p,-2.5 p,-2.2 p,1.4 p,-1.9 p,-2.4 p,-0.9 p,1.6 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),European Union - 27 countries (from 2020),-0.2,-0.3,1.9,-1.2,1.7,-1.9,-2.4,0.2,-0.2,-3.2,-1.1,3.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Finland,-0.1,0.0,-2.5,2.3,-7.3,1.5,-3.8,2.5,-0.1,-3.8,-1.6,1.1
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),France,0.5 p,-2.8 p,1.2 p,-2.3 p,2.3 p,-1.9 p,-2.8 p,-1.2 p,2.0 p,-4.8 p,-2.1 p,5.0 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Croatia,1.0,3.8,-0.3,-1.9,3.8,-1.0,-4.9,0.6,-0.1,-2.1,-1.3,7.3
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Hungary,3.8,-8.6 p,5.9 p,2.4 p,0.8 p,-4.0 p,-2.1 p,2.3 p,-1.8 p,-6.0 p,5.3 p,4.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Ireland,2.8,-3.0 p,0.0 p,0.2 p,-1.7 p,2.1 p,-1.8 p,-1.4 p,0.9 p,-1.4 p,1.3 p,1.3 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Italy,-4.0,2.0,1.0,0.8,1.5,-2.3,-2.9,2.3,-0.2,-4.5,1.3,6.3
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Lithuania,2.3,-5.0,1.9,8.1,-1.0,0.3,-2.5,0.6,-5.3,-2.0,1.2,0.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Luxembourg,2.4,-6.1,7.2,-0.4,1.4,-1.0,0.7,0.3,1.4,0.9,-0.4,-0.2
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Latvia,5.4,-4.1,-1.3,4.4,1.0,0.0,-9.6,1.0,-1.7,-1.1,-3.0,-1.0
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Montenegro,-1.2,-2.0,1.5,0.1,5.0,-1.7,3.2,0.3,-4.8,-6.2,4.6,-1.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Malta,-2.4 p,0.6 p,0.7 p,-1.4 p,0.8 p,0.0 p,-1.9 p,1.1 p,-2.1 p,-1.2 p,2.9 p,-2.4 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Netherlands,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Norway,0.3,-3.3,0.1,-3.3,2.0,-1.0,-4.8,-0.7,-0.7,-2.9,-2.7,0.7
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Poland,0.9,2.4,-0.4,-3.6,5.1,-4.8,-2.5,1.9,-2.4,1.9,-10.1 p,3.9 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Portugal,-2.9,2.5,2.8,-5.0,5.8,-4.2,-2.1,2.6,-2.2,-2.5,0.0,3.0
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Romania,4.5,4.8,6.0,-3.5,-3.2,-0.6,1.8,-5.6,0.4,-0.6,0.2,2.2 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Serbia,3.5,-1.0,3.2,0.9,3.2,-5.8,-0.5,-0.9,-0.6,-3.8,-1.1 p,2.8 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Sweden,-2.7,-8.3,33.9,-18.1,2.7,-0.9,-1.9,-1.4,0.2,-3.6,-1.4 p,2.2 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Slovenia,-1.1,-1.3,5.7,4.6 p,3.9 p,-2.7 p,-3.6 p,0.7 p,-3.3 p,-8.7 p,-5.6 p,5.3 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Slovakia,0.2,-9.1,8.9,-11.5,1.8,-3.9,-2.9,4.9,-4.9,-5.2,1.5 p,3.0 p
Monthly,Net turnover,Retail sale of automotive fuel in specialised stores,Percentage change m/m-1 (SCA),Türkiye,2.0,7.7,7.0,-2.1,5.0,-2.1,1.5,-2.1,1.1,-1.4,3.0,1.6
