Annual,Plastic packaging,Waste generated,Kilograms per capita,Ireland,44.84,44.89,45.09,56.13,51.99,52.41,61.75,54.03,55.25 i,49.47,41.14,34.65,36.65,44.4,59.32,60.01,57.94,58.38,54.24,64.67,61.52,74.07,66.76
Annual,Plastic packaging,Waste generated,Kilograms per capita,Iceland,:,:,:,:,:,:,:,:,:,:,37.85,35.81,37.34,44.73,43.14,44.98,46.04,46.74,47.55,48.51,39.42 d,44.55 d,50.46 d
Annual,Plastic packaging,Waste generated,Kilograms per capita,Italy,33.37,34.23,34.19,34.9,35.61,36.21,37.87,38.84,37.48,35.4,34.94,34.94,34.46,33.91,34.25,35.05,36.53,37.52,37.93,38.75,37.16,38.4,39.45
Annual,Plastic packaging,Waste generated,Kilograms per capita,Liechtenstein,:,:,:,:,:,:,18.98,18.75,18.88,18.75,18.93,18.95,19.78,19.28,18.98,20.96,21.29,20.6,21.11,21.64,23.21 d,23.17 d,:
Annual,Plastic packaging,Waste generated,Kilograms per capita,Lithuania,:,:,:,:,14.97,15.44,17.3,19.96,19.95,17.12,18.25,19.93,19.98,21.37,22.87,22.55,22.88,25.42,27.08,29.83,30.81,36.53 b,37.81
Annual,Plastic packaging,Waste generated,Kilograms per capita,Luxembourg,21.87,21.89,21.81,39.5,48.19,47.93,46.88,52.58,44.47,41.56,43.96,45.92,45.73,50.1,50.02,46.88,46.14,46.39,42.61,42.3,39.08,35.8,34.94
Annual,Plastic packaging,Waste generated,Kilograms per capita,Latvia,:,:,:,:,15.96,16.22,18.24,17.95,17.66,14.59,16.78,17.57,18.18,20.14,19.41,20.92,20.55,20.31,22.63,22.22,24.58,25.53,26.0
Annual,Plastic packaging,Waste generated,Kilograms per capita,Malta,:,:,:,:,15.72,16.03,16.41,21.63,35.3,32.24,29.34,27.39,25.82,26.95,25.72,28.03,31.94,28.41,31.8,31.77,27.43,30.88,29.24
Annual,Plastic packaging,Waste generated,Kilograms per capita,Netherlands,28.76,30.29,32.82,33.22,33.72,36.27,27.22,28.45,26.88,25.86,27.32,26.6,27.39,27.85,28.11,29.04,29.54,29.89,30.35,30.15,31.76,31.13,31.14
Annual,Plastic packaging,Waste generated,Kilograms per capita,Norway,:,:,:,:,:,:,28.31,29.92,29.57,30.51,29.98,30.71,31.49,33.79,32.15,35.49,36.91,41.81,41.74,44.86,46.12,47.52,45.76
Annual,Plastic packaging,Waste generated,Kilograms per capita,Poland,:,:,:,:,17.37,16.59,18.09,13.53,17.57,17.47,19.27,20.61,21.86,23.53,23.6,24.63,26.53,27.42,25.94,34.19,:,:,:
Annual,Plastic packaging,Waste generated,Kilograms per capita,Portugal,27.79,29.28,31.19,31.55,32.86,33.86,35.86,35.89,36.74,35.77,34.14,33.79,33.31,34.16,34.59,35.7,36.66,38.86,40.31,40.54,40.34,41.32,43.31
Annual,Plastic packaging,Waste generated,Kilograms per capita,Romania,:,:,:,:,:,15.56,16.75,17.97,16.19,14.42,13.89,13.84,14.86,14.53,16.92,18.12,17.7,18.4,20.1,24.87 b,24.95,26.42,:
Annual,Plastic packaging,Waste generated,Kilograms per capita,Sweden,16.73,17.93,18.74,18.41,19.03,19.45,20.46,20.91,20.95,20.61,21.16,22.43,22.44,23.18,23.55,23.57,24.03,23.93,24.17,23.9,24.03,39.11 be,31.8 be
Annual,Plastic packaging,Waste generated,Kilograms per capita,Slovenia,:,:,:,:,16.2,16.97,23.59,22.66,23.69,22.85,22.1,21.79,21.8,20.41,21.44,21.85,22.45,24.28,23.81,23.88,23.68,26.22,26.88
Annual,Plastic packaging,Waste generated,Kilograms per capita,Slovakia,:,:,:,12.5,9.31,16.79,11.16,13.96,15.14,16.97,19.62,19.75,19.33,18.06,18.03,19.62,21.99,22.83,24.22,24.69,23.49 d,23.56 d,26.72 d
