Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Males,Czechia,55.1,60.9 u,42.4 u
Annual,Percentage,From 15 to 24 years,Males,Germany,62.7,40.2,39.2
Annual,Percentage,From 15 to 24 years,Males,Denmark,53.3,49.1,58.7
Annual,Percentage,From 15 to 24 years,Males,Estonia,43.8,64.4 u,43.7 u
Annual,Percentage,From 15 to 24 years,Males,Greece,52.8,57.9,83.2 u
Annual,Percentage,From 15 to 24 years,Males,Spain,58.8,50.9,70.0
Annual,Percentage,From 15 to 24 years,Males,European Union - 27 countries (from 2020),52.7,49.3,48.1
Annual,Percentage,From 15 to 24 years,Males,European Union - 28 countries (2013-2020),51.7,48.8,48.8
Annual,Percentage,From 15 to 24 years,Males,Finland,40.0,49.6,64.7 u
Annual,Percentage,From 15 to 24 years,Males,France,45.2,60.3,44.3
Annual,Percentage,From 15 to 24 years,Males,Croatia,41.8,53.4,35.2 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,38.6,61.8 u,59.2 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,36.8,51.7,40.3
Annual,Percentage,From 15 to 24 years,Males,Italy,53.1,63.6,46.8 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,29.6,41.3,29.9 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,45.6 u,43.0,31.1 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,36.3,40.9,53.2
Annual,Percentage,From 15 to 24 years,Males,Malta,81.5,56.7,53.2
Annual,Percentage,From 15 to 24 years,Males,Netherlands,46.1,51.1,48.8
Annual,Percentage,From 15 to 24 years,Males,Poland,40.6,33.7,43.6
Annual,Percentage,From 15 to 24 years,Males,Portugal,44.4,24.2 u,64.7 u
Annual,Percentage,From 15 to 24 years,Males,Romania,55.6,43.8 u,61.3 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,85.9 u,73.3 u,52.4
Annual,Percentage,From 15 to 24 years,Males,Slovenia,73.5,62.2,62.4
Annual,Percentage,From 15 to 24 years,Males,Slovakia,43.6 u,36.2 u,58.4 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,45.7,46.4,51.4
Annual,Percentage,From 15 to 24 years,Total,Austria,47.0,54.4,41.2
Annual,Percentage,From 15 to 24 years,Total,Belgium,41.6,43.1,45.2
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,28.8,38.2,34.9
Annual,Percentage,From 15 to 24 years,Total,Cyprus,59.1,51.9,70.5
Annual,Percentage,From 15 to 24 years,Total,Czechia,55.5,55.4,28.3
Annual,Percentage,From 15 to 24 years,Total,Germany,61.0,39.5,35.8
Annual,Percentage,From 15 to 24 years,Total,Denmark,53.0,46.1,57.7
Annual,Percentage,From 15 to 24 years,Total,Estonia,39.5,59.6,42.7
Annual,Percentage,From 15 to 24 years,Total,Greece,46.3,56.2,66.6
Annual,Percentage,From 15 to 24 years,Total,Spain,49.6,40.1,59.8
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),49.8,44.9,43.9
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),48.9,44.2,46.0
Annual,Percentage,From 15 to 24 years,Total,Finland,47.9,51.3,60.8
Annual,Percentage,From 15 to 24 years,Total,France,41.4,52.6,43.8
Annual,Percentage,From 15 to 24 years,Total,Croatia,37.7,54.2,36.9
Annual,Percentage,From 15 to 24 years,Total,Hungary,26.5,56.4,55.0
Annual,Percentage,From 15 to 24 years,Total,Ireland,35.9,51.7,47.2
Annual,Percentage,From 15 to 24 years,Total,Italy,52.7,53.8,36.5
Annual,Percentage,From 15 to 24 years,Total,Lithuania,29.7,40.8,25.1
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,54.6 u,42.8,39.2
Annual,Percentage,From 15 to 24 years,Total,Latvia,35.3,32.8,46.8
Annual,Percentage,From 15 to 24 years,Total,Malta,69.1,57.8,60.8
Annual,Percentage,From 15 to 24 years,Total,Netherlands,44.3,48.3,46.9
Annual,Percentage,From 15 to 24 years,Total,Poland,43.5,30.8,36.4
Annual,Percentage,From 15 to 24 years,Total,Portugal,36.7,29.3,55.1
Annual,Percentage,From 15 to 24 years,Total,Romania,57.5,43.9,63.4
Annual,Percentage,From 15 to 24 years,Total,Sweden,56.6,56.7,59.5
Annual,Percentage,From 15 to 24 years,Total,Slovenia,65.5,60.4,58.5
Annual,Percentage,From 15 to 24 years,Total,Slovakia,40.4,34.6,45.6
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,44.3,40.9,53.9
Annual,Percentage,From 15 to 64 years,Females,Austria,52.4,39.1,35.5
Annual,Percentage,From 15 to 64 years,Females,Belgium,39.5,36.5,43.8
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,36.9,28.7,28.9
Annual,Percentage,From 15 to 64 years,Females,Cyprus,53.5,59.9,66.5
Annual,Percentage,From 15 to 64 years,Females,Czechia,50.9,43.6,30.0
Annual,Percentage,From 15 to 64 years,Females,Germany,45.0,45.4,36.4
Annual,Percentage,From 15 to 64 years,Females,Denmark,54.0,42.5,57.0
Annual,Percentage,From 15 to 64 years,Females,Estonia,45.9,43.3,36.8
Annual,Percentage,From 15 to 64 years,Females,Greece,49.9,50.2,49.9
Annual,Percentage,From 15 to 64 years,Females,Spain,37.0,32.0,50.2
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),42.8,39.8,40.5
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),42.9,40.7,42.3
Annual,Percentage,From 15 to 64 years,Females,Finland,60.6,51.1,45.3
Annual,Percentage,From 15 to 64 years,Females,France,38.3,41.5,43.3
Annual,Percentage,From 15 to 64 years,Females,Croatia,29.1,41.7,39.0
Annual,Percentage,From 15 to 64 years,Females,Hungary,47.6,49.1,42.7
Annual,Percentage,From 15 to 64 years,Females,Ireland,36.1,48.2,48.1
Annual,Percentage,From 15 to 64 years,Females,Italy,41.9,35.6,33.1
Annual,Percentage,From 15 to 64 years,Females,Lithuania,31.0,23.6,29.1
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,37.5,45.1,42.1
Annual,Percentage,From 15 to 64 years,Females,Latvia,26.7,25.2,29.3
Annual,Percentage,From 15 to 64 years,Females,Malta,46.1,45.3,47.4
Annual,Percentage,From 15 to 64 years,Females,Netherlands,36.8,38.1,37.8
Annual,Percentage,From 15 to 64 years,Females,Poland,39.4,30.1,31.3
Annual,Percentage,From 15 to 64 years,Females,Portugal,37.0,23.8,38.5
Annual,Percentage,From 15 to 64 years,Females,Romania,55.2,48.5,65.3
Annual,Percentage,From 15 to 64 years,Females,Sweden,54.2,50.6,52.8
Annual,Percentage,From 15 to 64 years,Females,Slovenia,67.7,60.0,45.7
Annual,Percentage,From 15 to 64 years,Females,Slovakia,33.3,35.3,33.6
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,43.9,46.5,53.8
Annual,Percentage,From 15 to 64 years,Males,Austria,56.5,49.6,49.3
Annual,Percentage,From 15 to 64 years,Males,Belgium,39.8,45.3,47.6
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,33.5,27.0,37.2
Annual,Percentage,From 15 to 64 years,Males,Cyprus,57.6,57.4,66.7
Annual,Percentage,From 15 to 64 years,Males,Czechia,64.7,46.1,37.3
Annual,Percentage,From 15 to 64 years,Males,Germany,56.4,50.1,44.0
Annual,Percentage,From 15 to 64 years,Males,Denmark,58.9,41.6,46.6
Annual,Percentage,From 15 to 64 years,Males,Estonia,45.7,46.0,40.3
Annual,Percentage,From 15 to 64 years,Males,Greece,56.4,55.8,60.2
Annual,Percentage,From 15 to 64 years,Males,Spain,54.2,42.0,54.5
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),50.3,46.0,45.6
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),50.2,47.1,47.3
Annual,Percentage,From 15 to 64 years,Males,Finland,53.9,43.4,40.0
Annual,Percentage,From 15 to 64 years,Males,France,46.8,51.5,46.4
Annual,Percentage,From 15 to 64 years,Males,Croatia,30.8,35.7,38.9
Annual,Percentage,From 15 to 64 years,Males,Hungary,56.6,52.6,48.5
Annual,Percentage,From 15 to 64 years,Males,Ireland,42.9,56.5,48.2
Annual,Percentage,From 15 to 64 years,Males,Italy,49.4,47.8,40.8
Annual,Percentage,From 15 to 64 years,Males,Lithuania,31.1,24.5,36.9
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,43.2,43.0,42.2
Annual,Percentage,From 15 to 64 years,Males,Latvia,29.9,30.6,30.6
Annual,Percentage,From 15 to 64 years,Males,Malta,58.2,46.8,45.5
Annual,Percentage,From 15 to 64 years,Males,Netherlands,41.7,42.0,40.9
Annual,Percentage,From 15 to 64 years,Males,Poland,41.0,36.4,37.5
Annual,Percentage,From 15 to 64 years,Males,Portugal,42.6,32.9,49.9
Annual,Percentage,From 15 to 64 years,Males,Romania,54.9,44.5,60.9
Annual,Percentage,From 15 to 64 years,Males,Sweden,56.0,54.7,52.7
Annual,Percentage,From 15 to 64 years,Males,Slovenia,57.2,59.0,47.5
Annual,Percentage,From 15 to 64 years,Males,Slovakia,36.2,32.2,28.6
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,49.8,55.0,57.3
Annual,Percentage,From 15 to 64 years,Total,Austria,54.7,44.7,42.2
Annual,Percentage,From 15 to 64 years,Total,Belgium,39.7,41.3,45.8
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,35.1,27.8,33.1
Annual,Percentage,From 15 to 64 years,Total,Cyprus,55.8,58.6,66.6
Annual,Percentage,From 15 to 64 years,Total,Czechia,58.8,45.0,33.9
Annual,Percentage,From 15 to 64 years,Total,Germany,51.2,47.9,40.3
Annual,Percentage,From 15 to 64 years,Total,Denmark,56.6,42.0,51.6
Annual,Percentage,From 15 to 64 years,Total,Estonia,45.8,44.6,38.5
Annual,Percentage,From 15 to 64 years,Total,Greece,54.0,53.6,55.8
Annual,Percentage,From 15 to 64 years,Total,Spain,47.4,37.7,52.5
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),46.9,43.2,43.1
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),46.9,44.2,44.9
Annual,Percentage,From 15 to 64 years,Total,Finland,57.1,47.2,42.7
Annual,Percentage,From 15 to 64 years,Total,France,42.8,46.7,44.9
Annual,Percentage,From 15 to 64 years,Total,Croatia,30.0,38.5,39.0
Annual,Percentage,From 15 to 64 years,Total,Hungary,52.4,51.0,45.5
Annual,Percentage,From 15 to 64 years,Total,Ireland,40.0,52.7,48.1
Annual,Percentage,From 15 to 64 years,Total,Italy,46.4,42.9,37.2
Annual,Percentage,From 15 to 64 years,Total,Lithuania,31.1,24.0,32.7
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,40.9,43.9,42.1
Annual,Percentage,From 15 to 64 years,Total,Latvia,28.3,27.8,29.9
Annual,Percentage,From 15 to 64 years,Total,Malta,54.4,46.3,46.2
Annual,Percentage,From 15 to 64 years,Total,Netherlands,39.5,40.2,39.5
Annual,Percentage,From 15 to 64 years,Total,Poland,40.3,33.5,34.4
Annual,Percentage,From 15 to 64 years,Total,Portugal,40.0,28.7,43.8
Annual,Percentage,From 15 to 64 years,Total,Romania,55.0,46.3,63.0
Annual,Percentage,From 15 to 64 years,Total,Sweden,55.1,52.7,52.7
Annual,Percentage,From 15 to 64 years,Total,Slovenia,62.0,59.5,46.6
Annual,Percentage,From 15 to 64 years,Total,Slovakia,34.9,33.6,31.0
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,47.1,51.1,55.7
Annual,Percentage,From 25 to 64 years,Females,Austria,55.4,37.1,38.8
Annual,Percentage,From 25 to 64 years,Females,Belgium,38.2,37.4,45.3
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,37.7,29.9,30.9
Annual,Percentage,From 25 to 64 years,Females,Cyprus,54.4,63.1,66.4
Annual,Percentage,From 25 to 64 years,Females,Czechia,49.6,44.5,31.5
Annual,Percentage,From 25 to 64 years,Females,Germany,45.9,46.3,36.8
Annual,Percentage,From 25 to 64 years,Females,Denmark,53.0,41.8,58.8
Annual,Percentage,From 25 to 64 years,Females,Estonia,46.0,44.7,37.7
Annual,Percentage,From 25 to 64 years,Females,Greece,51.6,52.8,49.0
Annual,Percentage,From 25 to 64 years,Females,Spain,38.1,32.4,51.9
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),43.4,40.3,41.4
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),43.9,41.7,42.9
Annual,Percentage,From 25 to 64 years,Females,Finland,61.2,51.1,47.2
Annual,Percentage,From 25 to 64 years,Females,France,39.0,42.7,43.8
Annual,Percentage,From 25 to 64 years,Females,Croatia,28.4,39.8,41.4
Annual,Percentage,From 25 to 64 years,Females,Hungary,51.4,49.9,41.2
Annual,Percentage,From 25 to 64 years,Females,Ireland,37.5,48.0,48.3
Annual,Percentage,From 25 to 64 years,Females,Italy,41.0,37.2,33.3
Annual,Percentage,From 25 to 64 years,Females,Lithuania,33.4,23.5,31.0
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,36.4,45.6,42.0
Annual,Percentage,From 25 to 64 years,Females,Latvia,27.8,26.0,30.2
Annual,Percentage,From 25 to 64 years,Females,Malta,40.9,41.6,45.0
Annual,Percentage,From 25 to 64 years,Females,Netherlands,37.7,37.8,38.7
Annual,Percentage,From 25 to 64 years,Females,Poland,38.8,30.0,33.2
Annual,Percentage,From 25 to 64 years,Females,Portugal,40.1,24.7,38.6
Annual,Percentage,From 25 to 64 years,Females,Romania,56.7,49.3,65.7
Annual,Percentage,From 25 to 64 years,Females,Sweden,58.6,50.5,51.7
Annual,Percentage,From 25 to 64 years,Females,Slovenia,69.6,61.3,47.0
Annual,Percentage,From 25 to 64 years,Females,Slovakia,33.3,36.5,34.6
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,47.4,51.3,52.8
Annual,Percentage,From 25 to 64 years,Males,Austria,59.0,47.7,51.4
Annual,Percentage,From 25 to 64 years,Males,Belgium,41.4,45.9,48.3
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,37.8,25.0,37.2
Annual,Percentage,From 25 to 64 years,Males,Cyprus,57.6,59.6,65.7
Annual,Percentage,From 25 to 64 years,Males,Czechia,66.0,45.0,39.7
Annual,Percentage,From 25 to 64 years,Males,Germany,54.4,53.4,45.1
Annual,Percentage,From 25 to 64 years,Males,Denmark,61.9,41.7,48.0
Annual,Percentage,From 25 to 64 years,Males,Estonia,46.4,45.9,43.0
Annual,Percentage,From 25 to 64 years,Males,Greece,57.9,57.9,59.5
Annual,Percentage,From 25 to 64 years,Males,Spain,53.9,42.5,55.0
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),50.4,47.0,46.9
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),50.8,48.6,48.8
Annual,Percentage,From 25 to 64 years,Males,Finland,56.9,44.2,41.0
Annual,Percentage,From 25 to 64 years,Males,France,47.2,51.3,49.5
Annual,Percentage,From 25 to 64 years,Males,Croatia,28.8,33.8,41.2
Annual,Percentage,From 25 to 64 years,Males,Hungary,58.1,53.7,49.1
Annual,Percentage,From 25 to 64 years,Males,Ireland,43.8,59.1,52.6
Annual,Percentage,From 25 to 64 years,Males,Italy,50.5,49.2,40.9
Annual,Percentage,From 25 to 64 years,Males,Lithuania,28.5,23.8,37.6
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,44.6,44.4,44.3
Annual,Percentage,From 25 to 64 years,Males,Latvia,30.1,30.5,29.0
Annual,Percentage,From 25 to 64 years,Males,Malta,54.9,46.9,46.3
Annual,Percentage,From 25 to 64 years,Males,Netherlands,42.0,41.5,42.5
Annual,Percentage,From 25 to 64 years,Males,Poland,43.8,36.7,37.1
Annual,Percentage,From 25 to 64 years,Males,Portugal,44.1,35.5,53.5
Annual,Percentage,From 25 to 64 years,Males,Romania,53.6,46.1,62.4
Annual,Percentage,From 25 to 64 years,Males,Sweden,55.5,54.6,53.2
Annual,Percentage,From 25 to 64 years,Males,Slovenia,57.7,60.9,47.2
Annual,Percentage,From 25 to 64 years,Males,Slovakia,34.1,33.3,26.6
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,53.1,61.0,60.7
Annual,Percentage,From 25 to 64 years,Total,Austria,57.3,42.7,44.8
Annual,Percentage,From 25 to 64 years,Total,Belgium,40.0,42.0,46.9
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,37.7,27.3,34.0
Annual,Percentage,From 25 to 64 years,Total,Cyprus,56.1,61.2,66.1
Annual,Percentage,From 25 to 64 years,Total,Czechia,58.8,44.8,35.9
Annual,Percentage,From 25 to 64 years,Total,Germany,50.5,50.1,41.1
Annual,Percentage,From 25 to 64 years,Total,Denmark,57.7,41.7,53.2
Annual,Percentage,From 25 to 64 years,Total,Estonia,46.2,45.3,40.3
Annual,Percentage,From 25 to 64 years,Total,Greece,55.5,55.8,55.0
Annual,Percentage,From 25 to 64 years,Total,Spain,47.4,38.0,53.6
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),47.3,43.9,44.2
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),47.7,45.4,45.9
Annual,Percentage,From 25 to 64 years,Total,Finland,59.0,47.5,44.0
Annual,Percentage,From 25 to 64 years,Total,France,43.3,47.2,46.7
Annual,Percentage,From 25 to 64 years,Total,Croatia,28.6,36.7,41.3
Annual,Percentage,From 25 to 64 years,Total,Hungary,55.0,51.9,44.9
Annual,Percentage,From 25 to 64 years,Total,Ireland,41.0,53.9,50.5
Annual,Percentage,From 25 to 64 years,Total,Italy,46.6,44.3,37.3
Annual,Percentage,From 25 to 64 years,Total,Lithuania,31.0,23.6,34.3
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,41.1,44.9,43.1
Annual,Percentage,From 25 to 64 years,Total,Latvia,29.0,28.2,29.6
Annual,Percentage,From 25 to 64 years,Total,Malta,51.0,45.1,45.7
Annual,Percentage,From 25 to 64 years,Total,Netherlands,40.0,39.8,40.6
Annual,Percentage,From 25 to 64 years,Total,Poland,41.5,33.5,35.0
Annual,Percentage,From 25 to 64 years,Total,Portugal,42.2,30.4,45.2
Annual,Percentage,From 25 to 64 years,Total,Romania,55.1,47.6,64.0
Annual,Percentage,From 25 to 64 years,Total,Sweden,56.9,52.6,52.5
Annual,Percentage,From 25 to 64 years,Total,Slovenia,63.5,61.1,47.1
Annual,Percentage,From 25 to 64 years,Total,Slovakia,33.8,34.8,30.6
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,50.5,56.5,57.0
Annual,Percentage,From 55 to 64 years,Females,Austria,25.8,44.8,20.9
Annual,Percentage,From 55 to 64 years,Females,Belgium,35.8,29.4,38.4
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,33.8,21.4,20.3
Annual,Percentage,From 55 to 64 years,Females,Cyprus,52.3 u,47.1,66.4
Annual,Percentage,From 55 to 64 years,Females,Czechia,55.6,34.9,28.8
Annual,Percentage,From 55 to 64 years,Females,Germany,27.2,46.6,36.6
Annual,Percentage,From 55 to 64 years,Females,Denmark,61.2,45.6,50.7
Annual,Percentage,From 55 to 64 years,Females,Estonia,57.4,32.0,32.2
Annual,Percentage,From 55 to 64 years,Females,Greece,46.0 u,29.2,57.8
Annual,Percentage,From 55 to 64 years,Females,Spain,31.8,32.4,39.6
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),34.1,36.5,36.9
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),32.7,36.0,39.3
Annual,Percentage,From 55 to 64 years,Females,Finland,61.1,50.2,37.4
Annual,Percentage,From 55 to 64 years,Females,France,31.6,31.9,41.1
Annual,Percentage,From 55 to 64 years,Females,Croatia,32.2,45.7,24.9
Annual,Percentage,From 55 to 64 years,Females,Hungary,41.0,42.3,46.8
Annual,Percentage,From 55 to 64 years,Females,Ireland,21.9,45.2,42.5
Annual,Percentage,From 55 to 64 years,Females,Italy,40.0,21.5,34.6
Annual,Percentage,From 55 to 64 years,Females,Lithuania,13.5,14.8,26.2
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,25.7 u,41.5,39.5
Annual,Percentage,From 55 to 64 years,Females,Latvia,15.1,22.3,23.7
Annual,Percentage,From 55 to 64 years,Females,Malta,43.5 u,37.6,32.8
Annual,Percentage,From 55 to 64 years,Females,Netherlands,24.0,29.3,28.8
Annual,Percentage,From 55 to 64 years,Females,Poland,36.1,34.0,21.2
Annual,Percentage,From 55 to 64 years,Females,Portugal,25.0,11.4,36.0
Annual,Percentage,From 55 to 64 years,Females,Romania,36.8,44.3,61.8
Annual,Percentage,From 55 to 64 years,Females,Sweden,45.0,57.0,50.7
Annual,Percentage,From 55 to 64 years,Females,Slovenia,60.8 u,49.9,32.8
Annual,Percentage,From 55 to 64 years,Females,Slovakia,26.1,24.8,31.1
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,26.2,33.4,56.0
Annual,Percentage,From 55 to 64 years,Males,Austria,47.9,49.1,34.5
Annual,Percentage,From 55 to 64 years,Males,Belgium,32.9,38.5,40.7
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,12.2,27.2,36.2
Annual,Percentage,From 55 to 64 years,Males,Cyprus,51.4,50.3,67.2
Annual,Percentage,From 55 to 64 years,Males,Czechia,63.9,44.2,21.8
Annual,Percentage,From 55 to 64 years,Males,Germany,61.8,41.6,42.1
Annual,Percentage,From 55 to 64 years,Males,Denmark,48.8,34.3,33.9
Annual,Percentage,From 55 to 64 years,Males,Estonia,44.3,31.2,27.6
Annual,Percentage,From 55 to 64 years,Males,Greece,48.9,43.6,56.3
Annual,Percentage,From 55 to 64 years,Males,Spain,49.6,34.9,46.4
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),46.7,38.1,38.9
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),45.0,37.5,40.0
Annual,Percentage,From 55 to 64 years,Males,Finland,48.9,36.0,33.4
Annual,Percentage,From 55 to 64 years,Males,France,45.1,45.3,30.5
Annual,Percentage,From 55 to 64 years,Males,Croatia,34.1,33.2,30.4
Annual,Percentage,From 55 to 64 years,Males,Hungary,57.0,39.4,43.7
Annual,Percentage,From 55 to 64 years,Males,Ireland,45.3,46.5,34.2
Annual,Percentage,From 55 to 64 years,Males,Italy,38.4,32.4,39.3
Annual,Percentage,From 55 to 64 years,Males,Lithuania,50.3,16.1,36.6
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,27.0 u,30.8,33.9
Annual,Percentage,From 55 to 64 years,Males,Latvia,22.1,21.7,24.8
Annual,Percentage,From 55 to 64 years,Males,Malta,49.9,34.9,38.4
Annual,Percentage,From 55 to 64 years,Males,Netherlands,35.1,35.8,30.9
Annual,Percentage,From 55 to 64 years,Males,Poland,19.6,36.6,36.0
Annual,Percentage,From 55 to 64 years,Males,Portugal,30.6,23.9,34.2
Annual,Percentage,From 55 to 64 years,Males,Romania,63.1,34.8,52.9
Annual,Percentage,From 55 to 64 years,Males,Sweden,49.0,44.8,50.5
Annual,Percentage,From 55 to 64 years,Males,Slovenia,34.8 u,44.8,41.0
Annual,Percentage,From 55 to 64 years,Males,Slovakia,44.0,21.4,22.9
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,35.6,34.0,46.9
Annual,Percentage,From 55 to 64 years,Total,Austria,40.7,47.5,28.2
Annual,Percentage,From 55 to 64 years,Total,Belgium,33.8,35.0,39.6
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,21.8,24.6,28.0
Annual,Percentage,From 55 to 64 years,Total,Cyprus,51.7,49.1,67.0
Annual,Percentage,From 55 to 64 years,Total,Czechia,60.8,40.7,25.3
Annual,Percentage,From 55 to 64 years,Total,Germany,45.8,43.8,39.5
Annual,Percentage,From 55 to 64 years,Total,Denmark,54.2,39.4,41.7
Annual,Percentage,From 55 to 64 years,Total,Estonia,49.5,31.7,30.2
Annual,Percentage,From 55 to 64 years,Total,Greece,48.2,38.6,56.9
Annual,Percentage,From 55 to 64 years,Total,Spain,43.4,33.9,43.6
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),41.5,37.4,37.9
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),39.9,36.9,39.7
Annual,Percentage,From 55 to 64 years,Total,Finland,54.2,43.3,35.6
Annual,Percentage,From 55 to 64 years,Total,France,39.0,38.8,35.8
Annual,Percentage,From 55 to 64 years,Total,Croatia,33.2,38.3,28.0
Annual,Percentage,From 55 to 64 years,Total,Hungary,49.8,40.7,45.0
