Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Luxembourg,:,:,:,:,:,:,227.0,229.0,234.0,246.0,251.0,258.0,274 b,277.0,286.0,295.0,304.0,311.0,320.0,324.0,335.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Latvia,:,:,:,:,:,:,1065.0,1031.0,1004.0,1004.0,984.0,964.0,965.0,955.0,945.0,944.0,930.0,929.0,892.0,904.0,894.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Malta,:,:,:,:,:,:,170.0,172.0,176.0,182.0,190.0,198.0,206.0,215.0,226.0,243.0,258.0,267.0,271.0,287.0,307.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Netherlands,:,:,:,:,:,:,8874.0,8854.0,8858.0,8960.0,9018.0,8953.0,8995.0,9030.0,9081.0,9160.0,9269.0,9306.0,9372.0,9569.0,9732.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Poland,:,:,:,:,:,:,16466.0,16373 b,16488.0,16656.0,16696.0,16783.0,16779.0,16704.0,16711.0,16612.0,16954 b,16909.0,17340.0,17318.0,17363.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Portugal,:,:,:,:,:,:,4998.0,5010.0,4994.0,4934.0,4881.0,4879.0,4875.0,4880.0,4926.0,4944.0,4955.0,4868.0,4937.0,5046.0,5167.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Romania,:,:,:,:,:,:,8128.0,7913.0,7842.0,7873.0,7878.0,7953.0,8035.0,7981.0,8096.0,8063.0,8091.0,8088.0,8125.0,8191.0,8067.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Sweden,:,:,4604.0,4654.0,4717.0,4764.0,4764.0,4791.0,4853.0,4877.0,4928.0,4971.0,5007.0,5063.0,5150.0,5211.0,5268.0,5270.0,5327.0,5409.0,5489.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Slovenia,:,:,:,:,:,:,1009.0,1007.0,989.0,988.0,982.0,983.0,984.0,974.0,1003.0,1006.0,1007.0,1005.0,1002.0,1007.0,1007.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Slovakia,:,:,:,:,:,:,2753.0,2770.0,2740 b,2768.0,2777.0,2781.0,2795.0,2815.0,2803.0,2789.0,2779.0,2749.0,2709.0,2730.0,2722.0
