Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Males,Bulgaria,36.4 u,25.8
Annual,Percentage,From 15 to 24 years,Males,Cyprus,27.5 u,22.2
Annual,Percentage,From 15 to 24 years,Males,Czechia,31.2 u,28.6 u
Annual,Percentage,From 15 to 24 years,Males,Germany,15.0,19.5
Annual,Percentage,From 15 to 24 years,Males,Denmark,17.6,42.7
Annual,Percentage,From 15 to 24 years,Males,Estonia,27.8 u,45.5 u
Annual,Percentage,From 15 to 24 years,Males,Greece,31.8,43.7 u
Annual,Percentage,From 15 to 24 years,Males,Spain,17.4,40.6
Annual,Percentage,From 15 to 24 years,Males,European Union - 27 countries (from 2020),23.5,32.4
Annual,Percentage,From 15 to 24 years,Males,European Union - 28 countries (2013-2020),24.2,36.0
Annual,Percentage,From 15 to 24 years,Males,Finland,53.3,44.4 u
Annual,Percentage,From 15 to 24 years,Males,France,14.9,23.9
Annual,Percentage,From 15 to 24 years,Males,Croatia,41.1,15.8 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,25.7 u,28.8 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,19.1,42.2
Annual,Percentage,From 15 to 24 years,Males,Italy,31.0,46.2 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,37.5 u,13.7 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,26.6,48.8 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,46.8,44.8 u
Annual,Percentage,From 15 to 24 years,Males,Malta,23.4,38.1
Annual,Percentage,From 15 to 24 years,Males,Netherlands,26.6,43.9
Annual,Percentage,From 15 to 24 years,Males,Poland,37.0,42.4
Annual,Percentage,From 15 to 24 years,Males,Portugal,28.1 u,13.6 u
Annual,Percentage,From 15 to 24 years,Males,Romania,25.1 u,35.5 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,40.0 u,47.8
Annual,Percentage,From 15 to 24 years,Males,Slovenia,33.6,59.5
Annual,Percentage,From 15 to 24 years,Males,Slovakia,2.7 u,20.2 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,28.1,49.0
Annual,Percentage,From 15 to 24 years,Total,Austria,24.2,53.8
Annual,Percentage,From 15 to 24 years,Total,Belgium,24.5,40.7
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,33.0,27.0
Annual,Percentage,From 15 to 24 years,Total,Cyprus,31.1,28.4
Annual,Percentage,From 15 to 24 years,Total,Czechia,29.2,38.1
Annual,Percentage,From 15 to 24 years,Total,Germany,15.4,20.8
Annual,Percentage,From 15 to 24 years,Total,Denmark,15.7,35.5
Annual,Percentage,From 15 to 24 years,Total,Estonia,28.5,37.3
Annual,Percentage,From 15 to 24 years,Total,Greece,27.9,38.2
Annual,Percentage,From 15 to 24 years,Total,Spain,20.5,32.7
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),21.4,32.1
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),22.9,34.6
Annual,Percentage,From 15 to 24 years,Total,Finland,45.1,46.8
Annual,Percentage,From 15 to 24 years,Total,France,12.5,28.9
Annual,Percentage,From 15 to 24 years,Total,Croatia,38.2,27.4
Annual,Percentage,From 15 to 24 years,Total,Hungary,22.7,27.1
Annual,Percentage,From 15 to 24 years,Total,Ireland,15.6,46.1
Annual,Percentage,From 15 to 24 years,Total,Italy,22.0,39.4
Annual,Percentage,From 15 to 24 years,Total,Lithuania,27.5,19.8
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,26.8,45.6
Annual,Percentage,From 15 to 24 years,Total,Latvia,33.4,46.7
Annual,Percentage,From 15 to 24 years,Total,Malta,28.8,44.9
Annual,Percentage,From 15 to 24 years,Total,Netherlands,25.4,37.6
Annual,Percentage,From 15 to 24 years,Total,Poland,31.9,46.2
Annual,Percentage,From 15 to 24 years,Total,Portugal,22.9,17.4
Annual,Percentage,From 15 to 24 years,Total,Romania,22.8,24.0
Annual,Percentage,From 15 to 24 years,Total,Sweden,40.0,42.1
Annual,Percentage,From 15 to 24 years,Total,Slovenia,32.7,62.0
Annual,Percentage,From 15 to 24 years,Total,Slovakia,10.8,25.4
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,30.1,43.7
Annual,Percentage,From 15 to 64 years,Females,Austria,44.6,58.5
Annual,Percentage,From 15 to 64 years,Females,Belgium,37.2,44.6
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,40.9,44.4
Annual,Percentage,From 15 to 64 years,Females,Cyprus,30.7,33.4
Annual,Percentage,From 15 to 64 years,Females,Czechia,36.4,44.4
Annual,Percentage,From 15 to 64 years,Females,Germany,36.6,39.9
Annual,Percentage,From 15 to 64 years,Females,Denmark,50.0,52.6
Annual,Percentage,From 15 to 64 years,Females,Estonia,33.9,49.8
Annual,Percentage,From 15 to 64 years,Females,Greece,35.7,35.1
Annual,Percentage,From 15 to 64 years,Females,Spain,37.1,46.5
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),35.7,43.0
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),36.2,43.9
Annual,Percentage,From 15 to 64 years,Females,Finland,51.8,60.6
Annual,Percentage,From 15 to 64 years,Females,France,27.9,36.8
Annual,Percentage,From 15 to 64 years,Females,Croatia,33.5,41.3
Annual,Percentage,From 15 to 64 years,Females,Hungary,34.2,45.0
Annual,Percentage,From 15 to 64 years,Females,Ireland,44.3,56.5
Annual,Percentage,From 15 to 64 years,Females,Italy,28.4,39.1
Annual,Percentage,From 15 to 64 years,Females,Lithuania,32.7,42.5
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,38.4,45.2
Annual,Percentage,From 15 to 64 years,Females,Latvia,39.2,40.7
Annual,Percentage,From 15 to 64 years,Females,Malta,42.7,49.9
Annual,Percentage,From 15 to 64 years,Females,Netherlands,40.7,54.6
Annual,Percentage,From 15 to 64 years,Females,Poland,41.6,47.7
Annual,Percentage,From 15 to 64 years,Females,Portugal,29.4,40.1
Annual,Percentage,From 15 to 64 years,Females,Romania,36.0,42.6
Annual,Percentage,From 15 to 64 years,Females,Sweden,46.1,46.6
Annual,Percentage,From 15 to 64 years,Females,Slovenia,34.6,51.9
Annual,Percentage,From 15 to 64 years,Females,Slovakia,29.4,31.0
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,39.4,49.3
Annual,Percentage,From 15 to 64 years,Males,Austria,45.3,66.7
Annual,Percentage,From 15 to 64 years,Males,Belgium,43.3,51.0
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,39.4,48.7
Annual,Percentage,From 15 to 64 years,Males,Cyprus,42.4,35.7
Annual,Percentage,From 15 to 64 years,Males,Czechia,46.1,50.8
Annual,Percentage,From 15 to 64 years,Males,Germany,38.6,44.1
Annual,Percentage,From 15 to 64 years,Males,Denmark,61.6,60.9
Annual,Percentage,From 15 to 64 years,Males,Estonia,48.1,52.0
Annual,Percentage,From 15 to 64 years,Males,Greece,47.2,48.3
Annual,Percentage,From 15 to 64 years,Males,Spain,41.1,51.1
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),41.7,48.1
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),42.6,49.3
Annual,Percentage,From 15 to 64 years,Males,Finland,61.1,67.0
Annual,Percentage,From 15 to 64 years,Males,France,34.1,44.6
Annual,Percentage,From 15 to 64 years,Males,Croatia,39.3,44.6
Annual,Percentage,From 15 to 64 years,Males,Hungary,43.4,44.8
Annual,Percentage,From 15 to 64 years,Males,Ireland,53.0,62.8
Annual,Percentage,From 15 to 64 years,Males,Italy,34.4,45.6
Annual,Percentage,From 15 to 64 years,Males,Lithuania,32.2,42.7
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,40.5,52.0
Annual,Percentage,From 15 to 64 years,Males,Latvia,47.7,46.8
Annual,Percentage,From 15 to 64 years,Males,Malta,45.0,59.6
Annual,Percentage,From 15 to 64 years,Males,Netherlands,60.2,65.2
Annual,Percentage,From 15 to 64 years,Males,Poland,54.2,44.5
Annual,Percentage,From 15 to 64 years,Males,Portugal,40.8,42.0
Annual,Percentage,From 15 to 64 years,Males,Romania,36.6,44.7
Annual,Percentage,From 15 to 64 years,Males,Sweden,51.6,57.9
Annual,Percentage,From 15 to 64 years,Males,Slovenia,46.7,60.8
Annual,Percentage,From 15 to 64 years,Males,Slovakia,26.1,35.4
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,49.4,56.1
Annual,Percentage,From 15 to 64 years,Total,Austria,45.0,62.5
Annual,Percentage,From 15 to 64 years,Total,Belgium,40.6,48.0
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,40.1,46.5
Annual,Percentage,From 15 to 64 years,Total,Cyprus,37.1,34.6
Annual,Percentage,From 15 to 64 years,Total,Czechia,42.0,47.8
Annual,Percentage,From 15 to 64 years,Total,Germany,37.7,42.0
Annual,Percentage,From 15 to 64 years,Total,Denmark,56.1,57.0
Annual,Percentage,From 15 to 64 years,Total,Estonia,40.8,50.8
Annual,Percentage,From 15 to 64 years,Total,Greece,42.6,42.5
Annual,Percentage,From 15 to 64 years,Total,Spain,39.3,49.0
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),39.0,45.6
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),39.7,46.7
Annual,Percentage,From 15 to 64 years,Total,Finland,56.5,63.8
Annual,Percentage,From 15 to 64 years,Total,France,31.1,40.8
Annual,Percentage,From 15 to 64 years,Total,Croatia,36.6,43.0
Annual,Percentage,From 15 to 64 years,Total,Hungary,39.2,44.9
Annual,Percentage,From 15 to 64 years,Total,Ireland,49.0,59.8
Annual,Percentage,From 15 to 64 years,Total,Italy,32.0,42.6
Annual,Percentage,From 15 to 64 years,Total,Lithuania,32.5,42.6
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,39.6,48.7
Annual,Percentage,From 15 to 64 years,Total,Latvia,43.3,43.6
Annual,Percentage,From 15 to 64 years,Total,Malta,44.2,55.7
Annual,Percentage,From 15 to 64 years,Total,Netherlands,51.3,60.2
Annual,Percentage,From 15 to 64 years,Total,Poland,48.5,46.1
Annual,Percentage,From 15 to 64 years,Total,Portugal,35.5,41.0
Annual,Percentage,From 15 to 64 years,Total,Romania,36.3,43.7
Annual,Percentage,From 15 to 64 years,Total,Sweden,49.0,52.4
Annual,Percentage,From 15 to 64 years,Total,Slovenia,41.1,56.5
Annual,Percentage,From 15 to 64 years,Total,Slovakia,27.5,33.3
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,44.7,52.9
Annual,Percentage,From 25 to 64 years,Females,Austria,47.7,57.1
Annual,Percentage,From 25 to 64 years,Females,Belgium,37.3,44.6
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,42.0,43.7
Annual,Percentage,From 25 to 64 years,Females,Cyprus,29.9,33.2
Annual,Percentage,From 25 to 64 years,Females,Czechia,38.5,45.1
Annual,Percentage,From 25 to 64 years,Females,Germany,39.1,41.4
Annual,Percentage,From 25 to 64 years,Females,Denmark,56.4,55.3
Annual,Percentage,From 25 to 64 years,Females,Estonia,36.3,51.6
Annual,Percentage,From 25 to 64 years,Females,Greece,35.1,32.4
Annual,Percentage,From 25 to 64 years,Females,Spain,37.3,47.3
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),36.7,43.3
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),37.1,44.3
Annual,Percentage,From 25 to 64 years,Females,Finland,52.2,63.3
Annual,Percentage,From 25 to 64 years,Females,France,29.5,35.6
Annual,Percentage,From 25 to 64 years,Females,Croatia,31.2,37.5
Annual,Percentage,From 25 to 64 years,Females,Hungary,35.2,45.3
Annual,Percentage,From 25 to 64 years,Females,Ireland,50.4,54.2
Annual,Percentage,From 25 to 64 years,Females,Italy,28.2,38.8
Annual,Percentage,From 25 to 64 years,Females,Lithuania,31.7,45.1
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,38.3,44.6
Annual,Percentage,From 25 to 64 years,Females,Latvia,41.3,40.8
Annual,Percentage,From 25 to 64 years,Females,Malta,44.3,51.2
Annual,Percentage,From 25 to 64 years,Females,Netherlands,43.8,59.4
Annual,Percentage,From 25 to 64 years,Females,Poland,41.7,46.3
Annual,Percentage,From 25 to 64 years,Females,Portugal,30.1,40.1
Annual,Percentage,From 25 to 64 years,Females,Romania,35.2,45.5
Annual,Percentage,From 25 to 64 years,Females,Sweden,47.0,49.8
Annual,Percentage,From 25 to 64 years,Females,Slovenia,33.1,50.3
Annual,Percentage,From 25 to 64 years,Females,Slovakia,29.7,30.5
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,40.1,51.0
Annual,Percentage,From 25 to 64 years,Males,Austria,49.0,65.7
Annual,Percentage,From 25 to 64 years,Males,Belgium,44.6,50.7
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,40.4,51.1
Annual,Percentage,From 25 to 64 years,Males,Cyprus,41.4,35.9
Annual,Percentage,From 25 to 64 years,Males,Czechia,47.8,50.8
Annual,Percentage,From 25 to 64 years,Males,Germany,40.0,44.3
Annual,Percentage,From 25 to 64 years,Males,Denmark,69.4,62.9
Annual,Percentage,From 25 to 64 years,Males,Estonia,50.5,52.7
Annual,Percentage,From 25 to 64 years,Males,Greece,46.6,48.7
Annual,Percentage,From 25 to 64 years,Males,Spain,40.7,50.2
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),42.3,48.1
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),43.4,49.3
Annual,Percentage,From 25 to 64 years,Males,Finland,59.9,67.6
Annual,Percentage,From 25 to 64 years,Males,France,34.9,44.2
Annual,Percentage,From 25 to 64 years,Males,Croatia,40.6,44.4
Annual,Percentage,From 25 to 64 years,Males,Hungary,43.6,46.7
Annual,Percentage,From 25 to 64 years,Males,Ireland,54.2,66.8
Annual,Percentage,From 25 to 64 years,Males,Italy,33.4,45.5
Annual,Percentage,From 25 to 64 years,Males,Lithuania,32.2,45.8
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,42.2,49.7
Annual,Percentage,From 25 to 64 years,Males,Latvia,50.9,45.5
Annual,Percentage,From 25 to 64 years,Males,Malta,49.2,63.7
Annual,Percentage,From 25 to 64 years,Males,Netherlands,64.6,70.5
Annual,Percentage,From 25 to 64 years,Males,Poland,56.4,43.0
Annual,Percentage,From 25 to 64 years,Males,Portugal,40.5,40.0
Annual,Percentage,From 25 to 64 years,Males,Romania,35.7,43.9
Annual,Percentage,From 25 to 64 years,Males,Sweden,50.4,57.9
Annual,Percentage,From 25 to 64 years,Males,Slovenia,46.8,60.7
Annual,Percentage,From 25 to 64 years,Males,Slovakia,27.8,38.1
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,51.2,57.0
Annual,Percentage,From 25 to 64 years,Total,Austria,48.4,61.2
Annual,Percentage,From 25 to 64 years,Total,Belgium,41.2,47.8
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,41.2,47.4
Annual,Percentage,From 25 to 64 years,Total,Cyprus,36.1,34.6
Annual,Percentage,From 25 to 64 years,Total,Czechia,43.8,48.2
Annual,Percentage,From 25 to 64 years,Total,Germany,39.6,42.9
Annual,Percentage,From 25 to 64 years,Total,Denmark,63.1,59.2
Annual,Percentage,From 25 to 64 years,Total,Estonia,43.3,52.2
Annual,Percentage,From 25 to 64 years,Total,Greece,41.9,41.6
Annual,Percentage,From 25 to 64 years,Total,Spain,39.2,48.8
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),39.8,45.8
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),40.5,46.9
Annual,Percentage,From 25 to 64 years,Total,Finland,56.2,65.6
Annual,Percentage,From 25 to 64 years,Total,France,32.3,40.0
Annual,Percentage,From 25 to 64 years,Total,Croatia,36.0,41.0
Annual,Percentage,From 25 to 64 years,Total,Hungary,39.7,45.9
Annual,Percentage,From 25 to 64 years,Total,Ireland,52.4,60.6
Annual,Percentage,From 25 to 64 years,Total,Italy,31.3,42.4
Annual,Percentage,From 25 to 64 years,Total,Lithuania,31.9,45.4
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,40.5,47.2
Annual,Percentage,From 25 to 64 years,Total,Latvia,46.0,43.1
Annual,Percentage,From 25 to 64 years,Total,Malta,47.5,58.4
Annual,Percentage,From 25 to 64 years,Total,Netherlands,55.0,65.2
Annual,Percentage,From 25 to 64 years,Total,Poland,49.6,44.7
Annual,Percentage,From 25 to 64 years,Total,Portugal,35.6,40.1
Annual,Percentage,From 25 to 64 years,Total,Romania,35.5,44.7
Annual,Percentage,From 25 to 64 years,Total,Sweden,48.8,54.1
Annual,Percentage,From 25 to 64 years,Total,Slovenia,40.3,55.6
Annual,Percentage,From 25 to 64 years,Total,Slovakia,28.7,34.3
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,46.0,54.2
Annual,Percentage,From 55 to 64 years,Females,Austria,52.7,78.3
Annual,Percentage,From 55 to 64 years,Females,Belgium,45.2,42.1
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,40.4,51.1
Annual,Percentage,From 55 to 64 years,Females,Cyprus,32.7,35.2
Annual,Percentage,From 55 to 64 years,Females,Czechia,28.5,40.0
Annual,Percentage,From 55 to 64 years,Females,Germany,40.6,41.2
Annual,Percentage,From 55 to 64 years,Females,Denmark,58.3,59.9
Annual,Percentage,From 55 to 64 years,Females,Estonia,25.7,50.5
Annual,Percentage,From 55 to 64 years,Females,Greece,46.6,54.4
Annual,Percentage,From 55 to 64 years,Females,Spain,44.5,50.5
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),41.9,46.4
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),42.1,47.0
Annual,Percentage,From 55 to 64 years,Females,Finland,58.7,56.2
Annual,Percentage,From 55 to 64 years,Females,France,30.7,44.3
Annual,Percentage,From 55 to 64 years,Females,Croatia,46.4,62.1
Annual,Percentage,From 55 to 64 years,Females,Hungary,34.1,51.4
Annual,Percentage,From 55 to 64 years,Females,Ireland,38.4,74.6
Annual,Percentage,From 55 to 64 years,Females,Italy,41.0,42.1
Annual,Percentage,From 55 to 64 years,Females,Lithuania,49.0,40.1
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,49.9,54.4
Annual,Percentage,From 55 to 64 years,Females,Latvia,41.3,37.6
Annual,Percentage,From 55 to 64 years,Females,Malta,50.8,38.5
Annual,Percentage,From 55 to 64 years,Females,Netherlands,45.9,56.1
Annual,Percentage,From 55 to 64 years,Females,Poland,58.6,55.2
Annual,Percentage,From 55 to 64 years,Females,Portugal,32.8,46.7
Annual,Percentage,From 55 to 64 years,Females,Romania,52.3,40.2
Annual,Percentage,From 55 to 64 years,Females,Sweden,46.7,40.9
Annual,Percentage,From 55 to 64 years,Females,Slovenia,51.6,56.4
Annual,Percentage,From 55 to 64 years,Females,Slovakia,32.2,32.5
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,42.9,51.0
Annual,Percentage,From 55 to 64 years,Males,Austria,41.8,76.9
Annual,Percentage,From 55 to 64 years,Males,Belgium,47.9,61.6
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,35.8,45.6
Annual,Percentage,From 55 to 64 years,Males,Cyprus,52.9,40.7
Annual,Percentage,From 55 to 64 years,Males,Czechia,45.3,58.2
Annual,Percentage,From 55 to 64 years,Males,Germany,48.5,55.1
Annual,Percentage,From 55 to 64 years,Males,Denmark,68.9,66.2
Annual,Percentage,From 55 to 64 years,Males,Estonia,48.8,51.8
Annual,Percentage,From 55 to 64 years,Males,Greece,57.0,47.2
Annual,Percentage,From 55 to 64 years,Males,Spain,55.8,59.1
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),50.3,55.1
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),51.4,55.4
Annual,Percentage,From 55 to 64 years,Males,Finland,71.3,67.8
Annual,Percentage,From 55 to 64 years,Males,France,44.0,57.8
Annual,Percentage,From 55 to 64 years,Males,Croatia,33.0,56.4
Annual,Percentage,From 55 to 64 years,Males,Hungary,52.3,42.8
Annual,Percentage,From 55 to 64 years,Males,Ireland,68.7,55.9
Annual,Percentage,From 55 to 64 years,Males,Italy,41.5,45.9
Annual,Percentage,From 55 to 64 years,Males,Lithuania,28.8,42.1
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,35.2,69.1
Annual,Percentage,From 55 to 64 years,Males,Latvia,28.5,54.5
Annual,Percentage,From 55 to 64 years,Males,Malta,44.1,57.7
Annual,Percentage,From 55 to 64 years,Males,Netherlands,71.0,63.4
Annual,Percentage,From 55 to 64 years,Males,Poland,52.7,51.4
Annual,Percentage,From 55 to 64 years,Males,Portugal,49.4,57.8
Annual,Percentage,From 55 to 64 years,Males,Romania,54.0,53.6
Annual,Percentage,From 55 to 64 years,Males,Sweden,62.3,62.4
Annual,Percentage,From 55 to 64 years,Males,Slovenia,56.2,62.8
Annual,Percentage,From 55 to 64 years,Males,Slovakia,30.2,30.4
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,58.4,57.6
Annual,Percentage,From 55 to 64 years,Total,Austria,45.8,77.6
Annual,Percentage,From 55 to 64 years,Total,Belgium,46.9,52.5
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,37.9,48.4
Annual,Percentage,From 55 to 64 years,Total,Cyprus,45.6,38.9
Annual,Percentage,From 55 to 64 years,Total,Czechia,39.0,49.1
Annual,Percentage,From 55 to 64 years,Total,Germany,45.1,48.6
Annual,Percentage,From 55 to 64 years,Total,Denmark,64.2,63.2
Annual,Percentage,From 55 to 64 years,Total,Estonia,35.2,51.1
Annual,Percentage,From 55 to 64 years,Total,Greece,53.5,50.3
Annual,Percentage,From 55 to 64 years,Total,Spain,51.6,55.5
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),46.8,51.0
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),47.5,51.5
Annual,Percentage,From 55 to 64 years,Total,Finland,64.7,61.5
Annual,Percentage,From 55 to 64 years,Total,France,37.5,51.0
Annual,Percentage,From 55 to 64 years,Total,Croatia,38.5,58.8
Annual,Percentage,From 55 to 64 years,Total,Hungary,44.3,46.5
Annual,Percentage,From 55 to 64 years,Total,Ireland,57.3,63.0
Annual,Percentage,From 55 to 64 years,Total,Italy,41.3,44.2
Annual,Percentage,From 55 to 64 years,Total,Lithuania,39.7,40.8
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,40.6,63.6
Annual,Percentage,From 55 to 64 years,Total,Latvia,35.9,44.5
Annual,Percentage,From 55 to 64 years,Total,Malta,45.2,52.4
Annual,Percentage,From 55 to 64 years,Total,Netherlands,61.4,60.3
Annual,Percentage,From 55 to 64 years,Total,Poland,54.8,53.0
Annual,Percentage,From 55 to 64 years,Total,Portugal,42.3,52.7
Annual,Percentage,From 55 to 64 years,Total,Romania,53.3,48.0
Annual,Percentage,From 55 to 64 years,Total,Sweden,54.6,50.7
Annual,Percentage,From 55 to 64 years,Total,Slovenia,54.5,59.9
Annual,Percentage,From 55 to 64 years,Total,Slovakia,30.9,31.4
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,51.7,54.7
