Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Portugal,13.66,13.85,14.01,14.16,13.85,13.61,14.31,14.31,13.92,13.73,13.94,13.94 p
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Romania,60.28,56.13,55.88,55.53,55.6,53.94,52.74,52.34,53.82,54.07,54.29,54.25
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Serbia,23.74,23.74,23.74,23.74,25.13,25.92,26.1,26.4,27.03,27.25,27.41,:
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Sweden,1.26,1.29,1.33,1.54,1.4,1.41,1.52,1.44,1.46,1.45,1.45,1.45
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Slovenia,2.64,2.55,2.47,2.42,2.36,2.33,2.27,2.16,2.09,2.03,2.0,:
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Slovakia,3.65,2.56,2.38,2.31,2.18,2.14,2.06,1.8,1.64,1.54,1.54,1.54
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Türkiye,173.0,171.0,171.0,173.0,175.0,175.0,174.0,171.0,169.0,171.0,167.0,:
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),United Kingdom,20.0,16.0,16.0,17.0,16.6,16.2,15.9,16.00 p,:,:,:,:
Annual,Apples,Area (cultivation/harvested/production) (1000 ha),Kosovo*,2.0,2.0,2.0,2.1,2.2,2.6,3.0,3.07,3.08,3.09,3.11,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Albania,:,0.65,0.7,0.7,0.7,0.7,0.8,0.78 p,0.8,0.8,0.8,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Austria,0.48,0.44,0.45,0.46,0.46,0.49,0.5,0.54,0.55,0.57,0.6,0.61
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,6.10 b,6.16 p,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Belgium,8.92,9.08,9.34,9.69,10.02,10.15,10.37,10.66,10.45,10.57,10.63,10.73 p
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Bulgaria,0.45,0.34,0.53,0.41 d,0.45,0.57,0.7,0.5,0.55,0.58,0.47,0.6
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Switzerland,:,0.75 e,0.75,0.76,0.77,0.78,0.77,0.73,0.74,0.75,0.74,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Cyprus,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.07,0.08,0.08,0.07 p,0.07 e
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Czechia,0.9,0.88,0.79,0.74,0.71,0.75,0.8,0.83,0.8,0.8,0.79,0.79
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Germany,1.93,1.93,1.93,1.93,2.14,2.14,2.14,2.14,2.14,2.07,2.07,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Denmark,0.35,0.36,0.34,0.3,0.3,0.29,0.3,0.3,0.3,0.29,0.3,0.3
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Estonia,0.00 n,0.00 n,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Greece,4.82,4.97,4.95,4.08,4.07,4.41,4.34,5.42,4.37,4.35,4.09,4.68
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Spain,24.24,23.64,22.88,22.55,21.89,21.33,20.62,20.22,20.02,19.11,18.46,18.46 p
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),118.37,116.01,116.31,115.13,113.81,113.54,110.66,108.29,106.96,103.1,100.53,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Finland,0.00 n,0.00 n,0.04,0.04,0.04,0.05,0.04 d,0.05 d,0.05,0.05,0.03,0.03 e
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),France,5.35,5.36,5.37,5.3,5.25,5.24,5.25,5.90 b,5.89,5.91,6.08,6.11 d
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Croatia,0.77,1.04,0.9,0.93,0.71,0.8,0.86,0.73,0.75,0.6,0.59,0.60 e
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Hungary,3.0,2.89,2.88,2.87,2.9,2.84,2.81,2.62,2.74,2.48,2.4,2.3
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Ireland,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Italy,31.53,30.15,30.86,32.29,31.73,31.34,28.71,26.6,26.79,24.52,23.03,22.93
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Lithuania,0.86,0.9,0.87,0.8,0.82,0.82,0.82,0.85,0.85,0.84,0.75,0.8
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01 b,0.01,0.01,0.01,0.02
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Latvia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.2,0.2
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.02,0.03,0.04,0.04 p,0.04 p,0.05 p,0.05 p,0.05 p,0.05 p,0.05 p,0.06 p,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Malta,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Netherlands,8.51,8.6,9.23,9.4,9.7,10.0,10.09,10.0,10.07,10.1,9.86,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Norway,0.06,0.01,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Poland,9.5,9.2,9.2,7.49,7.26,7.3,7.22,5.8,5.6,5.5,5.6,5.9
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Portugal,12.01,12.01,12.12,11.99,11.54,11.21,11.33,11.33,11.16,10.85,10.83,10.83 p
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Romania,3.91,3.46,2.91,3.15,3.12,3.1,3.08,3.09,3.17,3.2,3.23,3.22
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Serbia,7.34,7.34,7.34,7.34,5.7,5.0,4.97,5.0,5.07,5.01,5.04,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Sweden,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.12,0.13,0.13
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Slovenia,0.22,0.21,0.2,0.2,0.2,0.21,0.21,0.22,0.23,0.22,0.21,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Slovakia,0.17,0.13,0.11,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.11,0.12
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Türkiye,24.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,25.0,24.0,23.0,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2.0,1.0,1.48,1.5,1.5,1.5,1.5,1.50 p,:,:,:,:
Annual,Pears,Area (cultivation/harvested/production) (1000 ha),Kosovo*,0.6,0.2,0.4,0.4,0.5,0.5,0.6,0.61,0.62,0.63,0.64,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Albania,:,1.9,2.0,2.0,2.1,2.1,2.2,2.20 p,2.3,2.3,2.3,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Austria,0.26,0.24,0.23,0.24,0.25,0.3,0.3,0.3,0.29,0.29,0.28,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,4.58 b,4.66 p,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Belgium,:,1.27,1.31,1.32,1.4,1.14,1.14,1.12,1.13,1.13,1.13,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Bulgaria,9.05,7.21,9.26,9.60 d,10.06,11.23,12.16,11.73,11.93,11.91,10.58,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Switzerland,:,0.58 e,0.58,0.6,0.6,0.59,0.6,0.52,0.53,0.53,0.52,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Cyprus,0.23,0.2,0.22,0.21,0.23,0.22,0.23,0.23,0.22,0.23,0.23 p,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Czechia,2.54,2.45,2.28,2.19,2.11,2.07,2.16,2.15,2.12,2.07,1.99,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Germany,7.42,7.36,7.21,7.14,7.96,7.94,7.94,7.89,7.81,7.3,7.22,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Denmark,1.33,1.22,1.14,0.79,0.66,0.56,0.53,0.61,0.56,0.68,0.62,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Estonia,0.00 n,0.00 n,0.0,0.00 n,0.01,0.0,0.0,0.01,0.0,0.01,0.0,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Greece,11.88,13.6,14.63,15.57,15.83,16.21,16.24,20.7,16.93,16.97,16.58,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Spain,25.36,25.59,26.49,26.95,27.59,27.5,27.6,27.91,29.61,29.46,28.42,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),:,:,173.06,172.45,173.37,175.49,176.3,178.61,175.71,175.31,170.8,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Finland,0.00 n,0.00 n,0.0,0.0,0.0,0.00 n,0.0,0.00 n,0.0,0.00 n,0.0,0.00 n
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),France,8.26,8.22,8.15,8.14,8.01,8.13,8.03,7.51 b,7.5,7.54,7.44,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Croatia,3.18,3.55,3.35,3.43,3.53,2.94,2.85,3.12,3.2,2.96,2.85,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Hungary,16.38,16.06,15.64,15.49,15.65,15.88,15.93,16.62,16.79,15.82,15.02,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Ireland,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Italy,29.73,28.97,29.25,29.97,29.27,29.16,29.21,29.01,28.06,28.74,28.51,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Lithuania,0.81,0.83,0.78,0.72,0.73,0.76,0.77,0.77,0.76,0.74,0.56,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Latvia,: d,: d,0.10 d,0.10 d,0.1,0.10 d,0.12,0.1,0.10 d,0.1,0.1,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Netherlands,0.73,0.79,0.84,0.82,0.81,0.79,0.78,0.79,0.77,0.76,0.74,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Norway,0.2,2.0,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.19,0.18,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Poland,38.0,38.6,39.1,36.81,36.44,36.91,37.29,35.2,35.0,35.9,34.9,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Portugal,6.1,6.12,6.37,6.43,6.3,6.14,6.5,6.49,6.41,6.38,6.57,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Romania,7.08,6.45,6.31,6.13,6.02,7.06,6.09,5.94,6.12,5.88,6.62,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Serbia,17.7,17.7,17.7,17.7,22.18,23.0,23.4,24.0,24.0,24.4,24.05,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Sweden,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.05,0.05,0.03,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Slovenia,0.16,0.17,0.17,0.18,0.19,0.2,0.21,0.22,0.22,0.23,0.23,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Slovakia,0.25,0.2,0.19,0.17,0.19,0.21,0.2,0.16,0.13,0.16,0.17,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Türkiye,98.0,79.0,103.0,107.0,107.0,106.0,105.0,103.0,102.0,100.0,99.0,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),United Kingdom,1.0,1.0,0.7,0.7,0.7,0.76,0.8,:,:,:,:,:
Annual,Cherries,Area (cultivation/harvested/production) (1000 ha),Kosovo*,0.1,0.1,0.03,0.1,0.1,0.25,0.11,0.34,0.35,0.35,0.37,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Albania,:,:,:,71.4,:,:,:,77.30 p,:,79.3,79.9,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Austria,54.94,55.38,54.14,57.37,57.46,57.91,57.5,57.06,53.55,53.48,53.21,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,74.14 b,75.42 p,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Belgium,17.76,19.51,18.18,18.24,18.35,18.12,18.24,18.33,18.13,18.3,18.01,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Bulgaria,83.29,58.56,74.37,73.74 d,71.0,73.95,72.94,70.13,73.61,73.99,69.22,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Switzerland,:,25.35 e,21.23,21.41,21.16,21.15,21.07,20.85,20.84,21.22,21.15,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Cyprus,26.14,26.93,26.3,26.39,25.42,26.26,27.34,25.92,25.86,26.51,26.53 p,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Czechia,33.17,33.04,31.84,30.71,30.26,30.42,30.75,30.61,30.64,30.41,29.69,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Germany,152.91,153.94,154.14,154.52,159.45,159.49,160.23,160.45,160.76,159.86,160.19,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Denmark,5.63,4.95,4.39,3.39,3.15,3.16,3.06,3.49,3.29,3.57,3.23,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Estonia,1.9,2.2,1.8,1.62,1.86,1.91,2.35,2.25,2.43,2.75,2.59,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Greece,1237.67,1243.11,1276.17,1251.22,1225.38,1258.0,1196.96,1241.91,1110.88,1131.65,1121.83,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Spain,4582.49,4622.13,4700.74,4724.12,4830.0,4881.36,4938.56,5010.23,5052.43,5078.6,5094.32,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),12076.87,11196.08,11441.0,11367.19,11440.17,11544.97,11635.38,11807.04,11703.82,11697.19,11725.47,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Finland,2.22,2.15,2.67,3.13,3.23,3.23,2.69,3.36,2.71,2.71,3.71,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),France,940.91,936.22,930.11,932.95,931.77,932.53,940.29,978.35 b,977.55,976.49,972.56,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Croatia,68.49,72.37,72.5,69.95,68.7,68.77,70.09,74.42,74.69,75.17,75.66,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Hungary,146.01,152.32,153.18,150.18,149.22,148.76,147.96,138.34,137.32,134.97,133.41,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Ireland,0.75,0.7,0.7,0.76,0.76,0.78,0.77,0.76,0.76,0.76,0.76,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,:,0.00 n,0.00 n
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Italy,3144.15,2282.62,2450.91,2384.38,2369.76,2371.0,2386.57,2418.81,2399.32,2355.65,2370.21,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Lithuania,22.25,22.01,20.93,20.07,21.57,22.08,21.91,22.84,21.95,21.48,19.93,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Luxembourg,1.55,1.56,1.58,1.59,1.61,1.6,1.59,1.39 b,1.4,1.39,1.41,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Latvia,4.7,4.0,4.2,4.4,5.5,5.9,6.51,7.2,7.4,8.04,7.8,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Montenegro,3.28,3.19,3.6,3.89 p,4.02 p,4.05 p,4.10 p,4.14 p,4.12 p,4.09 p,3.93 p,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),North Macedonia,35.51,36.85,39.61,37.87,40.25,40.96,41.25,41.12,40.78,40.28,38.85,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Malta,0.00 n,0.00 n,1.26,1.26,1.26,1.26,1.01,0.94,0.95,0.95,1.04,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Netherlands,17.17,19.18,19.8,19.5,19.4,19.6,19.64,19.1,18.86,18.8,18.25,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Norway,2.8,2.74,2.81,3.01,2.98,3.04,3.06,:,3.08,2.86,2.86,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Poland,412.2,376.0,338.1,325.21,324.12,329.27,319.37,315.8,325.5,321.3,318.6,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Portugal,747.1,748.7,751.88,764.0,770.33,783.48,861.26,867.33,866.08,866.32,878.69,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Romania,324.65,315.92,315.08,312.27,314.87,310.66,312.03,302.33,302.76,299.48,308.59,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Serbia,185.16,184.36,185.28,185.11,196.25,198.63,200.19,203.6,202.19,204.23,211.35,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Sweden,1.99,2.0,2.02,2.22,2.05,2.05,2.15,2.24,2.27,2.27,2.22,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Slovenia,27.24,27.24,20.64,21.03,21.1,21.03,21.08,20.91,20.61,20.24,20.35,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Slovakia,19.6,13.35,13.39,12.99,12.59,12.41,12.52,12.56,12.13,12.08,13.46,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Türkiye,3232.0,3238.0,3270.0,3314.0,3177.31,3447.0,3503.0,3546.0,3576.0,3653.0,3676.0,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),United Kingdom,23.0,24.0,24.0,25.7,26.73,26.57,27.45,:,:,:,:,:
Annual,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),Kosovo*,8.2,7.4,7.9,8.6,9.4,11.0,12.6,13.47,13.62,13.85,14.05,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Albania,:,0.22,0.2,0.2,0.2,0.3,0.23,0.2,0.2,0.2,0.2,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Switzerland,:,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0,:,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Cyprus,1.21,1.23,1.22,1.3,1.09,1.12,1.26,1.27,1.2,1.3,1.18 p,1.07 e
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
