Time frequency,Seasonal adjustment,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Croatia,49.0,49.0,47.0,46.0,44.0,43.0,42.0,41.0,40.0,38.0,37.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Hungary,98.0,98.0,98.0,98.0,99.0,99.0,101.0,101.0,104.0,104.0,104.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Ireland,62.0,57.0,58.0,59.0,60.0,60.0,64.0,59.0,59.0,59.0,57.0,57.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Iceland,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Italy,900.0,917.0,896.0,846.0,834.0,838.0,735.0,736.0,728.0,694.0,669.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Japan,730.0,810.0,810.0,760.0,740.0,770.0,830.0,750.0,650.0,680.0,780.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Lithuania,54.0,56.0,56.0,52.0,49.0,48.0,50.0,51.0,52.0,46.0,46.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Luxembourg,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Latvia,30.0,30.0,30.0,29.0,28.0,27.0,26.0,26.0,25.0,26.0,25.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Malta,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Netherlands,181.0,187.0,181.0,183.0,179.0,182.0,186.0,188.0,190.0,189.0,189.0,188.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Norway,58.0,47.0,53.0,58.0,55.0,55.0,51.0,54.0,55.0,55.0,49.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Poland,262.0,257.0,245.0,230.0,230.0,241.0,261.0,275.0,283.0,288.0,288.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Portugal,184.0,190.0,194.0,189.0,186.0,180.0,178.0,178.0,185.0,187.0,185.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Romania,190.0,177.0,175.0,163.0,176.0,163.0,177.0,174.0,176.0,174.0,176.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Sweden,221.0,211.0,236.0,229.0,225.0,232.0,227.0,233.0,250.0,236.0,235.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Slovenia,17.0,18.0,18.0,17.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Slovakia,78.0,79.0,79.0,78.0,78.0,77.0,77.0,77.0,76.0,77.0,77.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,Türkiye,1417.0,1386.0,1465.0,1378.0,1384.0,1512.0,1519.0,1423.0,1517.0,1533.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Thousand persons,United States,2654.0,3076.0,3087.0,2959.0,2904.0,3180.0,3258.0,3238.0,3088.0,3199.0,3295.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Austria,134.0,126.0,124.0,128.0,142.0,142.0,146.0,149.0,150.0,141.0,144.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Bosnia and Herzegovina,91.0,91.0,90.0,88.0,87.0,86.0,86.0,86.0,85.0,85.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Belgium,174.0,179.0,177.0,172.0,168.0,167.0,169.0,172.0,173.0,175.0,175.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Bulgaria,76.0,77.0,75.0,71.0,67.0,67.0,67.0,67.0,67.0,66.0,64.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Switzerland,104.0,104.0,104.0,105.0,107.0,111.0,117.0,120.0,123.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Cyprus,14.0,13.0,13.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Czechia,69.0,66.0,67.0,67.0,71.0,67.0,67.0,65.0,68.0,65.0,58.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Germany,811.0,827.0,845.0,863.0,875.0,879.0,877.0,872.0,866.0,864.0,866.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Denmark,102.0,101.0,98.0,101.0,93.0,97.0,92.0,99.0,108.0,91.0,114.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Euro area – 20 countries (from 2023),5693.0,5707.0,5615.0,5601.0,5640.0,5677.0,5706.0,5636.0,5637.0,5623.0,5605.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Estonia,26.0,27.0,26.0,26.0,28.0,29.0,31.0,29.0,31.0,30.0,30.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Greece,235.0,245.0,210.0,224.0,211.0,199.0,195.0,204.0,203.0,211.0,189.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Spain,1360.0,1359.0,1349.0,1330.0,1327.0,1326.0,1330.0,1319.0,1314.0,1313.0,1307.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,European Union - 27 countries (from 2020),6837.0,6842.0,6755.0,6755.0,6763.0,6802.0,6863.0,6767.0,6778.0,6724.0,6711.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Finland,124.0,122.0,138.0,139.0,134.0,138.0,151.0,128.0,139.0,145.0,130.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,France,1216.0,1206.0,1197.0,1172.0,1192.0,1218.0,1236.0,1247.0,1252.0,1260.0,1277.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Croatia,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,43.0,43.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Hungary,114.0,115.0,115.0,115.0,114.0,114.0,115.0,117.0,118.0,118.0,117.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Ireland,63.0,59.0,61.0,65.0,65.0,65.0,67.0,61.0,62.0,63.0,63.0,65.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Iceland,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Italy,930.0,938.0,882.0,868.0,877.0,885.0,876.0,829.0,813.0,787.0,788.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Japan,960.0,1010.0,1000.0,1060.0,1090.0,990.0,1040.0,960.0,1030.0,1040.0,960.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Lithuania,62.0,62.0,62.0,65.0,67.0,67.0,66.0,66.0,66.0,64.0,63.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Luxembourg,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Latvia,36.0,36.0,36.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Malta,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Netherlands,186.0,191.0,190.0,192.0,188.0,188.0,185.0,186.0,187.0,187.0,184.0,185.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Norway,72.0,58.0,66.0,72.0,68.0,68.0,64.0,67.0,68.0,68.0,61.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Poland,265.0,261.0,264.0,273.0,275.0,273.0,264.0,260.0,257.0,255.0,253.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Portugal,164.0,159.0,150.0,155.0,160.0,169.0,172.0,169.0,174.0,176.0,179.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Romania,270.0,264.0,265.0,268.0,264.0,268.0,285.0,282.0,282.0,267.0,260.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Sweden,248.0,250.0,255.0,260.0,239.0,239.0,265.0,241.0,243.0,240.0,239.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovenia,17.0,17.0,17.0,18.0,19.0,21.0,22.0,24.0,26.0,29.0,31.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Slovakia,77.0,75.0,74.0,73.0,73.0,71.0,69.0,68.0,68.0,68.0,68.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,Türkiye,1773.0,1704.0,1613.0,1695.0,1665.0,1764.0,1646.0,1653.0,1597.0,1643.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Thousand persons,United States,3548.0,3480.0,3345.0,3477.0,3710.0,3627.0,3846.0,3832.0,3697.0,3790.0,3887.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Austria,235.0,222.0,233.0,238.0,241.0,248.0,243.0,252.0,264.0,266.0,237.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Bosnia and Herzegovina,184.0,183.0,182.0,179.0,177.0,177.0,177.0,178.0,176.0,175.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Belgium,303.0,305.0,303.0,300.0,300.0,297.0,300.0,302.0,308.0,311.0,311.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Bulgaria,142.0,143.0,139.0,129.0,122.0,122.0,122.0,122.0,121.0,120.0,117.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Switzerland,205.0,205.0,207.0,211.0,216.0,221.0,228.0,234.0,242.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Cyprus,27.0,26.0,26.0,25.0,24.0,25.0,25.0,24.0,23.0,23.0,23.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Czechia,154.0,138.0,152.0,144.0,141.0,138.0,139.0,141.0,144.0,133.0,146.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Germany,1431.0,1456.0,1483.0,1510.0,1530.0,1541.0,1542.0,1536.0,1526.0,1519.0,1517.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Denmark,196.0,191.0,189.0,195.0,199.0,203.0,194.0,195.0,214.0,193.0,216.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Euro area – 20 countries (from 2023),11184.0,11210.0,11114.0,11057.0,11083.0,11079.0,10968.0,10850.0,10862.0,10858.0,10819.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Estonia,56.0,56.0,57.0,57.0,57.0,57.0,60.0,58.0,61.0,57.0,57.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Greece,537.0,544.0,497.0,508.0,492.0,443.0,452.0,444.0,443.0,467.0,455.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Spain,2880.0,2867.0,2853.0,2840.0,2835.0,2819.0,2801.0,2767.0,2749.0,2749.0,2744.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,European Union - 27 countries (from 2020),13343.0,13316.0,13248.0,13162.0,13165.0,13171.0,13119.0,12991.0,13055.0,12984.0,12968.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Finland,221.0,220.0,241.0,237.0,234.0,239.0,245.0,234.0,245.0,253.0,253.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,France,2326.0,2316.0,2312.0,2296.0,2332.0,2358.0,2351.0,2343.0,2357.0,2391.0,2429.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Croatia,96.0,94.0,93.0,91.0,89.0,88.0,87.0,86.0,84.0,81.0,80.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Hungary,212.0,213.0,214.0,213.0,213.0,213.0,216.0,218.0,221.0,221.0,221.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Ireland,126.0,115.0,118.0,124.0,125.0,125.0,131.0,120.0,120.0,122.0,120.0,122.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Iceland,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Italy,1829.0,1854.0,1777.0,1714.0,1711.0,1723.0,1612.0,1564.0,1541.0,1480.0,1457.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Japan,1690.0,1820.0,1810.0,1820.0,1830.0,1760.0,1870.0,1710.0,1680.0,1720.0,1740.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Lithuania,116.0,118.0,119.0,116.0,115.0,115.0,117.0,117.0,118.0,109.0,109.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Luxembourg,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Latvia,66.0,66.0,66.0,66.0,66.0,65.0,64.0,64.0,64.0,64.0,64.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Malta,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Netherlands,368.0,379.0,371.0,375.0,367.0,370.0,370.0,374.0,377.0,376.0,372.0,373.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Norway,130.0,105.0,119.0,131.0,123.0,123.0,116.0,121.0,122.0,122.0,111.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Poland,527.0,519.0,509.0,503.0,505.0,514.0,526.0,535.0,540.0,543.0,541.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Portugal,348.0,349.0,344.0,343.0,347.0,349.0,350.0,347.0,359.0,363.0,364.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Romania,460.0,441.0,440.0,431.0,440.0,431.0,463.0,456.0,458.0,441.0,436.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Sweden,468.0,461.0,491.0,489.0,463.0,471.0,492.0,474.0,493.0,476.0,474.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Slovenia,34.0,35.0,35.0,35.0,37.0,39.0,41.0,43.0,47.0,51.0,54.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Slovakia,155.0,154.0,153.0,152.0,151.0,148.0,146.0,145.0,144.0,144.0,144.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,Türkiye,3190.0,3090.0,3078.0,3073.0,3049.0,3276.0,3165.0,3076.0,3114.0,3176.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Thousand persons,United States,6202.0,6556.0,6432.0,6436.0,6614.0,6807.0,7104.0,7070.0,6785.0,6989.0,7182.0,:
