Time frequency,Unit of measure,Type of schedule,Transport coverage,Traffic and transport measurement,Geopolitical entity (reporting)\Time,Août 2023,Septembre 2023,Octobre 2023,Novembre 2023,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Passenger,Total,International transport,Passengers carried,Spain,20594182.0,18971098.0,18342156.0,12869480.0,12922747.0,12184478.0,12493061.0,15020616.0,17509688.0,19640694.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,European Union - 27 countries (from 2020),91694544.0,83773874.0,78124179.0,55421432.0,57263607.0,51998723.0,52651642.0,62471619.0,71955273.0,82471071.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Finland,1312948.0,1275367.0,1294783.0,1080015.0,1347814.0,1105659.0,1087272.0,1214127.0,1200161.0,1361511.0,1501665.0,1560879.0,1440570.0,1367639.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,France,14168004.0,12577055.0,12253240.0,9093879.0,10003218.0,8716696.0,8920834.0,10322577.0,12079383.0,13206878.0,13296752.0,14496657.0,15025091.0,13140981.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Croatia,1851418.0,1441273.0,886040.0,294485.0,276512.0,241971.0,237900.0,329901.0,835450.0,1275169.0,1668780.0,2097044.0,2088418.0,1647967.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Hungary,1489595.0,1398981.0,1377811.0,1162738.0,1231979.0,1114906.0,1085013.0,1302740.0,1409391.0,1484275.0,1584455.0,1773758.0,1799402.0,1688280.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Ireland,4061565.0,3610557.0,3491717.0,2668029.0,2785926.0,2509883.0,2514174.0,3137501.0,3358142.0,3831718.0,3956304.0,4161645.0,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Iceland,942431.0,749255.0,694402.0,524641.0,521655.0,453052.0,496821.0,609485.0,558115.0,685245.0,877114.0,1030539.0,1021512.0,791679.0,717520.0,:
Monthly,Passenger,Total,International transport,Passengers carried,Italy,14362791.0,13263815.0,12264398.0,8501072.0,8743065.0,8181791.0,8255233.0,9980820.0,12414674.0,13542845.0,14279600.0,15659042.0,16119120.0,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Lithuania,600250.0,573428.0,595008.0,418479.0,416260.0,396587.0,371743.0,446210.0,539009.0,635411.0,650551.0,644012.0,662247.0,631052.0,645177.0,:
Monthly,Passenger,Total,International transport,Passengers carried,Luxembourg,490568.0,467393.0,455218.0,339443.0,349030.0,288352.0,310118.0,381379.0,448747.0,507056.0,475740.0,507711.0,526207.0,492404.0,474970.0,358558.0
Monthly,Passenger,Total,International transport,Passengers carried,Latvia,683545.0,610762.0,624627.0,469843.0,488776.0,419349.0,397313.0,505632.0,546734.0,616363.0,663789.0,747185.0,738777.0,663658.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Montenegro,396892.0,316688.0,211379.0,110626.0,110278.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,North Macedonia,357005.0,307893.0,289270.0,243949.0,256637.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Malta,879503.0,812968.0,772233.0,529892.0,529564.0,466111.0,475010.0,634460.0,775374.0,859475.0,859865.0,953075.0,984244.0,897450.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Netherlands,7062104.0,6730444.0,6729923.0,5316160.0,5418770.0,5126824.0,5233758.0,5893503.0,6275218.0,6931254.0,6885861.0,7253543.0,7376852.0,6967515.0,6929068.0,5658177.0
Monthly,Passenger,Total,International transport,Passengers carried,Norway,2244193.0,1980730.0,1966692.0,1427535.0,1486550.0,1326987.0,2929295.0,1702659.0,1718061.0,2049144.0,2309216.0,2872329.0,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Poland,5375348.0,5045696.0,4385499.0,3328266.0,3416960.0,3284345.0,3245988.0,3632188.0,4063492.0,4964557.0,5545191.0,5930181.0,6008584.0,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Portugal,5803566.0,5472856.0,5266726.0,3665396.0,3656316.0,3251044.0,3537559.0,4307054.0,4923947.0,5366881.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Romania,2317814.0,2092713.0,1927316.0,1635300.0,1675988.0,1594172.0,1441916.0,1691525.0,1828916.0,2045059.0,2226821.0,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Serbia,980308.0,874023.0,743334.0,612358.0,638794.0,596246.0,500044.0,584516.0,643789.0,745984.0,807476.0,950188.0,973099.0,890541.0,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Sweden,2513156.0,2319062.0,2185233.0,1710067.0,1705070.0,1562373.0,1567421.0,1841714.0,2035929.0,2385889.0,2594502.0,:,:,:,:,:
Monthly,Passenger,Total,International transport,Passengers carried,Slovenia,146282.0,140005.0,118796.0,91786.0,87378.0,75175.0,86181.0,96331.0,111414.0,133456.0,147940.0,161751.0,166505.0,155938.0,127361.0,:
Monthly,Passenger,Total,International transport,Passengers carried,Slovakia,412383.0,287781.0,170832.0,113987.0,129528.0,108169.0,101740.0,126120.0,156800.0,170638.0,335668.0,457907.0,445182.0,307240.0,177042.0,:
Monthly,Passenger,Total,International transport,Passengers carried,Türkiye,15366266.0,13496543.0,12293946.0,7692555.0,7727016.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Austria,2203880.0,2144528.0,1964298.0,1463517.0,1544092.0,1337772.0,1389700.0,1660396.0,1835598.0,2039102.0,2193709.0,2318668.0,2350936.0,2212234.0,2066850.0,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Belgium,2157543.0,2095124.0,2048354.0,1532567.0,1513862.0,1362324.0,1456105.0,1685778.0,2010674.0,2211251.0,2147408.0,2345280.0,2322446.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Bulgaria,1051103.0,761322.0,516228.0,397002.0,440371.0,389879.0,355852.0,440148.0,509553.0,582282.0,815863.0,1068458.0,1104872.0,817774.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Cyprus,731737.0,633530.0,629079.0,393875.0,365795.0,324289.0,299412.0,394591.0,499955.0,583061.0,641781.0,746666.0,793509.0,689263.0,671974.0,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Czechia,1098092.0,1001315.0,799620.0,612430.0,655487.0,495287.0,543889.0,683868.0,775854.0,854291.0,1114642.0,1243328.0,1238018.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Germany,10038717.0,9968281.0,9691968.0,6201137.0,5802968.0,5145044.0,5390663.0,6834070.0,8235065.0,9879911.0,10075002.0,10445915.0,10761354.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Denmark,1838824.0,1900120.0,1892956.0,1270844.0,1225513.0,1104201.0,1215009.0,1487612.0,1738019.0,2019892.0,2097692.0,2354419.0,2106776.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Estonia,211036.0,198983.0,198005.0,163305.0,169658.0,159012.0,151224.0,180910.0,218122.0,246549.0,250880.0,265373.0,273236.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Greece,6048779.0,4960914.0,3314697.0,1159154.0,1059997.0,879805.0,850905.0,1160484.0,2047246.0,3745390.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Spain,11960405.0,11022221.0,10798948.0,7670219.0,7623098.0,7219538.0,7418784.0,8953596.0,10431632.0,11594538.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,European Union - 27 countries (from 2020),39241757.0,36405469.0,33496119.0,22863922.0,22904203.0,20586661.0,21239759.0,25866903.0,31058455.0,36140193.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Finland,891103.0,902708.0,921624.0,735054.0,822765.0,731159.0,739481.0,828793.0,850534.0,986619.0,1075167.0,1086785.0,987353.0,975799.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,France,6805881.0,6326586.0,6089754.0,4128767.0,4336589.0,3647674.0,3869343.0,4754838.0,5932002.0,6622392.0,6556286.0,6958396.0,7167659.0,6528084.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Croatia,1327139.0,1015041.0,642606.0,209067.0,198128.0,169793.0,164723.0,237422.0,630196.0,932955.0,1178166.0,1257420.0,1511667.0,1173557.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Hungary,905598.0,866043.0,869589.0,736559.0,778777.0,698695.0,672177.0,821893.0,898038.0,934758.0,1002306.0,1132734.0,1153676.0,1086838.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Ireland,2092645.0,1916485.0,1813323.0,1235553.0,1278769.0,1222075.0,1199814.0,1472013.0,1753099.0,2025410.0,2092880.0,2210549.0,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Italy,9084788.0,8350731.0,7865134.0,5409380.0,5479832.0,5010271.0,5101420.0,6271156.0,8066802.0,8798428.0,9055284.0,10028349.0,10276742.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Lithuania,378456.0,357533.0,352147.0,262287.0,273896.0,262778.0,242619.0,296946.0,347949.0,421076.0,437791.0,440308.0,460136.0,428930.0,411591.0,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Luxembourg,394494.0,380907.0,361684.0,267111.0,273867.0,223986.0,241235.0,302417.0,353500.0,407807.0,385727.0,406906.0,423664.0,398021.0,371967.0,271925.0
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Latvia,493555.0,436572.0,440280.0,341495.0,353024.0,297626.0,281897.0,362709.0,404267.0,449336.0,484972.0,547649.0,546209.0,485044.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Malta,641819.0,588325.0,559134.0,375186.0,387226.0,345809.0,343520.0,455963.0,553434.0,612245.0,612518.0,690633.0,711091.0,636343.0,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Netherlands,3756965.0,3647290.0,3584859.0,2648954.0,2592877.0,2499277.0,2632684.0,2997932.0,3352160.0,3802692.0,3759832.0,3893155.0,3968347.0,3829556.0,3730890.0,2836645.0
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Poland,3035906.0,2875927.0,2507595.0,1937374.0,1950782.0,1870395.0,1852328.0,2134736.0,2532584.0,2973375.0,3287806.0,3523802.0,3561988.0,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Portugal,3447602.0,3254988.0,3208735.0,2285603.0,2233117.0,1961084.0,2187108.0,2666421.0,2974448.0,3231637.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Romania,1563983.0,1412940.0,1359314.0,1136508.0,1182794.0,1094299.0,972680.0,1158384.0,1286028.0,1375970.0,1525614.0,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Sweden,1764703.0,1681860.0,1548906.0,1170409.0,1134203.0,1021065.0,1033771.0,1254085.0,1465122.0,1741855.0,1887127.0,:,:,:,:,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Slovenia,64444.0,62964.0,49572.0,35085.0,31254.0,25848.0,29444.0,36936.0,51661.0,66053.0,74703.0,78930.0,81062.0,76933.0,58577.0,:
Monthly,Passenger,Total,International transport Intra-EU27 (from 2020),Passengers carried,Slovakia,217868.0,153499.0,97601.0,48335.0,59075.0,46067.0,41729.0,53535.0,83469.0,92048.0,168420.0,240627.0,233203.0,154489.0,88097.0,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Austria,1196140.0,1048363.0,968342.0,789805.0,927506.0,858767.0,902668.0,991895.0,956680.0,1020325.0,1075434.0,1277325.0,1274162.0,1118180.0,1067510.0,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Belgium,1141014.0,978955.0,939739.0,779322.0,816817.0,750444.0,773273.0,829369.0,929250.0,976013.0,981619.0,1222899.0,1215001.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Bulgaria,390736.0,346814.0,245016.0,166541.0,190885.0,203695.0,210231.0,232692.0,209962.0,254958.0,323650.0,369281.0,374343.0,338146.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Cyprus,783790.0,677801.0,615006.0,271947.0,224900.0,190984.0,194828.0,272260.0,456303.0,551364.0,656450.0,749090.0,802883.0,716186.0,661476.0,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Czechia,737297.0,648654.0,539822.0,404496.0,444672.0,359809.0,419818.0,501224.0,493276.0,582348.0,734561.0,874955.0,853189.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Germany,8577418.0,8010528.0,8247556.0,5985772.0,6091850.0,5483282.0,5235353.0,6350895.0,7066809.0,7708423.0,7666791.0,8617911.0,8919689.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Denmark,1159816.0,1006590.0,1037007.0,826541.0,884859.0,756183.0,802702.0,944547.0,964868.0,1054602.0,1119386.0,1331168.0,1251618.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Estonia,66135.0,69180.0,80593.0,51115.0,50068.0,46142.0,45608.0,58176.0,74120.0,76585.0,71952.0,69570.0,69890.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Greece,3102773.0,2742886.0,1884228.0,626600.0,533019.0,482310.0,489925.0,619035.0,1200006.0,2216325.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Spain,8633777.0,7948877.0,7543208.0,5199261.0,5299649.0,4964940.0,5074277.0,6067020.0,7078056.0,8046156.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,European Union - 27 countries (from 2020),52452787.0,47368405.0,44628060.0,32557510.0,34359404.0,31412062.0,31411883.0,36604716.0,40896818.0,46330878.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Finland,421845.0,372659.0,373159.0,344961.0,525049.0,374500.0,347791.0,385334.0,349627.0,374892.0,426498.0,474094.0,453217.0,391840.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,France,7362123.0,6250469.0,6163486.0,4965112.0,5666629.0,5069022.0,5051491.0,5567739.0,6147381.0,6584486.0,6740466.0,7538261.0,7857432.0,6612897.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Croatia,524279.0,426232.0,243434.0,85418.0,78384.0,72178.0,73177.0,92479.0,205254.0,342214.0,490614.0,839624.0,576751.0,474410.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Hungary,583997.0,532938.0,508222.0,426179.0,453202.0,416211.0,412836.0,480847.0,511353.0,549517.0,582149.0,641024.0,645726.0,601442.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Ireland,1968920.0,1694072.0,1678394.0,1432476.0,1507157.0,1287808.0,1314360.0,1665488.0,1605043.0,1806308.0,1863424.0,1951096.0,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Italy,5278003.0,4913084.0,4399264.0,3091692.0,3263233.0,3171520.0,3153813.0,3709664.0,4347872.0,4744417.0,5224316.0,5630693.0,5842378.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Lithuania,221794.0,215895.0,242861.0,156192.0,142364.0,133809.0,129124.0,149264.0,191060.0,214335.0,212760.0,203704.0,202111.0,202122.0,233586.0,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Luxembourg,96074.0,86486.0,93534.0,72332.0,75163.0,64366.0,68883.0,78962.0,95247.0,99249.0,90013.0,100805.0,102543.0,94383.0,103003.0,86633.0
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Latvia,189990.0,174190.0,184347.0,128348.0,135752.0,121723.0,115416.0,142923.0,142467.0,167027.0,178817.0,199536.0,192568.0,178614.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Malta,237684.0,224643.0,213099.0,154706.0,142338.0,120302.0,131490.0,178497.0,221940.0,247230.0,247347.0,262442.0,273153.0,261107.0,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Netherlands,3305139.0,3083154.0,3145064.0,2667206.0,2825893.0,2627547.0,2601074.0,2895571.0,2923058.0,3128562.0,3126029.0,3360388.0,3408505.0,3137959.0,3198178.0,2821532.0
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Poland,2339442.0,2169769.0,1877904.0,1390892.0,1466178.0,1413950.0,1393660.0,1497452.0,1530908.0,1991182.0,2257385.0,2406379.0,2446596.0,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Portugal,2355964.0,2217868.0,2057991.0,1379793.0,1423199.0,1289960.0,1350451.0,1640633.0,1949499.0,2135244.0,:,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Romania,753831.0,679773.0,568002.0,498792.0,493194.0,499873.0,469236.0,533141.0,542888.0,669089.0,701207.0,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Sweden,748453.0,637202.0,636327.0,539658.0,570867.0,541308.0,533650.0,587629.0,570807.0,644034.0,707375.0,:,:,:,:,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Slovenia,81838.0,77041.0,69224.0,56701.0,56124.0,49327.0,56737.0,59395.0,59753.0,67403.0,73237.0,82821.0,85443.0,79005.0,68784.0,:
Monthly,Passenger,Total,International transport Extra-EU27 (from 2020),Passengers carried,Slovakia,194515.0,134282.0,73231.0,65652.0,70453.0,62102.0,60011.0,72585.0,73331.0,78590.0,167248.0,217280.0,211979.0,152751.0,88945.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Austria,18129.0,26410.0,26076.0,22609.0,22674.0,20181.0,20065.0,19701.0,22723.0,20401.0,23316.0,21437.0,21900.0,25501.0,25742.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Belgium,465.0,492.0,696.0,161.0,1200.0,224.0,870.0,317.0,311.0,909.0,466.0,1417.0,778.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Bulgaria,35624.0,23994.0,20564.0,17382.0,17483.0,14913.0,15842.0,17804.0,17959.0,19036.0,20610.0,28753.0,29686.0,21659.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Switzerland,37280.0,29603.0,31792.0,29447.0,36792.0,35608.0,33679.0,35751.0,38500.0,39893.0,41280.0,50722.0,48328.0,39217.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,702.0,0.0,91.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Czechia,6549.0,3408.0,235.0,171.0,494.0,443.0,534.0,1287.0,1910.0,553.0,2758.0,3466.0,2718.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Germany,953842.0,1141213.0,1139461.0,1040579.0,826464.0,814053.0,790082.0,932401.0,1037852.0,1051557.0,1101762.0,1042016.0,978444.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Denmark,140676.0,145078.0,139280.0,125878.0,103804.0,97902.0,95869.0,118237.0,128743.0,145207.0,143532.0,121073.0,137466.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Estonia,6261.0,4481.0,4554.0,4433.0,4376.0,3827.0,3579.0,4434.0,4469.0,5410.0,5354.0,6196.0,5876.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Greece,1125847.0,1043091.0,892987.0,673058.0,624421.0,539574.0,542103.0,651864.0,758220.0,979067.0,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Spain,4613733.0,4258724.0,4096831.0,3402598.0,3601580.0,3227313.0,3355384.0,3905867.0,4068795.0,4311436.0,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,European Union - 27 countries (from 2020),14320448.0,13690533.0,13070639.0,10691950.0,10974058.0,9812418.0,9905929.0,11504446.0,12473036.0,13462471.0,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Finland,103327.0,115727.0,119528.0,158614.0,218751.0,190235.0,203081.0,222866.0,137015.0,113546.0,110462.0,91995.0,113381.0,142011.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,France,2500312.0,2278492.0,2268845.0,1875907.0,2104384.0,1809257.0,1761141.0,1971977.0,2109285.0,2253842.0,2264280.0,2388130.0,2415270.0,2172390.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Croatia,44607.0,42152.0,38536.0,31134.0,31228.0,26549.0,27335.0,33559.0,34540.0,40329.0,42685.0,48969.0,48453.0,43938.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Hungary,4.0,24.0,13.0,8.0,0.0,0.0,3.0,6.0,0.0,18.0,7.0,3.0,0.0,0.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Ireland,16159.0,13357.0,13180.0,11873.0,12760.0,10024.0,12021.0,13449.0,11432.0,14281.0,14863.0,15978.0,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Iceland,35767.0,29624.0,15885.0,26702.0,22481.0,21830.0,25764.0,28181.0,28715.0,28433.0,30721.0,30348.0,30785.0,30099.0,30550.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Italy,3458992.0,3301791.0,3085502.0,2326981.0,2459315.0,2191835.0,2142668.0,2534369.0,3017540.0,3284020.0,3601630.0,3853555.0,3703572.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Lithuania,3.0,6.0,0.0,9.0,21.0,0.0,29.0,6.0,2.0,14.0,34.0,4.0,9.0,6.0,0.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Passenger,Total,National transport,Passengers carried,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,277.0,0.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Montenegro,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,North Macedonia,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Netherlands,716.0,2136.0,1057.0,174.0,195.0,195.0,141.0,25.0,131.0,534.0,164.0,134.0,276.0,138.0,118.0,8.0
Monthly,Passenger,Total,National transport,Passengers carried,Norway,1309312.0,1369169.0,1397686.0,1252385.0,1062646.0,1031009.0,2198385.0,1224054.0,1293207.0,1318454.0,1365184.0,1154804.0,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Poland,181114.0,180903.0,164592.0,134659.0,135250.0,123057.0,127916.0,140887.0,147407.0,157247.0,160686.0,162552.0,167364.0,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Portugal,685054.0,611702.0,540208.0,396295.0,418330.0,370787.0,392083.0,477111.0,534277.0,579159.0,:,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Romania,70370.0,81000.0,86898.0,79223.0,63390.0,55107.0,65199.0,73892.0,72382.0,73683.0,73767.0,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Serbia,1022.0,741.0,260.0,298.0,267.0,543.0,609.0,621.0,722.0,728.0,818.0,1142.0,1062.0,814.0,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Sweden,358595.0,416273.0,431473.0,390145.0,327868.0,316885.0,349907.0,384315.0,367941.0,412073.0,344434.0,:,:,:,:,:
Monthly,Passenger,Total,National transport,Passengers carried,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
