Annual,Number per inhabitant,Generalist and specialist medical practitioners,Estonia,:,:,:,:,:,:,:,:,:,:,6.16,6.31,6.14,6.49,6.82,7.03,7.32,7.45,7.59,7.76,8.04,8.23,8.32,8.71,8.61,8.81,9.12,8.97,8.47,7.70 b,7.74,7.16 b,5.3,5.78,5.95,6.03,6.06,6.13,6.34,6.25,6.19,6.06,5.98,6.08,6.22,6.32,6.41,6.63,6.55,6.32,6.06,6.35,6.27,6.35,6.32,6.4,6.29,5.87,5.63,5.45,4.1,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Greece,5.2,5.28,5.83,5.86,6.4,6.59,6.47,6.43,6.25,6.17,6.08,6.33,6.38,6.39,6.39,6.66,6.41,6.22,6.24,6.02,5.62,5.84,5.68,5.72,5.85,5.76,5.14,4.81,4.73,4.36,4.32,4.31,4.33,4.37,4.4,4.28,4.6,4.44,4.26,4.15,4.29,4.02,4.04,4.18,4.2,3.94,3.95,:,:,:,:,:,:,:,:,:,:,3.46 b,3.34,3.46,2.74,2.69
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.5,:,:,:,:,:,8.3,:,7.8,:,8.2,:,:,:,8.7,:,9.5,:,:,8.1,:,:,7.50 b,:,7.36,:,:,7.6,:,:,7.26,:,:,5.29,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Finland,:,:,:,:,1.6,1.7,1.7,1.8,2.0,2.2,2.4,2.7,2.8,2.8,3.0,3.0,3.0,3.0,3.0,3.1,3.2,3.3,3.3,3.4,3.4,3.6,3.6,3.6,3.7,3.9,3.9,4.0,3.9,3.9,4.0,4.1,4.3,4.2,4.2,4.3,4.3,4.3,4.2,4.2,4.2,4.3,4.3,4.2,4.3,4.2,4.3,4.20 b,4.2,4.2,4.2,4.3,4.3,4.4,4.4,4.4,4.2,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.2,4.4,4.6,4.8,4.8,5.2,5.4,5.4,5.6,5.7,5.9,6.1,6.2,6.3,6.4,6.4,6.5,6.5,6.6,6.6,6.90 b,7.40 b,7.3,7.2,7.0,7.0,6.8,6.8,6.7,6.7,6.7,6.8,6.7,6.40 b,6.3,6.2,6.1,5.9,5.9,5.75,4.95,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.89,:,:,:,:,7.9,8.05,6.43,8.15,8.12,8.24,5.77,4.44,5.75,5.82,4.8,5.76,6.08,6.51,6.61,7.0,7.46,7.49,7.58,7.59,6.92,6.43,6.37,5.95,6.36,6.07,6.01,6.85,6.08,6.26,6.8,6.35,6.47,6.73,6.5,5.07,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.1,10.6,10.3,10.3,10.4,10.5,10.6,10.6,10.8,10.9,11.0,11.4,11.1,11.5,11.7,13.17,13.27,13.75,13.44,9.80 b,9.87,9.85,10.5,9.93,10.24,10.45,10.46,10.96,11.25,11.55,11.84,11.85,9.96 b,10.38,10.98,10.98,11.14,11.08,11.05,11.09,11.07,11.06,10.9,10.66,10.73,9.66,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.28,:,:,3.8,:,:,:,:,5.70 bd,5.70 d,5.72 de,5.04 de,5.76 de,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.1,5.1,5.2,4.9,4.9,4.9,5.1,5.2,5.2,5.1,5.6,5.8,5.9,6.1,6.2,6.3,6.5,6.3,6.5,6.40 b,6.4,6.1,6.1,5.9,6.0,5.9,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.8,:,:,6.6,:,:,:,:,6.0,6.1,:,:,:,:,6.1,:,:,:,:,:,:,:,6.8,9.82 be,9.64 e,9.86 e,10.14 e,10.34 e,10.42 e,5.25 e,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.00 d,9.10 d,9.30 d,9.20 d,:,8.20 d,8.10 d,8.00 d,9.00 d,10.30 d,10.50 d,8.50 d,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.1,:,:,:,:,13.2,10.7,9.9,9.5,8.5,9.6,9.5,8.7,8.2,7.7,7.1,7.1,7.3,7.0,6.8,6.4,6.63,6.48,6.56,6.73,6.96,6.83,7.15,7.31,7.23,7.3,7.65,7.98,8.11,8.63,8.82,9.2,9.5,9.85,9.54,6.26,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.12,5.95,6.01,5.91,5.96,6.03,6.09,5.84,5.98,5.97,5.94,5.9,5.87,5.95,5.73,5.78,5.55,4.37 p,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.8,9.8,10.1,10.3,10.4,10.4,10.6,10.0,9.4,8.5,8.1,7.4,6.1,5.2,5.1,4.8,4.3,4.5,4.6,4.9,4.8,4.8,4.6,4.8,5.1,5.3,5.6,6.0,6.2,5.9,5.9,6.3,7.0,6.2,5.8,5.9,5.9,6.1,6.0,6.1,5.1,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.29 d,5.53,5.63,6.5,5.95,6.46,6.88,6.9,7.07,7.08,7.25,7.03,7.31 d,7.98 b,8.37,7.24,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.5,7.5,8.9,8.8,9.5,9.3,9.1,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Netherlands,:,:,:,:,:,:,4.2,4.2,4.2,:,:,:,:,:,:,:,:,:,:,:,4.9,5.3,5.0,5.2,5.1,5.2,5.1,5.5,5.2,5.5,5.5,5.4,5.9,5.7,5.7,5.7,5.4,5.9,5.6,5.8,5.9,5.8,5.6,5.5,5.3,5.4,5.6,5.7,5.9,5.7,6.60 bd,6.60 d,6.20 d,6.20 d,8.00 bd,8.20 d,8.80 d,8.30 d,9.00 d,8.80 d,8.40 d,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.5,:,:,:,:,:,:,:,:,:,5.7,:,:,:,:,:,3.8,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.70 e,3.80 e,3.90 e,4.00 e,4.10 e,4.40 b,4.4,4.2,4.3,4.3,4.4,4.5,4.5,4.4,3.7,3.90 d
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Poland,3.3,:,:,:,:,3.7,4.0,4.1,4.1,4.5,4.9,5.4,5.7,6.0,6.1,6.2,6.1,6.3,6.4,6.2,6.5,5.9,6.0,6.1,6.3,6.4,6.4,6.3,6.2,6.0,5.8,5.80 b,5.4,5.3,5.4,5.4,5.2,5.3,5.40 b,5.3,5.4,5.5,5.6,6.10 b,6.2,6.3,6.6,6.8,6.8,6.8,6.6,6.8,7.0,7.1,7.2,7.4,7.5,7.6,7.6,7.7,6.8,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.2,2.4,2.4,2.8,2.9,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.3,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,3.9,4.1,4.5,4.0,4.1,4.2,4.1,:,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.9,:,:,:,:,5.0,5.4,5.4,5.5,5.4,4.6,4.1,4.4,4.5,4.5,4.5,4.5,4.2,4.0,3.8,3.6,3.8,4.2,4.1,4.5,4.8,5.0,4.9,5.1,5.2,5.0,4.8,4.9,4.8,5.3,5.4,5.0,5.0,5.2,5.3,4.6,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.9,7.1,7.4,7.7,7.7,7.6,7.5,7.6,7.8,7.7,7.7,7.7,7.5,7.4,5.5,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.95,2.96,2.82,2.79,2.81,2.84,2.82,2.86,2.88,2.91,2.95,2.94,2.93,2.91,2.87,2.84,2.77,2.67,2.63,2.19,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.6,6.7,6.7,6.6,6.4,6.5,6.3,6.5,6.6,6.8,6.7,6.6,6.6,6.7,5.2,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.11,11.98,11.47,11.47,10.93,11.06,10.95,11.19,11.31,11.35,10.9,10.88,11.12,10.06,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,Türkiye,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.3,1.3,1.3,1.3,1.6,1.7,1.8,2.0,2.2,2.4,2.6,2.8,3.0,3.1,3.4,3.7,4.6,5.3,6.1,6.7,7.3,7.3,8.2,8.2,8.2,8.3,8.4,8.6,8.9,9.5,9.8,7.2,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,5.0,4.5,4.6,4.5,4.3,4.7,5.0,5.0,5.2,4.8,5.3,5.6,5.1,5.1,6.1,6.6,5.1,5.6,6.1,5.6,6.1,6.6,6.1,6.1,6.1,:,5.4,:,5.3,5.1,5.7,5.2,5.3,5.0,5.1,5.0,5.9,5.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.95,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.52,1.39,1.42,1.44,1.51,1.51,1.43,1.41,1.49,1.16 b,1.17,1.19,1.23,1.25,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.5,2.55,2.54,2.51,2.39,2.4,2.38,2.38,2.37,2.42,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.75,2.47,2.38,2.21,2.26,2.28,2.23,2.29,2.28,2.21,2.18,2.23,2.21,2.19,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.57,1.59,1.61,1.62,1.66,1.65,1.67,1.72,1.74,1.79,1.86,1.9,1.9,1.98,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.14,1.11,1.1,1.08,1.12,1.15,1.19,1.2,1.29,1.32,1.4,1.4,1.47,1.53,1.54,1.57,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.7,0.69,0.68,0.68,0.71,0.74,0.74,0.8,0.81,0.61 b,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.29,1.34,1.4,1.41,1.55,1.54,1.55,1.55,1.58,1.6,1.58,1.38,1.60 e,1.79 e,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.67,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.77,0.8,0.93,0.98,:,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.71,1.83,1.49,1.47,1.51,1.52,1.4,1.46,1.51,1.52,1.63,1.78,1.83,1.86,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.47,1.07,1.04,1.06,1.03,1.04,1.05,1.14,1.14,1.07,1.1,1.19,1.27,1.24,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.57,1.69,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.84,0.87,0.89,0.88,0.95,1.29,1.64 b,1.63,1.72,1.88,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Netherlands,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.43,1.42,1.43,1.42,1.49,1.52,1.5,1.56,1.66,1.8,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.8,0.79,0.68 b,0.73,0.73,0.75,0.63 be,0.66 e,0.69 e,0.74 e,0.81 e,0.83 b,0.83,0.84,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.09,0.09,0.11,0.12,0.13,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.16,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.63,0.67,0.69,0.72,0.75,0.76,0.82,0.86,0.91,0.95,1.02,1.08,1.13,1.19,1.26,1.47,1.42,1.49,1.52,1.59,1.68 e,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.98,1.01,0.92,1.07,1.16,1.04,1.0,1.08,1.09,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.85,1.01,0.95,0.95,0.98,0.97,0.95,0.97,0.97,1.0,1.02,1.02,:,:,:,:,:,:,:,:,:
Annual,Number per inhabitant,Generalist and specialist medical practitioners in hospital,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.57,1.76,1.79,1.85,2.15,2.6,3.06,3.55,3.85,4.1,4.14,4.55,4.72,4.97,:,:,:,:,:,:,:,:
