Annual,Rate,Assault,Total,Total,Spain,1.0,1.0,1.0,1.0,1.3,0.9,0.8,0.7,0.8,0.7,0.7,0.68,0.62,0.65,0.64,0.58,0.57,0.64,0.55,0.58,0.59,0.58
Annual,Rate,Assault,Total,Total,European Union - 27 countries (from 2020),:,:,1.4 e,1.4 e,1.4 e,1.2 e,1.1 e,1.1 e,1.1 e,1 e,1 e,0.94,0.9,0.86,0.78,0.76,0.69,0.68,0.67,0.66,0.67,0.65
Annual,Rate,Assault,Total,Total,European Union - 28 countries (2013-2020),:,:,1.3 e,1.3 e,1.3 e,1.1 e,1.1 e,1 e,1 e,0.9 e,0.9 e,0.85 d,0.81 d,0.77 d,0.7,0.68,0.62,0.61,:,:,:,:
Annual,Rate,Assault,Total,Total,Finland,2.6,2.9,2.5,1.9,2.4,2.0,2.0,2.2,2.2,2.0,1.9,1.79,1.33,1.48,1.41,1.31,1.17,1.11,1.22,1.15,1.39,1.19
Annual,Rate,Assault,Total,Total,France,:,0.9,0.9,0.8,0.9,0.8,0.8,0.7,0.8,0.9,0.8,0.69,0.69,0.66,0.48,0.51,0.47,0.43,0.67,0.73,0.74,0.82
Annual,Rate,Assault,Total,Total,Croatia,:,:,1.5,1.6,1.8,1.3,1.8,1.6,1.7,1.3,1.4,1.14,1.23 d,1.12 d,0.88,0.9,1.23,1.21,0.56,0.83,0.97,0.76
Annual,Rate,Assault,Total,Total,Hungary,2.7,2.6,2.5,2.0,2.2,2.0,2.0,1.8,2.1,1.5,1.5,1.69 d,1.37 d,1.25 d,0.94,1.27,0.97,0.82,1.02,0.81,0.92,0.67
Annual,Rate,Assault,Total,Total,Ireland,0.8,1.0,1.0,0.8,0.5,0.8,0.8,1.0,0.8,0.8,0.8,0.61,0.87,0.56,0.71,0.46,0.52,0.36,0.45,0.28,0.15,0.15
Annual,Rate,Assault,Total,Total,Iceland,2.1,0.6,1.9,:,1.3,0.9,0.3,0.6,0.2,0.3,:,0.81,0.33,0.95,0.26,1.26,0.32,0.84,0.34,0.0,0.62,0.22
Annual,Rate,Assault,Total,Total,Italy,1.0,0.9,0.9,1.1,:,:,0.9,0.9,0.8,0.8,0.7,0.66,0.68,0.6,0.56,0.57,0.51,0.48,0.46,0.38,0.35,0.41
Annual,Rate,Assault,Total,Total,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.17,:,:,0.0,0.0,0.0,0.0,0.0
Annual,Rate,Assault,Total,Total,Lithuania,10.7,10.8,7.3,10.2,8.8,9.7,8.1,7.5,7.9,6.3,5.6,5.11,4.4,4.9,3.81,4.11,3.63,2.84,2.56,2.2,2.47,1.66
Annual,Rate,Assault,Total,Total,Luxembourg,1.0,1.7,1.7,0.8,0.4,1.5,1.4,1.3,1.0,1.0,2.3,0.38,0.33,0.16,1.11,0.94,0.45,0.15,0.44,0.69,0.3,0.99
Annual,Rate,Assault,Total,Total,Latvia,13.0,12.5,12.0,11.1,9.8,10.6,9.8,8.8,7.9,6.6,6.7,6.22,6.25,5.91,6.95,5.14,4.54,3.76,3.84,3.32,3.5,3.55
Annual,Rate,Assault,Total,Total,North Macedonia,3.8,6.7,3.7,3.2,3.4,3.0,2.7,2.5,1.9,1.5,2.4,:,:,:,:,:,:,:,:,:,:,:
Annual,Rate,Assault,Total,Total,Malta,1.2,2.1,1.3,:,1.3,0.5,:,0.8,1.2,0.7,1.0,0.45,1.33,1.37,0.82,0.69,0.8,1.6,1.63,0.52,0.98,0.18
Annual,Rate,Assault,Total,Total,Netherlands,1.1,1.2,1.1,1.2,1.2,1.0,0.8,0.9,0.9,0.9,0.9,0.85,0.84,0.79,0.79,0.65,0.62,0.78,0.6,0.64,0.62,0.67
Annual,Rate,Assault,Total,Total,Norway,1.2,0.7,0.9,1.0,0.8,0.6,1.0,0.7,0.6,0.7,0.6,2.12,0.6,0.91,0.58,0.43,0.66,0.54,0.44,0.52,0.65,0.54
Annual,Rate,Assault,Total,Total,Poland,2.3,1.9,1.9,1.6,1.5,1.5,1.5,1.4,1.3,1.1,0.9,1.08,0.99,1.12,0.89,0.78,0.76,0.7,0.54,0.67,0.58,0.59
Annual,Rate,Assault,Total,Total,Portugal,0.9,1.2,1.7,1.6,1.7,1.4,1.7,1.0,1.4,1.0,1.2,0.94,1.12,0.92,1.02,1.01,0.78,0.69,0.76,0.85,0.8,0.87
Annual,Rate,Assault,Total,Total,Romania,3.9,3.8,4.0,4.1,3.8,2.7,2.4,2.2,2.6,2.5,2.6,2.22,2.27,1.87,1.87,1.6,1.56,1.47,1.43,1.45,1.47,1.34
Annual,Rate,Assault,Total,Total,Serbia,:,:,:,:,:,:,:,:,:,:,:,1.73,1.59,2.12,1.69,1.43,1.75,1.29,1.42,1.23,1.31,1.02
Annual,Rate,Assault,Total,Total,Sweden,1.1,1.0,1.2,0.9,1.1,0.9,0.9,1.2,0.8,0.9,0.9,0.77,0.66,0.82,0.82,0.99,0.94,1.06,1.03,1.04,1.26,0.94
Annual,Rate,Assault,Total,Total,Slovenia,1.1,0.8,1.3,1.4,1.8,1.1,0.6,1.0,0.6,0.6,0.5,0.87,0.77,0.95,0.96,0.75,0.69,1.08,0.7,0.41,0.77,0.55
Annual,Rate,Assault,Total,Total,Slovakia,2.3,2.2,2.4,2.0,1.9,1.7,1.6,1.3,1.3,1.2,1.3,1.48,1.09,1.37,0.9,0.84,0.74,0.48,0.58,0.58,0.59,0.51
Annual,Rate,Assault,Total,Total,Türkiye,:,:,:,:,:,:,:,:,:,:,:,1.22 d,1.19 d,1.74 d,1.5 d,1.3 d,1.68 d,1.69 d,1.38 d,0.99 d,1.19 d,1 d
Annual,Rate,Assault,Total,Total,United Kingdom,0.9,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.19 d,0.17 d,0.16 d,0.13 d,0.13 d,0.14 d,0.13 d,0.14 d,:,:,:
