Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Total,Sweden,78.2,54.2 u,65.0
Annual,Percentage,From 15 to 24 years,Total,Slovenia,80.8,72.2,77.4
Annual,Percentage,From 15 to 24 years,Total,Slovakia,65.7,54.7,58.2
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,70.7,78.0,77.3
Annual,Percentage,From 15 to 64 years,Females,Austria,64.2,62.3,63.3
Annual,Percentage,From 15 to 64 years,Females,Belgium,50.8,58.5,62.8
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,58.3,71.0,79.1
Annual,Percentage,From 15 to 64 years,Females,Cyprus,67.7,82.1,75.9
Annual,Percentage,From 15 to 64 years,Females,Czechia,67.2,65.4,62.8
Annual,Percentage,From 15 to 64 years,Females,Germany,61.1,50.9,46.5
Annual,Percentage,From 15 to 64 years,Females,Denmark,81.5,70.7,72.1
Annual,Percentage,From 15 to 64 years,Females,Estonia,68.4,60.7,64.3
Annual,Percentage,From 15 to 64 years,Females,Greece,47.0,77.0,78.3
Annual,Percentage,From 15 to 64 years,Females,Spain,65.2,77.8,71.7
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),56.5,59.6,57.2
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),58.5,62.0,59.9
Annual,Percentage,From 15 to 64 years,Females,Finland,76.4,75.4,72.3
Annual,Percentage,From 15 to 64 years,Females,France,38.0,60.1,58.8
Annual,Percentage,From 15 to 64 years,Females,Croatia,69.8,69.2,61.2
Annual,Percentage,From 15 to 64 years,Females,Hungary,73.8,70.5,77.3
Annual,Percentage,From 15 to 64 years,Females,Ireland,78.0,84.2,79.3
Annual,Percentage,From 15 to 64 years,Females,Italy,33.3,40.5,37.1
Annual,Percentage,From 15 to 64 years,Females,Lithuania,61.8,61.4,70.7
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,52.9,53.3,63.5
Annual,Percentage,From 15 to 64 years,Females,Latvia,77.6,70.8,62.2
Annual,Percentage,From 15 to 64 years,Females,Malta,83.1,86.1,85.2
Annual,Percentage,From 15 to 64 years,Females,Netherlands,73.8,63.7,61.2
Annual,Percentage,From 15 to 64 years,Females,Poland,64.3,53.6,51.4
Annual,Percentage,From 15 to 64 years,Females,Portugal,36.8,61.8,73.6
Annual,Percentage,From 15 to 64 years,Females,Romania,57.7,69.8,64.6
Annual,Percentage,From 15 to 64 years,Females,Sweden,71.3,53.5,52.2
Annual,Percentage,From 15 to 64 years,Females,Slovenia,72.1,74.4,68.5
Annual,Percentage,From 15 to 64 years,Females,Slovakia,73.2,58.3,54.1
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,69.9,77.2,76.5
Annual,Percentage,From 15 to 64 years,Males,Austria,65.1,51.8,56.1
Annual,Percentage,From 15 to 64 years,Males,Belgium,51.4,53.7,66.6
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,60.3,69.2,77.9
Annual,Percentage,From 15 to 64 years,Males,Cyprus,63.9,83.1,71.0
Annual,Percentage,From 15 to 64 years,Males,Czechia,60.5,68.5,60.9
Annual,Percentage,From 15 to 64 years,Males,Germany,56.0,42.9,46.8
Annual,Percentage,From 15 to 64 years,Males,Denmark,73.4,70.3,69.5
Annual,Percentage,From 15 to 64 years,Males,Estonia,72.8,62.5,54.1
Annual,Percentage,From 15 to 64 years,Males,Greece,46.8,74.7,81.7
Annual,Percentage,From 15 to 64 years,Males,Spain,59.4,73.5,67.0
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),53.5,56.0,55.4
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),54.8,57.6,57.1
Annual,Percentage,From 15 to 64 years,Males,Finland,71.2,72.6,70.2
Annual,Percentage,From 15 to 64 years,Males,France,35.4,56.8,57.8
Annual,Percentage,From 15 to 64 years,Males,Croatia,65.7,71.1,59.9
Annual,Percentage,From 15 to 64 years,Males,Hungary,69.4,77.3,75.9
Annual,Percentage,From 15 to 64 years,Males,Ireland,72.3,81.7,80.7
Annual,Percentage,From 15 to 64 years,Males,Italy,35.3,42.0,35.4
Annual,Percentage,From 15 to 64 years,Males,Lithuania,60.9,60.5,71.2
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,63.7,55.8,69.8
Annual,Percentage,From 15 to 64 years,Males,Latvia,79.2,74.8,61.6
Annual,Percentage,From 15 to 64 years,Males,Malta,72.7,82.1,80.4
Annual,Percentage,From 15 to 64 years,Males,Netherlands,69.1,60.5,57.1
Annual,Percentage,From 15 to 64 years,Males,Poland,61.8,45.9,43.4
Annual,Percentage,From 15 to 64 years,Males,Portugal,43.5,64.8,68.3
Annual,Percentage,From 15 to 64 years,Males,Romania,54.8,71.9,66.3
Annual,Percentage,From 15 to 64 years,Males,Sweden,69.8,54.8,51.3
Annual,Percentage,From 15 to 64 years,Males,Slovenia,71.3,70.1,68.4
Annual,Percentage,From 15 to 64 years,Males,Slovakia,69.2,51.8,58.3
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,63.2,69.1,67.6
Annual,Percentage,From 15 to 64 years,Total,Austria,64.7,56.9,59.8
Annual,Percentage,From 15 to 64 years,Total,Belgium,51.2,56.0,64.8
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,59.3,70.0,78.5
Annual,Percentage,From 15 to 64 years,Total,Cyprus,65.6,82.6,73.5
Annual,Percentage,From 15 to 64 years,Total,Czechia,63.5,67.1,61.8
Annual,Percentage,From 15 to 64 years,Total,Germany,58.4,46.6,46.6
Annual,Percentage,From 15 to 64 years,Total,Denmark,77.2,70.5,70.8
Annual,Percentage,From 15 to 64 years,Total,Estonia,70.6,61.5,59.5
Annual,Percentage,From 15 to 64 years,Total,Greece,46.9,75.7,80.1
Annual,Percentage,From 15 to 64 years,Total,Spain,61.7,75.4,69.3
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),54.9,57.6,56.3
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),56.5,59.7,58.5
Annual,Percentage,From 15 to 64 years,Total,Finland,73.7,74.0,71.3
Annual,Percentage,From 15 to 64 years,Total,France,36.7,58.4,58.3
Annual,Percentage,From 15 to 64 years,Total,Croatia,67.5,70.2,60.6
Annual,Percentage,From 15 to 64 years,Total,Hungary,71.5,74.0,76.6
Annual,Percentage,From 15 to 64 years,Total,Ireland,74.8,83.0,79.9
Annual,Percentage,From 15 to 64 years,Total,Italy,34.5,41.4,36.2
Annual,Percentage,From 15 to 64 years,Total,Lithuania,61.4,61.0,70.9
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,59.2,54.7,66.8
Annual,Percentage,From 15 to 64 years,Total,Latvia,78.4,72.7,61.9
Annual,Percentage,From 15 to 64 years,Total,Malta,76.1,83.6,82.5
Annual,Percentage,From 15 to 64 years,Total,Netherlands,71.2,62.0,59.1
Annual,Percentage,From 15 to 64 years,Total,Poland,63.0,49.7,47.5
Annual,Percentage,From 15 to 64 years,Total,Portugal,40.3,63.4,71.2
Annual,Percentage,From 15 to 64 years,Total,Romania,56.2,71.0,65.4
Annual,Percentage,From 15 to 64 years,Total,Sweden,70.5,54.2,51.8
Annual,Percentage,From 15 to 64 years,Total,Slovenia,71.7,72.2,68.5
Annual,Percentage,From 15 to 64 years,Total,Slovakia,71.0,54.7,56.1
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,66.4,73.2,72.0
Annual,Percentage,From 25 to 64 years,Females,Austria,63.3,61.8,63.7
Annual,Percentage,From 25 to 64 years,Females,Belgium,47.6,56.8,62.5
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,60.1,70.8,79.2
Annual,Percentage,From 25 to 64 years,Females,Cyprus,70.7,79.4,77.3
Annual,Percentage,From 25 to 64 years,Females,Czechia,67.0,63.8,64.5
Annual,Percentage,From 25 to 64 years,Females,Germany,60.0,48.8,45.0
Annual,Percentage,From 25 to 64 years,Females,Denmark,85.0,72.1,71.7
Annual,Percentage,From 25 to 64 years,Females,Estonia,67.6,60.8,64.9
Annual,Percentage,From 25 to 64 years,Females,Greece,45.5,78.8,78.0
Annual,Percentage,From 25 to 64 years,Females,Spain,64.1,76.7,70.9
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),56.1,59.0,57.2
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),57.9,61.4,59.8
Annual,Percentage,From 25 to 64 years,Females,Finland,77.4,75.4,74.7
Annual,Percentage,From 25 to 64 years,Females,France,38.7,61.1,58.5
Annual,Percentage,From 25 to 64 years,Females,Croatia,70.2,66.4,59.6
Annual,Percentage,From 25 to 64 years,Females,Hungary,73.7,69.7,78.6
Annual,Percentage,From 25 to 64 years,Females,Ireland,76.6,84.7,79.0
Annual,Percentage,From 25 to 64 years,Females,Italy,34.5,40.3,38.3
Annual,Percentage,From 25 to 64 years,Females,Lithuania,62.9,61.7,69.3
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,52.3,51.4,63.1
Annual,Percentage,From 25 to 64 years,Females,Latvia,79.2,69.2,63.3
Annual,Percentage,From 25 to 64 years,Females,Malta,83.6,88.7,84.7
Annual,Percentage,From 25 to 64 years,Females,Netherlands,71.4,61.7,61.8
Annual,Percentage,From 25 to 64 years,Females,Poland,63.5,52.8,50.6
Annual,Percentage,From 25 to 64 years,Females,Portugal,36.9,62.8,72.9
Annual,Percentage,From 25 to 64 years,Females,Romania,58.3,69.4,65.6
Annual,Percentage,From 25 to 64 years,Females,Sweden,71.9,54.2,54.3
Annual,Percentage,From 25 to 64 years,Females,Slovenia,71.7,74.8,67.5
Annual,Percentage,From 25 to 64 years,Females,Slovakia,73.7,57.9,53.6
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,70.0,77.4,76.2
Annual,Percentage,From 25 to 64 years,Males,Austria,62.4,54.1,55.5
Annual,Percentage,From 25 to 64 years,Males,Belgium,50.6,53.5,66.0
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,60.9,71.8,78.7
Annual,Percentage,From 25 to 64 years,Males,Cyprus,64.9,82.2,72.6
Annual,Percentage,From 25 to 64 years,Males,Czechia,61.4,67.9,62.0
Annual,Percentage,From 25 to 64 years,Males,Germany,55.6,41.6,45.9
Annual,Percentage,From 25 to 64 years,Males,Denmark,72.3,70.4,68.4
Annual,Percentage,From 25 to 64 years,Males,Estonia,75.1,59.4,52.3
Annual,Percentage,From 25 to 64 years,Males,Greece,47.4,73.8,80.8
Annual,Percentage,From 25 to 64 years,Males,Spain,56.7,73.0,66.6
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),53.0,56.2,55.3
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),54.5,57.8,56.7
Annual,Percentage,From 25 to 64 years,Males,Finland,70.3,71.4,72.3
Annual,Percentage,From 25 to 64 years,Males,France,35.5,57.8,55.9
Annual,Percentage,From 25 to 64 years,Males,Croatia,66.3,74.6,59.6
Annual,Percentage,From 25 to 64 years,Males,Hungary,70.1,76.4,76.3
Annual,Percentage,From 25 to 64 years,Males,Ireland,70.4,81.5,79.9
Annual,Percentage,From 25 to 64 years,Males,Italy,34.8,43.0,36.6
Annual,Percentage,From 25 to 64 years,Males,Lithuania,61.8,60.3,72.4
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,65.7,54.3,69.0
Annual,Percentage,From 25 to 64 years,Males,Latvia,80.1,74.4,62.1
Annual,Percentage,From 25 to 64 years,Males,Malta,72.2,81.2,80.9
Annual,Percentage,From 25 to 64 years,Males,Netherlands,69.7,60.0,59.3
Annual,Percentage,From 25 to 64 years,Males,Poland,62.6,47.3,42.2
Annual,Percentage,From 25 to 64 years,Males,Portugal,42.7,66.4,70.3
Annual,Percentage,From 25 to 64 years,Males,Romania,57.5,71.0,66.0
Annual,Percentage,From 25 to 64 years,Males,Sweden,71.5,56.2,51.7
Annual,Percentage,From 25 to 64 years,Males,Slovenia,68.1,71.4,68.3
Annual,Percentage,From 25 to 64 years,Males,Slovakia,69.8,51.2,60.4
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,64.8,69.5,66.1
Annual,Percentage,From 25 to 64 years,Total,Austria,62.8,57.9,59.8
Annual,Percentage,From 25 to 64 years,Total,Belgium,49.3,55.1,64.3
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,60.5,71.3,79.0
Annual,Percentage,From 25 to 64 years,Total,Cyprus,67.6,80.8,75.0
Annual,Percentage,From 25 to 64 years,Total,Czechia,64.0,65.9,63.2
Annual,Percentage,From 25 to 64 years,Total,Germany,57.6,45.0,45.5
Annual,Percentage,From 25 to 64 years,Total,Denmark,78.5,71.3,70.0
Annual,Percentage,From 25 to 64 years,Total,Estonia,71.1,60.1,58.7
Annual,Percentage,From 25 to 64 years,Total,Greece,46.6,75.9,79.5
Annual,Percentage,From 25 to 64 years,Total,Spain,59.7,74.6,68.7
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),54.4,57.5,56.2
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),56.1,59.5,58.2
Annual,Percentage,From 25 to 64 years,Total,Finland,73.8,73.3,73.5
Annual,Percentage,From 25 to 64 years,Total,France,37.0,59.4,57.2
Annual,Percentage,From 25 to 64 years,Total,Croatia,68.0,70.3,59.6
Annual,Percentage,From 25 to 64 years,Total,Hungary,71.8,73.1,77.5
Annual,Percentage,From 25 to 64 years,Total,Ireland,73.3,83.1,79.4
Annual,Percentage,From 25 to 64 years,Total,Italy,34.7,41.9,37.5
Annual,Percentage,From 25 to 64 years,Total,Lithuania,62.4,61.0,70.8
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,60.0,53.0,66.1
Annual,Percentage,From 25 to 64 years,Total,Latvia,79.6,71.6,62.7
Annual,Percentage,From 25 to 64 years,Total,Malta,75.5,83.8,82.6
Annual,Percentage,From 25 to 64 years,Total,Netherlands,70.5,60.8,60.6
Annual,Percentage,From 25 to 64 years,Total,Poland,63.0,50.1,46.8
Annual,Percentage,From 25 to 64 years,Total,Portugal,39.9,64.7,71.8
Annual,Percentage,From 25 to 64 years,Total,Romania,57.9,70.3,65.8
Annual,Percentage,From 25 to 64 years,Total,Sweden,71.7,55.2,52.9
Annual,Percentage,From 25 to 64 years,Total,Slovenia,69.9,73.2,67.9
Annual,Percentage,From 25 to 64 years,Total,Slovakia,71.7,54.3,56.8
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,67.3,73.4,71.2
Annual,Percentage,From 55 to 64 years,Females,Austria,47.1,46.5,57.6
Annual,Percentage,From 55 to 64 years,Females,Belgium,55.0,67.5,56.1
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,40.6,73.3,77.5
Annual,Percentage,From 55 to 64 years,Females,Cyprus,37.8 u,86.8,61.8 u
Annual,Percentage,From 55 to 64 years,Females,Czechia,61.4,69.6,52.8
Annual,Percentage,From 55 to 64 years,Females,Germany,62.1,52.3,40.9
Annual,Percentage,From 55 to 64 years,Females,Denmark,68.4,61.8,69.4
Annual,Percentage,From 55 to 64 years,Females,Estonia,71.4,62.3,58.3
Annual,Percentage,From 55 to 64 years,Females,Greece,32.9 u,59.6 u,88.9 u
Annual,Percentage,From 55 to 64 years,Females,Spain,49.6,88.0,73.3
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),49.9,59.2,53.5
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),53.3,61.8,55.9
Annual,Percentage,From 55 to 64 years,Females,Finland,73.6,69.7,63.3
Annual,Percentage,From 55 to 64 years,Females,France,20.3,55.0,56.3
Annual,Percentage,From 55 to 64 years,Females,Croatia,64.1,79.0,60.3
Annual,Percentage,From 55 to 64 years,Females,Hungary,69.3,77.7,73.7
Annual,Percentage,From 55 to 64 years,Females,Ireland,81.9,79.9,73.3
Annual,Percentage,From 55 to 64 years,Females,Italy,16.9,37.7,38.3
Annual,Percentage,From 55 to 64 years,Females,Lithuania,48.3,66.1,73.3
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,55.7 u,60.8,64.8
Annual,Percentage,From 55 to 64 years,Females,Latvia,66.0,62.6,57.1
Annual,Percentage,From 55 to 64 years,Females,Malta,52.4 u,87.5,84.4
Annual,Percentage,From 55 to 64 years,Females,Netherlands,71.2,57.6,59.9
Annual,Percentage,From 55 to 64 years,Females,Poland,70.5,64.1,48.3
Annual,Percentage,From 55 to 64 years,Females,Portugal,21.0,48.0,72.5
Annual,Percentage,From 55 to 64 years,Females,Romania,35.1 u,78.6,75.0
Annual,Percentage,From 55 to 64 years,Females,Sweden,63.6,51.2,42.0
Annual,Percentage,From 55 to 64 years,Females,Slovenia,59.4 u,68.1,67.4
Annual,Percentage,From 55 to 64 years,Females,Slovakia,82.0,61.8,53.7
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,68.3,75.4,73.5
Annual,Percentage,From 55 to 64 years,Males,Austria,77.1,41.8,68.6
Annual,Percentage,From 55 to 64 years,Males,Belgium,49.5,55.4,72.5
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,48.8,62.6,71.7
Annual,Percentage,From 55 to 64 years,Males,Cyprus,59.0,84.9,63.1
Annual,Percentage,From 55 to 64 years,Males,Czechia,55.2,69.3,60.7
Annual,Percentage,From 55 to 64 years,Males,Germany,51.4,38.7,44.6
Annual,Percentage,From 55 to 64 years,Males,Denmark,70.8,68.3,63.5
Annual,Percentage,From 55 to 64 years,Males,Estonia,58.3,72.3,50.6
Annual,Percentage,From 55 to 64 years,Males,Greece,36.1,82.9,86.3
Annual,Percentage,From 55 to 64 years,Males,Spain,72.4,79.6,64.4
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),49.3,52.2,51.7
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),48.8,52.8,54.1
Annual,Percentage,From 55 to 64 years,Males,Finland,62.0,72.8,58.9
Annual,Percentage,From 55 to 64 years,Males,France,33.7,54.5,56.4
Annual,Percentage,From 55 to 64 years,Males,Croatia,51.8,63.7,58.5
Annual,Percentage,From 55 to 64 years,Males,Hungary,65.6,87.2,71.1
Annual,Percentage,From 55 to 64 years,Males,Ireland,66.4,88.2,83.1
Annual,Percentage,From 55 to 64 years,Males,Italy,24.3,38.3,26.6
Annual,Percentage,From 55 to 64 years,Males,Lithuania,50.4,57.0,69.7
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,38.2 u,47.7,77.8
Annual,Percentage,From 55 to 64 years,Males,Latvia,73.0,68.7,57.0
Annual,Percentage,From 55 to 64 years,Males,Malta,80.9,90.1,72.9
Annual,Percentage,From 55 to 64 years,Males,Netherlands,53.8,55.8,50.5
Annual,Percentage,From 55 to 64 years,Males,Poland,38.5,32.8,41.8
Annual,Percentage,From 55 to 64 years,Males,Portugal,34.1,49.9,56.0
Annual,Percentage,From 55 to 64 years,Males,Romania,43.6,80.9,70.5
Annual,Percentage,From 55 to 64 years,Males,Sweden,61.6,48.5,40.9
Annual,Percentage,From 55 to 64 years,Males,Slovenia,83.9 u,61.5,68.1
Annual,Percentage,From 55 to 64 years,Males,Slovakia,66.7,56.6,49.9
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,46.1,57.1,68.7
Annual,Percentage,From 55 to 64 years,Total,Austria,67.3,43.8,63.8
Annual,Percentage,From 55 to 64 years,Total,Belgium,51.2,60.3,64.6
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,45.3,67.8,74.9
Annual,Percentage,From 55 to 64 years,Total,Cyprus,51.5,85.6,62.7
Annual,Percentage,From 55 to 64 years,Total,Czechia,57.7,69.4,56.3
Annual,Percentage,From 55 to 64 years,Total,Germany,56.5,44.7,42.8
Annual,Percentage,From 55 to 64 years,Total,Denmark,69.7,65.2,66.4
Annual,Percentage,From 55 to 64 years,Total,Estonia,63.9,66.1,55.3
Annual,Percentage,From 55 to 64 years,Total,Greece,35.3,74.4,87.2
Annual,Percentage,From 55 to 64 years,Total,Spain,64.0,83.2,68.3
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),49.5,55.2,52.6
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),50.7,56.8,55.0
Annual,Percentage,From 55 to 64 years,Total,Finland,67.2,71.1,61.5
Annual,Percentage,From 55 to 64 years,Total,France,27.6,54.7,56.3
Annual,Percentage,From 55 to 64 years,Total,Croatia,57.1,69.1,59.2
Annual,Percentage,From 55 to 64 years,Total,Hungary,67.2,82.7,72.2
