Time frequency,Unit of measure,Sex,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Romania,0.76,0.61,0.59,0.63,0.55,0.71,0.55,0.61,0.35,0.36,0.43
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Serbia,0.16,0.13,0.03,0.03,0.03,0.06,0.06,0.2,0.13,0.17,0.08
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Sweden,0.19,0.02,0.08,0.06,0.04,0.07,0.12,0.1,0.09,0.0,0.06
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Slovenia,:,:,:,:,:,:,0.19,0.0,0.0,0.0,0.0
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Slovakia,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,Türkiye,0.02 d,0.04 d,0.05 d,0.03 d,0.05 d,0.02 d,0.04 d,0.05 d,0.05 d,0.04 d,0.06 d
Annual,Rate,Females,Total,Human immunodeficiency virus [HIV] disease,United Kingdom,0.15 d,0.18,0.17,0.13,0.17,0.12,0.12,0.16,:,:,:
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Austria,0.63,0.66,0.94,0.8,0.7,0.68,0.38,0.62,0.73,0.68,0.58
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Belgium,0.53,0.51,0.73,0.42,0.38,0.54,0.39,0.28,0.37,0.29,0.29
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Bulgaria,0.22,0.29,0.14,0.35,0.36,0.49,0.48,0.25,0.2,0.33,0.4
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Switzerland,0.77,0.75,0.62,0.78,0.74,0.43,0.29,0.36,0.36,0.36,0.32
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Cyprus,0.52,0.51,0.43,0.61,1.21,:,0.0,0.0,0.0,0.54,0.42
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Czechia,0.11,0.08,0.12,0.23,0.17,0.21,0.2,0.14,0.12,0.21,0.31
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Germany,0.91,0.8,0.81,0.72,0.72,0.67,0.57,0.56,0.54,0.53,0.41
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Denmark,0.6,0.85,0.9,0.44,0.35,0.7,0.73,0.42,0.35,0.36,0.4
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Estonia,6.98,5.8,5.84,5.14,4.82,3.69,4.02,5.3,4.42,2.84,5.36
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Greece,0.21,0.53,0.58,0.66,0.63,0.82,0.62,0.63,0.46,0.62,0.59
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Spain,3.06,2.76,2.46,2.15,2.1,1.57,1.4,1.38,1.35,1.18,0.94
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,European Union - 27 countries (from 2020),1.36,1.33,1.26,1.15,1.12,0.93,0.8,0.82,0.73,0.69,0.63
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Finland,0.16,0.23,0.12,:,:,0.19,0.2,0.07,0.07,0.06,0.11
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,France,1.02,1.1,1.16,0.99,0.96,0.85,0.57,0.58,0.57,0.47,0.48
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Croatia,0.23,0.35 d,0.23 d,0.19,0.42,0.29,0.38,0.24,0.39,0.45,0.2
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Hungary,0.2 d,0.14 d,0.13 d,0.29,0.22,0.13,0.06,0.18,0.2,0.1,0.16
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Ireland,0.33,0.51,0.32,0.27,0.24,0.13,0.33,0.28,0.13,0.21,0.09
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Iceland,:,:,0.8,1.12,:,:,0.0,0.0,0.59,0.59,0.54
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Italy,2.03,2.13,1.84,1.71,1.65,1.03,0.99,1.09,0.88,0.91,0.82
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Liechtenstein,14.43,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Lithuania,1.0,1.42,1.69,1.17,0.94,1.97,2.19,1.36,1.15,1.45,1.61
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Luxembourg,1.1,2.4,1.92,1.79,1.35,0.29,0.0,0.31,0.0,0.53,0.29
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Latvia,4.93,6.42,6.63,7.28,6.16,5.55,5.48,5.75,5.06,4.29,3.59
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Malta,0.95,0.46,0.45,0.92,0.97,2.5,0.49,0.0,1.59,0.4,0.0
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Netherlands,0.54,0.47,0.37,0.36,0.35,0.33,0.24,0.25,0.28,0.16,0.18
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Norway,0.47,0.34,0.16,0.33,0.21,0.26,0.29,0.29,0.2,0.15,0.2
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Poland,0.49,0.48,0.48,0.49,0.54,0.45,0.36,0.41,0.41,0.41,0.41
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Portugal,8.3,7.59,6.98,6.23,5.96,5.01,4.4,4.76,3.41,3.25,2.93
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Romania,1.05,1.06,1.02,1.29,1.25,1.39,1.25,1.16,1.01,0.93,1.03
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Serbia,0.83,0.49,0.73,0.29,0.64,0.25,0.32,0.79,0.58,0.58,0.5
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Sweden,0.32,0.28,0.24,0.13,0.27,0.2,0.15,0.1,0.08,0.18,0.1
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Slovenia,0.09,0.17,0.42,0.45,0.18,:,0.29,0.09,0.0,0.0,0.09
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Slovakia,0.03,0.1,0.07,0.07,0.15,0.06,0.16,0.22,0.28,0.19,0.17
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,Türkiye,0.11 d,0.18 d,0.16 d,0.2 d,0.24 d,0.22 d,0.22 d,0.2 d,0.24 d,0.28 d,0.32 d
Annual,Rate,Males,Total,Human immunodeficiency virus [HIV] disease,United Kingdom,0.48 d,0.56,0.56,0.46,0.41,0.47,0.39,0.33,:,:,:
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Austria,0.47,0.44,0.58,0.47,0.46,0.4,0.28,0.34,0.42,0.41,0.37
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Belgium,0.41,0.36,0.5,0.32,0.28,0.33,0.29,0.22,0.27,0.21,0.16
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Bulgaria,0.14,0.15,0.11,0.23,0.23,0.3,0.28,0.16,0.17,0.27,0.24
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Switzerland,0.53,0.56,0.44,0.52,0.42,0.26,0.26,0.23,0.21,0.24,0.26
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Cyprus,0.25,0.24,0.2,0.53,0.57,:,0.0,0.0,0.0,0.26,0.21
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Czechia,0.07,0.06,0.06,0.16,0.09,0.16,0.12,0.1,0.06,0.14,0.19
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Germany,0.55,0.48,0.48,0.45,0.43,0.4,0.36,0.33,0.32,0.31,0.25
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Denmark,0.34,0.48,0.54,0.3,0.24,0.4,0.42,0.3,0.2,0.22,0.25
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Estonia,4.34,3.9,3.84,3.43,3.24,3.23,3.04,3.62,2.93,2.39,3.61
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Greece,0.15,0.33,0.35,0.39,0.35,0.46,0.46,0.39,0.28,0.37,0.32
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Spain,1.91,1.77,1.51,1.4,1.27,1.0,0.88,0.83,0.81,0.71,0.59
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,European Union - 27 countries (from 2020),0.87,0.85,0.8,0.74,0.7,0.59,0.53,0.51,0.46,0.43,0.4
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Finland,0.1,0.13,0.08,0.06,:,0.16,0.09,0.05,0.06,0.03,0.07
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,France,0.67,0.72,0.79,0.64,0.61,0.53,0.37,0.37,0.37,0.31,0.32
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Croatia,0.14,0.19 d,0.19 d,0.09,0.23,0.14,0.18,0.14,0.24,0.21,0.1
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Hungary,0.12 d,0.08 d,0.06 d,0.14,0.12,0.08,0.07,0.09,0.13,0.06,0.09
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Ireland,0.25,0.27,0.22,0.16,0.18,0.18,0.2,0.14,0.13,0.15,0.07
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Iceland,0.38,:,0.41,0.53,:,:,0.0,0.0,0.3,0.3,0.28
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Italy,1.27,1.33,1.14,1.06,1.04,0.65,0.66,0.66,0.56,0.56,0.53
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Liechtenstein,7.13,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Lithuania,0.58,0.86,0.91,0.72,0.54,1.16,1.12,0.83,0.73,0.97,1.02
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Luxembourg,0.56,1.5,1.23,0.86,0.68,0.3,0.21,0.16,0.0,0.49,0.3
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Latvia,3.44,4.25,5.45,5.11,4.29,3.58,4.15,3.98,3.73,2.74,2.7
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Malta,0.48,0.23,0.23,0.68,0.65,1.45,0.25,0.0,0.78,0.43,0.0
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Netherlands,0.32,0.27,0.2,0.23,0.19,0.25,0.14,0.15,0.16,0.13,0.11
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Norway,0.27,0.21,0.08,0.22,0.2,0.17,0.18,0.25,0.14,0.13,0.16
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Poland,0.34,0.31,0.32,0.32,0.36,0.26,0.23,0.25,0.25,0.26,0.25
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Portugal,5.08,4.59,4.19,3.87,3.62,3.04,2.72,2.89,2.27,2.01,1.79
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Romania,0.9,0.83,0.81,0.97,0.9,1.05,0.9,0.88,0.68,0.64,0.73
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Serbia,0.48,0.31,0.38,0.16,0.33,0.15,0.19,0.49,0.34,0.37,0.29
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Sweden,0.26,0.15,0.16,0.1,0.16,0.13,0.14,0.1,0.09,0.09,0.08
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Slovenia,0.05,0.09,0.22,0.23,0.09,:,0.22,0.05,0.0,0.0,0.05
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Slovakia,0.01,0.05,0.04,0.03,0.08,0.03,0.08,0.11,0.14,0.1,0.1
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,Türkiye,0.06 d,0.11 d,0.1 d,0.11 d,0.14 d,0.12 d,0.13 d,0.12 d,0.15 d,0.15 d,0.19 d
Annual,Rate,Total,Total,Human immunodeficiency virus [HIV] disease,United Kingdom,0.31 d,0.37,0.36,0.29,0.28,0.29,0.25,0.24,:,:,:
