Annual,Per million inhabitants,Japan,11.82,5.87,6.35,7.76,9.69,18.82,9.2,12.48,12.17,12.32,13.94,15.22,16.46,16.43,15.43,17.1,18.15,17.97 b,17.81 e,20.52 e
Annual,Per million inhabitants,South Korea,1.1,0.98,0.93,1.54,2.62,2.64,3.82,3.32,3.1,3.91,5.25,6.91,7.21,11.35,13.4,14.75,16.2,22.5,22.59 b,40.92 e
Annual,Per million inhabitants,Liechtenstein,1875.63,1252.29,1436.78,1717.94,2498.0,1734.47,1849.37,2805.42,2391.09,3583.82,3667.1,3924.02,4638.53,3371.83,3816.79,3900.52,3070.6,3909.01,2908.78,3639.67
Annual,Per million inhabitants,Lithuania,0.28,:,:,:,0.28,0.29,0.87,2.91,5.59,11.33,22.49,22.46,37.35,36.12,32.46,44.88,69.92,85.47,76.78,92.77
Annual,Per million inhabitants,Luxembourg,587.95,429.41,542.59,657.54,846.4,813.21,808.47,861.03,850.62,988.66,1234.32,1665.31,1637.04,1791.29,1870.27,2119.8,2000.56,2234.47,2286.79,2190.22
Annual,Per million inhabitants,Latvia,:,:,:,0.83,:,0.42,:,1.3,3.07,14.67,14.81,26.71,39.24,27.74,55.18,49.17,56.24,57.81,79.44,79.05
Annual,Per million inhabitants,Malta,32.31,24.07,18.59,36.99,73.65,28.1,38.01,80.54,135.04,146.52,170.37,167.65,272.17,306.62,345.39,416.88,622.69,866.23,907.42,973.58
Annual,Per million inhabitants,Mexico,0.7,0.55,0.62,0.91,1.32,1.09,1.24,1.85,1.32,1.46,1.72,2.23,2.04,1.44,1.77,1.86,2.2,2.34,2.25 e,2.44 e
Annual,Per million inhabitants,Netherlands,73.71,57.11,54.81,64.47,92.54,67.3,68.18,137.04,129.23,139.34,171.3,194.03,196.09,237.3,228.72,234.75,236.16,230.28,236.31,268.15
Annual,Per million inhabitants,Norway,18.54,19.12,17.66,19.8,27.69,28.87,21.22,40.86,26.43,35.6,45.04,48.07,59.11,70.64,66.28,68.29,68.99,76.22,65.0,82.45
Annual,Per million inhabitants,New Zealand,14.2,12.17,14.68,20.34,22.55,31.44,21.78,37.0,42.32,35.08,44.45,44.51,46.01,37.88,45.74,45.85,37.2,41.87,45.68 b,65.58 e
Annual,Per million inhabitants,Poland,0.44,0.26,0.28,0.34,0.94,0.39,0.76,4.87,15.0,20.17,25.0,33.26,42.16,40.59,46.47,51.07,56.54,71.86,84.78,96.38
Annual,Per million inhabitants,Portugal,16.93,17.95,21.91,27.29,33.95,31.36,37.62,50.94,46.79,56.03,97.13,119.91,108.88,91.17,83.98,95.15,94.19,104.51,122.66,128.29
Annual,Per million inhabitants,Romania,0.04,0.04,0.22,0.04,0.18,0.18,0.37,0.14,1.35,2.1,6.02,15.0,14.3,16.19,20.3,31.44,28.36,23.08,29.58,32.71
Annual,Per million inhabitants,Russia,0.05,:,0.04,0.13,0.1,0.14,0.23,0.21,0.26,0.36,0.41,0.7,0.94,0.69,0.99,1.32,1.88,1.67,1.82,2.04 e
Annual,Per million inhabitants,Sweden,98.33,78.58,88.72,99.95,153.14,105.6,91.82,118.0,113.97,127.06,165.79,197.51,172.82,199.32,222.04,246.61,240.22,254.4,268.43,296.29
Annual,Per million inhabitants,Singapore,42.02 e,16.97 e,12.58 e,19.36 e,32.16 e,17.65 e,17.65 e,26.56 e,26.28 e,24.25 e,27.52 e,28.52 e,33.4 e,35.04 e,31.31 e,49.51 e,40.19 e,47.55 e,53.03 e,61.21 e
Annual,Per million inhabitants,Slovenia,0.5,1.51,0.5,3.03,2.01,1.0,9.03,20.55,36.57,16.02,30.45,70.63,102.97,76.27,106.99,72.68,97.3,130.17,169.81,142.52
Annual,Per million inhabitants,Slovakia,0.19,1.3,0.56,:,:,:,0.93,0.93,3.72,7.82,16.56,20.66,29.2,38.64,34.51,49.88,51.26,50.82,61.49,66.96
Annual,Per million inhabitants,Türkiye,2.18,1.48,1.55,0.59,0.69,0.59,0.62,1.22,1.4,1.6,2.29,2.08,2.22,2.1,3.11,4.79,5.54,7.85,8.18,9.94
Annual,Per million inhabitants,Taiwan,6.55,8.74,11.4,15.3,15.62,15.22,19.05,22.96,25.03,23.36,21.86,24.13,29.26,22.75,27.24,31.26,28.78,26.82,32.09,26.05 e
Annual,Per million inhabitants,United Kingdom,94.66,59.14,69.06,87.39,132.57,102.15,97.2,103.98,105.03,114.72,134.79,150.08,136.93,127.67,140.6,151.49,161.21,169.85,183.17,193.08
Annual,Per million inhabitants,United States,48.97,26.64,29.18,37.76,52.03,39.52,34.37,39.91,35.77,38.82,42.95,46.29,42.29,36.9,41.64,44.66,45.02,47.01,45.14 b,52.5 e
Annual,Per million inhabitants,South Africa,1.02,1.31,1.08,1.86,3.41,2.42,3.38,4.31,2.82,2.92,4.01,3.55,3.54,3.83,3.5,3.25,3.59,3.73 e,3.46 e,4.22 e
