Time frequency,Unit of measure,Quantile,Working time,Geopolitical entity (reporting)\Time,2014.0
Annual,Euro,Tenth percentile,Full-time,Bulgaria,2310.0
Annual,Euro,Tenth percentile,Full-time,Switzerland,45358.0
Annual,Euro,Tenth percentile,Full-time,Cyprus,11357.0
Annual,Euro,Tenth percentile,Full-time,Czechia,5879.0
Annual,Euro,Tenth percentile,Full-time,Germany,19404.0
Annual,Euro,Tenth percentile,Full-time,Denmark,37018.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 17 countries (2011-2013),16127.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 18 countries (2014),15673.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 19 countries  (2015-2022),14812.0
Annual,Euro,Tenth percentile,Full-time,Estonia,5863.0
Annual,Euro,Tenth percentile,Full-time,Greece,11672.0
Annual,Euro,Tenth percentile,Full-time,Spain,14611.0
Annual,Euro,Tenth percentile,Full-time,European Union - 27 countries (2007-2013),7593.0
Annual,Euro,Tenth percentile,Full-time,European Union - 28 countries (2013-2020),7541.0
Annual,Euro,Tenth percentile,Full-time,Finland,26764.0
Annual,Euro,Tenth percentile,Full-time,France,20454.0
Annual,Euro,Tenth percentile,Full-time,Croatia,5828.0
Annual,Euro,Tenth percentile,Full-time,Hungary,4587.0
Annual,Euro,Tenth percentile,Full-time,Ireland,22728.0
Annual,Euro,Tenth percentile,Full-time,Iceland,25618.0
Annual,Euro,Tenth percentile,Full-time,Italy,20879.0
Annual,Euro,Tenth percentile,Full-time,Lithuania,3785.0
Annual,Euro,Tenth percentile,Full-time,Luxembourg,27984.0
Annual,Euro,Tenth percentile,Full-time,Latvia,4137.0
Annual,Euro,Tenth percentile,Full-time,Montenegro,3524.0
Annual,Euro,Tenth percentile,Full-time,North Macedonia,2883.0
Annual,Euro,Tenth percentile,Full-time,Malta,11884.0
Annual,Euro,Tenth percentile,Full-time,Netherlands,24556.0
Annual,Euro,Tenth percentile,Full-time,Norway,39585.0
Annual,Euro,Tenth percentile,Full-time,Poland,5044.0
Annual,Euro,Tenth percentile,Full-time,Portugal,7444.0
Annual,Euro,Tenth percentile,Full-time,Romania,2481.0
Annual,Euro,Tenth percentile,Full-time,Serbia,3217.0
Annual,Euro,Tenth percentile,Full-time,Sweden,28228.0
Annual,Euro,Tenth percentile,Full-time,Slovenia,12124.0
Annual,Euro,Tenth percentile,Full-time,Slovakia,5518.0
Annual,Euro,Tenth percentile,Full-time,Türkiye,4552.0
Annual,Euro,Tenth percentile,Full-time,United Kingdom,18245.0
Annual,Euro,Tenth percentile,Total,Netherlands,24556.0
Annual,Euro,Ninetieth percentile,Full-time,Austria,73005.0
Annual,Euro,Ninetieth percentile,Full-time,Belgium,71111.0
Annual,Euro,Ninetieth percentile,Full-time,Bulgaria,10542.0
Annual,Euro,Ninetieth percentile,Full-time,Switzerland,115643.0
Annual,Euro,Ninetieth percentile,Full-time,Cyprus,45111.0
Annual,Euro,Ninetieth percentile,Full-time,Czechia,19697.0
Annual,Euro,Ninetieth percentile,Full-time,Germany,75549.0
Annual,Euro,Ninetieth percentile,Full-time,Denmark,91036.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 17 countries (2011-2013),65553.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 18 countries (2014),65405.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 19 countries  (2015-2022),65123.0
Annual,Euro,Ninetieth percentile,Full-time,Estonia,22851.0
Annual,Euro,Ninetieth percentile,Full-time,Greece,36998.0
Annual,Euro,Ninetieth percentile,Full-time,Spain,49022.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 27 countries (2007-2013),62535.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 28 countries (2013-2020),62384.0
Annual,Euro,Ninetieth percentile,Full-time,Finland,67784.0
Annual,Euro,Ninetieth percentile,Full-time,France,59157.0
Annual,Euro,Ninetieth percentile,Full-time,Croatia,21022.0
Annual,Euro,Ninetieth percentile,Full-time,Hungary,17531.0
Annual,Euro,Ninetieth percentile,Full-time,Ireland,81108.0
Annual,Euro,Ninetieth percentile,Full-time,Iceland,66356.0
Annual,Euro,Ninetieth percentile,Full-time,Italy,56779.0
Annual,Euro,Ninetieth percentile,Full-time,Lithuania,14855.0
Annual,Euro,Ninetieth percentile,Full-time,Luxembourg,101853.0
Annual,Euro,Ninetieth percentile,Full-time,Latvia,17506.0
Annual,Euro,Ninetieth percentile,Full-time,Montenegro,15401.0
Annual,Euro,Ninetieth percentile,Full-time,North Macedonia,10332.0
Annual,Euro,Ninetieth percentile,Full-time,Malta,35437.0
Annual,Euro,Ninetieth percentile,Full-time,Netherlands,77796.0
Annual,Euro,Ninetieth percentile,Full-time,Norway,95050.0
Annual,Euro,Ninetieth percentile,Full-time,Poland,19530.0
Annual,Euro,Ninetieth percentile,Full-time,Portugal,32678.0
Annual,Euro,Ninetieth percentile,Full-time,Romania,12300.0
Annual,Euro,Ninetieth percentile,Full-time,Serbia,11913.0
Annual,Euro,Ninetieth percentile,Full-time,Sweden,64772.0
Annual,Euro,Ninetieth percentile,Full-time,Slovenia,35272.0
Annual,Euro,Ninetieth percentile,Full-time,Slovakia,20145.0
Annual,Euro,Ninetieth percentile,Full-time,Türkiye,19253.0
Annual,Euro,Ninetieth percentile,Full-time,United Kingdom,69821.0
Annual,Euro,Ninetieth percentile,Total,Netherlands,77796.0
Annual,National currency,Median,Full-time,Austria,37299.0
Annual,National currency,Median,Full-time,Belgium,41971.0
Annual,National currency,Median,Full-time,Bulgaria,8106.79
Annual,National currency,Median,Full-time,Switzerland,80292.35
Annual,National currency,Median,Full-time,Cyprus,20418.0
Annual,National currency,Median,Full-time,Czechia,290146.83
Annual,National currency,Median,Full-time,Germany,38730.0
Annual,National currency,Median,Full-time,Denmark,399726.38
Annual,National currency,Median,Full-time,Euro area - 17 countries (2011-2013),32400.0
Annual,National currency,Median,Full-time,Euro area - 18 countries (2014),32255.0
Annual,National currency,Median,Full-time,Euro area - 19 countries  (2015-2022),32005.0
Annual,National currency,Median,Full-time,Estonia,11363.0
Annual,National currency,Median,Full-time,Greece,19494.0
Annual,National currency,Median,Full-time,Spain,24427.0
Annual,National currency,Median,Full-time,European Union - 27 countries (2007-2013),29206.0
Annual,National currency,Median,Full-time,European Union - 28 countries (2013-2020),29057.0
Annual,National currency,Median,Full-time,Finland,38680.0
Annual,National currency,Median,Full-time,France,30788.0
Annual,National currency,Median,Full-time,Croatia,84558.61
Annual,National currency,Median,Full-time,Hungary,2380154.1
Annual,National currency,Median,Full-time,Ireland,41829.0
Annual,National currency,Median,Full-time,Iceland,5948017.74
Annual,National currency,Median,Full-time,Italy,30148.0
Annual,National currency,Median,Full-time,Lithuania,24345.69
Annual,National currency,Median,Full-time,Luxembourg,45974.0
Annual,National currency,Median,Full-time,Latvia,8141.0
Annual,National currency,Median,Full-time,Montenegro,7263.0
Annual,National currency,Median,Full-time,North Macedonia,319399.27
Annual,National currency,Median,Full-time,Malta,19465.0
Annual,National currency,Median,Full-time,Netherlands,41176.0
Annual,National currency,Median,Full-time,Norway,470118.8
Annual,National currency,Median,Full-time,Poland,38671.3
Annual,National currency,Median,Full-time,Portugal,12503.0
Annual,National currency,Median,Full-time,Romania,21600.83
Annual,National currency,Median,Full-time,Serbia,692926.54
Annual,National currency,Median,Full-time,Sweden,360455.27
Annual,National currency,Median,Full-time,Slovenia,18923.0
Annual,National currency,Median,Full-time,Slovakia,9871.0
Annual,National currency,Median,Full-time,Türkiye,18653.92
Annual,National currency,Median,Full-time,United Kingdom,27517.71
Annual,National currency,Median,Total,Netherlands,41176.0
Annual,National currency,Tenth percentile,Full-time,Austria,22050.0
Annual,National currency,Tenth percentile,Full-time,Belgium,30310.0
Annual,National currency,Tenth percentile,Full-time,Bulgaria,4517.9
Annual,National currency,Tenth percentile,Full-time,Switzerland,55091.83
Annual,National currency,Tenth percentile,Full-time,Cyprus,11357.0
Annual,National currency,Tenth percentile,Full-time,Czechia,161884.14
Annual,National currency,Tenth percentile,Full-time,Germany,19404.0
Annual,National currency,Tenth percentile,Full-time,Denmark,275961.79
Annual,National currency,Tenth percentile,Full-time,Euro area - 17 countries (2011-2013),16127.0
Annual,National currency,Tenth percentile,Full-time,Euro area - 18 countries (2014),15673.0
Annual,National currency,Tenth percentile,Full-time,Euro area - 19 countries  (2015-2022),14812.0
Annual,National currency,Tenth percentile,Full-time,Estonia,5863.0
Annual,National currency,Tenth percentile,Full-time,Greece,11672.0
Annual,National currency,Tenth percentile,Full-time,Spain,14611.0
Annual,National currency,Tenth percentile,Full-time,European Union - 27 countries (2007-2013),7593.0
Annual,National currency,Tenth percentile,Full-time,European Union - 28 countries (2013-2020),7541.0
Annual,National currency,Tenth percentile,Full-time,Finland,26764.0
Annual,National currency,Tenth percentile,Full-time,France,20454.0
Annual,National currency,Tenth percentile,Full-time,Croatia,44493.28
Annual,National currency,Tenth percentile,Full-time,Hungary,1416052.77
Annual,National currency,Tenth percentile,Full-time,Ireland,22728.0
Annual,National currency,Tenth percentile,Full-time,Iceland,3967203.48
Annual,National currency,Tenth percentile,Full-time,Italy,20879.0
Annual,National currency,Tenth percentile,Full-time,Lithuania,13068.85
Annual,National currency,Tenth percentile,Full-time,Luxembourg,27984.0
Annual,National currency,Tenth percentile,Full-time,Latvia,4137.0
Annual,National currency,Tenth percentile,Full-time,Montenegro,3524.0
Annual,National currency,Tenth percentile,Full-time,North Macedonia,177663.15
Annual,National currency,Tenth percentile,Full-time,Malta,11884.0
Annual,National currency,Tenth percentile,Full-time,Netherlands,24556.0
Annual,National currency,Tenth percentile,Full-time,Norway,330708.92
Annual,National currency,Tenth percentile,Full-time,Poland,21105.61
Annual,National currency,Tenth percentile,Full-time,Portugal,7444.0
Annual,National currency,Tenth percentile,Full-time,Romania,11024.82
Annual,National currency,Tenth percentile,Full-time,Serbia,377373.4
Annual,National currency,Tenth percentile,Full-time,Sweden,256832.46
Annual,National currency,Tenth percentile,Full-time,Slovenia,12124.0
Annual,National currency,Tenth percentile,Full-time,Slovakia,5518.0
Annual,National currency,Tenth percentile,Full-time,Türkiye,13230.39
Annual,National currency,Tenth percentile,Full-time,United Kingdom,14707.66
Annual,National currency,Tenth percentile,Total,Netherlands,24556.0
Annual,National currency,Ninetieth percentile,Full-time,Austria,73005.0
Annual,National currency,Ninetieth percentile,Full-time,Belgium,71111.0
Annual,National currency,Ninetieth percentile,Full-time,Bulgaria,20618.04
Annual,National currency,Ninetieth percentile,Full-time,Switzerland,140459.99
Annual,National currency,Ninetieth percentile,Full-time,Cyprus,45111.0
Annual,National currency,Ninetieth percentile,Full-time,Czechia,542376.59
Annual,National currency,Ninetieth percentile,Full-time,Germany,75549.0
Annual,National currency,Ninetieth percentile,Full-time,Denmark,678655.17
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 17 countries (2011-2013),65553.0
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 18 countries (2014),65405.0
Annual,National currency,Ninetieth percentile,Full-time,Euro area - 19 countries  (2015-2022),65123.0
Annual,National currency,Ninetieth percentile,Full-time,Estonia,22851.0
Annual,National currency,Ninetieth percentile,Full-time,Greece,36998.0
Annual,National currency,Ninetieth percentile,Full-time,Spain,49022.0
Annual,National currency,Ninetieth percentile,Full-time,European Union - 27 countries (2007-2013),62535.0
Annual,National currency,Ninetieth percentile,Full-time,European Union - 28 countries (2013-2020),62384.0
Annual,National currency,Ninetieth percentile,Full-time,Finland,67784.0
Annual,National currency,Ninetieth percentile,Full-time,France,59157.0
Annual,National currency,Ninetieth percentile,Full-time,Croatia,160490.36
Annual,National currency,Ninetieth percentile,Full-time,Hungary,5411995.01
Annual,National currency,Ninetieth percentile,Full-time,Ireland,81108.0
Annual,National currency,Ninetieth percentile,Full-time,Iceland,10275890.16
Annual,National currency,Ninetieth percentile,Full-time,Italy,56779.0
Annual,National currency,Ninetieth percentile,Full-time,Lithuania,51291.34
Annual,National currency,Ninetieth percentile,Full-time,Luxembourg,101853.0
Annual,National currency,Ninetieth percentile,Full-time,Latvia,17506.0
Annual,National currency,Ninetieth percentile,Full-time,Montenegro,15401.0
Annual,National currency,Ninetieth percentile,Full-time,North Macedonia,636703.3
Annual,National currency,Ninetieth percentile,Full-time,Malta,35437.0
Annual,National currency,Ninetieth percentile,Full-time,Netherlands,77796.0
Annual,National currency,Ninetieth percentile,Full-time,Norway,794085.72
Annual,National currency,Ninetieth percentile,Full-time,Poland,81719.38
Annual,National currency,Ninetieth percentile,Full-time,Portugal,32678.0
Annual,National currency,Ninetieth percentile,Full-time,Romania,54657.51
Annual,National currency,Ninetieth percentile,Full-time,Serbia,1397466.38
Annual,National currency,Ninetieth percentile,Full-time,Sweden,589328.04
Annual,National currency,Ninetieth percentile,Full-time,Slovenia,35272.0
Annual,National currency,Ninetieth percentile,Full-time,Slovakia,20145.0
Annual,National currency,Ninetieth percentile,Full-time,Türkiye,55958.84
Annual,National currency,Ninetieth percentile,Full-time,United Kingdom,56284.1
Annual,National currency,Ninetieth percentile,Total,Netherlands,77796.0
Annual,Percentage,Second sextile,Full-time,Austria,15.08
Annual,Percentage,Second sextile,Full-time,Belgium,5.42
Annual,Percentage,Second sextile,Full-time,Bulgaria,22.25
Annual,Percentage,Second sextile,Full-time,Switzerland,8.09
Annual,Percentage,Second sextile,Full-time,Cyprus,21.89
Annual,Percentage,Second sextile,Full-time,Czechia,18.01
Annual,Percentage,Second sextile,Full-time,Germany,20.8
Annual,Percentage,Second sextile,Full-time,Denmark,8.19
Annual,Percentage,Second sextile,Full-time,Euro area - 17 countries (2011-2013),20.68
Annual,Percentage,Second sextile,Full-time,Euro area - 18 countries (2014),20.94
Annual,Percentage,Second sextile,Full-time,Euro area - 19 countries  (2015-2022),21.48
Annual,Percentage,Second sextile,Full-time,Estonia,22.07
Annual,Percentage,Second sextile,Full-time,Greece,14.7
Annual,Percentage,Second sextile,Full-time,Spain,16.77
Annual,Percentage,Second sextile,Full-time,European Union - 27 countries (2007-2013),28.72
Annual,Percentage,Second sextile,Full-time,European Union - 28 countries (2013-2020),28.93
Annual,Percentage,Second sextile,Full-time,Finland,7.66
Annual,Percentage,Second sextile,Full-time,France,10.22
Annual,Percentage,Second sextile,Full-time,Croatia,23.08
Annual,Percentage,Second sextile,Full-time,Hungary,19.91
Annual,Percentage,Second sextile,Full-time,Ireland,20.37
Annual,Percentage,Second sextile,Full-time,Iceland,9.99
Annual,Percentage,Second sextile,Full-time,Italy,7.47
Annual,Percentage,Second sextile,Full-time,Lithuania,23.1
Annual,Percentage,Second sextile,Full-time,Luxembourg,16.81
Annual,Percentage,Second sextile,Full-time,Latvia,26.77
Annual,Percentage,Second sextile,Full-time,Montenegro,27.51
Annual,Percentage,Second sextile,Full-time,North Macedonia,25.96
Annual,Percentage,Second sextile,Full-time,Malta,15.79
Annual,Percentage,Second sextile,Full-time,Netherlands,15.43
Annual,Percentage,Second sextile,Full-time,Norway,7.09
Annual,Percentage,Second sextile,Full-time,Poland,22.24
Annual,Percentage,Second sextile,Full-time,Portugal,19.89
Annual,Percentage,Second sextile,Full-time,Romania,25.46
Annual,Percentage,Second sextile,Full-time,Serbia,22.68
Annual,Percentage,Second sextile,Full-time,Sweden,6.88
Annual,Percentage,Second sextile,Full-time,Slovenia,13.4
Annual,Percentage,Second sextile,Full-time,Slovakia,18.86
Annual,Percentage,Second sextile,Full-time,Türkiye,0.43
Annual,Percentage,Second sextile,Full-time,United Kingdom,21.45
Annual,Percentage,Second sextile,Total,Netherlands,15.43
