Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2015.0,2020.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Hungary,28.6,23.9,42.9 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Ireland,:,45.0,23.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Italy,19.5,18.3,27.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Lithuania,28.8,15.9,18.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Luxembourg,33.2,43.9,36.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Latvia,13.8,16.6,9.8
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,North Macedonia,:,36.8,18.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Malta,25.7,26.2,14.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Netherlands,37.4,22.9,31.8
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Norway,22.2,19.2,12.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Poland,23.1,24.3,16.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Portugal,41.8,31.4,24.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Romania,32.5,29.0,39.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Serbia,:,:,13.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Sweden,21.5,15.8 b,12.8 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovenia,29.8,17.5,23.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovakia,25.5,14.6,11.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,United Kingdom,25.9,20.0,:
Annual,Information and communication; financial and insurance activities,Hour,Austria,40.2,32.6,30.2
Annual,Information and communication; financial and insurance activities,Hour,Belgium,35.3,30.6,20.6
Annual,Information and communication; financial and insurance activities,Hour,Bulgaria,23.0,40.4,22.4
Annual,Information and communication; financial and insurance activities,Hour,Cyprus,30.9,23.6,51.0
Annual,Information and communication; financial and insurance activities,Hour,Czechia,31.7,28.5 b,17.8
Annual,Information and communication; financial and insurance activities,Hour,Germany,34.3,32.1,25.4
Annual,Information and communication; financial and insurance activities,Hour,Denmark,48.8,64.7,30.0
Annual,Information and communication; financial and insurance activities,Hour,Estonia,43.9,44.6,29.3
Annual,Information and communication; financial and insurance activities,Hour,Greece,22.5,48.9,22.6
Annual,Information and communication; financial and insurance activities,Hour,Spain,27.9,32.1,12.7
Annual,Information and communication; financial and insurance activities,Hour,European Union - 27 countries (from 2020),33.5,32.3,26.1
Annual,Information and communication; financial and insurance activities,Hour,European Union - 28 countries (2013-2020),32.4,33.6,:
Annual,Information and communication; financial and insurance activities,Hour,Finland,29.2,21.1,15.2
Annual,Information and communication; financial and insurance activities,Hour,France,32.6,30.7,25.7
Annual,Information and communication; financial and insurance activities,Hour,Croatia,34.6,26.0,34.3
Annual,Information and communication; financial and insurance activities,Hour,Hungary,35.8,46.9,41.9 b
Annual,Information and communication; financial and insurance activities,Hour,Ireland,:,24.2,31.4
Annual,Information and communication; financial and insurance activities,Hour,Italy,40.3,32.8,36.7
Annual,Information and communication; financial and insurance activities,Hour,Lithuania,30.0,27.1,30.9
Annual,Information and communication; financial and insurance activities,Hour,Luxembourg,34.4,28.1,18.4
Annual,Information and communication; financial and insurance activities,Hour,Latvia,20.6,22.9,15.8
Annual,Information and communication; financial and insurance activities,Hour,North Macedonia,:,18.7,23.8
Annual,Information and communication; financial and insurance activities,Hour,Malta,26.3,30.4,30.2
Annual,Information and communication; financial and insurance activities,Hour,Netherlands,27.9,37.7,41.6
Annual,Information and communication; financial and insurance activities,Hour,Norway,29.9,26.3,32.3
Annual,Information and communication; financial and insurance activities,Hour,Poland,31.6,26.1,22.2
Annual,Information and communication; financial and insurance activities,Hour,Portugal,39.3,32.2,32.3
Annual,Information and communication; financial and insurance activities,Hour,Romania,29.4,37.0,32.2
Annual,Information and communication; financial and insurance activities,Hour,Serbia,:,:,21.3
Annual,Information and communication; financial and insurance activities,Hour,Sweden,30.5,31.9 b,20.6 b
Annual,Information and communication; financial and insurance activities,Hour,Slovenia,29.3,33.2,27.7
Annual,Information and communication; financial and insurance activities,Hour,Slovakia,43.9,37.4,30.8
Annual,Information and communication; financial and insurance activities,Hour,United Kingdom,22.3,49.3,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Austria,33.3,20.1,17.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Belgium,47.5,53.1,20.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Bulgaria,27.3,27.8,25.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Cyprus,52.1,21.7,29.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Czechia,12.1,12.7 b,9.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Germany,19.1,23.9,28.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Denmark,35.0,32.6,34.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Estonia,24.7,48.1,22.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Greece,19.7,25.1,19.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Spain,20.3,17.2,6.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 27 countries (from 2020),25.1,24.4,23.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 28 countries (2013-2020),25.0,26.7,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Finland,27.1,20.9,26.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,France,24.6,26.4,26.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Croatia,41.2,36.7,30.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Hungary,25.2,15.2,19.0 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Ireland,:,29.9,40.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Italy,22.7,17.7,27.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Lithuania,56.7,19.5,16.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Luxembourg,45.4,38.7,34.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Latvia,12.6,14.3,19.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,North Macedonia,:,20.0,28.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Malta,65.0,49.4,21.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Netherlands,34.9,34.2,47.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Norway,48.7,15.5,32.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Poland,16.3,19.9,17.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Portugal,53.5,29.8,20.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Romania,35.9,34.8,28.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Serbia,:,:,18.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Sweden,31.8,26.0 b,23.5 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovenia,31.6,20.0,16.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovakia,40.1,18.0,19.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,United Kingdom,24.5,35.3,:
Annual,Total - all NACE activities,Hour,Austria,30.0,22.7,19.1
Annual,Total - all NACE activities,Hour,Belgium,34.1,35.1,20.9
Annual,Total - all NACE activities,Hour,Bulgaria,23.9,28.4,20.0
Annual,Total - all NACE activities,Hour,Cyprus,26.6,21.4,24.1
Annual,Total - all NACE activities,Hour,Czechia,14.5,13.6 b,9.9
Annual,Total - all NACE activities,Hour,Germany,22.8,22.2,27.9
Annual,Total - all NACE activities,Hour,Denmark,47.4,34.7,29.5
Annual,Total - all NACE activities,Hour,Estonia,26.2,45.1,22.0
Annual,Total - all NACE activities,Hour,Greece,19.5,28.4,16.9
Annual,Total - all NACE activities,Hour,Spain,20.4,20.5,8.5
Annual,Total - all NACE activities,Hour,European Union - 27 countries (from 2020),25.6,23.6,22.5
Annual,Total - all NACE activities,Hour,European Union - 28 countries (2013-2020),25.5,24.5,:
Annual,Total - all NACE activities,Hour,Finland,22.5,18.8,18.0
Annual,Total - all NACE activities,Hour,France,28.2,25.7,23.0
Annual,Total - all NACE activities,Hour,Croatia,28.8,27.0,24.4
Annual,Total - all NACE activities,Hour,Hungary,31.7,26.3,32.2 b
Annual,Total - all NACE activities,Hour,Ireland,:,39.0,32.1
Annual,Total - all NACE activities,Hour,Italy,23.2,20.9,27.0
Annual,Total - all NACE activities,Hour,Lithuania,33.9,19.1,20.5
Annual,Total - all NACE activities,Hour,Luxembourg,37.8,34.8,28.7
Annual,Total - all NACE activities,Hour,Latvia,14.7,17.5,11.8
Annual,Total - all NACE activities,Hour,North Macedonia,:,23.3,26.0
Annual,Total - all NACE activities,Hour,Malta,39.6,38.3,25.6
Annual,Total - all NACE activities,Hour,Netherlands,35.3,30.4,37.7
Annual,Total - all NACE activities,Hour,Norway,29.6,19.5,23.4
Annual,Total - all NACE activities,Hour,Poland,22.2,21.4,17.2
Annual,Total - all NACE activities,Hour,Portugal,42.5,30.4,23.8
Annual,Total - all NACE activities,Hour,Romania,33.7,35.1,32.6
Annual,Total - all NACE activities,Hour,Serbia,:,:,20.6
Annual,Total - all NACE activities,Hour,Sweden,23.7,20.4 b,17.8 b
Annual,Total - all NACE activities,Hour,Slovenia,36.9,24.1,21.3
Annual,Total - all NACE activities,Hour,Slovakia,28.0,18.4,16.3
Annual,Total - all NACE activities,Hour,United Kingdom,25.1,30.3,:
