Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Rolling 4-quarter growth rate,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-1.1,-2.0
Quarterly,Rolling 4-quarter growth rate,Antwerpen,:,:,:,:,:,:,:,2.4,9.2,2.3,1.4,3.9,0.5,5.2,6.7,-0.6,-1.6,-2.1,-3.0,0.0,1.6,-2.3,-0.2,3.8,9.6,21.4,20.4,12.2,2.0,-6.8,-7.8,-2.3,9.9,20.7,27.8,32.1,24.0,15.4,10.3,6.4,5.5,7.1,7.3,6.0,8.3,8.1,6.6,3.3,-0.2,-1.4,-0.4,5.4,7.1,8.2,7.3,3.2,-0.3,-2.7,-4.3,-4.2,-1.9,-4.8,-4.9,-4.9,-6.3,0.0,2.8,4.8,:,:,:,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Wilhelmshaven,:,:,:,:,:,:,:,-6.4,-2.3,-5.6,-8.6,-1.0,-6.9,-6.3,-3.4,-9.4,-6.0,-8.3,-6.4,-17.0,-25.5,-29.3,-38.0,-28.7,-25.0,-21.3,-13.8,-4.2,7.7,20.8,30.1,10.0,3.1,-7.6,-18.1,-16.1,-14.4,-14.7,-7.7,1.4,-2.3,-0.3,-1.2,-14.2,-20.6,-16.1,-12.8,2.4,25.8,21.6,19.8,8.2,-4.8,-3.7,-14.8,-7.8,-2.6,2.4,23.8,18.4,18.1,11.7,4.2,3.9,1.3,-0.5,-1.4,3.2,3.2,8.3,8.9,4.7,12.0,11.6,4.3,3.9,-4.5
Quarterly,Rolling 4-quarter growth rate,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.9,6.0
Quarterly,Rolling 4-quarter growth rate,Le Havre,:,:,:,:,:,:,:,1.5,-1.1,-1.8,0.9,-3.5,-0.2,-1.1,1.7,6.7,7.0,6.7,-1.3,-6.9,-10.2,-11.6,-6.1,-7.0,-7.4,-8.3,-10.3,-2.4,-0.9,-0.2,-2.0,-11.8,-11.6,-6.4,-2.9,7.1,7.9,0.6,-0.6,-3.0,-0.3,7.5,8.8,5.7,0.2,-8.2,-9.8,-6.2,-0.7,5.4,7.7,6.6,3.3,0.4,0.3,-0.6,0.2,1.4,-4.0,-9.3,-14.7,-21.6,-22.3,-19.9,-17.6,-7.3,-1.8,5.7,:,:,-70.6,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Marseille,:,:,:,:,:,:,:,2.6,-3.0,1.1,-0.4,-2.3,5.1,0.0,1.8,1.2,-3.3,-3.1,-9.1,-9.7,-10.4,-9.7,-4.2,-3.0,0.8,3.5,3.4,7.4,2.7,-3.2,-5.8,-10.5,-11.5,-9.2,-11.0,-11.8,-12.0,-12.6,-7.7,-3.9,2.4,5.0,2.8,5.0,2.4,0.6,3.6,-1.1,-3.6,-1.0,-7.9,-6.2,-3.2,-6.7,-1.6,-2.3,-1.9,2.1,1.9,0.7,-3.8,-4.4,-5.0,-2.6,0.8,-1.3,-2.0,-3.3,-0.9,-4.6,-5.4,-8.3,-14.6,-2.1,4.5,14.6,22.7
Quarterly,Rolling 4-quarter growth rate,Trieste,:,:,:,:,:,:,:,0.8,2.1,0.6,-1.4,-12.0,-12.3,-13.3,-16.8,-7.1,-1.1,5.1,22.6,18.4,5.0,-6.8,-18.7,-19.9,-14.6,-1.4,-2.2,4.2,6.4,-7.3,10.4,-0.6,8.2,19.9,0.5,15.5,-0.8,5.1,13.1,0.6,12.2,-2.3,-6.6,2.5,-7.0,1.9,8.8,9.8,13.8,12.7,15.5,11.0,8.0,-2.8,-14.0,-22.8,-17.6,-4.1,3.1,22.7,20.4,5.4,10.1,-2.2,-5.4,6.6,-0.7,5.9,10.7,3.4,2.6,0.1,-4.4,-8.2,-0.9,-5.4,-3.5
Quarterly,Rolling 4-quarter growth rate,Amsterdam,:,:,:,:,:,:,:,27.5,30.3,9.9,2.8,6.6,14.7,30.0,41.4,39.4,26.1,15.8,7.6,3.7,2.6,0.6,-0.9,-1.3,2.5,5.1,4.4,2.4,-0.8,3.1,8.3,13.4,12.7,4.2,-0.3,-6.8,-2.9,2.2,1.5,5.8,4.6,3.5,6.2,2.4,-0.8,-4.2,-3.8,4.2,7.4,9.1,7.8,0.6,-1.5,-3.1,-0.9,2.0,0.0,8.8,8.0,6.5,7.0,0.4,-6.2,-6.9,-8.4,-11.4,-6.6,-10.3,-10.2,-5.3,0.5,7.0,13.1,3.4,-11.6,-15.6,-19.5
Quarterly,Rolling 4-quarter growth rate,Rotterdam,:,:,:,:,:,:,:,3.3,3.9,4.4,5.3,6.2,7.9,9.1,5.9,3.2,-0.5,-1.2,-0.9,1.8,6.4,4.9,6.9,8.4,0.9,-0.4,-2.4,-7.9,-1.8,2.4,3.4,8.0,3.5,0.6,-1.1,-4.6,-4.8,-5.4,-5.0,-0.4,3.8,8.6,10.7,9.4,7.4,2.2,1.3,-0.2,-1.5,-0.1,-3.1,-4.4,-3.7,-5.2,-2.0,0.4,1.4,3.7,2.2,0.0,-3.9,-6.0,-8.7,-8.0,-5.2,-4.4,3.0,5.4,4.8,8.8,5.7,5.4,7.7,3.1,0.3,-2.8,-5.7
Quarterly,Rolling 4-quarter growth rate,Gdansk,:,:,:,:,:,:,:,13.5,16.0,12.4,8.9,-9.3,-18.8,-23.0,-17.8,-12.2,-3.9,-3.6,-11.5,-5.8,3.1,19.9,41.1,47.9,48.4,27.8,-5.1,-24.0,-45.9,-53.4,-29.7,-1.8,44.2,72.8,37.2,3.0,-9.0,0.5,-3.8,11.0,14.2,14.3,29.2,18.9,10.3,-4.7,-12.3,-12.5,-4.6,1.6,-7.2,3.0,7.4,11.2,27.7,15.7,3.4,14.5,14.4,15.2,13.7,-18.7,-21.3,-25.1,-15.1,4.6,5.7,37.9,33.0,46.1,58.1,34.8,44.3,46.0,47.3,51.0,40.3
Quarterly,Growth rate on the same quarter in previous year,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.9,-7.3,-1.8,3.1,-1.7
Quarterly,Growth rate on the same quarter in previous year,Antwerpen,:,:,:,:,-11.7,14.4,1.2,6.9,15.3,-11.7,-1.9,16.2,0.0,6.7,3.9,-10.6,-4.2,3.9,0.2,0.1,2.3,-11.7,8.7,15.5,26.2,37.4,6.2,-12.4,-13.6,-6.3,1.4,11.4,36.6,34.5,27.9,30.0,7.6,1.7,6.5,10.1,3.7,8.3,7.2,4.7,13.2,7.5,1.6,-8.3,-1.3,2.3,5.5,16.3,5.1,6.8,2.2,-1.2,-8.7,-3.1,-4.3,-0.9,0.9,-14.2,-4.7,-0.9,-4.8,11.6,6.2,6.4,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Wilhelmshaven,:,:,:,:,-9.5,3.0,-3.8,-15.2,7.7,-9.5,-16.7,17.1,-15.8,-7.6,-4.9,-8.5,-2.4,-16.6,4.4,-47.9,-37.1,-31.2,-33.7,-2.8,-23.8,-17.6,-10.1,38.6,27.6,32.2,21.7,-23.7,-4.1,-16.3,-25.9,-16.8,3.6,-17.8,1.8,20.6,-9.9,-12.3,-2.0,-30.2,-34.8,11.6,11.9,30.3,57.0,-3.1,7.2,-12.8,-10.6,2.3,-33.3,18.1,10.3,24.6,46.1,0.5,10.3,-0.1,6.3,-1.0,-0.1,-7.5,2.5,18.6,-0.1,13.9,4.7,1.6,29.7,11.7,-22.6,0.0,-5.4
Quarterly,Growth rate on the same quarter in previous year,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-5.7,-8.7,6.0,22.8,6.5
Quarterly,Growth rate on the same quarter in previous year,Le Havre,:,:,:,:,0.5,7.8,-9.4,7.9,-9.1,3.9,1.4,-8.8,4.0,0.3,12.9,9.9,5.1,-0.6,-18.3,-12.3,-8.8,-6.4,5.1,-16.9,-10.6,-9.9,-3.7,17.8,-5.5,-8.1,-10.4,-22.1,-4.2,14.8,3.9,14.7,-1.2,-12.2,-0.9,3.0,10.8,18.0,4.0,-8.2,-11.5,-16.1,-2.7,7.1,12.2,6.2,5.4,3.1,-1.4,-5.6,4.8,-0.6,1.8,-0.4,-15.2,-21.2,-20.5,-30.9,-16.9,-10.2,-10.8,14.9,2.7,18.8,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Marseille,:,:,:,:,7.8,-3.7,3.9,2.7,-14.9,13.4,-2.0,-4.4,16.7,-6.9,5.2,-7.1,-4.1,-6.4,-18.2,-9.7,-6.8,-3.0,3.5,-5.4,8.1,7.5,2.9,11.2,-9.1,-15.4,-7.4,-10.2,-12.8,-6.2,-14.6,-13.3,-13.9,-8.4,5.7,2.1,11.8,0.9,-2.6,10.9,0.6,-6.5,9.0,-7.2,-9.8,5.0,-17.2,-0.5,2.9,-10.3,1.6,-3.0,4.4,6.0,0.8,-7.7,-12.8,3.1,-1.7,1.9,-0.1,-5.1,-4.5,-3.1,9.8,-20.1,-7.8,-14.3,-16.3,39.7,18.9,25.0,9.2
Quarterly,Growth rate on the same quarter in previous year,Trieste,:,:,:,:,-8.2,2.7,-1.9,10.2,-3.4,-3.5,-9.3,-28.6,-4.1,-7.6,-23.5,9.1,21.1,16.8,46.7,-5.2,-25.0,-27.7,-15.4,-10.1,-1.3,28.7,-20.6,15.4,7.6,-25.1,55.0,-26.2,43.1,15.3,-19.4,39.8,-15.6,40.2,6.6,-19.9,23.7,-17.8,-12.0,24.5,-12.0,16.4,17.1,25.8,-1.2,12.0,28.5,6.8,-13.5,-27.3,-20.6,-28.7,13.9,34.2,4.5,41.1,6.4,-20.6,23.1,-13.0,-7.3,30.4,-6.3,12.4,11.9,-1.7,-9.7,1.5,-8.0,-16.5,21.6,-15.9,0.1
Quarterly,Growth rate on the same quarter in previous year,Amsterdam,:,:,:,:,3.6,64.7,30.7,14.9,14.9,-10.8,-0.8,30.7,47.1,43.1,43.3,26.0,1.6,3.1,3.6,6.5,-2.5,-4.7,-2.4,4.3,13.6,5.4,-5.3,-3.2,0.0,20.7,17.2,16.5,-2.5,-9.8,-3.0,-11.2,14.7,9.9,-6.1,4.2,9.2,5.6,5.3,-11.0,-2.7,-7.3,6.7,25.8,8.6,-1.9,1.2,-5.9,0.4,-8.3,10.8,5.9,-6.4,29.4,7.4,-0.1,-5.3,0.1,-19.3,-3.2,-11.5,-10.8,0.9,-18.5,-11.0,7.1,25.5,6.7,13.6,-23.9,-30.6,-12.7,-6.8
Quarterly,Growth rate on the same quarter in previous year,Rotterdam,:,:,:,:,2.5,1.1,6.8,2.8,4.8,3.4,10.3,6.1,11.9,8.0,-1.6,-4.6,-3.0,4.6,-0.3,6.3,15.1,-1.3,7.9,12.4,-12.9,-6.9,-0.4,-10.7,12.1,10.6,3.5,6.1,-5.0,-1.5,-3.2,-8.9,-5.8,-3.7,-1.5,10.1,11.0,15.3,6.4,5.3,3.3,-5.5,2.4,-0.8,-2.1,0.1,-9.5,-6.0,0.7,-6.2,3.9,3.6,4.4,2.8,-2.2,-5.2,-10.3,-5.8,-13.7,-2.0,0.7,-2.6,17.8,7.2,-1.7,13.5,4.4,6.1,7.4,-5.3,-6.6,-6.3,-4.5
Quarterly,Growth rate on the same quarter in previous year,Gdansk,:,:,:,:,-4.7,17.2,1.4,55.3,2.8,3.6,-11.7,-30.8,-33.9,-14.3,14.0,-8.7,-6.0,-14.9,-14.5,19.2,36.6,51.0,53.2,48.8,41.5,-17.1,-60.6,-40.7,-61.0,-49.1,110.6,87.7,89.5,-7.2,-0.9,-22.8,0.0,74.7,-16.1,21.7,11.9,49.2,38.8,-8.9,-19.5,-20.4,-2.2,-9.3,19.7,3.6,-32.5,30.4,34.8,20.9,23.4,-7.3,-10.0,63.3,20.9,-5.7,-18.5,-48.6,2.1,-23.0,35.2,8.9,6.1,115.8,19.9,68.2,50.3,16.8,56.7,65.0,53.7,33.6,19.0
Quarterly,Thousand tonnes,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,22721.0,24247.0,20865.0,21896.0,23153.0,22486.0,20486.0,22582.0,22762.0
Quarterly,Thousand tonnes,Antwerpen,9428.0,8731.0,9626.0,9055.0,8330.0,9987.0,9745.0,9678.0,9603.0,8818.0,9556.0,11243.0,9599.0,9406.0,9929.0,10056.0,9195.0,9772.0,9949.0,10062.0,9404.0,8628.0,10815.0,11624.0,11868.0,11859.0,11487.0,10187.0,10255.0,11114.0,11648.0,11350.0,14007.0,14945.0,14898.0,14756.0,15077.0,15196.0,15863.0,16242.0,15642.0,16460.0,17012.0,17009.0,17714.0,17689.0,17285.0,15594.0,17479.0,18087.0,18238.0,18140.0,18378.0,19313.0,18635.0,17915.0,16787.0,18719.0,17828.0,17754.0,16940.0,16064.0,16984.0,17587.0,16128.0,17921.0,18034.0,18716.0,:,:,:,:,:,:,:,:,:
Quarterly,Thousand tonnes,Wilhelmshaven,10990.0,11281.0,10440.0,10934.0,9942.0,11615.0,10039.0,9271.0,10709.0,10511.0,8366.0,10857.0,9021.0,9715.0,7958.0,9936.0,8802.0,8106.0,8311.0,5174.0,5540.0,5579.0,5513.0,5028.0,4222.0,4596.0,4958.0,6970.0,5388.0,6075.0,6032.0,5319.0,5170.0,5088.0,4469.0,4423.0,5353.0,4181.0,4551.0,5334.0,4822.0,3667.0,4458.0,3721.0,3143.0,4092.0,4986.0,4850.0,4933.0,3966.0,5345.0,4228.0,4410.0,4058.0,3564.0,4995.0,4864.0,5058.0,5209.0,5021.0,5363.0,5054.0,5539.0,4973.0,5356.0,4675.0,5675.0,5899.0,5353.0,5326.0,5942.0,5991.0,6944.0,5951.0,4597.0,5991.0,6568.0
Quarterly,Thousand tonnes,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10404.0,10734.0,10684.0,9012.0,9815.0,9804.0,11330.0,11071.0,10455.0
Quarterly,Thousand tonnes,Le Havre,12192.0,10522.0,12245.0,11865.0,12257.0,11344.0,11099.0,12807.0,11143.0,11791.0,11250.0,11681.0,11584.0,11832.0,12698.0,12839.0,12170.0,11766.0,10374.0,11265.0,11104.0,11010.0,10908.0,9366.0,9923.0,9925.0,10504.0,11035.0,9373.0,9119.0,9414.0,8595.0,8982.0,10464.0,9777.0,9857.0,8876.0,9183.0,9687.0,10158.0,9837.0,10834.0,10074.0,9324.0,8702.0,9091.0,9798.0,9990.0,9767.0,9654.0,10329.0,10303.0,9634.0,9113.0,10829.0,10239.0,9805.0,9074.0,9185.0,8067.0,7799.0,6274.0,7629.0,7245.0,6955.0,7210.0,7834.0,8605.0,:,:,:,:,:,:,:,:,:
Quarterly,Thousand tonnes,Marseille,15585.0,16160.0,16430.0,17514.0,16804.0,15564.0,17072.0,17987.0,14305.0,17649.0,16730.0,17188.0,16696.0,16422.0,17592.0,15973.0,16010.0,15371.0,14393.0,14423.0,14928.0,14903.0,14889.0,13646.0,16139.0,16013.0,15328.0,15180.0,14674.0,13552.0,14200.0,13627.0,12794.0,12713.0,12131.0,11815.0,11016.0,11644.0,12821.0,12063.0,12315.0,11752.0,12483.0,13384.0,12386.0,10990.0,13611.0,12414.0,11167.0,11539.0,11265.0,12357.0,11487.0,10348.0,11451.0,11983.0,11994.0,10969.0,11543.0,11057.0,10455.0,11307.0,11347.0,11267.0,10441.0,10729.0,10835.0,10917.0,11462.0,8573.0,9987.0,9358.0,9589.0,11980.0,11872.0,11694.0,10468.0
