Time frequency,Social protection indicators,Category of schemes,Main expenditure type,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Bosnia and Herzegovina,:,:,:,:,:,19.83,19.38,19.43,21.67,19.47
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Belgium,27.65,27.97,27.94,27.75,27.31,26.92,26.9,26.87,30.62,27.96
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Bulgaria,16.45,17.55,18.38,17.65,17.33,16.82,16.84,16.54,18.69,18.89
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Switzerland,21.65,22.56,22.7,23.26,23.6,23.88,23.4,24.11,26.89,25.37
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Cyprus,20.35,22.18,18.91,18.68,18.09,17.14,16.54,17.45,23.38,21.08
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Czechia,20.22,19.87,19.44,18.76,18.68,18.26,18.38,18.71,21.87,21.74
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Germany,26.47,26.77,26.65,26.85,27.01,26.86,26.98,27.31,29.96,29.15
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Denmark,29.12,29.59,29.41,28.87,27.9,27.48,27.27,27.14,28.55,26.79
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Estonia,14.76,14.55,14.58,15.8,16.2,15.58,15.92,15.93,18.62,16.69
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Greece,26.67,25.13,24.58,24.95,24.77,23.91,23.1,22.99,26.93,24.78
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Spain,24.41,24.57,24.18,23.4,22.5,22.08,22.19,22.65,28.05,26.29
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,European Union - 27 countries (from 2020),26.27,26.5,26.41,26.08,25.99,25.57,25.37,25.47,28.87,27.37
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Finland,27.0,27.85,28.34,28.43,28.32,27.31,26.9,26.91,28.39,27.57
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,France,32.04,32.3,32.59,32.39,32.44,32.15,31.8,31.52,35.88,33.85
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Croatia,20.9,20.67,21.16,21.13,21.13,20.79,20.75,20.67,23.52,21.69
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Hungary,20.84,20.39,19.5,18.72,18.59,17.97,17.37,16.38,18.02,17.49
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Ireland,23.55,22.45,20.77,15.76,15.32,14.34,13.47,13.02,14.4,12.86
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Iceland,20.42,20.06,20.47,19.61,19.55,20.52,20.93,21.83,26.42,25.83
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Italy,25.24,25.71,25.91,25.89,25.48,25.18,25.14,25.43,29.9,27.73
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Lithuania,16.07,15.16,15.13,15.39,15.1,14.81,15.56,16.04,18.99,18.04
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Luxembourg,19.54,19.57,19.29,18.83,18.47,19.14,19.47,19.71,21.95,19.73
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Latvia,13.82,14.12,13.99,14.3,14.39,14.15,14.68,15.06,16.84,18.73
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Montenegro,:,:,:,:,:,17.51,16.42,16.26,21.91,18.65
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,North Macedonia,:,:,:,14.25,14.12,:,:,:,:,:
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Malta,18.36,17.95,17.45,16.04,16.1,15.19,14.64,14.42,19.32,17.61
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Netherlands,26.19,25.7,25.59,24.65,24.39,23.85,23.54,23.69,27.4,25.74
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Norway,21.74,22.26,23.04,24.45,25.65,25.0,24.06,25.02,27.69,24.03
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Poland,16.65,17.19,16.85,17.13,18.87,18.2,17.54,19.04,21.49,20.83
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Portugal,25.29,25.71,24.85,24.04,23.13,22.75,22.35,22.45,25.71,25.2
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Romania,14.55,14.82,14.53,14.35,14.63,14.77,14.83,15.14,17.58,16.48
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Serbia,22.22,21.51,21.58,20.22,19.85,19.0,18.99,19.05,21.39,19.7
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Sweden,25.59,26.28,25.98,25.65,26.01,25.39,25.15,24.65,26.08,24.85
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Slovenia,24.41,24.25,23.58,23.45,22.93,22.31,21.88,21.88,25.7,24.62
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Slovakia,17.71,18.16,18.36,17.89,18.29,18.13,17.85,17.79,19.52,19.29
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Türkiye,:,12.08,12.02,11.89,12.78,12.19,11.9,12.53,12.97,10.85
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,United Kingdom,27.67,27.08,26.24,26.38,25.01,25.45,:,:,:,:
