Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Finland,:,:,:,:,:,:,8.3,8.6,8.0,7.9,8.3,8.7,9.4,8.9,8.7,7.5,6.8,7.7,7.7,6.8,7.2
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,France,8.5,8.9,8.9,8.9,8.0,7.4,9.1,9.3,9.2,9.8,10.3,10.3,10.3,10.1,9.4,9.0,8.4,8.0,7.9 d,7.3 d,7.3 d
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Croatia,:,:,:,:,:,:,9.2,11.7,13.7,16.1 b,17.3,17.3,16.2,13.0,11.1,8.3,6.6,7.4,7.5,6.8,6.1
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Hungary,:,:,:,:,:,:,9.7,10.8,10.7,10.7,9.8,7.5,6.6,5.0,4.0,3.6 b,3.3,4.1,4.0,3.6,4.1
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Ireland,:,:,:,:,:,:,12.6,14.6,15.4,15.5,13.8,11.9,9.9,8.4,6.7,5.8,5.0,5.9,6.2 b,4.5,4.3
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Italy,:,:,:,:,:,:,7.9,8.5,8.5,10.9,12.4,12.9,12.0,11.7,11.3,10.6 b,9.9,9.3,9.5,8.1,7.7
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Lithuania,:,:,:,:,:,:,13.8,17.8,15.4,13.4,11.8,10.7,9.1,7.9,7.1,6.2,6.3,8.5,7.1,6.0,6.9
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Luxembourg,:,:,:,:,:,:,5.1,4.4,4.9,5.1,5.9,5.9,6.7 b,6.3,5.5,5.6,5.6,6.8,5.3,4.6,5.2
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Latvia,:,:,:,:,:,:,17.7,19.7,16.3,15.1,11.9,10.9,9.9,9.7,8.7,7.4,6.3,8.1,7.6,6.9,6.5
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Malta,:,:,:,:,:,:,6.9,6.9,6.4,6.2,6.1,5.7,5.4,4.7,4.0,4.0,4.1,4.9,3.8,3.5,3.5
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Netherlands,:,:,:,:,:,:,5.4,6.1,6.0,6.8,8.2,8.4,7.9,7.0,5.9,4.9,4.4,4.9,4.2,3.5,3.6
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Poland,:,:,:,:,:,:,8.5,10.0 b,10.0,10.4,10.6,9.2,7.7,6.3,5.0,3.9,3.3 b,3.2,3.4,2.9,2.8
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Portugal,:,:,:,:,:,:,11.2,12.6,13.5,16.6,17.2,14.6,13.0,11.5,9.2,7.2,6.6,7.1,6.7,6.2,6.5
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Romania,:,:,:,:,:,:,8.4,9.0,9.1,8.7,9.0,8.6,8.4,7.2,6.1,5.3,4.9,6.1,5.6,5.6,5.6
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Sweden,:,:,7.9,7.2,6.3,6.3,8.5,8.7,7.9,8.1,8.1,8.0,7.5,7.1,6.8,6.5,6.9,8.5,8.9,7.5,7.7
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Slovenia,:,:,:,:,:,:,5.9,7.3,8.2,8.9,10.1,9.7,9.0,8.0,6.6,5.1,4.4,5.0,4.8,4.0,3.7
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Slovakia,:,:,:,:,:,:,12.0,14.3,13.5 b,13.9,14.1,13.1,11.5,9.6,8.1,6.5,5.7,6.7,6.8,6.1,5.8
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Austria,:,:,:,:,:,:,4.7,4.4,4.2,4.5,5.0,5.3,5.4,5.7,5.3,4.6,4.3,5.3,5.6,4.2,4.4
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Belgium,:,:,:,:,:,:,6.6,7.0,6.1,6.5,7.2,7.4,7.5,6.9,6.2 b,5.2,4.7,5.0,5.3,4.6,4.6
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Bulgaria,:,:,:,:,:,:,6.9,10.1 b,11.0 b,11.9,12.7,11.5,9.3,8.0,6.7,5.8,4.9 b,5.6,4.8,3.9,4.0
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Cyprus,:,:,:,:,:,:,4.4,5.1,6.4,10.2,13.6,14.0,13.2,11.5,9.9,7.3,6.4,6.9,6.5,5.4,5.1
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Czechia,:,:,:,:,:,:,5.8,6.4,5.9 b,6.0,6.1,5.4,4.5,3.5,2.6,2.0,1.8,2.3,2.5,2.0,2.2
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Germany,:,:,:,:,:,:,6.7,6.1 b,5.1 b,4.7,4.6,4.3,4.0,3.5,3.2,2.8,2.6,3.2 b,3.3,2.9,2.8
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Denmark,:,:,:,:,:,:,5.1,6.4,6.2,6.4,6.1,5.7,5.3,4.9 b,4.7 b,4.2,4.2,4.7,4.2,3.5,4.0 b
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Euro area – 20 countries (from 2023),:,:,:,:,:,:,8.3,8.9,9.0,10.2,10.8,10.5,9.8,9.0,8.1,7.3,6.8,7.0,6.9,6.0,5.8
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Estonia,:,:,:,:,:,:,11.9,14.8,11.2,8.8,7.6,6.6,5.7,6.2,5.2,4.8,3.9,6.0,5.4,4.5,5.5
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Greece,:,:,:,:,:,:,8.4,11.3,16.1,22.5,25.6,24.8,23.3,22.4,20.5,18.5,16.8,16.6,13.7,11.4,10.2
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Spain,:,:,:,:,:,:,15.7,17.8,19.2,22.5,23.8,22.3,20.2,17.9,15.7,13.9,12.8,14.0,13.5 d,11.8 d,10.9 d
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,European Union - 27 countries (from 2020),:,:,:,:,:,:,8.0,8.7,8.7,9.7,10.2,9.7,9.0,8.2,7.3,6.5,6.0,6.3,6.2,5.4,5.2
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Finland,:,:,:,:,:,:,6.5,6.7,6.3,6.2,6.6,7.1,7.6,7.3,7.2,6.1,5.3,6.0,6.5,5.8,6.0
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,France,7.1,7.3,7.3,7.1,6.5,5.9,7.2,7.5,7.6,8.1,8.6,8.7,8.7,8.4,7.9,7.6,7.1,6.6,6.6 d,6.1 d,6.1 d
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Croatia,:,:,:,:,:,:,7.5,9.5,11.6,13.8 b,14.4,14.6,13.8,11.2,9.5,7.0,5.7,6.3,6.3,5.9,5.1
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Hungary,:,:,:,:,:,:,8.5,9.7,9.6,9.4,8.6,6.5,5.8,4.3,3.5,3.1 b,2.7,3.5,3.4,3.2,3.5
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Ireland,:,:,:,:,:,:,10.3,12.3,13.2,13.2,11.9,10.3,8.5,7.2,5.7,4.7,4.0,4.6,5.0 b,3.7,3.4
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Italy,:,:,:,:,:,:,6.5,7.1,7.1,9.1,10.5,10.8,10.2,10.1,9.8,9.2 b,8.7,8.1,8.3,7.1,6.7
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Lithuania,:,:,:,:,:,:,12.2,16.1,13.9,12.2,10.9,9.9,8.5,7.3,6.6,5.8,5.8,7.7,6.6,5.6,6.4
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Luxembourg,:,:,:,:,:,:,4.1,3.7,4.1,4.2,5.2,4.8,5.7 b,5.3,4.7,4.9,4.6,5.5,4.3,3.6,4.1
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Latvia,:,:,:,:,:,:,15.5,17.6,14.7,13.7,10.8,10.0,9.3,9.1,8.1,7.1,5.9,7.7,7.1,6.2,6.1
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Malta,:,:,:,:,:,:,5.3,5.6,5.0,4.8,4.9,4.7,4.4,3.8,3.1,3.2,3.3,4.1,3.1,2.9,2.9
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Netherlands,:,:,:,:,:,:,4.1,4.7,4.9,5.6,7.0,7.3,6.9,5.9,4.9,4.0,3.6,3.7,3.2,2.7,2.5
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Poland,:,:,:,:,:,:,7.0,8.4 b,8.2,8.7,9.0,7.8,6.5,5.3,4.1,3.2,2.8 b,2.7,2.8,2.4,2.2
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Portugal,:,:,:,:,:,:,9.7,11.1,12.0,14.6,15.4,12.9,11.4,10.2,8.0,6.2,5.7,6.0,5.6,5.3,5.5
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Romania,:,:,:,:,:,:,6.8,7.3,7.3,7.0,7.3,6.9,6.9,5.9,4.9,4.2,3.8,5.0,4.5,4.5,4.6
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Sweden,:,:,6.0,5.3,4.5,4.3,6.1,6.4,5.7,5.9,5.9,5.9,5.8,5.5,5.4,5.1,5.3,6.7,6.9,5.6,5.7
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Slovenia,:,:,:,:,:,:,5.0,6.5,7.5,7.9,9.2,8.9,8.4,7.5,6.2,4.8,4.2,4.4,4.2,3.6,3.2
Annual,Total,From 25 to 74 years,Percentage of population in the labour force,Slovakia,:,:,:,:,:,:,10.3,12.3,11.6 b,12.0,12.3,11.6,10.1,8.5,7.2,5.8,5.0,5.8,6.1,5.4,5.1
