Time frequency,Type of household,Income situation in relation to the risk of poverty threshold,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2023.0
Annual,Total,Total,Percentage of total population,Total,Females,Norway,4.0,3.7,4.0,3.2,2.3,3.3,2.8,3.6,3.6,3.1,2.9,4.4
Annual,Total,Total,Percentage of total population,Total,Females,Poland,7.8 b,7.0,6.4,5.8,4.8,4.3,4.3,4.3,4.0,3.8,:,3.2
Annual,Total,Total,Percentage of total population,Total,Females,Portugal,7.5,7.6,9.7,9.0,9.8,8.0,8.9,11.5,10.1,8.2,6.9,7.7
Annual,Total,Total,Percentage of total population,Total,Females,Romania,7.4,7.7,7.0,7.4,5.6,5.5,5.5,5.0,4.3,4.6,5.0,5.0
Annual,Total,Total,Percentage of total population,Total,Females,Serbia,:,:,:,8.5,8.7,8.0,7.3,8.3,6.3,8.3,5.5,:
Annual,Total,Total,Percentage of total population,Total,Females,Sweden,6.8,6.3,6.0,6.1,6.1,5.7,7.2,6.7,7.1,6.3,7.0,5.1
Annual,Total,Total,Percentage of total population,Total,Females,Slovenia,10.9,12.2,8.8,6.4,4.9,5.5,4.8,4.7,5.3,4.2,4.3,4.6
Annual,Total,Total,Percentage of total population,Total,Females,Slovakia,2.6,3.0,3.7,3.1,3.0,2.9,2.6,2.7,2.6,2.7,2.5,3.4
Annual,Total,Total,Percentage of total population,Total,Females,Türkiye,:,26.6,27.7,25.1,24.6,20.6,20.2,18.8,18.1,17.7,16.5,17.2
Annual,Total,Total,Percentage of total population,Total,Females,United Kingdom,10.2,10.4,7.4 b,5.4,5.2,5.3,5.1,8.5 bu,10.2 u,:,:,:
Annual,Total,Total,Percentage of total population,Total,Males,Albania,:,:,:,:,:,:,:,6.4,6.4,4.3,3.9,:
Annual,Total,Total,Percentage of total population,Total,Males,Austria,6.8,5.9,5.9,4.9,5.5,5.5,6.1,5.9,5.3,5.1,5.8,6.4
Annual,Total,Total,Percentage of total population,Total,Males,Belgium,8.7,8.0,7.6,4.5,6.6,7.8,7.6,6.3,7.0,6.8 b,6.3,5.5
Annual,Total,Total,Percentage of total population,Total,Males,Bulgaria,7.9,6.9,5.7,5.5,6.9,6.5,6.3 b,6.5,5.6,5.1,5.2,3.2
Annual,Total,Total,Percentage of total population,Total,Males,Switzerland,4.9,6.3,7.6,7.2,7.3 b,7.4,7.8,7.1,7.0,5.4,7.6,7.1
Annual,Total,Total,Percentage of total population,Total,Males,Cyprus,6.1,5.3,4.6,5.1,3.8,5.8,4.7,4.0,3.6,3.2,3.0,5.1
Annual,Total,Total,Percentage of total population,Total,Males,Czechia,3.6,3.4,3.2,3.8,3.5,3.9,3.5,3.2,3.1,3.0,3.0,3.1
Annual,Total,Total,Percentage of total population,Total,Males,Germany,4.5,4.2,3.9,4.3,4.5,4.1,3.9,4.0,4.4,3.8,: u,7.2 u
Annual,Total,Total,Percentage of total population,Total,Males,Denmark,4.2,5.0,3.6,3.5,4.0,3.5,3.2,3.7,4.4,3.4,4.5,3.0
Annual,Total,Total,Percentage of total population,Total,Males,Euro area - 19 countries  (2015-2022),6.1,6.1,5.9,6.2,6.1,5.7,5.5,5.0,4.9,4.8,7.0 u,:
Annual,Total,Total,Percentage of total population,Total,Males,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,7.4 e
Annual,Total,Total,Percentage of total population,Total,Males,Estonia,4.2,5.1,5.9,4.8,5.9 b,5.0,3.8,4.3,4.5,4.2,3.4,3.0
Annual,Total,Total,Percentage of total population,Total,Males,Greece,7.4,6.8,6.8,6.4,6.4,5.5,5.6,5.0,5.2,5.1,5.6,6.2
Annual,Total,Total,Percentage of total population,Total,Males,Spain,5.5,4.3,4.4,6.6,5.2,4.0,4.3,4.3,4.8,5.5,10.5,8.5
Annual,Total,Total,Percentage of total population,Total,Males,European Union - 27 countries (2007-2013),6.8,6.7,6.2,6.1,5.9,5.5,5.4,5.1 e,5.4 e,5.2 e,:,:
Annual,Total,Total,Percentage of total population,Total,Males,European Union - 27 countries (from 2020),6.3 e,6.2 e,5.9 e,6.1 e,6.0 e,5.6 e,5.5 e,5.0 e,4.9 e,4.8 e,6.5 u,6.6 e
Annual,Total,Total,Percentage of total population,Total,Males,European Union - 28 countries (2013-2020),6.8,6.7,6.2,6.1,5.9,5.5,5.4,5.1 e,5.4 e,5.2 e,:,:
Annual,Total,Total,Percentage of total population,Total,Males,Finland,3.9,3.6,4.7,3.8,3.6,4.1,3.6,3.4,4.3,3.6,3.5,4.2
Annual,Total,Total,Percentage of total population,Total,Males,France,8.4,7.9,8.1,8.1,7.9,7.4,8.0,7.1,6.6,7.5,9.8 b,10.6
Annual,Total,Total,Percentage of total population,Total,Males,Croatia,7.7,5.9,5.5,5.7,5.6,5.1,5.6,4.9,4.8,4.5,4.1,3.1
Annual,Total,Total,Percentage of total population,Total,Males,Hungary,8.6,8.4,8.1,8.7,9.2,8.3,9.6,8.3,8.8,8.4,8.1,9.3
Annual,Total,Total,Percentage of total population,Total,Males,Ireland,4.4,4.7,5.2,6.1,5.4,4.8,5.1,5.5,5.0,6.3 b,5.4 b,:
Annual,Total,Total,Percentage of total population,Total,Males,Iceland,2.2,2.3,2.1,3.3,2.5,2.5,1.9,2.6,2.7,2.4,:,:
Annual,Total,Total,Percentage of total population,Total,Males,Italy,6.4,8.4,7.2,7.4,7.4,7.1,5.7,3.9,3.3,2.5,6.0,6.0
Annual,Total,Total,Percentage of total population,Total,Males,Lithuania,8.6,8.3,7.5,7.6,6.2,4.9,5.4,5.5,6.5,5.9,6.6,6.1
Annual,Total,Total,Percentage of total population,Total,Males,Luxembourg,4.4,4.2,6.9,7.6,5.6,7.2,9.5 b,8.2,8.0,6.1,5.3 b,4.5
Annual,Total,Total,Percentage of total population,Total,Males,Latvia,10.7,9.8,10.3,8.9,9.1,8.5,8.6,9.1,7.4,7.7,5.1,5.3
Annual,Total,Total,Percentage of total population,Total,Males,Montenegro,:,:,:,7.6,4.8,5.0,4.4,4.1,6.8,4.9,4.5,:
Annual,Total,Total,Percentage of total population,Total,Males,North Macedonia,8.0,5.1,4.6,3.5,4.3,3.9,5.2,4.5,4.6,5.2,4.7,:
Annual,Total,Total,Percentage of total population,Total,Males,Malta,7.3,8.4,7.0,7.3,7.7,7.3,7.3,6.8,10.4,9.5,8.8,9.2
Annual,Total,Total,Percentage of total population,Total,Males,Netherlands,3.8,3.9,3.9,3.5,4.3 p,4.8,3.5 b,3.3,3.3,3.1,3.2,3.4
Annual,Total,Total,Percentage of total population,Total,Males,Norway,3.8,3.7,4.0,3.5,2.4,2.6,2.7,3.4,3.2,2.6,2.7,4.7
Annual,Total,Total,Percentage of total population,Total,Males,Poland,7.7 b,6.9,6.5,5.8,4.8,4.7,4.4,4.3,4.0,3.9,:,3.3
Annual,Total,Total,Percentage of total population,Total,Males,Portugal,7.0,6.6,9.9,8.7,9.6,7.9,8.7,11.4,9.8,8.1,6.7,8.6
Annual,Total,Total,Percentage of total population,Total,Males,Romania,7.6,7.1,6.2,7.3,6.2,6.1,5.8,4.4,4.1,4.4,5.4,4.5
Annual,Total,Total,Percentage of total population,Total,Males,Serbia,:,:,:,8.0,8.9,8.5,6.7,8.2,6.2,7.6,5.7,:
Annual,Total,Total,Percentage of total population,Total,Males,Sweden,6.3,6.2,5.7,6.1,5.6,5.4,6.8,6.3,6.4,5.8,6.2,4.9
Annual,Total,Total,Percentage of total population,Total,Males,Slovenia,10.5,12.0,8.8,6.7,5.4,5.8,4.6,4.3,5.0,4.2,4.4,4.4
Annual,Total,Total,Percentage of total population,Total,Males,Slovakia,2.6,3.1,3.9,3.2,3.4,3.2,2.8,3.1,2.9,2.7,2.7,4.1
Annual,Total,Total,Percentage of total population,Total,Males,Türkiye,:,26.7,27.2,25.3,24.8,20.6,20.2,19.0,18.1,17.4,16.1,17.3
Annual,Total,Total,Percentage of total population,Total,Males,United Kingdom,10.3,10.5,7.7 b,5.8,5.1,5.0,5.2,7.8 bu,9.8 u,:,:,:
Annual,Total,Total,Percentage of total population,Total,Total,Albania,:,:,:,:,:,:,:,6.3,6.3,4.6,3.9,:
Annual,Total,Total,Percentage of total population,Total,Total,Austria,6.9,6.1,5.8,5.0,5.7,5.6,6.2,6.0,5.3,5.1,5.8,6.6
Annual,Total,Total,Percentage of total population,Total,Total,Belgium,8.8,7.8,7.2,4.0,6.6,7.4,7.4,6.0,6.9,6.8 b,6.3,5.5
Annual,Total,Total,Percentage of total population,Total,Total,Bulgaria,7.7,7.0,6.1,5.9,6.8,6.4,6.2 b,6.5,5.5,5.0,4.8,3.1
Annual,Total,Total,Percentage of total population,Total,Total,Switzerland,4.9,6.3,7.5,6.9,7.2 b,7.2,7.5,6.9,6.7,5.8,7.3,7.2
Annual,Total,Total,Percentage of total population,Total,Total,Cyprus,5.9,5.4,4.5,4.8,3.9,5.6,4.4,4.0,3.8,3.2,2.8,4.9
Annual,Total,Total,Percentage of total population,Total,Total,Czechia,3.7,3.6,3.1,3.8,3.8,3.9,3.5,3.2,3.0,2.9,3.1,2.9
Annual,Total,Total,Percentage of total population,Total,Total,Germany,4.2,4.1,3.9,4.4,4.4,4.0,3.9,4.0,4.4,4.0,: u,7.1 u
Annual,Total,Total,Percentage of total population,Total,Total,Denmark,4.2,5.3,3.6,3.6,4.2,3.4,3.4,4.1,4.5,3.6,4.5,3.0
Annual,Total,Total,Percentage of total population,Total,Total,Euro area - 19 countries  (2015-2022),6.1,6.1,5.9,6.1,6.1,5.6,5.5,4.9,5.0,4.9,7.1 u,:
Annual,Total,Total,Percentage of total population,Total,Total,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,7.4 e
Annual,Total,Total,Percentage of total population,Total,Total,Estonia,4.1,4.7,5.6,4.8,5.8 b,4.9,3.7,4.0,4.1,4.2,3.4,3.0
Annual,Total,Total,Percentage of total population,Total,Total,Greece,7.1,6.7,6.9,6.6,6.6,5.7,5.8,5.1,5.4,5.3,5.7,6.1
Annual,Total,Total,Percentage of total population,Total,Total,Spain,5.6,4.3,4.4,6.5,5.2,3.9,4.5,4.2,4.9,5.6,10.6,8.4
Annual,Total,Total,Percentage of total population,Total,Total,European Union - 27 countries (2007-2013),6.8,6.7,6.1,6.1,5.9,5.5,5.4,5.1 e,5.4 e,5.3 e,:,:
Annual,Total,Total,Percentage of total population,Total,Total,European Union - 27 countries (from 2020),6.3 e,6.2 e,5.9 e,6.1 e,6.0 e,5.5 e,5.5 e,5.0 e,5.0 e,4.8 e,6.5 u,6.7 e
Annual,Total,Total,Percentage of total population,Total,Total,European Union - 28 countries (2013-2020),6.8,6.7,6.1,6.1,5.9,5.5,5.4,5.1 e,5.4 e,5.3 e,:,:
Annual,Total,Total,Percentage of total population,Total,Total,Finland,4.2,3.9,4.9,3.9,3.6,4.0,3.9,3.7,4.3,3.7,3.6,4.4
Annual,Total,Total,Percentage of total population,Total,Total,France,8.3,7.8,7.7,7.9,7.9,7.4,8.0,6.9,6.9,7.3,9.7 b,10.6
Annual,Total,Total,Percentage of total population,Total,Total,Croatia,7.5,5.9,5.8,6.1,5.5,5.0,5.2,4.8,4.6,4.3,4.1,3.3
Annual,Total,Total,Percentage of total population,Total,Total,Hungary,8.7,8.5,8.2,8.5,9.2,8.6,9.8,8.4,8.6,8.0,7.7,9.1
Annual,Total,Total,Percentage of total population,Total,Total,Ireland,4.3,4.7,5.1,6.0,5.7,5.1,5.4,5.9,5.5,6.0 b,5.3 b,:
Annual,Total,Total,Percentage of total population,Total,Total,Iceland,2.2,2.4,2.1,3.1,2.6,2.6,1.9,2.6,2.6,2.5,:,:
Annual,Total,Total,Percentage of total population,Total,Total,Italy,6.6,8.6,7.3,7.3,7.2,7.0,5.5,3.8,3.2,2.6,6.1,6.4
Annual,Total,Total,Percentage of total population,Total,Total,Lithuania,8.2,7.8,7.0,7.5,6.3,5.1,5.5,5.8,6.3,6.3,6.6,6.6
Annual,Total,Total,Percentage of total population,Total,Total,Luxembourg,4.4,4.1,6.6,7.6,5.6,7.1,9.5 b,7.9,8.0,6.3,5.5 b,4.4
Annual,Total,Total,Percentage of total population,Total,Total,Latvia,10.8,9.8,10.2,9.0,8.9,8.5,8.7,9.0,7.5,7.9,5.2,5.5
Annual,Total,Total,Percentage of total population,Total,Total,Montenegro,:,:,:,7.8,4.9,5.1,4.6,4.1,7.1,4.7,4.7,:
Annual,Total,Total,Percentage of total population,Total,Total,North Macedonia,7.9,4.8,4.5,3.3,4.3,3.9,4.9,4.5,4.6,5.3,4.9,:
Annual,Total,Total,Percentage of total population,Total,Total,Malta,7.4,8.4,7.0,7.2,7.5,7.2,7.2,6.9,11.2,10.0,9.4,9.3
Annual,Total,Total,Percentage of total population,Total,Total,Netherlands,3.8,3.8,3.9,3.6,4.6 p,4.8,3.6 b,3.3,3.4,3.3,3.5,3.5
Annual,Total,Total,Percentage of total population,Total,Total,Norway,3.9,3.7,4.0,3.4,2.4,3.0,2.7,3.5,3.4,2.9,2.8,4.5
Annual,Total,Total,Percentage of total population,Total,Total,Poland,7.7 b,7.0,6.5,5.8,4.8,4.5,4.3,4.3,4.0,3.9,:,3.3
Annual,Total,Total,Percentage of total population,Total,Total,Portugal,7.3,7.1,9.8,8.9,9.7,8.0,8.8,11.4,10.0,8.2,6.8,8.1
Annual,Total,Total,Percentage of total population,Total,Total,Romania,7.5,7.4,6.6,7.3,5.9,5.8,5.6,4.7,4.2,4.5,5.2,4.8
Annual,Total,Total,Percentage of total population,Total,Total,Serbia,:,:,:,8.2,8.8,8.3,7.0,8.3,6.2,7.9,5.6,:
Annual,Total,Total,Percentage of total population,Total,Total,Sweden,6.6,6.3,5.8,6.1,5.8,5.5,7.0,6.5,6.8,6.1,6.6,5.0
Annual,Total,Total,Percentage of total population,Total,Total,Slovenia,10.7,12.1,8.8,6.5,5.2,5.7,4.7,4.5,5.2,4.2,4.3,4.5
Annual,Total,Total,Percentage of total population,Total,Total,Slovakia,2.6,3.0,3.8,3.1,3.2,3.1,2.7,2.9,2.8,2.7,2.6,3.7
Annual,Total,Total,Percentage of total population,Total,Total,Türkiye,:,26.7,27.5,25.2,24.7,20.6,20.2,18.9,18.1,17.6,16.3,17.2
Annual,Total,Total,Percentage of total population,Total,Total,United Kingdom,10.3,10.4,7.5 b,5.6,5.2,5.2,5.2,8.2 bu,10.0 u,:,:,:
