Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 55 to 64 years,Total,Ireland,69.1,69.5,80.9
Annual,Percentage,From 55 to 64 years,Total,Italy,70.9,63.4,53.8
Annual,Percentage,From 55 to 64 years,Total,Lithuania,49.4,49.0,54.5
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,89.7,79.3,91.3
Annual,Percentage,From 55 to 64 years,Total,Latvia,58.3,63.1,50.3
Annual,Percentage,From 55 to 64 years,Total,Malta,66.7,72.6,74.0
Annual,Percentage,From 55 to 64 years,Total,Netherlands,80.5,74.1,78.2
Annual,Percentage,From 55 to 64 years,Total,Poland,59.5,54.7,52.0
Annual,Percentage,From 55 to 64 years,Total,Portugal,62.0,43.3,55.7
Annual,Percentage,From 55 to 64 years,Total,Romania,42.0,53.3,60.5
Annual,Percentage,From 55 to 64 years,Total,Sweden,88.0,91.0,91.7
Annual,Percentage,From 55 to 64 years,Total,Slovenia,69.1,75.7,77.4
Annual,Percentage,From 55 to 64 years,Total,Slovakia,62.5,53.5,60.6
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,59.7,69.1,81.5
