Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Estonia,5.0,7.4,8.5,7.96,9.18,10.55,13.71,13.6,13.02,16.19,19.19,21.33
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Greece,26.67,82.84,90.18,118.69,125.55,129.64,128.07,103.19,106.31,107.81,107.81,48.61
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Spain,107.09,112.97,107.92,106.24,107.36,107.34,116.46,115.12,118.25,120.1,113.52,113.36 p
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),5847.21,5996.87,6100.0,6061.45,5985.9,6134.91,6210.36,6263.07,6054.31,5851.42,5766.63,5812.58
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Finland,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.00 n,0.0,0.0,0.00 n,0.00 n,0.00 n
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),France,1480.64,1431.87,1491.92,1423.73,1406.01,1415.73,1438.25,1356.65 b,1241.45,1286.62,1257.67,1270.06
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Croatia,29.68,28.79,32.6,30.98,28.29,25.35,25.41,30.11,25.13,28.69,27.47,25.00 e
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Hungary,101.97,85.08,89.98,76.41,69.05,66.4,66.3,62.04,67.54,81.19,66.95,65.2
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Ireland,14.55,13.87,12.85,10.92,11.88,17.76,16.62,14.77,14.42,15.72,19.53,23.41
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,:,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Italy,326.71,342.74,336.93,325.04,342.1,355.33,367.42,379.07,375.56,368.85,354.73,362.9
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Lithuania,22.7,28.5,29.25,26.59,24.34,28.25,32.94,29.92,29.39,32.91,39.57,36.8
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Luxembourg,14.0,14.75,14.45,14.94,15.19,15.88,15.78,16.87,17.07,15.67,15.25,15.79
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Latvia,20.1,21.2,25.4,25.9,22.1,25.5,23.8,22.8,24.9,22.1,23.4,23.4
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Montenegro,: u,: u,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.00 n,0.00 n,0.00 n
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2.81,3.55,5.05,6.38,6.38,6.2,8.23,8.22,7.05,9.38,8.76,8.43 e
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Netherlands,230.0,226.0,223.86,203.81,203.51,203.22,186.23,194.65,183.26,182.8,179.92,191.75
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Norway,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Poland,461.8,541.21,555.2,597.0,596.01,601.58,599.86,674.31,691.92,636.79,610.87,618.44 e
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Portugal,84.42,85.39,80.78,80.26,78.43,74.33,71.94,71.27,71.06,69.99,67.44,67.44 p
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Romania,56.31,48.27,46.34,51.42,50.1,47.76,51.81,47.24,51.37,48.77,50.25,49.84
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Serbia,32.42,32.14,34.05,31.0,33.2,29.83,37.4,35.66,33.12,30.76,27.34,29.58
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Sweden,14.63,15.67,15.65,15.74,16.8,17.29,20.39,19.72,19.22,20.47,23.78 b,32.39 e
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Slovenia,30.01,29.49,28.73,28.69,29.19,29.82,30.15,30.63,29.66,29.63,29.8,26.92
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Slovakia,93.16,85.79,89.52,78.05,81.44,73.11,75.1,67.58,65.85,70.8,63.19,58.6
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Türkiye,403.0,415.0,423.0,426.0,486.0,473.0,507.0,526.0,531.0,533.0,530.0,:
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),United Kingdom,183.16,171.0,179.0,186.0,197.4,221.0,228.3,223.00 p,:,:,:,:
Annual,Green maize,Area (cultivation/harvested/production) (1000 ha),Kosovo*,4.7,3.1,2.3,2.9,9.2,7.3,7.4,7.24,7.27,7.28,7.28,:
Annual,Green maize,EU standard humidity (%),Albania,:,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,:
Annual,Green maize,EU standard humidity (%),Austria,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Bosnia and Herzegovina,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,:
Annual,Green maize,EU standard humidity (%),Belgium,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Bulgaria,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Switzerland,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Cyprus,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Czechia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Germany,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Denmark,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Estonia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Greece,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Spain,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),European Union - 27 countries (from 2020),65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Finland,65.0,65.0,:,:,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),France,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Croatia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Hungary,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Ireland,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Iceland,65.0,:,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Italy,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Lithuania,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Luxembourg,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Latvia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Montenegro,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),North Macedonia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Malta,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Netherlands,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Norway,:,:,:,65.0,65.0,:,65.0,:,:,65.0,65.0,:
Annual,Green maize,EU standard humidity (%),Poland,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Portugal,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Romania,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Serbia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Sweden,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Slovenia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Slovakia,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Annual,Green maize,EU standard humidity (%),Türkiye,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,:
Annual,Green maize,EU standard humidity (%),United Kingdom,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,:,:,:,:
Annual,Green maize,EU standard humidity (%),Kosovo*,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Albania,:,1223.66,1181.89,261.71,354.36,387.86,435.86,396.32,409.07,423.36,429.43,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Austria,3838.95,3723.38,3480.81,3814.84,3380.2,3453.04,3614.88,3910.15,3662.51,3549.66,3645.26,3657.61
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,475.79 e,580.20 e,532.61 e,668.67 e,445.62 e,710.75 e,672.10 e,781.12 e,639.09 e,282.80 b,393.56 p,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Belgium,7996.6,8712.48,8169.5,6658.22,8284.92,6787.9,7403.08,7965.47,7539.56,8178.46,8039.59,7500.32 p
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Bulgaria,398.63,653.02,512.8,622.6,642.65,694.51,588.03,641.78,575.64,659.01,550.85,500.0
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Switzerland,594.0,664.46,2011.43,2209.66,2380.97,2397.65,2513.49,2738.29,2730.08,2071.57,2494.26,2551.31 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Cyprus,12.04,4.07,19.29,4.59,9.46,7.12,9.9,6.89,13.15,14.57,14.77 p,13.72 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Czechia,3708.61,4652.11,3465.26,4636.26 d,7776.99 b,6687.00 d,8243.65 d,8832.12 d,8431.66 d,7615.12 d,7189.81 d,8230.83 d
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Germany,78249.0,99203.7,87218.9,92087.7,99473.4,77485.9,86692.2,97486.7,104839.3,73206.7,84270.0,89606.7
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Denmark,6897.1,11721.6,8738.87,10535.17,10141.84,9923.89,13035.94,9711.43,11113.3,10464.3,10452.04,11219.78
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Estonia,148.54,155.83,197.83,220.94,208.72,277.85,416.26,408.3,305.9,425.34,496.65,551.97
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Greece,571.47,1448.34,2364.89,3946.47,4591.71,4492.4,3759.08,3403.82,3799.83,3904.9,3899.68,1769.04
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Spain,4373.71,5188.58,4471.03,4131.9,3826.27,4055.49,4120.35,4250.83,4418.25,4237.01,4032.38,5211.65 p
Annual,Green maize,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),222781.81,267896.72,220155.91,232622.19,255434.04,228234.23,239802.72,255352.86,269254.17,218236.16,241969.49,245770.08
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Finland,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.00 n,0.0,0.0,0.00 n,0.0,0.00 n
Annual,Green maize,Harvested production in EU standard humidity (1000 t),France,52818.62,58284.42,49792.84,46485.49,54542.1,48810.12,46827.3,44887.48 b,50395.42,39271.54,49726.13,46504.52
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Croatia,1038.67,1015.61,1159.31,1283.07,858.06,1038.71,991.57,1261.07,873.18,765.68,956.68,800.00 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Hungary,2383.01,2952.64,2462.2,2817.94,2031.11,2346.58,2386.71,2390.72,2062.45,1719.66,2323.37,1919.31
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Ireland,791.20 e,804.56 e,569.31 e,595.79 e,682.45 e,882.77 e,852.81,684.05 e,988.43 e,830.70 e,1305.67 e,1469.30 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Iceland,0.0,:,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Italy,18423.66,22676.22,19405.93,20423.98,19123.38,22038.09,22306.85,24648.5,24017.57,21060.38,22904.43,24039.83
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Lithuania,575.74,717.51,881.32,743.75,643.67,799.94,1012.3,851.0,813.0,875.0,1142.0,920.0
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Luxembourg,538.25,666.89,509.8,541.17,727.0,576.54,532.51,662.2,776.05,553.45,665.83,731.23
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Latvia,523.37,556.97,625.89,734.66,689.3,910.17,861.7,777.7,719.3,672.6,637.2,698.7
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Montenegro,: u,: u,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.00 n,0.00 n,0.00 n
Annual,Green maize,Harvested production in EU standard humidity (1000 t),North Macedonia,63.73,90.39,142.4,193.71,137.19,176.66,187.25,189.44,154.03,286.46,195.61,200.62 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Netherlands,10091.98,10815.74,7963.97,8476.32,14961.63,8120.36,8036.85,8837.41,8306.84,8230.05,8639.38,8976.45
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Norway,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Poland,22449.2,25844.33,11315.31,16962.86,16582.78,21968.04,20855.96,26534.87,28682.7,26047.47,24424.22,24808.41 e
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Portugal,2455.33,2562.8,2251.59,2193.45,1989.03,1899.36,2194.47,2233.42,2286.66,2256.15,2143.46,2143.54 p
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Romania,1259.93,1351.55,1239.38,1205.03,1387.49,1467.66,1383.11,1163.82,1351.61,996.23,1077.14,1022.17
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Serbia,693.26,617.45,589.17,650.74,534.5,588.18,763.35,746.93,524.65,462.57,540.48,475.93
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Sweden,467.43,512.57,474.0,547.43,537.71,388.0,674.0,623.14,698.86,630.29,825.14 b,1078.31
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Slovenia,889.99,1390.3,1398.51,1398.01,1162.8,1427.94,1393.67,1524.29,1272.06,942.51,1188.41,1188.67
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Slovakia,1880.78,2281.5,1467.37,1554.56,1179.37,1694.86,1609.53,1655.7,1310.96,1129.39,1419.41,1208.0
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Türkiye,18094.0,18815.0,19920.0,20370.0,23374.0,23413.0,25655.0,27314.0,27439.0,24576.0,24636.86,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),United Kingdom,7326.51,6847.0,7160.00 p,7440.0,7880.0,8840.0,9132.0,8920.00 p,:,:,:,:
Annual,Green maize,Harvested production in EU standard humidity (1000 t),Kosovo*,87.7,45.40 e,31.6,68.2,153.5,111.8,122.8,123.5,121.81,122.9,121.08,:
