Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Greece,183.01,159.78,152.05,139.48,132.49,113.45,115.5,116.78,120.09,126.75,130.56,110.55
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Spain,442.3,418.55,398.26,359.28,333.63,322.37,356.83,343.78,358.27,314.29,239.9,278.28 p
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),9767.04,9587.21,9178.16,8541.42,8266.64,8252.47,8910.74,9254.04,9247.0,8838.73,8298.97,8897.32
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Finland,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),France,1843.48,1825.12,1637.08,1442.81,1435.7,1426.26,1506.1,1730.03 b,1549.47,1456.09,1314.68,1611.38
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Croatia,288.37,252.57,263.97,252.07,247.12,235.35,255.89,288.4,287.98,268.05,269.09,270.00 e
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Hungary,1242.61,1191.42,1146.13,1011.56,988.82,939.08,1027.59,981.01,1054.57,816.64,770.69,889.5
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,0.00 e,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Italy,908.11,869.95,655.99,660.73,645.74,591.21,628.8,602.86,588.6,563.7,498.45,495.35
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Lithuania,17.2,19.0,11.71,12.43,9.93,13.39,12.77,20.2,17.87,18.8,11.26,19.8
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.24,0.22,0.14,0.13,0.08,0.09,0.14,0.12,0.07,0.18,0.17,0.26
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.57,0.65,0.63,0.63 p,0.64 p,0.65 p,0.64 p,0.61 p,0.62 p,0.62 p,0.64 p,:
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),North Macedonia,31.03,30.46,31.65,31.78,32.0,37.07,34.67,32.56,30.83,30.77,29.08,27.97 e
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Netherlands,21.0,18.0,15.8,12.27,12.25,13.76,19.01,19.42,17.2,20.1,14.8,15.51
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Norway,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Poland,614.3,678.25,670.3,593.5,562.11,645.41,664.95,946.03,998.47,1196.03,1255.63,1327.02 e
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Portugal,111.79,107.64,97.91,88.61,86.52,83.36,77.02,72.99,74.47,74.64,75.39,64.80 p
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Romania,2518.88,2513.56,2608.06,2584.22,2405.24,2443.95,2681.93,2540.55,2554.68,2437.22,2196.11,2259.04
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Serbia,980.33,1057.88,1010.23,1010.0,1002.3,901.75,962.08,996.53,1020.34,952.22,922.98,961.27
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Sweden,1.27,0.95,1.33,1.71,1.19,1.11,1.62,1.85,1.74,1.77,1.97,2.37 e
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Slovenia,41.86,38.33,37.74,36.39,38.29,37.08,38.88,39.83,41.4,41.56,44.25,41.78
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Slovakia,221.54,216.19,191.44,183.54,187.81,179.03,197.24,191.48,203.16,158.69,138.45,148.1
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Türkiye,660.0,659.0,688.0,680.0,639.0,592.0,639.0,691.0,759.0,912.0,959.0,:
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),United Kingdom,11.31,0.0,4.0,5.0,5.0,7.0,6.9,9.02 p,:,:,:,:
Annual,Grain maize and corn-cob-mix,Area (cultivation/harvested/production) (1000 ha),Kosovo*,36.1,35.4,41.5,41.5,36.0,38.5,39.4,39.68,39.71,39.8,39.84,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Albania,:,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Austria,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Bosnia and Herzegovina,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Belgium,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Bulgaria,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Switzerland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Cyprus,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Czechia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Germany,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Denmark,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Estonia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Greece,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Spain,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),European Union - 27 countries (from 2020),14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Finland,14.0,14.0,:,:,14.0,14.0,14.0,:,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),France,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Croatia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Hungary,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Ireland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Iceland,14.0,14.0,14.0,14.0,14.0,:,:,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Italy,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Lithuania,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Luxembourg,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Latvia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Montenegro,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),North Macedonia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Malta,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Netherlands,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Norway,:,:,:,14.0,14.0,14.0,14.0,:,:,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Poland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Portugal,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Romania,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Serbia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Sweden,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Slovenia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Slovakia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Türkiye,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),United Kingdom,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:,:,:,:
Annual,Grain maize and corn-cob-mix,EU standard humidity (%),Kosovo*,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Albania,:,380.0,380.0,379.7,381.1,391.1,389.0,399.13,414.3,401.4,409.1,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Austria,1639.02,2334.39,1637.91,2179.59,2075.98,2130.34,2298.88,2411.93,2434.9,2113.96,2105.06,2058.74
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,807.78 e,807.77 e,794.97 e,1192.13 e,717.62 e,1287.13 e,1249.96 e,1442.94 e,903.51 e,808.08 b,706.41 p,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Belgium,663.26,640.96,548.72,389.05,503.92,376.55,429.22,421.01,449.89,500.39,517.49,536.28 p
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Bulgaria,2776.89,3141.13,2709.47,2277.86,2610.24,3522.5,4059.79,3014.09,3427.31,2554.37,2448.78,1432.56
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Switzerland,147.79,140.08,96.54,146.09,164.34,136.42,176.66,222.25,99.36,125.32,135.14,157.33 e
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Cyprus,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Czechia,675.38,832.24,442.71,845.77 d,588.11 d,489.15 d,620.26 d,825.50 d,988.04 d,639.47 d,507.54 d,564.81 d
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Germany,4387.3,5142.1,3973.0,4017.8,4547.6,3344.3,3664.8,4020.0,4462.4,3837.4,4498.9,4755.1
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Denmark,74.82,72.05,52.38,43.29,38.45,35.48,40.82,38.74,45.27,60.69,40.82,64.15
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Greece,2240.04,1904.74,1610.45,1512.66,1306.51,1205.98,1233.62,1178.05,1350.25,1340.95,1416.69,1031.2
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Spain,4888.46,4776.19,4564.42,4069.51,3775.65,3842.52,4184.46,4214.1,4597.66,3590.26,2835.36,3255.79 p
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),66596.62,77312.15,58420.47,62717.01,64682.21,69004.81,70099.29,67305.3,73015.22,52970.67,61035.3,59221.26
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Finland,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.0,0.00 n,0.0,0.00 n
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),France,14866.33,18130.03,13556.56,11702.06,14365.89,12580.43,12845.02,13726.41 b,15358.29,10877.19,12834.6,14454.22
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Croatia,1874.37,2046.97,1709.15,2154.47,1559.64,2147.28,2298.32,2430.6,2242.12,1641.89,1991.27,1647.00 e
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Hungary,6677.87,9260.95,6594.22,8679.16,6700.0,7930.56,8229.69,8365.43,6424.63,2765.6,6242.41,5084.9
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Iceland,0.0,0.00 e,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.00 n,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Italy,7946.46,9278.02,6612.41,6861.77,6068.19,6199.15,6279.12,6793.13,6079.96,4697.17,5348.7,4940.53
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Lithuania,127.2,115.0,56.34,86.23,56.97,87.59,97.97,141.69,104.68,99.79,91.33,122.8
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Luxembourg,1.77,1.36,0.76,0.68,0.57,0.46,0.66,0.66,0.46,0.91,0.95,1.39
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Montenegro,2.98,3.34,2.73,2.68 p,2.74 p,2.77 p,2.81 p,2.58 p,2.66 p,2.85 p,3.20 p,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),North Macedonia,136.84,141.85,138.58,148.74,124.44,192.94,149.78,151.43,135.59,148.69,133.18,125.31 e
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Netherlands,196.22,190.69,131.21,107.8,131.73,89.28,148.3,165.79,171.42,176.9,151.93,144.62
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Norway,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Poland,3969.24,4387.86,3097.48,4262.1,3946.77,3792.14,3664.55,6694.37,7321.91,8344.89,8981.89,9520.89 e
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Portugal,929.54,896.99,827.54,710.63,745.12,713.86,755.13,682.09,752.49,717.99,767.21,653.91 p
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Romania,11305.1,11988.55,9021.4,10746.39,14326.1,18663.94,17432.22,10096.69,14820.69,8037.13,8744.0,7575.82
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Serbia,5864.4,7951.6,5454.8,7377.0,4018.4,6964.77,7344.54,7872.61,6027.13,4283.29,6630.98,5425.4
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Sweden,7.4,7.1,6.4,13.8,8.8,4.6,11.3,12.5,14.9,12.2,15.7,17.60 e
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Slovenia,226.63,350.73,338.71,346.21,272.18,350.49,360.36,429.85,388.83,277.82,389.03,377.35
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Slovakia,1123.31,1814.11,929.23,1710.18,1053.79,1498.21,1444.81,1642.67,1579.12,683.7,1105.66,981.6
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Türkiye,5900.0,5950.0,6400.0,6191.63,5707.91,5481.28,5825.58,6311.05,6554.75,8252.91,8739.34,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),United Kingdom,84.37,0.0,21.87,19.77,21.74,31.63,34.76,35.55 p,:,:,:,:
Annual,Grain maize and corn-cob-mix,Harvested production in EU standard humidity (1000 t),Kosovo*,136.6,119.80 e,131.5,186.6,147.2,151.9,163.9,175.18,170.39,175.23,161.67,:
