Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,K.Maraş - Köprüağzı,Goods trains,Number,76.0
Annual,K.Maraş - Köprüağzı,Other trains,Number,11.0
Annual,K.Maraş - Köprüağzı,Passenger trains,Number,0.0
Annual,Tahtaköprü - Fevzipaşa,Goods trains,Number,10.0
Annual,Tahtaköprü - Fevzipaşa,Other trains,Number,0.0
Annual,Tahtaköprü - Fevzipaşa,Passenger trains,Number,87.0
Annual,Gaziantep - Narlı,Goods trains,Number,827.0
Annual,Gaziantep - Narlı,Other trains,Number,11.0
Annual,Gaziantep - Narlı,Passenger trains,Number,0.0
Annual,Karkamış - Gaziantep,Goods trains,Number,15.0
Annual,Karkamış - Gaziantep,Other trains,Number,0.0
Annual,Karkamış - Gaziantep,Passenger trains,Number,0.0
Annual,Hudut - Karkamış,Goods trains,Number,0.0
Annual,Hudut - Karkamış,Other trains,Number,0.0
Annual,Hudut - Karkamış,Passenger trains,Number,0.0
Annual,D.Pınar - Afyon,Goods trains,Number,331.0
Annual,D.Pınar - Afyon,Other trains,Number,0.0
Annual,D.Pınar - Afyon,Passenger trains,Number,87.0
Annual,Kayseri - Hanlı,Goods trains,Number,1988.0
Annual,Kayseri - Hanlı,Other trains,Number,0.0
Annual,Kayseri - Hanlı,Passenger trains,Number,0.0
Annual,Çetinkaya - Bostankaya,Goods trains,Number,2699.0
Annual,Çetinkaya - Bostankaya,Other trains,Number,0.0
Annual,Çetinkaya - Bostankaya,Passenger trains,Number,426.0
Annual,Bostankaya - Hanlı,Goods trains,Number,1141.0
Annual,Bostankaya - Hanlı,Other trains,Number,0.0
Annual,Bostankaya - Hanlı,Passenger trains,Number,0.0
Annual,Tire - Çatal,Goods trains,Number,0.0
Annual,Tire - Çatal,Other trains,Number,0.0
Annual,Tire - Çatal,Passenger trains,Number,90.0
Annual,Muratlı - Tekirdağ,Goods trains,Number,342.0
Annual,Muratlı - Tekirdağ,Other trains,Number,5.0
Annual,Muratlı - Tekirdağ,Passenger trains,Number,0.0
Annual,Konya - Polatlı,Other trains,Number,469.0
Annual,Konya - Polatlı,Passenger trains,Number,1636.0
Annual,Halkalı) - Marmaray (Gebze,Other trains,Number,0.0
Annual,Halkalı) - Marmaray (Gebze,Passenger trains,Number,45475.0
Annual,Polatlı - Eskişehir,Other trains,Number,342.0
Annual,Polatlı - Eskişehir,Passenger trains,Number,3093.0
Annual,Polatlı - Sincan,Other trains,Number,394.0
Annual,Polatlı - Sincan,Passenger trains,Number,2920.0
Annual,Pendik - Eskişehir,Goods trains,Number,9.0
Annual,Pendik - Eskişehir,Other trains,Number,27.0
Annual,Pendik - Eskişehir,Passenger trains,Number,2846.0
Annual,Selçuk - İZBAN Aliağa,Passenger trains,Number,40149.0
