Time frequency,Age class,Unit of measure,Country of citizenship,Sex,Type of withdrawal,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Austria,:,:,:,:,:,:,:,:,:,7855.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Belgium,:,:,:,:,:,:,:,:,:,: m
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Bulgaria,:,:,:,:,:,:,:,:,:,2870.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Switzerland,:,:,:,:,:,:,:,:,:,670.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Cyprus,:,:,:,:,:,:,:,:,:,1530.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Czechia,:,:,:,:,:,:,:,:,:,60.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Germany,:,:,:,:,:,:,:,:,:,2750.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Denmark,:,:,:,:,:,:,:,:,:,290.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Estonia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Greece,:,:,:,:,:,:,:,:,:,14660.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Spain,:,:,:,:,:,:,:,:,:,1980.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,: m
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Finland,:,:,:,:,:,:,:,:,:,45.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,France,:,:,:,:,:,:,:,:,:,240.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Croatia,:,:,:,:,:,:,:,:,:,2035.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Hungary,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Ireland,:,:,:,:,:,:,:,:,:,50.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Iceland,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Italy,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Liechtenstein,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Lithuania,:,:,:,:,:,:,:,:,:,430.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Luxembourg,:,:,:,:,:,:,:,:,:,25.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Latvia,:,:,:,:,:,:,:,:,:,260.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Montenegro,:,:,:,:,:,:,:,:,:,145.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Malta,:,:,:,:,:,:,:,:,:,1430.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Netherlands,:,:,:,:,:,:,:,:,:,1310.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Norway,:,:,:,:,:,:,:,:,:,15.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Poland,:,:,:,:,:,:,:,:,:,915.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Portugal,:,:,:,:,:,:,:,:,:,975.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Romania,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Sweden,:,:,:,:,:,:,3855.0,2850.0,2105.0,2395.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Slovenia,:,:,:,:,:,:,:,:,:,3445.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Implicit,Slovakia,:,:,:,:,:,:,:,:,:,210.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Austria,2155.0,2340.0,1010.0,7840.0,9705.0,6875.0,2720.0,2200.0,2500.0,7855.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Belgium,2155.0,1705.0,1785.0,1320.0,3360.0,1515.0,1275.0,1420.0,1100.0,2580.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Bulgaria,180.0,195.0,195.0,14730.0,10050.0,10045.0,805.0,1120.0,475.0,2935.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Switzerland,3370.0,3345.0,2525.0,2855.0,5075.0,:,1665.0,1455.0,1090.0,1080.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Cyprus,515.0,560.0,480.0,445.0,470.0,510.0,810.0,1765.0,2145.0,2860.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Czechia,65.0,55.0,55.0,125.0,110.0,150.0,310.0,160.0,80.0,145.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Germany,3055.0,4750.0,8190.0,14535.0,45245.0,40290.0,7190.0,4680.0,4735.0,5240.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Denmark,1365.0,3005.0,1235.0,1730.0,3255.0,1480.0,1450.0,885.0,445.0,435.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Estonia,10.0,25.0,25.0,75.0,20.0,20.0,25.0,5.0,5.0,10.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Greece,4690.0,4090.0,19225.0,6255.0,7475.0,10210.0,11740.0,16610.0,5970.0,15760.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Spain,130.0,:,645.0,875.0,1870.0,1610.0,2985.0,4295.0,2645.0,2195.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),:,:,67935.0,183455.0,170030.0,:,53115 b,64590.0,46370.0,69990.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Finland,435.0,310.0,300.0,3175.0,3750.0,555.0,365.0,340.0,160.0,150.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,France,245.0,305.0,575.0,690.0,1045.0,1460.0,1665.0,2235.0,2565.0,900.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Croatia,:,740.0,255.0,80.0,1255.0,565.0,500.0,765.0,1315.0,2035.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Hungary,150.0,1195.0,18150.0,103015.0,44905.0,3460.0,120.0,110.0,70.0,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Ireland,390.0,535.0,1690.0,1330.0,1140.0,:,355.0,425.0,180.0,270.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Iceland,30.0,35.0,35.0,75.0,200.0,560.0,165.0,145.0,75.0,25.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Italy,105.0,15.0,1555.0,6750.0,8640.0,14000.0,7730 b,14310.0,10430.0,8340.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Liechtenstein,0.0,0.0,20.0,40.0,30.0,10.0,40.0,20.0,10.0,20.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Lithuania,170.0,125.0,150.0,155.0,65.0,:,100.0,160.0,260.0,585.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Luxembourg,930.0,355.0,150.0,245.0,545.0,280.0,205.0,380.0,105.0,80.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Latvia,130.0,85.0,185.0,225.0,150.0,140.0,55.0,80.0,70.0,290.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Montenegro,:,:,:,:,:,:,3090.0,1665.0,705.0,265.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Malta,60.0,90.0,560.0,140.0,115.0,185.0,235.0,310.0,385.0,1535.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Netherlands,335.0,425.0,495.0,910.0,2080.0,805.0,900.0,1225.0,590.0,1785.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Norway,225.0,220.0,185.0,360.0,475.0,145.0,105.0,145.0,60.0,50.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Poland,1230.0,16500.0,5520.0,9360.0,10000.0,2740.0,1940.0,1990.0,1040.0,1110.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Portugal,5.0,10.0,30.0,50.0,55.0,80.0,380.0,475.0,720.0,1040.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Romania,150.0,115.0,110.0,105.0,210.0,1485.0,1275.0,945.0,2260.0,5120.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Sweden,5500.0,4825.0,5025.0,9090.0,13875.0,5400.0,5530.0,4255.0,3065.0,3075.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Slovenia,110.0,175.0,215.0,90.0,620.0,950.0,2370.0,3270.0,2875.0,3445.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,Slovakia,340.0,285.0,135.0,125.0,35.0,:,70.0,180.0,175.0,210.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Total,United Kingdom,2420.0,2615.0,2500.0,3130.0,3255.0,3500.0,3545.0,3615.0,:,:
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Austria,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Belgium,:,:,:,:,:,:,:,:,:,: m
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Bulgaria,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Switzerland,:,:,:,:,:,:,:,:,:,55.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Cyprus,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Czechia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Germany,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Denmark,:,:,:,:,:,:,:,:,:,5.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Estonia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Greece,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Spain,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,: m
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Finland,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,France,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Croatia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Hungary,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Ireland,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Iceland,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Italy,:,:,:,:,:,:,:,:,:,8340.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Liechtenstein,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Lithuania,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Luxembourg,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Latvia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Montenegro,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Malta,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Netherlands,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Norway,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Poland,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Portugal,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Romania,:,:,:,:,:,:,:,:,:,5120.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Sweden,:,:,:,:,:,:,0.0,0.0,0.0,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Slovenia,:,:,:,:,:,:,:,:,:,0.0
Annual,Total,Person,Extra-EU27 (from 2020),Total,Unknown,Slovakia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Austria,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Belgium,:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Bulgaria,:,:,:,:,:,:,:,:,:,10.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Switzerland,:,:,:,:,:,:,:,:,:,50.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Cyprus,:,:,:,:,:,:,:,:,:,60.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Czechia,:,:,:,:,:,:,:,:,:,20.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Germany,:,:,:,:,:,:,:,:,:,895.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Denmark,:,:,:,:,:,:,:,:,:,30.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Estonia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Greece,:,:,:,:,:,:,:,:,:,125.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Spain,:,:,:,:,:,:,:,:,:,30.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Finland,:,:,:,:,:,:,:,:,:,20.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,France,:,:,:,:,:,:,:,:,:,190.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Croatia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Hungary,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Ireland,:,:,:,:,:,:,:,:,:,45.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Iceland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Italy,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Liechtenstein,:,:,:,:,:,:,:,:,:,5.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Lithuania,:,:,:,:,:,:,:,:,:,25.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Luxembourg,:,:,:,:,:,:,:,:,:,20.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Latvia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Montenegro,:,:,:,:,:,:,:,:,:,15.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Malta,:,:,:,:,:,:,:,:,:,10.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Netherlands,:,:,:,:,:,:,:,:,:,65.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Norway,:,:,:,:,:,:,:,:,:,5.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Poland,:,:,:,:,:,:,:,:,:,60.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Portugal,:,:,:,:,:,:,:,:,:,15.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Romania,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Sweden,:,:,:,:,:,:,325.0,215.0,185.0,120.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Slovenia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Explicit,Slovakia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Austria,:,:,:,:,:,:,:,:,:,3775.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Belgium,:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Bulgaria,:,:,:,:,:,:,:,:,:,1600.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Switzerland,:,:,:,:,:,:,:,:,:,200.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Cyprus,:,:,:,:,:,:,:,:,:,40.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Czechia,:,:,:,:,:,:,:,:,:,15.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Germany,:,:,:,:,:,:,:,:,:,555.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Denmark,:,:,:,:,:,:,:,:,:,95.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Estonia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Greece,:,:,:,:,:,:,:,:,:,4275.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Spain,:,:,:,:,:,:,:,:,:,275.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Finland,:,:,:,:,:,:,:,:,:,10.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,France,:,:,:,:,:,:,:,:,:,40.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Croatia,:,:,:,:,:,:,:,:,:,970.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Hungary,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Ireland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Iceland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Italy,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Liechtenstein,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Lithuania,:,:,:,:,:,:,:,:,:,180.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Luxembourg,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Latvia,:,:,:,:,:,:,:,:,:,80.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Montenegro,:,:,:,:,:,:,:,:,:,40.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Malta,:,:,:,:,:,:,:,:,:,65.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Netherlands,:,:,:,:,:,:,:,:,:,335.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Norway,:,:,:,:,:,:,:,:,:,5.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Poland,:,:,:,:,:,:,:,:,:,270.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Portugal,:,:,:,:,:,:,:,:,:,140.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Romania,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Sweden,:,:,:,:,:,:,835.0,810.0,665.0,730.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Slovenia,:,:,:,:,:,:,:,:,:,1210.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Implicit,Slovakia,:,:,:,:,:,:,:,:,:,20.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Austria,490.0,570.0,205.0,2945.0,2655.0,2085.0,730.0,810.0,960.0,3775.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Belgium,500.0,325.0,455.0,225.0,770.0,320.0,215.0,330.0,265.0,630.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Bulgaria,30.0,25.0,35.0,3280.0,3045.0,3410.0,365.0,610.0,280.0,1605.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Switzerland,615.0,310.0,335.0,420.0,890.0,:,290.0,305.0,255.0,280.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Cyprus,105.0,130.0,50.0,70.0,30.0,45.0,75.0,90.0,90.0,100.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Czechia,10.0,5.0,5.0,20.0,15.0,20.0,35.0,15.0,5.0,30.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Germany,1125.0,1615.0,2695.0,4250.0,11560.0,7500.0,1965.0,1445.0,1270.0,1450.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Denmark,225.0,660.0,310.0,615.0,970.0,510.0,455.0,290.0,155.0,125.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Estonia,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Greece,75.0,170.0,1575.0,700.0,1025.0,2380.0,3005.0,4080.0,655.0,4400.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Spain,25.0,:,85.0,145.0,350.0,285.0,675.0,700.0,440.0,310.0
