Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Czechia,104335.6,103184.3,110400.5,115570.4,118332.9,129240.5,136369.6,139428.1,126246.6,147514.6,175615.7,182184.8
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Germany,994229.0,984846.0,1014522.0,1060340.0,1063695.0,1124249.0,1158523.0,1173898.0,1061150.0,1225520.0,1398853.0,1388579.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Denmark,87388.6,88504.1,90157.1,93539.6,93951.2,98801.8,101249.0,107185.3,104705.1,119278.5,141951.5,148500.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Euro area - 19 countries  (2015-2022),1877761.0,1899925.0,1951985.0,2110044.0,2116337.0,2264931.0,2332103.0,2391225.0,2186894.0,2508334.0,:,:
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Estonia,10749.5,10968.3,11025.8,10692.3,11235.6,11963.8,12592.1,13317.1,13278.5,16419.6,20559.0,18013.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Greece,26427.0,26188.0,26150.0,24806.0,24613.0,28041.0,32373.0,32433.0,28904.0,39328.0,53755.0,50032.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Spain,226839.0,238382.0,241992.0,252838.0,259990.0,281817.0,291787.0,295320.0,266277.0,317822.0,389319.0,388138.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,European Union - 27 countries (from 2020),1769431.8,1781139.7,1809436.8,1949789.2,1937847.0,1997896.7,2048349.9,2118588.7,1943492.1,2224542.1,2610531.2,2579953.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Finland,59483.0,58585.0,56061.0,53014.0,52723.0,59456.0,62926.0,64928.0,58958.0,70237.0,88858.0,83818.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,France,436447.0,439255.0,441141.0,465040.0,460823.0,487049.0,509954.0,524394.0,435200.0,517039.0,628533.0,628646.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Croatia,8673.0,8924.0,9429.0,10176.0,10490.0,11685.0,12197.0,12819.0,12029.0,14803.0,20563.0,19204.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Hungary,69918.3,70254.9,73806.1,78430.3,78555.4,85283.1,88535.1,92545.7,88625.0,100271.5,121607.0,126354.7
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Ireland,101869.0,98732.0,114461.0,200327.0,193237.0,196950.0,210906.0,225093.0,242611.0,280656.0,354786.0,305680.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Iceland,3587.1,3456.4,3698.2,4220.3,4082.9,4425.6,4853.6,4777.4,4138.5,5182.5,7166.6,6342.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Italy,372340.0,372684.0,382353.0,396414.0,399727.0,427058.0,443771.0,449551.0,404870.0,485246.0,578324.0,581837.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Lithuania,21405.4,22127.5,20553.7,19655.1,19470.2,22763.4,24551.6,25953.7,25505.8,31561.9,41125.9,36606.3
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Luxembourg,20148.0,20883.0,21014.0,21311.0,21592.0,23381.0,23916.0,24156.0,21328.0,24482.0,26260.0,25213.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Latvia,9725.0,9840.0,10327.0,10443.0,10496.0,11627.0,12562.0,12763.0,13454.0,16222.0,20713.0,18657.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Montenegro,:,396.0,357.0,331.0,351.0,383.0,435.0,465.0,409.0,526.0,763.0,716.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,North Macedonia,2307.2,2375.0,2784.1,3046.9,3529.4,4074.6,4882.7,5346.8,4819.7,6040.9,7320.5,7236.5
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Malta,3203.9,2845.0,2524.5,2690.7,2615.3,3323.6,3325.4,3534.3,3162.2,3254.1,4170.4,4010.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Netherlands,406143.0,408836.0,410589.0,419958.0,422922.0,463562.0,489103.0,494962.0,462354.0,560235.0,705159.0,676942.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Norway,124212.6,116955.2,108234.6,93568.0,80463.0,92041.3,103325.6,92299.5,73753.6,137687.0,258282.9,160369.9
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Poland,139397.8,145599.8,152868.6,164063.3,169191.8,191259.4,205212.7,220336.3,220603.9,263722.5,324375.3,335770.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Portugal,44324.0,46503.0,47296.0,48926.0,49134.0,53336.0,56187.0,57929.0,52112.0,62116.0,76005.0,74173.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Romania,39854.6,43891.3,46836.7,49105.3,52161.8,57161.9,61814.1,63055.5,57531.8,70169.8,86023.7,86508.6
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Serbia,8376.0,10515.0,10702.0,11452.0,12812.0,14066.0,15237.0,16466.0,16080.0,20784.0,26914.0,27928.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Sweden,143363.5,135544.2,135805.6,136779.5,136572.0,147154.4,152991.8,160014.1,151158.5,180793.2,210099.0,206029.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovenia,21256.1,21652.1,22859.7,23947.5,24883.4,28372.3,30807.6,31998.9,29622.2,35254.8,42327.7,41420.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovakia,60158.9,62019.4,61757.3,64444.3,66750.4,70122.7,75034.9,75422.6,69979.1,82331.1,96335.6,99565.2
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Türkiye,126137.2,126049.1,130535.6,139587.2,138041.4,149908.3,151681.0,162777.3,147044.9,190353.6,241087.1,232166.2
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,United Kingdom,367967.1,353167.2,358599.6,388142.6,363440.9,383668.8,396923.8,425355.6,:,:,:,:
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Kosovo*,281.9,291.5,318.9,322.5,307.9,378.4,376.7,393.2,475.1,752.7,931.5,870.7
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Albania,:,:,:,3070.1,3316.1,3620.3,3855.9,4050.7,3775.6,5093.7,6200.4,6374.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Austria,127822.0,124983.0,125255.0,126897.0,128901.0,138885.0,147656.0,148106.0,134839.0,167792.0,207259.0,193583.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bosnia and Herzegovina,7079.2,7026.9,7526.6,7348.3,7561.4,8568.0,9172.3,9276.2,8022.6,10164.5,13575.3,13173.8
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Belgium,243671.0,242110.0,239183.0,224280.0,241377.0,263754.0,278656.0,280420.0,255157.0,327707.0,405880.0,357875.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bulgaria,23667.3,24150.8,23803.2,24546.2,24092.9,27721.3,30448.5,32028.3,29213.2,37291.9,52229.5,47467.4
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Switzerland,227043.2,240212.6,205683.8,224002.9,239807.8,234193.6,231429.7,242547.0,254064.7,272631.6,338143.4,336625.3
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Cyprus,6818.6,5905.8,5951.6,6117.7,6762.9,7740.6,8225.3,7711.2,7180.3,8086.6,10801.6,11544.8
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Czechia,99413.1,96734.5,102405.6,108710.1,108771.4,119448.4,128516.4,130087.5,115646.4,143291.3,176535.8,170080.9
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Germany,793313.0,784895.0,796007.0,815287.0,813297.0,867209.0,939782.0,960698.0,883409.0,1037483.0,1264069.0,1163067.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Denmark,75966.8,76859.6,78249.1,80647.7,78844.1,85571.9,90576.7,91870.9,88996.1,107851.2,131408.0,120547.6
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Euro area - 19 countries  (2015-2022),1748284.0,1700993.0,1720342.0,1764240.0,1755536.0,1917415.0,2047118.0,2082442.0,1844858.0,2218075.0,:,:
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Estonia,12029.5,11958.5,12061.5,11628.3,12124.2,13026.3,13914.1,14330.7,13696.0,17782.3,23385.3,20289.5
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Greece,46778.0,45860.0,46781.0,42471.0,42573.0,47875.0,54861.0,55267.0,47433.0,66047.0,93312.0,83059.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Spain,254814.0,250994.0,263249.0,273514.0,273732.0,303004.0,320037.0,320513.0,273308.0,339125.0,449400.0,422768.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,European Union - 27 countries (from 2020),1650112.7,1590280.9,1597061.0,1612818.7,1581144.0,1672245.2,1792043.0,1820541.2,1596056.8,1956358.3,2736197.5,2314002.3
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Finland,57063.0,56232.0,54646.0,51103.0,52699.0,57803.0,62492.0,62426.0,56039.0,68042.0,89090.0,74388.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,France,490923.0,485480.0,482883.0,489125.0,487239.0,524822.0,551575.0,560942.0,487119.0,582456.0,761366.0,704790.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Croatia,14969.0,15549.0,16064.0,17306.0,18112.0,20152.0,21867.0,23312.0,20879.0,26206.0,38921.0,36724.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Hungary,67759.2,67577.3,72321.1,74754.5,75036.0,83981.4,90974.7,96369.2,90035.0,104841.3,136926.0,126297.7
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Ireland,64974.0,64227.0,73730.0,86933.0,87072.0,88705.0,102312.0,107828.0,100166.0,112240.0,149653.0,149621.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Iceland,3510.9,3412.2,3737.9,4442.7,4801.4,5776.6,6093.9,5529.0,4659.3,6069.4,8582.4,8281.5
