Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2015.0,2020.0
Annual,Information and communication; financial and insurance activities,Hour,Sweden,10.3,12.5 b,10.2 b
Annual,Information and communication; financial and insurance activities,Hour,Slovenia,12.6,15.9,12.8
Annual,Information and communication; financial and insurance activities,Hour,Slovakia,19.0,19.0,14.2
Annual,Information and communication; financial and insurance activities,Hour,United Kingdom,7.0,13.3,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Austria,7.7,5.5,4.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Belgium,16.3,16.0,5.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Bulgaria,8.9,8.2,6.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Cyprus,13.9,5.8,8.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Czechia,5.0,6.8 b,5.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Germany,4.8,5.3,8.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Denmark,8.6,9.8,11.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Estonia,7.4,12.6,8.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Greece,3.5,3.8,5.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Spain,6.1,6.3,2.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 27 countries (from 2020),6.9,7.4,7.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 28 countries (2013-2020),6.3,7.8,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Finland,8.2,6.6,7.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,France,6.7,8.7,9.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Croatia,7.4,6.9,6.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Hungary,3.0,2.6,3.0 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Ireland,:,11.5,14.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Italy,6.8,6.6,10.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Lithuania,12.2,4.6,4.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Luxembourg,15.9,17.3,12.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Latvia,4.3,4.6,6.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,North Macedonia,:,3.4,4.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Malta,24.1,18.7,6.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Netherlands,10.9,11.5,14.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Norway,16.8,9.4,15.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Poland,4.3,6.2,5.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Portugal,12.7,8.1,5.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Romania,7.3,8.2,5.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Serbia,:,:,2.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Sweden,9.2,9.3 b,8.8 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovenia,11.9,6.5,5.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovakia,12.8,9.6,7.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,United Kingdom,4.6,9.1,:
Annual,Total - all NACE activities,Hour,Austria,7.0,7.0,5.1
Annual,Total - all NACE activities,Hour,Belgium,13.8,14.1,7.5
Annual,Total - all NACE activities,Hour,Bulgaria,7.1,8.1,5.7
Annual,Total - all NACE activities,Hour,Cyprus,7.3,5.8,5.2
Annual,Total - all NACE activities,Hour,Czechia,6.1,7.2 b,5.7
Annual,Total - all NACE activities,Hour,Germany,6.8,6.4,10.1
Annual,Total - all NACE activities,Hour,Denmark,12.0,8.7,2.5
Annual,Total - all NACE activities,Hour,Estonia,6.2,10.8,5.9
Annual,Total - all NACE activities,Hour,Greece,3.4,6.9,3.8
Annual,Total - all NACE activities,Hour,Spain,6.9,7.7,3.0
Annual,Total - all NACE activities,Hour,European Union - 27 countries (from 2020),7.7,7.9,7.6
Annual,Total - all NACE activities,Hour,European Union - 28 countries (2013-2020),7.2,7.6,:
Annual,Total - all NACE activities,Hour,Finland,6.9,5.6,5.0
Annual,Total - all NACE activities,Hour,France,8.8,9.1,8.1
Annual,Total - all NACE activities,Hour,Croatia,1.8,6.1,5.5
Annual,Total - all NACE activities,Hour,Hungary,5.0,4.6,6.3 b
Annual,Total - all NACE activities,Hour,Ireland,:,14.7,11.4
Annual,Total - all NACE activities,Hour,Italy,7.6,8.2,10.5
Annual,Total - all NACE activities,Hour,Lithuania,6.3,4.4,5.3
Annual,Total - all NACE activities,Hour,Luxembourg,12.7,13.4,10.3
Annual,Total - all NACE activities,Hour,Latvia,3.9,5.5,4.1
Annual,Total - all NACE activities,Hour,North Macedonia,:,4.5,4.0
Annual,Total - all NACE activities,Hour,Malta,12.5,12.1,7.6
Annual,Total - all NACE activities,Hour,Netherlands,10.4,9.9,11.8
Annual,Total - all NACE activities,Hour,Norway,9.5,7.9,9.7
Annual,Total - all NACE activities,Hour,Poland,7.3,7.8,5.5
Annual,Total - all NACE activities,Hour,Portugal,14.4,10.2,7.6
Annual,Total - all NACE activities,Hour,Romania,8.0,8.7,8.1
Annual,Total - all NACE activities,Hour,Serbia,:,:,3.7
Annual,Total - all NACE activities,Hour,Sweden,7.8,7.6 b,6.9 b
Annual,Total - all NACE activities,Hour,Slovenia,13.0,9.3,7.8
Annual,Total - all NACE activities,Hour,Slovakia,9.7,8.0,6.9
Annual,Total - all NACE activities,Hour,United Kingdom,4.8,6.1,:
