Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Lithuania,1980.8,1733.8,1329.1,2257.2,2240.6,2432.9,2516.8,2748.5,2613.3,3307.6,4072.0,5075.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Luxembourg,206361.0,235175.0,240819.0,279200.0,296616.0,294098.0,334355.0,329038.0,295374.0,296252.0,292709.0,335143.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Latvia,1393.0,1314.0,1257.0,1471.0,1470.0,1621.0,1966.0,1885.0,1324.0,2095.0,2567.0,3657.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Montenegro,:,147.0,180.0,168.0,223.0,185.0,249.0,250.0,217.0,250.0,258.0,351.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,North Macedonia,310.5,363.9,318.6,436.6,531.0,544.6,602.0,673.5,553.9,660.7,720.1,934.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Malta,10418.1,10527.2,10765.8,10681.1,10983.0,21093.7,23910.5,31015.2,33746.2,18224.8,20685.4,22586.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Netherlands,249808.0,246319.0,259044.0,274520.0,282506.0,303789.0,308629.0,301408.0,243279.0,268145.0,371489.0,387500.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Norway,29763.0,27504.2,23559.1,23475.3,21620.0,24637.4,27916.7,27803.8,15925.0,31488.7,42833.8,45354.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Poland,24158.3,24142.5,26300.1,26925.9,29091.5,32012.0,33724.3,35344.9,31429.5,39334.1,45759.1,50872.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Portugal,13291.0,11430.0,12890.0,13609.0,13016.0,13668.0,14513.0,13661.0,10728.0,11637.0,16670.0,21924.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Romania,4392.4,5564.4,4288.2,6082.5,7273.4,7928.9,8858.1,9223.3,9053.1,11385.0,16291.1,17307.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Serbia,1763.0,2026.0,1985.0,2340.0,2582.0,3101.0,2634.0,3086.0,1996.0,2595.0,3668.0,4919.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Sweden,38368.1,37740.5,39912.6,39322.1,39235.2,37342.0,41413.9,38801.2,31119.7,40869.4,48882.7,59794.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovenia,1250.9,1072.7,1229.3,2206.7,2168.1,2002.9,2104.5,2276.1,1756.1,2473.3,2984.3,3674.8
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovakia,4530.9,3698.9,4428.1,5303.4,5390.0,5262.5,5347.6,6197.0,4547.8,7090.1,7228.9,6966.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Türkiye,9610.1,10500.9,9885.6,12792.4,13128.4,13890.3,14603.5,16250.5,13031.1,14694.5,16378.1,21348.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,United Kingdom,237655.9,232718.1,228084.8,247626.7,228596.2,243023.7,278372.9,264661.4,:,:,:,:
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Kosovo*,76.4,106.0,97.0,125.9,136.3,102.6,151.1,117.1,126.2,144.7,234.0,321.8
