Time frequency,Unit of measure,Severity (days lost),sizeclas,nace_r1,geo\TIME_PERIOD,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0
Annual,Rate,4 days or over,250-499,D,EU15_NO,:,:,:,:,4174 b,3731.0,3355.0,: p,: p,:,:,3009.0
Annual,Rate,4 days or over,250-499,E,EU15_NO,:,:,:,:,:,:,1764.0,: p,: p,:,:,2140.0
Annual,Rate,4 days or over,250-499,F,EU15_NO,:,:,:,:,7558 b,6117.0,5448.0,: p,: p,:,:,4626.0
Annual,Rate,4 days or over,250-499,G,EU15_NO,:,:,:,:,5771 b,5470.0,5544.0,: p,: p,:,:,4849.0
Annual,Rate,4 days or over,250-499,H,EU15_NO,:,:,:,:,:,:,10225.0,: p,: p,:,:,8347.0
Annual,Rate,4 days or over,250-499,I,EU15_NO,:,:,:,:,6370 b,5531.0,3962.0,: p,: p,:,:,3826.0
Annual,Rate,4 days or over,250-499,J_K,EU15_NO,:,:,:,:,3715 b,3391.0,3313.0,: p,: p,:,:,2980.0
Annual,Rate,4 days or over,50-249,A,EU15_NO,:,:,:,:,:,:,19078.0,: p,: p,:,:,:
Annual,Rate,4 days or over,50-249,A_D-K,EU15_NO,4043.0,4069.0,4079.0,4085.0,5243 b,4747.0,4581.0,4503.0,4315.0,4096.0,4223.0,3573.0
Annual,Rate,4 days or over,50-249,D,EU15_NO,3961.0,4061.0,4015.0,3716.0,5042 b,4642.0,4419.0,4291.0,4109.0,4044.0,4093.0,3560.0
Annual,Rate,4 days or over,50-249,E,EU15_NO,1966.0,2398.0,2267.0,2001.0,:,:,2363.0,2488.0,2504.0,2518.0,2273.0,2270.0
Annual,Rate,4 days or over,50-249,F,EU15_NO,5961.0,6050.0,6476.0,6400.0,8669 b,7729.0,7902.0,7770.0,7747.0,6814.0,7031.0,5290.0
Annual,Rate,4 days or over,50-249,G,EU15_NO,2657.0,2708.0,2776.0,3116.0,4052 b,3861.0,4075.0,4108.0,3929.0,3911.0,3961.0,3509.0
Annual,Rate,4 days or over,50-249,H,EU15_NO,4226.0,4089.0,4501.0,5237.0,:,:,5110.0,5055.0,4904.0,4393.0,4320.0,3558.0
Annual,Rate,4 days or over,50-249,I,EU15_NO,6825.0,7028.0,6930.0,7138.0,5422 b,4664.0,4009.0,3847.0,3796.0,4055.0,4041.0,3616.0
Annual,Rate,4 days or over,50-249,J_K,EU15_NO,2684.0,2625.0,2629.0,3003.0,3549 b,3371.0,3377.0,3359.0,3073.0,2638.0,2847.0,2432.0
Annual,Rate,4 days or over,GE250,A,EU15_NO,:,:,:,:,:,:,18095.0,: p,: p,:,:,:
Annual,Rate,4 days or over,GE250,A_D-K,EU15_NO,2943.0,3020.0,2985.0,3254.0,4202 b,3630.0,3271.0,3080.0,3088.0,3393.0,3559.0,3216.0
Annual,Rate,4 days or over,GE250,D,EU15_NO,3552.0,3679.0,3557.0,3342.0,3079 b,2833.0,2452.0,2295.0,2302.0,2722.0,2662.0,2413.0
Annual,Rate,4 days or over,GE250,E,EU15_NO,1326.0,1218.0,1202.0,1019.0,:,:,2329.0,2246.0,2188.0,2251.0,1507.0,1748.0
Annual,Rate,4 days or over,GE250,F,EU15_NO,5603.0,5488.0,5401.0,5125.0,6366 b,5005.0,4570.0,4232.0,4124.0,4708.0,4833.0,3924.0
Annual,Rate,4 days or over,GE250,G,EU15_NO,2155.0,2152.0,2296.0,2315.0,6037 b,5306.0,5811.0,5535.0,5807.0,6216.0,6334.0,6011.0
Annual,Rate,4 days or over,GE250,H,EU15_NO,3679.0,3603.0,4091.0,3195.0,:,:,24823.0,27219.0,25883.0,17191.0,19774.0,16486.0
Annual,Rate,4 days or over,GE250,I,EU15_NO,3701.0,3685.0,3600.0,4583.0,6196 b,5254.0,4169.0,4096.0,4475.0,3996.0,3897.0,3726.0
Annual,Rate,4 days or over,GE250,J_K,EU15_NO,1383.0,1597.0,1632.0,2893.0,3393 b,2690.0,2583.0,2193.0,1992.0,2867.0,3364.0,3093.0
Annual,Rate,4 days or over,GE500,A,EU15_NO,:,:,:,:,:,:,9786.0,: p,: p,:,:,20488.0
Annual,Rate,4 days or over,GE500,A_D-K,EU15_NO,:,:,:,:,3829 b,3253.0,2913.0,: p,: p,:,:,3307.0
Annual,Rate,4 days or over,GE500,D,EU15_NO,:,:,:,:,2488 b,2348.0,1965.0,: p,: p,:,:,2297.0
Annual,Rate,4 days or over,GE500,E,EU15_NO,:,:,:,:,:,:,2582.0,: p,: p,:,:,1671.0
Annual,Rate,4 days or over,GE500,F,EU15_NO,:,:,:,:,5288 b,3997.0,3775.0,: p,: p,:,:,3674.0
Annual,Rate,4 days or over,GE500,G,EU15_NO,:,:,:,:,6232 b,5186.0,6006.0,: p,: p,:,:,7493.0
Annual,Rate,4 days or over,GE500,H,EU15_NO,:,:,:,:,:,:,75764.0,: p,: p,:,:,48417.0
Annual,Rate,4 days or over,GE500,I,EU15_NO,:,:,:,:,6142 b,5170.0,4232.0,: p,: p,:,:,3789.0
Annual,Rate,4 days or over,GE500,J_K,EU15_NO,:,:,:,:,3201 b,2272.0,2147.0,: p,: p,:,:,3333.0
Annual,Rate,4 days or over,TOTAL,A,EU15_NO,6737.0,6618.0,6772.0,7039.0,6610.0,6144.0,5183.0,5038.0,5056.0,4557.0,4279.0,3728.0
Annual,Rate,4 days or over,TOTAL,A_D-K,EU15_NO,4229.0,4104.0,4096.0,4090.0,4019.0,3839.0,3527.0,3327.0,3171.0,3096.0,3092.0,2734.0
Annual,Rate,4 days or over,TOTAL,D,EU15_NO,4691.0,4632.0,4533.0,4502.0,4453.0,4323.0,3917.0,3718.0,3575.0,3520.0,3421.0,3097.0
Annual,Rate,4 days or over,TOTAL,E,EU15_NO,1718.0,1738.0,1707.0,1517.0,1609.0,1442.0,1823.0,1840.0,1819.0,1881.0,1559.0,1717.0
Annual,Rate,4 days or over,TOTAL,F,EU15_NO,8022.0,7946.0,8011.0,7801.0,7550.0,7240.0,6883.0,6484.0,6243.0,6061.0,6115.0,5014.0
Annual,Rate,4 days or over,TOTAL,G,EU15_NO,2411.0,2378.0,2438.0,2483.0,2510.0,2425.0,2454.0,2283.0,2177.0,2170.0,2175.0,1996.0
Annual,Rate,4 days or over,TOTAL,H,EU15_NO,3513.0,3348.0,3571.0,3688.0,3772.0,3532.0,3268.0,3203.0,3023.0,2927.0,2994.0,2589.0
Annual,Rate,4 days or over,TOTAL,I,EU15_NO,6006.0,5912.0,5849.0,5689.0,5515.0,5149.0,4053.0,3731.0,3723.0,3704.0,3564.0,3385.0
Annual,Rate,4 days or over,TOTAL,J_K,EU15_NO,1572.0,1594.0,1617.0,1782.0,1809.0,1758.0,1746.0,1648.0,1437.0,1434.0,1571.0,1389.0
Annual,Rate,Fatal,0.0,A,EU15_NO,:,:,:,:,:,:,5.8,: p,: p,:,:,:
Annual,Rate,Fatal,0.0,A_D-K,EU15_NO,6.3,4.3,3.9,3.6,2.9 b,4.0,3.4,2.4,2.6,2.1,2.4,2.0
Annual,Rate,Fatal,0.0,D,EU15_NO,12.5,8.4,6.3,6.4,3 b,5.0,2.5,2.0,1.8,1.8,1.4,1.3
Annual,Rate,Fatal,0.0,E,EU15_NO,77.4,16.7,0.0,0.0,:,:,3.7,: p,: p,:,:,:
Annual,Rate,Fatal,0.0,F,EU15_NO,12.5,9.4,9.2,7.8,8.3 b,11.3,9.8,8.6,6.4,4.7,5.4,4.2
Annual,Rate,Fatal,0.0,G,EU15_NO,2.4,1.3,1.5,1.3,0.7 b,0.9,1.1,0.6,0.5,0.3,0.5,0.4
Annual,Rate,Fatal,0.0,H,EU15_NO,1.3,0.3,0.2,0.5,:,:,2.2,: p,2.9,1.8,1.6,:
Annual,Rate,Fatal,0.0,I,EU15_NO,16.4,12.6,10.7,10.4,12 b,15.2,12.1,10.2,5.9,7.8,6.0,3.0
Annual,Rate,Fatal,0.0,J_K,EU15_NO,1.0,0.6,0.5,0.7,0.5 b,0.8,1.1,0.7,0.7,0.5,0.4,0.2
Annual,Rate,Fatal,1-9,A,EU15_NO,:,:,:,:,:,:,15.5,: p,: p,:,:,:
Annual,Rate,Fatal,1-9,A_D-K,EU15_NO,6.8,7.2,7.4,6.4,6.1 b,5.4,5.3,5.4,5.2,4.5,4.2,3.6
Annual,Rate,Fatal,1-9,D,EU15_NO,6.9,7.7,7.4,8.5,5 b,4.8,4.6,4.6,4.5,3.7,4.0,3.1
Annual,Rate,Fatal,1-9,E,EU15_NO,14.7,6.4,6.0,8.1,:,:,3.4,: p,: p,:,2.2,3.7
Annual,Rate,Fatal,1-9,F,EU15_NO,17.3,16.6,18.0,14.8,12.8 b,11.2,11.4,12.3,10.9,10.9,10.9,9.1
Annual,Rate,Fatal,1-9,G,EU15_NO,2.8,3.0,3.3,3.1,2.4 b,1.8,1.9,1.8,1.8,1.4,1.6,1.1
Annual,Rate,Fatal,1-9,H,EU15_NO,1.1,1.3,1.4,1.8,:,:,0.8,1.2,0.8,1.0,1.0,1.1
Annual,Rate,Fatal,1-9,I,EU15_NO,24.4,28.9,29.2,22.0,21 b,20.3,18.3,14.5,15.3,14.2,13.5,11.6
Annual,Rate,Fatal,1-9,J_K,EU15_NO,1.3,1.9,1.7,1.1,1.5 b,1.2,1.5,1.4,1.3,1.3,1.1,0.8
Annual,Rate,Fatal,10-49,A,EU15_NO,:,:,:,:,:,:,9.3,: p,: p,:,:,:
Annual,Rate,Fatal,10-49,A_D-K,EU15_NO,6.3,6.8,6.1,6.1,5.4 b,4.5,4.5,4.6,4.4,4.0,4.0,3.3
Annual,Rate,Fatal,10-49,D,EU15_NO,4.9,5.7,4.6,4.6,5 b,4.0,3.9,4.3,4.2,3.9,3.4,3.0
Annual,Rate,Fatal,10-49,E,EU15_NO,5.6,3.2,3.0,1.4,:,:,1.4,2.0,2.1,1.5,:,:
Annual,Rate,Fatal,10-49,F,EU15_NO,13.6,14.4,13.1,12.7,11.8 b,9.5,9.8,10.0,9.9,8.5,7.9,7.1
Annual,Rate,Fatal,10-49,G,EU15_NO,3.1,3.4,3.4,2.7,3 b,2.2,2.5,2.3,2.0,2.0,2.0,1.6
Annual,Rate,Fatal,10-49,H,EU15_NO,1.3,1.7,1.5,1.7,:,:,0.5,0.7,0.7,0.6,0.5,0.3
Annual,Rate,Fatal,10-49,I,EU15_NO,17.8,16.9,16.7,18.0,11.9 b,11.3,11.3,10.9,11.1,9.3,8.3,7.9
Annual,Rate,Fatal,10-49,J_K,EU15_NO,2.3,2.4,2.3,2.3,1.1 b,1.0,1.3,1.5,1.0,1.1,1.2,0.9
Annual,Rate,Fatal,250-499,A,EU15_NO,:,:,:,:,:,:,59.2,: p,: p,:,:,148.8
Annual,Rate,Fatal,250-499,A_D-K,EU15_NO,:,:,:,:,3.1 b,3.2,2.4,: p,: p,:,:,2.5
Annual,Rate,Fatal,250-499,D,EU15_NO,:,:,:,:,2.1 b,2.7,2.3,: p,: p,:,:,1.8
Annual,Rate,Fatal,250-499,E,EU15_NO,:,:,:,:,:,:,3.5,: p,: p,:,:,4.0
Annual,Rate,Fatal,250-499,F,EU15_NO,:,:,:,:,12.9 b,14.1,5.3,: p,: p,:,:,9.3
Annual,Rate,Fatal,250-499,G,EU15_NO,:,:,:,:,2.4 b,1.5,1.6,: p,: p,:,:,2.7
Annual,Rate,Fatal,250-499,H,EU15_NO,:,:,:,:,:,:,2.5,: p,: p,:,:,3.9
Annual,Rate,Fatal,250-499,I,EU15_NO,:,:,:,:,6.3 b,5.1,2.4,: p,: p,:,:,3.6
Annual,Rate,Fatal,250-499,J_K,EU15_NO,:,:,:,:,1.9 b,1.5,1.7,: p,: p,:,:,1.3
Annual,Rate,Fatal,50-249,A,EU15_NO,:,:,:,:,:,:,17.4,: p,: p,:,:,:
Annual,Rate,Fatal,50-249,A_D-K,EU15_NO,3.4,3.5,3.4,3.1,3.5 b,3.7,3.7,3.5,3.0,2.9,3.0,2.7
Annual,Rate,Fatal,50-249,D,EU15_NO,2.4,2.2,2.4,2.1,2.5 b,2.4,2.5,2.5,2.4,2.3,1.8,2.0
Annual,Rate,Fatal,50-249,E,EU15_NO,2.0,2.9,1.7,1.4,:,:,1.5,4.7,4.4,2.5,4.9,2.2
Annual,Rate,Fatal,50-249,F,EU15_NO,8.6,10.1,8.3,7.8,9 b,11.2,11.7,10.8,9.2,8.4,9.5,7.3
Annual,Rate,Fatal,50-249,G,EU15_NO,1.9,1.5,1.6,2.5,1.6 b,2.1,1.9,1.8,1.5,1.4,1.5,1.2
Annual,Rate,Fatal,50-249,H,EU15_NO,0.9,1.1,1.0,1.3,:,:,0.5,: p,: p,:,:,:
Annual,Rate,Fatal,50-249,I,EU15_NO,9.4,9.7,10.2,6.4,7 b,6.5,6.6,5.5,5.3,5.5,5.3,5.3
Annual,Rate,Fatal,50-249,J_K,EU15_NO,1.7,2.1,2.2,2.0,1.9 b,2.6,2.6,2.6,1.6,1.6,1.8,1.6
Annual,Rate,Fatal,GE250,A,EU15_NO,:,:,:,:,:,:,9.0,: p,: p,:,:,:
Annual,Rate,Fatal,GE250,A_D-K,EU15_NO,2.7,2.5,2.3,2.4,2.9 b,2.5,2.1,1.8,1.8,2.2,2.1,1.8
Annual,Rate,Fatal,GE250,D,EU15_NO,2.6,2.5,2.2,1.9,1.7 b,1.9,1.9,1.2,1.3,1.5,1.5,1.4
Annual,Rate,Fatal,GE250,E,EU15_NO,5.6,3.6,3.6,3.7,:,:,8.4,8.7,8.4,7.2,7.0,2.4
Annual,Rate,Fatal,GE250,F,EU15_NO,8.6,6.7,6.6,10.7,11.1 b,10.0,4.4,6.7,5.3,5.5,9.0,6.7
Annual,Rate,Fatal,GE250,G,EU15_NO,1.4,1.1,1.2,0.7,2.4 b,1.5,1.5,1.1,0.8,2.0,1.7,2.0
Annual,Rate,Fatal,GE250,H,EU15_NO,0.6,1.2,1.6,0.4,:,:,3.9,: p,6.5,:,:,5.9
Annual,Rate,Fatal,GE250,I,EU15_NO,3.7,3.4,2.7,3.4,5.3 b,3.8,2.1,2.7,3.4,2.9,2.6,2.2
Annual,Rate,Fatal,GE250,J_K,EU15_NO,1.2,1.2,1.4,1.8,2 b,1.4,1.5,1.4,1.4,1.6,1.5,1.4
Annual,Rate,Fatal,GE500,A,EU15_NO,:,:,:,:,:,:,4.9,: p,: p,:,:,6.1
Annual,Rate,Fatal,GE500,A_D-K,EU15_NO,:,:,:,:,2.7 b,2.1,1.9,: p,: p,:,:,1.7
Annual,Rate,Fatal,GE500,D,EU15_NO,:,:,:,:,1.6 b,1.4,1.6,: p,: p,:,:,1.3
Annual,Rate,Fatal,GE500,E,EU15_NO,:,:,:,:,:,:,10.5,: p,: p,:,:,1.8
Annual,Rate,Fatal,GE500,F,EU15_NO,:,:,:,:,9.5 b,6.4,3.7,: p,: p,:,:,5.8
Annual,Rate,Fatal,GE500,G,EU15_NO,:,:,:,:,2.5 b,1.6,1.4,: p,: p,:,:,1.9
Annual,Rate,Fatal,GE500,H,EU15_NO,:,:,:,:,:,:,8.7,: p,: p,:,:,13.7
Annual,Rate,Fatal,GE500,I,EU15_NO,:,:,:,:,5 b,3.3,1.9,: p,: p,:,:,1.9
Annual,Rate,Fatal,GE500,J_K,EU15_NO,:,:,:,:,2.1 b,1.3,1.3,: p,: p,:,:,1.6
Annual,Rate,Fatal,TOTAL,A,EU15_NO,12.9,12.6,12.4,13.3,12.8,11.9,11.2,10.4,12.2,10.3,9.4,8.8
Annual,Rate,Fatal,TOTAL,A_D-K,EU15_NO,5.3,5.2,5.0,4.7,4.6,4.2,4.1,3.9,3.8,3.4,3.4,2.9
Annual,Rate,Fatal,TOTAL,D,EU15_NO,3.9,4.0,3.7,3.3,3.2,3.1,2.9,2.8,2.8,2.6,2.4,2.2
Annual,Rate,Fatal,TOTAL,E,EU15_NO,5.7,3.6,3.2,3.2,3.7,4.2,4.1,4.2,4.4,3.4,3.9,2.2
Annual,Rate,Fatal,TOTAL,F,EU15_NO,13.3,13.1,12.8,11.6,11.3,10.6,10.4,10.6,9.6,8.8,9.0,7.5
Annual,Rate,Fatal,TOTAL,G,EU15_NO,2.5,2.4,2.5,2.3,2.1,1.7,1.8,1.7,1.5,1.4,1.5,1.1
Annual,Rate,Fatal,TOTAL,H,EU15_NO,1.1,1.2,1.3,1.4,1.3,0.8,0.8,1.0,1.0,0.9,0.9,0.8
Annual,Rate,Fatal,TOTAL,I,EU15_NO,12.0,12.1,11.8,11.2,10.8,10.2,9.2,8.2,8.2,7.6,7.0,6.2
Annual,Rate,Fatal,TOTAL,J_K,EU15_NO,1.6,1.8,1.7,1.6,1.4,1.4,1.6,1.6,1.2,1.3,1.2,1.0
