Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Sweden,4969.5,2170.4,-575.0,3372.6,3287.1,-1460.8,-1724.9,472.3,-1787.2,-984.4,-9039.7,-7511.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovenia,1221.5,1422.7,1465.6,1646.9,1943.0,2255.5,2625.3,2908.7,1913.5,2200.0,3468.7,3588.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovakia,421.4,483.9,175.8,127.9,426.6,1042.1,1113.2,1382.9,1192.2,873.2,614.4,941.4
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Türkiye,22587.9,30099.3,31020.8,32385.2,22877.4,27537.2,31111.0,38316.1,13210.2,27775.2,51156.7,52264.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,United Kingdom,105111.1,110703.5,114222.6,120997.5,118205.0,120422.1,125924.8,118097.8,:,:,:,:
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Kosovo*,499.6,520.0,472.1,473.8,650.7,827.3,855.8,926.0,391.6,1034.9,1367.5,1626.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Albania,:,:,:,2028.0,2395.5,2859.3,3071.9,3404.2,2224.6,3485.5,4800.0,6563.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Austria,45053.0,49176.0,51687.0,53216.0,55554.0,59405.0,64239.0,68461.0,56948.0,60166.0,78850.0,83536.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bosnia and Herzegovina,1235.3,1222.7,1252.4,1514.5,1619.9,1781.1,1959.2,2121.2,1324.1,2072.3,2898.5,3284.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Belgium,82861.0,85620.0,94507.0,98255.0,98461.0,104095.0,105359.0,111683.0,103174.0,115031.0,132325.0,141123.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bulgaria,5817.3,5888.5,7085.7,7290.3,8018.0,8223.2,9172.7,10229.4,7661.4,9721.5,13092.3,15070.9
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Switzerland,92274.5,90759.6,97617.6,112328.0,114568.3,113739.7,117881.5,121143.3,105580.1,119082.7,144943.3,152790.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Cyprus,7737.4,8345.7,8861.5,9686.0,10804.4,12213.2,12560.6,14648.5,14851.2,19562.0,25044.5,26065.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Czechia,18862.6,18059.0,18914.8,21000.0,22025.5,24616.4,26405.6,27689.9,23166.2,25961.3,32989.1,36719.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Germany,204247.0,213400.0,233976.0,258519.0,270545.0,290026.0,308654.0,327245.0,292006.0,345548.0,411382.0,409598.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Denmark,52681.8,54032.3,55501.8,58384.0,57753.2,64110.0,70277.3,74704.5,67071.1,83814.4,127764.6,107315.9
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Euro area - 19 countries  (2015-2022),629406.0,656228.0,716768.0,810760.0,816742.0,891438.0,949224.0,1017052.0,874788.0,1011875.0,:,:
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Estonia,4695.9,5024.2,5386.7,5283.3,5511.9,6104.4,6681.6,7188.2,5708.8,8602.7,11023.7,11719.1
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Greece,27561.0,28046.0,31051.0,31650.0,29796.0,33660.0,37160.0,40162.0,22711.0,35056.0,47763.0,49041.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Spain,97415.0,97575.0,103141.0,109155.0,117070.0,126526.0,130993.0,139411.0,77920.0,99238.0,156770.0,182114.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,European Union - 27 countries (from 2020),652180.1,680742.5,739450.6,823825.1,837763.7,956651.1,1003266.6,1085698.3,947733.0,1115310.0,1390793.1,1408936.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Finland,18536.0,19252.0,19708.0,22199.0,23497.0,26305.0,27862.0,31955.0,26648.0,29076.0,34322.0,33206.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,France,189981.0,201909.0,214530.0,228606.0,234118.0,243436.0,255679.0,267102.0,218974.0,267513.0,342795.0,342126.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Croatia,5601.0,8789.0,9375.0,10535.0,11737.0,12915.0,13873.0,15375.0,8929.0,14318.0,19706.0,22407.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Hungary,16163.4,17027.2,18745.6,20251.1,21848.6,23793.5,25367.1,26937.1,19883.2,22790.1,29492.0,33329.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Ireland,81145.0,102002.0,116420.0,144622.0,163209.0,199289.0,211261.0,252240.0,291092.0,331013.0,371648.0,399015.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Iceland,2732.2,3014.5,3247.5,3937.7,4876.2,5596.2,5432.0,4854.9,2202.1,2977.5,5357.8,6321.4
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Italy,85378.0,84256.0,85817.0,88343.0,91365.0,99015.0,104473.0,109363.0,74953.0,88961.0,122914.0,137233.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Lithuania,4730.2,5437.6,5883.7,6030.9,6815.1,8353.4,9692.8,11871.3,10903.2,13572.1,17411.8,19825.2
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Luxembourg,59359.0,65236.0,73399.0,84319.0,85227.0,89927.0,94512.0,104250.0,110019.0,133778.0,137571.0,138223.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Latvia,3740.0,3869.0,4161.0,4421.0,4674.0,5062.0,5420.0,5727.0,4859.0,5348.0,7258.0,7510.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Montenegro,:,994.0,1031.0,1214.0,1256.0,1382.0,1563.0,1705.0,679.0,1597.0,2289.0,2763.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,North Macedonia,1066.8,1154.7,1303.9,1377.6,1389.7,1434.3,1580.3,1625.2,1445.1,1745.9,2316.6,2650.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Malta,8676.8,9156.8,10058.6,12160.0,12508.8,11652.1,13162.3,15527.5,15821.3,15884.9,18285.3,20629.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Netherlands,117649.0,126088.0,141693.0,167292.0,159768.0,176018.0,196269.0,213003.0,200953.0,210510.0,253317.0,268279.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Norway,36136.5,36629.8,37230.2,37554.3,37477.1,35851.2,36835.2,38335.0,29929.0,34965.3,50486.6,46992.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Poland,31301.7,32975.2,36039.3,39926.9,44215.7,51296.5,57976.1,62970.8,58313.6,68736.5,90894.1,100701.1
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Portugal,19958.0,22013.0,23294.0,25197.0,26764.0,31104.0,33821.0,36236.0,23017.0,28011.0,44960.0,52696.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Romania,9870.9,13622.4,15605.8,17172.6,18880.2,21729.8,23751.1,27022.8,23746.2,27876.5,36163.2,39687.1
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Serbia,3093.0,3422.0,3809.0,4273.0,4581.0,5246.0,6002.0,6934.0,6191.0,7800.0,11086.0,13079.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Sweden,50525.3,55978.1,56903.2,65426.7,67026.2,65286.7,64804.6,73126.8,63524.7,77057.4,92383.3,97060.9
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovenia,5153.0,5368.9,5710.7,5953.0,6518.4,7395.3,8125.6,8660.0,6985.5,8472.9,11219.1,11905.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovakia,6049.3,6964.9,6888.6,7324.2,8520.6,9667.5,10620.2,11366.3,9483.2,10077.2,12485.4,12356.2
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Türkiye,38936.9,49716.4,52297.5,55918.6,46402.6,51802.6,55782.5,64156.8,34160.9,53252.0,89231.4,97957.9
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,United Kingdom,265293.0,273036.9,293393.4,333114.5,324164.1,326935.8,350936.8,360534.5,:,:,:,:
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Kosovo*,894.5,875.1,906.6,924.2,1109.2,1358.8,1561.6,1675.1,994.9,1906.0,2504.5,2966.2
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Albania,:,:,:,1503.3,1599.0,1772.5,1961.6,2140.4,1173.5,1689.7,2399.6,3211.6
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Austria,34382.0,39076.0,41792.0,43236.0,45182.0,49529.0,54520.0,59061.0,49020.0,57010.0,72605.0,78032.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bosnia and Herzegovina,401.5,392.5,395.5,517.2,537.2,590.1,623.6,691.1,487.8,626.7,862.0,1039.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Belgium,77324.0,79202.0,88644.0,94026.0,95102.0,101823.0,105092.0,115113.0,105424.0,116380.0,139227.0,147509.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bulgaria,3228.5,3234.9,4218.1,4252.4,4609.7,5155.7,4970.6,5276.3,4157.6,5061.7,7049.5,7258.3
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Switzerland,84238.0,85333.5,92750.6,110041.8,113884.9,119549.8,119261.0,126832.9,122432.8,134949.3,154603.5,177850.6
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Cyprus,4306.4,4851.6,5393.5,5951.4,6268.8,7326.6,7719.2,9780.4,10947.2,14016.1,18322.5,18468.9
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Czechia,15776.0,15346.1,16891.9,17824.5,18083.8,19490.1,21267.9,23075.2,19030.6,21184.1,28986.7,32820.6
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Germany,235671.0,247657.0,256917.0,274755.0,288891.0,311239.0,322664.0,341689.0,285373.0,343934.0,447366.0,474176.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Denmark,49356.5,49510.5,50258.5,53587.3,55823.9,58276.9,65442.1,71476.0,65177.1,73710.8,101783.2,104585.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Euro area - 19 countries  (2015-2022),556070.0,573865.0,626457.0,749048.0,767775.0,804681.0,832153.0,983595.0,890415.0,920099.0,:,:
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Estonia,3119.1,3591.9,3694.1,3598.9,3911.6,4228.6,4747.4,5125.1,5593.2,7649.6,8648.0,9115.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Greece,13739.0,12301.0,12807.0,15068.0,13498.0,15618.0,17855.0,19047.0,15433.0,22211.0,28371.0,27222.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Spain,48249.0,45557.0,50305.0,55702.0,58796.0,62827.0,69523.0,76796.0,53771.0,65709.0,84564.0,88646.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,European Union - 27 countries (from 2020),558856.0,575265.4,630159.3,748137.7,763762.1,822582.1,845610.2,1005678.2,932122.9,971063.4,1183216.8,1256798.2
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Finland,24080.0,23609.0,23212.0,24944.0,25799.0,27073.0,30257.0,32849.0,28989.0,31134.0,39392.0,41824.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,France,158661.0,173403.0,193472.0,212875.0,218807.0,223817.0,237516.0,244283.0,208169.0,227524.0,277759.0,306597.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Croatia,3126.0,3034.0,2900.0,3281.0,3559.0,4113.0,4648.0,5087.0,3622.0,4495.0,5636.0,6563.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Hungary,12320.0,13255.0,14180.2,15373.9,15753.3,16874.6,17314.3,19834.7,15869.9,18034.4,22162.6,23565.4
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Ireland,87425.0,100383.0,119008.0,177224.0,217917.0,234486.0,221044.0,352058.0,353971.0,312145.0,361951.0,387297.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Iceland,2134.2,2121.6,2347.1,2537.5,2886.5,3274.9,3406.2,3097.9,1933.0,2465.1,3961.5,4229.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Italy,85174.0,83914.0,88445.0,92560.0,95065.0,103020.0,107375.0,109354.0,82728.0,97894.0,133071.0,143711.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Lithuania,3406.5,3939.3,4138.9,4270.4,4640.9,5331.7,5992.9,6930.7,5935.0,8149.2,11479.5,12395.7
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Luxembourg,42391.0,47622.0,54484.0,62306.0,62522.0,69388.0,74304.0,83412.0,86463.0,104613.0,109669.0,111850.0
