Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Croatia,41.4,42.8,45.2,45.5,48.3,50.0,50.9,48.3,52.5,65.7,54.8 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Hungary,79.1,81.3,79.9,77.9,79.3,79.3,78.9,76.2,79.3,94.3,76.2 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Ireland,85.0,91.3,93.3,105.6,101.1,93.5,122.5,114.6,91.4,95.4,102.2,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Iceland,45.5,45.1,44.2,40.8,41.2,42.6,39.1,34.7,39.0,45.8,43.2,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Italy,25.9,25.8,26.3,25.6,27.4,28.5,27.7,25.2,29.1,36.9,32.5,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Lithuania,77.6,70.7,69.6,67.0,71.3,72.7,71.6,63.4,75.2,88.9,72.6,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Luxembourg,144.2,150.6,159.3,157.3,161.0,164.9,175.9,169.2,179.9,177.2,181.7,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Latvia,67.1,66.5,63.8,61.4,64.6,64.4,62.8,61.2,70.0,82.4,70.7,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Montenegro,61.4,60.0,60.6,63.1,64.5,66.7,65.0,61.0,62.2,74.4,68.6,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),North Macedonia,61.5,64.9,65.0,65.5,69.0,72.8,76.2,70.5,81.3,93.4,80.9 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Malta,89.8,84.4,98.5,100.2,96.4,104.7,108.6,120.3,102.2,115.0,106.2,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Netherlands,70.3,70.3,76.3,70.1,74.5,76.5,75.4,71.0,76.7,87.7,77.4,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Norway,28.1,29.4,31.9,33.2,32.4,31.8,34.3,33.1,28.2,27.1,32.5,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Poland,44.7,45.8,45.1,47.0,48.9,50.2,49.0,46.8,53.8,60.7,52.4,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Portugal,38.5,40.0,39.9,39.2,41.9,43.1,43.1,39.3,44.3,51.9,46.4 e,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Romania,41.2,41.9,42.2,43.5,44.8,45.0,44.3,41.2,46.1,50.3,43.9 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Serbia,46.1,48.1,50.1,51.2,54.6,56.9,58.6,54.2,60.0,71.2 p,59.4 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Sweden,38.9,40.4,40.4,40.4,42.0,44.2,44.3,40.1,43.0,52.0,51.2,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Slovenia,70.2,69.8,69.6,69.8,74.8,77.0,75.7,69.3,78.1,92.2,76.8,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Slovakia,88.0,86.3,88.7,90.4,92.7,93.8,91.9,83.2,91.2,104.9,90.4,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Türkiye,28.7,28.6,26.6,25.2,29.7,31.4,30.1,32.2,35.3,42.6,34.4,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),United Kingdom,31.3,29.8,28.7,30.0,31.6,32.1,32.3,:,:,:,:,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Kosovo*,52.1,53.5,51.6,51.2,53.1,57.3,56.4,53.9,65.2,71.4,70.3,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Albania,31.5,31.6,29.9,30.9,31.3,30.0,29.1 b,28.2,33.4,34.2,29.2 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Austria,38.9,37.9,37.1,36.2,37.8,38.5,37.4,35.4,41.2,46.3,40.9,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,51.3,53.8,49.7 b,48.9,52.7,52.9,50.7,45.2,50.8,58.2,51.6,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Belgium,59.1,57.8,54.2,56.6,59.8,60.9,58.5,55.0,64.8,72.0,60.0 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Bulgaria,57.6,55.5,53.7,49.5,52.8,54.2,52.2,47.2,52.2,60.7,50.1,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Switzerland,45.2,37.5,35.8,38.6,38.0,37.7,37.6,39.0,39.5,42.9 p,40.7 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Cyprus,32.7,34.0,34.1,35.6,38.1,37.7,33.0,32.1,31.5,36.7,36.8 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Czechia,60.3,64.4,63.6,60.4,60.2,59.6,56.0,52.4,58.2,61.5,53.5,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Germany,27.3,26.5,26.3,25.3,25.9,27.2,27.1,25.6,28.1 p,32.0 p,28.1 p,26.7 p
Annual,Imports of goods,Percentage of gross domestic product (GDP),Denmark,29.6,29.5,29.6,27.9,29.1,30.1,29.8,28.5,31.2,34.4,32.0,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),29.4,29.1,28.7,28.1,29.4,30.5,30.0,28.1,31.6,37.3,32.4,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Euro area – 20 countries (from 2023),29.4,29.1,28.7,28.1,29.5,30.5,30.0,28.2,31.6,37.4,32.5,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Estonia,62.4,59.2,55.3,54.6,52.9,52.6,50.3,49.2,56.5,64.2,53.1,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Greece,25.6,26.5,24.2,24.4,27.0,30.4,30.5,29.5,35.8,45.1 p,36.5 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Spain,24.5,25.3,25.2,24.4,25.9,26.4,25.6,24.2,27.4,32.7 p,28.2 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),30.6,30.4,30.0,29.5,30.9,32.0,31.5,29.6,33.1,38.9,33.9,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Finland,27.6,26.5,24.3,24.4,25.7,26.9,26.2,23.7,27.4,33.5,27.2,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),France,23.5,23.1,23.0,22.8,24.1,24.6,24.3,22.1,24.2,29.6 p,26.1 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Croatia,34.7,36.2,38.0,38.0,40.1,41.2,41.8,41.1,44.8,57.2,46.3 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Hungary,66.1,68.0,66.2,64.4,66.0,66.6,65.4,64.8,67.7,81.1,64.2 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Ireland,35.1,36.7,31.9,31.5,28.8,30.6,29.6,26.2,25.0,28.7,29.3,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Iceland,28.1,27.7,28.1,25.6,26.3,27.3,25.1,24.5,27.7,31.4,28.6,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Italy,20.7,20.4,20.7,20.1,21.5,22.4,21.7,20.3,23.8,30.3,25.7,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Lithuania,66.3,59.3,58.2,55.0,58.7,59.6,57.5,51.6,60.8,71.9,55.8,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Luxembourg,39.9,37.3,37.5,34.8,36.9,36.5,35.3,30.1,33.8,34.3,32.7,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Latvia,57.4,57.1,53.8,51.3,54.1,53.6,52.0,51.4,58.8,68.8,57.1,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Montenegro,51.3,50.1,48.9,50.8,52.2,53.3,51.1,49.0,49.3,58.0,53.2,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),North Macedonia,51.9,54.1,53.6,54.7,58.4,61.6,64.8,61.1,70.7,81.5,67.7 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Malta,50.2,44.4,47.5,42.8,34.4,32.5,36.5,29.7,31.5,40.2,31.4,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Netherlands,51.6,50.9,50.4,48.9,51.7,52.4,52.0,49.0,55.6,65.4,55.4,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Norway,17.8,18.4,20.1,20.6,20.5,20.4,21.9,23.1,20.2,18.0,20.5,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Poland,38.3,39.3,38.4,39.9,41.8,43.0,41.7,40.1,46.6,52.4,44.2,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Portugal,32.2,33.1,32.9,31.9,34.3,35.3,34.8,32.4,36.4,42.3,37.5 e,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Romania,35.0,35.6,35.7,36.9,37.6,37.4,36.0,34.6,38.5,41.9,35.6 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Serbia,37.9,39.0,40.6,41.3,44.1,45.6,46.3,43.8,48.5,57.4 p,46.1 p,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Sweden,27.2,27.9,27.4,27.2,28.5,30.6,29.7,27.0,29.0,34.5,32.7,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Slovenia,59.2,58.4,58.4,58.4,62.8,65.0,63.8,58.4,66.1,78.7,64.1,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Slovakia,79.2,77.4,79.5,80.4,82.5,83.4,81.4,74.5,82.3,94.2,81.2,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),United Kingdom,23.5,22.0,20.7,21.6,22.8,22.8,22.7,:,:,:,:,:
Annual,Imports of goods,Percentage of gross domestic product (GDP),Kosovo*,45.1,44.7,42.9,43.0,44.7,46.7,45.8,45.0,54.3,58.7,56.5,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Albania,15.5,15.6,14.6,14.9,15.3,15.2,15.4 b,8.8,11.1,13.3,14.7 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Austria,12.2,12.7,12.6,12.7,13.4,14.2,14.9,12.8,13.9,16.2,16.5,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,2.9,2.8,3.5 b,3.5,3.6,3.6,3.8,2.7,3.1,3.7,4.1,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Belgium,19.6,21.4,23.0,22.8,23.7,23.8,24.0,22.7,23.0,24.7,24.7 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Bulgaria,7.5,10.2,9.3,9.5,9.8,8.9,8.6,6.7,7.1,8.2,7.7,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Switzerland,16.5,17.3,17.5,18.2,19.3,19.3,19.5,18.7,19.4,19.5 p,21.3 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Cyprus,26.9,30.8,33.2,33.0,36.1,35.4,41.8,48.9,54.6,62.3,58.9 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Czechia,9.6,10.7,10.4,10.1,9.9,10.0,10.1,8.6,8.6,10.1,10.5,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Germany,8.6,8.6,8.9,9.0,9.3,9.4,9.7,8.3,9.4 p,11.3 p,11.3 p,11.5 p
Annual,Imports of services,Percentage of gross domestic product (GDP),Denmark,19.1,18.9,19.7,19.8,19.8,21.7,23.2,20.9,21.3,26.6,27.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),10.0,10.6,11.8,12.0,12.4,12.6,13.8,12.8,12.8,14.5,14.6,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Euro area – 20 countries (from 2023),10.0,10.5,11.8,11.9,12.4,12.6,13.8,12.8,12.8,14.5,14.5,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Estonia,18.7,18.1,17.1,17.6,17.4,18.0,18.0,20.1,24.3,23.7,23.9,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Greece,7.1,7.5,8.9,8.1,9.1,10.2,10.5,9.4,11.9,13.5 p,11.9 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Spain,4.4,4.8,5.1,5.2,5.4,5.7,6.1,4.8,5.3,6.2 p,5.9 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),10.1,10.6,11.8,11.9,12.3,12.5,13.6,12.5,12.6,14.4,14.4,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Finland,11.6,11.3,11.9,12.0,12.0,13.0,13.8,12.3,12.5,14.8,15.3,:
Annual,Imports of services,Percentage of gross domestic product (GDP),France,7.7,8.4,8.8,9.1,9.0,9.3,9.2,8.2,8.3,9.6 p,10.1 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Croatia,6.8,6.5,7.2,7.5,8.2,8.8,9.1,7.1,7.7,8.5,8.5 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Hungary,13.0,13.3,13.6,13.5,13.3,12.7,13.5,11.4,11.6,13.2,12.0 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Ireland,50.0,54.6,61.4,74.0,72.4,62.9,92.8,88.4,66.4,66.7,72.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Iceland,17.5,17.4,16.0,15.3,14.9,15.3,14.1,10.1,11.3,14.5,14.6,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Italy,5.2,5.4,5.6,5.6,5.9,6.0,6.1,5.0,5.3,6.7,6.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Lithuania,11.3,11.4,11.4,12.0,12.6,13.0,14.1,11.8,14.4,17.0,16.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Luxembourg,104.2,113.3,121.8,122.5,124.2,128.4,140.6,139.1,146.2,143.0,149.0,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Latvia,9.7,9.4,9.9,10.1,10.4,10.7,10.7,9.9,11.2,13.6,13.6,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Montenegro,10.1,9.8,11.6,12.3,12.3,13.4,13.9,12.0,12.9,16.4,15.4,:
Annual,Imports of services,Percentage of gross domestic product (GDP),North Macedonia,9.6,10.7,11.3,10.8,10.6,11.3,11.4,9.4,10.5,11.8,13.1 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Malta,39.5,40.0,50.9,57.4,62.0,72.3,72.1,90.7,70.7,74.8,74.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Netherlands,18.7,19.5,26.0,21.2,22.7,24.1,23.4,21.9,21.2,22.2,21.9,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Norway,10.3,11.0,11.8,12.6,11.9,11.4,12.4,10.1,8.0,9.2,12.0,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Poland,6.4,6.5,6.7,7.1,7.1,7.3,7.2,6.7,7.3,8.3,8.2,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Portugal,6.3,6.9,7.0,7.3,7.6,7.8,8.3,6.8,8.0,9.5,8.9 e,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Romania,6.2,6.3,6.5,6.6,7.3,7.6,8.3,6.6,7.6,8.3,8.3 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Serbia,8.2,9.1,9.5,9.9,10.5,11.3,12.3,10.4,11.5,13.8 p,13.3 p,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Sweden,11.7,12.5,13.0,13.1,13.5,13.7,14.6,13.1,14.0,17.5,18.4,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Slovenia,11.0,11.4,11.2,11.4,12.1,12.1,11.9,10.9,12.0,13.5,12.8,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Slovakia,8.8,8.9,9.3,10.0,10.2,10.4,10.5,8.7,8.9,10.7,9.2,:
Annual,Imports of services,Percentage of gross domestic product (GDP),United Kingdom,7.7,7.7,8.0,8.5,8.8,9.3,9.6,:,:,:,:,:
Annual,Imports of services,Percentage of gross domestic product (GDP),Kosovo*,7.0,8.8,8.7,8.1,8.4,10.6,10.6,8.9,10.9,12.7,13.8,:
