Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Rolling 4-quarter growth rate,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-4.7,-3.2
Quarterly,Rolling 4-quarter growth rate,Antwerpen,:,:,:,:,:,:,:,4.0,7.1,5.4,7.8,9.1,6.7,9.3,7.8,3.5,-2.4,-10.6,-15.8,-17.0,-10.2,-1.9,6.2,12.6,13.0,12.1,9.3,5.3,1.3,-2.2,-3.6,-2.4,-1.5,1.8,3.5,4.5,5.3,3.9,4.9,4.9,5.3,6.6,5.5,5.4,5.3,5.0,5.6,4.5,3.4,1.8,0.7,1.3,2.9,4.6,5.3,5.4,2.7,2.2,1.5,1.0,2.5,-2.1,-3.4,-3.6,-4.3,1.9,4.2,4.6,:,:,:,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Hamburg,:,:,:,:,:,:,:,6.7,5.1,3.6,2.5,2.3,1.7,2.0,2.4,0.6,-5.0,-11.9,-17.6,-20.3,-14.4,-6.1,1.2,10.3,11.1,10.6,12.5,9.4,8.0,6.4,1.0,-0.7,-1.4,-0.7,3.6,6.2,7.7,7.7,6.3,4.5,2.8,0.3,-3.0,-4.6,-5.4,-4.3,-1.2,0.1,1.2,0.7,-0.9,-1.3,-3.9,-3.9,-3.4,-1.0,2.8,3.3,3.7,-0.4,-3.8,-7.8,-10.0,-6.8,-4.9,0.7,3.6,1.8,1.1,-1.3,-3.8,-7.0,-8.3,-7.7,-7.6,-3.6,-2.4
Quarterly,Rolling 4-quarter growth rate,Algeciras,:,:,:,:,:,:,:,8.8,11.2,7.7,5.6,3.5,3.1,4.5,2.5,-0.4,-5.8,-12.6,-10.9,-9.7,-4.1,3.5,1.5,4.9,5.1,6.8,14.1,17.7,19.7,19.3,17.0,5.0,-1.4,-3.0,-4.9,-6.5,-0.4,-0.5,-2.7,11.9,7.6,6.0,10.6,4.9,7.2,9.3,6.8,5.1,1.1,-1.3,-0.4,0.1,5.3,8.3,8.3,6.2,2.9,2.0,0.1,1.4,1.6,-1.8,-1.9,-1.6,-4.5,-2.9,-3.0,-6.2,-3.2,-3.4,-3.5,-2.3,-3.5,-3.7,-3.7,-2.1,0.6
Quarterly,Rolling 4-quarter growth rate,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-4.4,1.0
Quarterly,Rolling 4-quarter growth rate,Le Havre,:,:,:,:,:,:,:,-1.2,-0.6,2.2,6.2,5.6,7.8,3.0,1.8,2.4,-0.7,1.7,-3.3,-8.5,-9.4,-10.9,-5.9,-5.0,-6.3,-7.5,-9.9,-3.6,-0.8,0.6,0.4,-6.5,-4.2,-0.5,2.2,8.7,5.2,-0.3,-1.9,-4.6,-2.2,2.8,3.5,2.5,0.4,-4.8,-6.3,-4.6,-1.1,4.8,8.8,10.1,5.6,0.9,-0.6,-1.8,-0.5,2.2,-1.8,-7.3,-12.1,-20.8,-22.4,-18.5,-12.8,2.9,11.6,16.5,:,-44.2,-72.3,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Marseille,:,:,:,:,:,:,:,3.4,-1.8,0.7,-0.7,-4.1,2.1,-3.1,-1.0,0.0,-6.1,-6.5,-12.8,-13.7,-9.9,-4.0,2.7,3.2,2.8,-0.3,-0.8,2.5,1.9,0.1,-0.8,-3.1,-5.0,-3.7,-5.0,-6.8,-6.4,-7.3,-5.3,-2.4,1.1,3.7,3.3,4.1,2.4,-0.5,0.7,-1.4,-2.4,1.0,-1.9,-1.1,1.9,-0.6,0.8,0.1,-3.0,-2.4,-1.1,-2.1,-3.1,-4.1,-6.5,-3.3,-1.2,1.0,1.6,-2.1,-1.1,-4.7,-4.0,-4.4,-10.3,-5.1,-4.8,0.4,7.4
Quarterly,Rolling 4-quarter growth rate,Amsterdam,:,:,:,:,:,:,:,12.2,14.9,7.1,4.3,8.0,9.5,16.1,20.1,16.4,6.5,-3.6,-10.0,-12.4,-6.8,-3.2,0.6,5.0,0.6,3.3,2.0,-1.6,3.0,1.5,3.1,3.7,1.8,2.5,0.7,0.8,2.9,2.9,2.7,4.3,4.8,4.4,5.2,2.6,-4.3,-7.1,-6.0,-2.5,3.6,7.1,5.7,2.3,-0.2,-2.3,-1.0,1.0,1.5,6.6,6.6,4.4,2.1,-5.1,-11.4,-13.2,-14.1,-10.8,-5.0,-2.2,2.0,4.3,7.5,8.2,5.8,-1.5,-11.7,-15.4,-16.8
Quarterly,Rolling 4-quarter growth rate,Rotterdam,:,:,:,:,:,:,:,2.2,3.1,3.1,5.3,5.8,7.6,8.7,6.2,2.7,-3.0,-7.5,-10.3,-7.9,-1.2,5.4,11.7,11.8,7.5,4.7,3.3,2.2,3.2,3.5,0.8,1.3,0.0,-0.7,0.9,0.5,1.4,1.4,0.8,1.6,2.4,4.0,4.5,4.4,3.1,-0.3,-0.5,-1.1,-0.5,2.2,1.3,0.3,-0.3,-1.9,-0.4,1.9,2.8,4.1,2.4,-0.4,-4.1,-7.2,-9.5,-9.3,-6.3,-1.6,5.2,7.6,6.3,5.0,1.3,-0.4,0.1,-3.0,-4.9,-6.0,-6.5
Quarterly,Rolling 4-quarter growth rate,Gdansk,:,:,:,:,:,:,:,-2.0,-6.7,-9.0,-6.8,-9.5,-12.6,-16.2,-14.5,-14.4,-7.2,-2.6,-0.4,9.9,19.7,33.0,39.1,40.9,35.0,17.6,0.0,-11.0,-24.6,-26.8,-8.5,3.7,27.3,40.8,24.0,12.1,3.5,2.3,0.4,5.3,4.5,7.4,15.6,10.1,9.9,3.5,-3.8,-0.4,-0.9,-0.1,0.5,7.5,20.5,29.5,36.1,25.0,10.7,8.1,6.3,7.3,6.1,-5.6,-7.8,-10.9,-5.4,1.2,1.0,11.0,11.1,20.7,34.9,40.3,51.1,50.7,41.3,26.3,9.0
Quarterly,Growth rate on the same quarter in previous year,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-4.1,-6.7,-5.8,-2.1,2.2
Quarterly,Growth rate on the same quarter in previous year,Antwerpen,:,:,:,:,0.6,8.4,1.1,6.0,13.2,1.9,10.7,11.1,3.6,12.1,4.7,-5.9,-20.0,-20.7,-16.8,-10.1,12.5,12.1,13.2,12.6,14.1,8.7,2.6,-3.2,-2.6,-5.4,-2.9,1.7,0.9,7.5,3.7,6.0,4.1,2.0,7.5,6.0,5.7,7.2,3.4,5.3,5.3,6.0,5.8,1.1,0.7,-0.1,1.1,3.5,7.4,6.3,4.1,3.8,-3.0,4.0,1.3,1.4,3.1,-13.1,-3.9,0.3,0.1,11.9,5.0,2.0,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Hamburg,:,:,:,:,9.6,8.9,6.3,2.5,3.2,2.4,2.0,1.8,0.8,3.6,3.2,-5.2,-21.7,-23.7,-19.5,-16.0,6.8,11.1,6.4,17.0,10.2,9.1,14.0,4.7,4.4,2.7,-6.9,-2.4,1.3,5.7,10.1,7.8,7.5,5.7,4.4,0.6,0.6,-4.2,-8.8,-5.9,-2.5,0.1,3.7,-0.7,1.8,-1.9,-2.7,-2.5,-8.6,-1.5,-0.6,7.7,6.4,0.0,1.2,-8.7,-7.7,-15.7,-7.9,4.9,0.0,7.1,2.8,-2.1,-2.9,-3.0,-7.2,-14.7,-8.1,-0.4,-6.4,0.9,-3.3
Quarterly,Growth rate on the same quarter in previous year,Algeciras,:,:,:,:,-1.9,14.0,8.5,15.1,7.7,0.6,0.8,5.5,5.6,6.2,-6.9,-6.0,-16.3,-20.8,0.7,-1.0,8.1,7.3,-7.0,11.6,8.6,14.4,22.2,24.4,17.3,13.5,12.7,-16.8,-9.8,5.2,3.0,-25.8,16.3,4.6,-5.3,42.9,-0.1,-1.1,11.5,10.0,8.9,7.1,1.5,3.2,-7.1,-2.6,5.0,4.9,14.6,9.1,5.3,-3.0,0.6,5.2,-2.2,2.2,1.4,-8.1,-2.7,3.7,-10.6,-1.9,-3.1,-8.8,1.4,-2.4,-3.4,-4.5,-3.8,-3.1,-3.6,2.3,7.0
Quarterly,Growth rate on the same quarter in previous year,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-8.9,-9.9,-2.5,3.8,14.2
Quarterly,Growth rate on the same quarter in previous year,Le Havre,:,:,:,:,-3.0,0.1,-6.7,5.0,-0.7,11.8,9.1,2.9,8.2,-7.0,3.8,4.8,-4.3,2.5,-16.0,-14.8,-7.8,-4.3,5.7,-12.8,-13.1,-8.9,-4.7,14.2,-2.2,-4.1,-5.6,-13.3,8.2,11.3,4.9,10.4,-5.5,-9.9,-1.3,-1.5,5.0,9.7,1.5,-5.6,-3.6,-11.2,-4.7,1.5,11.6,11.8,10.3,6.9,-5.5,-6.8,3.3,1.6,0.0,3.7,-11.4,-19.8,-20.2,-32.9,-16.4,-2.0,5.7,34.0,12.9,15.8,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Marseille,:,:,:,:,6.8,-1.1,1.9,6.3,-13.9,9.1,-3.6,-7.3,12.4,-11.1,5.0,-4.1,-13.8,-13.3,-19.6,-7.6,3.0,12.3,4.4,-6.2,1.5,-0.7,2.2,7.4,-0.6,-7.8,-1.6,-2.3,-8.3,-2.7,-6.8,-9.4,-6.8,-6.0,1.2,2.3,7.3,4.3,-0.4,5.5,0.3,-7.3,4.5,-2.9,-4.0,7.1,-6.8,0.5,8.1,-3.6,-1.4,-2.5,-4.5,-0.9,3.8,-6.7,-8.4,-4.9,-6.0,6.7,-0.2,4.1,-4.1,-7.6,3.9,-10.6,-1.1,-9.7,-19.4,12.0,0.1,11.8,6.2
Quarterly,Growth rate on the same quarter in previous year,Amsterdam,:,:,:,:,3.8,26.0,14.5,3.9,14.7,-2.1,2.4,19.9,19.8,21.8,18.9,5.3,-16.2,-16.1,-10.6,-5.6,8.6,-3.8,4.3,11.6,-9.2,7.0,-1.1,-3.0,10.2,0.9,5.5,-0.9,1.9,3.8,-1.8,-0.9,10.5,3.9,-2.9,5.5,11.8,2.7,0.0,-4.8,-13.4,-8.6,5.1,10.5,8.7,4.0,-0.4,-3.1,-1.0,-4.5,5.4,4.6,0.9,16.2,5.6,-3.8,-8.0,-12.9,-21.0,-11.1,-11.3,1.0,2.9,-0.4,4.7,9.4,16.5,2.5,-4.5,-16.5,-26.0,-13.5,-10.3
Quarterly,Growth rate on the same quarter in previous year,Rotterdam,:,:,:,:,0.2,1.9,2.1,4.7,3.6,2.2,10.5,6.8,10.9,6.9,0.6,-6.5,-12.2,-12.0,-10.2,3.7,16.4,14.0,13.2,4.5,-0.1,2.3,6.4,0.2,3.9,3.3,-3.8,2.2,-1.5,0.6,2.6,0.4,1.9,0.7,0.1,3.9,4.9,6.9,2.3,3.4,-0.1,-6.4,1.4,0.7,2.5,4.2,-2.3,-3.0,0.2,-2.6,3.8,6.4,3.9,2.1,-2.7,-4.9,-10.2,-11.1,-12.1,-3.9,2.1,8.7,15.3,5.1,-2.8,3.4,-0.6,-1.6,-0.8,-8.8,-8.1,-6.1,-2.6
Quarterly,Growth rate on the same quarter in previous year,Gdansk,:,:,:,:,4.6,7.1,-14.9,-3.2,-13.7,-2.8,-7.1,-14.6,-27.0,-16.1,0.6,-14.2,3.8,-0.5,8.5,31.1,47.3,48.2,30.6,39.8,24.3,-13.4,-34.0,-14.9,-35.3,-21.5,59.4,34.0,50.0,22.0,1.2,-6.3,4.5,12.8,-6.1,11.7,1.5,24.6,25.9,-7.4,0.9,-2.6,-5.5,6.8,-1.5,0.9,-3.8,34.4,53.9,36.7,20.8,-0.3,-4.4,20.0,10.8,3.5,-9.4,-22.1,0.0,-9.6,15.4,0.4,-0.6,29.8,15.2,40.4,55.1,49.8,57.5,42.2,20.9,-1.7,-13.7
Quarterly,Thousand tonnes,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,64263.0,66945.0,61815.0,61235.0,61641.0,62454.0,58227.0,59922.0,62996.0
Quarterly,Thousand tonnes,Antwerpen,35444.0,36372.0,37040.0,36960.0,35647.0,39426.0,37441.0,39190.0,40358.0,40156.0,41446.0,43552.0,41804.0,45032.0,43407.0,40994.0,33436.0,35707.0,36119.0,36853.0,37618.0,40014.0,40881.0,41503.0,42931.0,43513.0,41945.0,40158.0,41809.0,41163.0,40719.0,40857.0,42197.0,44264.0,42232.0,43291.0,43947.0,45162.0,45419.0,45872.0,46434.0,48418.0,46959.0,48296.0,48883.0,51309.0,49687.0,48813.0,49224.0,51235.0,50245.0,50497.0,52843.0,54467.0,52291.0,52410.0,51251.0,56650.0,52996.0,53133.0,52864.0,49225.0,50911.0,53319.0,52920.0,55076.0,53474.0,54382.0,:,:,:,:,:,:,:,:,:
Quarterly,Thousand tonnes,Hamburg,25765.0,26419.0,27497.0,28572.0,28241.0,28768.0,29222.0,29298.0,29136.0,29446.0,29793.0,29815.0,29374.0,30513.0,30759.0,28269.0,22992.0,23272.0,24755.0,23743.0,24555.0,25844.0,26342.0,27779.0,27050.0,28200.0,30034.0,29087.0,28235.0,28959.0,27961.0,28376.0,28603.0,30595.0,30772.0,30599.0,30757.0,32336.0,32113.0,30797.0,30949.0,30963.0,29294.0,28967.0,30178.0,30997.0,30384.0,28763.0,30731.0,30410.0,29574.0,28047.0,28086.0,29938.0,29393.0,30210.0,29881.0,29944.0,29742.0,27586.0,27579.0,25257.0,27401.0,28938.0,27588.0,27052.0,28172.0,28344.0,26796.0,26229.0,26152.0,24176.0,24625.0,26115.0,24476.0,24386.0,23801.0
Quarterly,Thousand tonnes,Algeciras,14079.0,13478.0,14321.0,13309.0,13805.0,15368.0,15533.0,15317.0,14865.0,15453.0,15651.0,16159.0,15702.0,16414.0,14565.0,15188.0,13137.0,13008.0,14662.0,15033.0,14196.0,13956.0,13643.0,16770.0,15409.0,15966.0,16669.0,20869.0,18072.0,18117.0,18788.0,17367.0,16307.0,19066.0,19352.0,12892.0,18959.0,19941.0,18330.0,18419.0,18947.0,19724.0,20434.0,20270.0,20636.0,21129.0,20743.0,20914.0,19165.0,20581.0,21776.0,21944.0,21963.0,22459.0,22929.0,21294.0,22084.0,23631.0,22418.0,21771.0,22385.0,21722.0,21805.0,22585.0,20015.0,21316.0,21134.0,20588.0,20304.0,20803.0,20409.0,19663.0,19530.0,20161.0,19677.0,20118.0,20897.0
Quarterly,Thousand tonnes,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,19515.0,19969.0,20504.0,19076.0,17780.0,17986.0,19997.0,19801.0,20301.0
Quarterly,Thousand tonnes,Le Havre,18158.0,16791.0,18042.0,17811.0,17621.0,16805.0,16840.0,18708.0,17495.0,18786.0,18374.0,19242.0,18926.0,17477.0,19064.0,20169.0,18120.0,17918.0,16008.0,17182.0,16713.0,17152.0,16921.0,14986.0,14516.0,15633.0,16118.0,17117.0,14196.0,14999.0,15216.0,14835.0,15355.0,16696.0,15965.0,16379.0,14512.0,15045.0,15751.0,16128.0,15234.0,16508.0,15982.0,15223.0,14684.0,14661.0,15236.0,15453.0,16391.0,16398.0,16801.0,16515.0,15486.0,15277.0,17362.0,16777.0,15490.0,15845.0,15382.0,13456.0,12358.0,10626.0,12852.0,13186.0,13066.0,14244.0,14514.0,15265.0,:,:,:,:,:,:,:,:,:
