Time frequency,Seasonal adjustment,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,France,7.3,7.3,7.3,7.4,7.5,7.5,7.3,7.2,7.2,7.4,7.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Croatia,5.9,5.8,5.7,5.4,5.3,5.1,5.0,4.9,4.7,4.6,4.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Hungary,4.2,4.3,4.2,4.3,4.3,4.3,4.4,4.4,4.5,4.5,4.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Ireland,4.7,4.2,4.3,4.4,4.4,4.4,4.7,4.3,4.3,4.3,4.2,4.2
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Iceland,3.2,3.2,3.2,3.0,2.9,2.9,2.9,3.0,3.1,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Italy,8.2,8.3,8.1,7.7,7.6,7.6,6.7,6.7,6.6,6.3,6.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Japan,2.3,2.6,2.6,2.4,2.3,2.4,2.6,2.4,2.1,2.1,2.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Lithuania,7.0,7.3,7.3,6.9,6.4,6.0,6.7,6.6,6.8,6.0,6.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Luxembourg,5.8,5.9,5.8,5.8,5.9,5.8,5.9,5.9,6.0,6.1,6.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Latvia,6.2,6.2,6.2,6.1,6.0,5.8,5.5,5.5,5.3,5.4,5.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Malta,3.3,3.1,3.0,2.9,2.9,2.6,2.7,2.9,3.0,2.9,2.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Netherlands,3.8,3.9,3.8,3.8,3.7,3.8,3.8,3.9,3.9,3.9,3.9,3.9
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Norway,4.1,3.3,3.8,4.1,3.9,3.9,3.6,3.8,3.8,3.8,3.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Poland,3.2,3.2,3.0,2.8,2.8,3.0,3.2,3.4,3.4,3.5,3.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Portugal,6.9,7.1,7.2,7.0,6.9,6.7,6.7,6.6,6.8,6.9,6.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Romania,5.3,4.9,4.9,4.6,4.9,4.6,5.1,5.0,5.0,4.9,5.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Sweden,8.1,7.7,8.7,8.3,8.3,8.5,8.3,8.6,9.1,8.6,8.6,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Slovenia,3.7,3.7,3.7,3.7,3.7,3.8,4.0,4.2,4.5,4.7,4.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Slovakia,6.0,6.1,6.1,6.0,6.0,6.0,5.9,5.9,5.9,6.0,6.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,Türkiye,11.7,11.4,12.0,11.3,11.2,12.4,12.4,11.6,12.3,12.3,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Females,Percentage of population in the labour force,United States,3.4,3.9,3.9,3.8,3.7,4.0,4.1,4.1,3.9,4.0,4.2,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Austria,5.3,5.1,5.0,5.1,5.8,5.7,5.9,6.0,6.0,5.7,5.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Bosnia and Herzegovina,10.7,10.7,10.5,10.3,10.2,10.1,10.1,10.1,10.0,9.9,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Belgium,6.2,6.3,6.3,6.1,5.9,5.9,5.9,6.0,6.1,6.1,6.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Bulgaria,4.6,4.7,4.6,4.3,4.1,4.2,4.2,4.2,4.2,4.1,4.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Switzerland,3.9,3.9,3.9,3.9,4.0,4.1,4.3,4.5,4.6,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Cyprus,5.4,5.1,4.9,4.6,4.3,4.5,4.6,4.6,4.7,4.7,4.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Czechia,2.4,2.3,2.4,2.3,2.5,2.4,2.3,2.3,2.4,2.3,2.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Germany,3.4,3.5,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.6,3.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Denmark,6.0,5.8,5.6,5.9,5.4,5.7,5.4,5.8,6.2,5.3,6.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Euro area – 20 countries (from 2023),6.3,6.3,6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.1,6.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Estonia,7.1,7.3,6.9,6.9,7.4,7.7,8.2,7.7,8.3,8.0,8.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Greece,8.9,9.2,7.9,8.4,8.0,7.6,7.5,7.8,7.7,8.0,7.2,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Spain,10.6,10.6,10.5,10.3,10.3,10.3,10.3,10.2,10.2,10.1,10.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,European Union - 27 countries (from 2020),5.8,5.8,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.7,5.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Finland,8.4,8.3,9.3,9.4,9.2,9.4,10.1,8.8,9.5,9.9,9.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,France,7.7,7.6,7.5,7.3,7.4,7.6,7.7,7.8,7.8,7.8,7.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Croatia,5.0,4.9,4.9,4.8,4.8,4.9,4.9,4.8,4.8,4.7,4.6,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Hungary,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Ireland,4.3,4.0,4.1,4.3,4.3,4.3,4.4,4.0,4.0,4.1,4.1,4.2
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Iceland,4.0,4.0,3.9,3.8,3.7,3.7,3.6,3.7,3.8,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Italy,6.4,6.4,6.1,6.0,6.0,6.1,6.0,5.7,5.6,5.4,5.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Japan,2.5,2.7,2.7,2.8,2.9,2.6,2.7,2.5,2.7,2.8,2.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Lithuania,7.8,7.7,7.7,8.1,8.4,8.3,8.3,8.1,8.1,7.8,7.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Luxembourg,5.9,6.0,6.0,6.0,6.2,6.2,6.2,6.3,6.3,6.3,6.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Latvia,7.6,7.6,7.7,7.8,7.9,8.0,8.1,8.3,8.2,8.2,8.2,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Malta,3.5,3.6,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.1,3.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Netherlands,3.5,3.6,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Norway,4.5,3.7,4.2,4.5,4.3,4.3,4.0,4.2,4.2,4.2,3.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Poland,2.8,2.7,2.8,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Portugal,6.0,5.8,5.5,5.7,5.9,6.2,6.3,6.2,6.3,6.4,6.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Romania,5.5,5.5,5.4,5.6,5.5,5.5,6.1,6.0,6.1,5.7,5.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Sweden,8.2,8.4,8.5,8.7,8.0,7.9,8.9,8.1,8.1,8.1,8.1,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Slovenia,3.0,3.0,3.1,3.2,3.5,3.8,4.0,4.3,4.7,5.1,5.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Slovakia,5.2,5.1,5.0,5.0,4.9,4.8,4.7,4.7,4.6,4.6,4.6,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,Türkiye,7.6,7.3,6.9,7.2,7.1,7.5,7.0,7.0,6.8,6.9,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Males,Percentage of population in the labour force,United States,3.9,3.8,3.7,3.9,4.2,4.1,4.4,4.4,4.2,4.3,4.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Austria,5.0,4.7,5.0,5.0,5.1,5.2,5.2,5.3,5.6,5.6,5.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Bosnia and Herzegovina,13.1,13.1,13.0,12.7,12.6,12.6,12.6,12.6,12.5,12.5,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Belgium,5.7,5.7,5.7,5.6,5.6,5.5,5.6,5.7,5.8,5.8,5.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Bulgaria,4.6,4.6,4.5,4.2,4.0,4.0,4.0,4.0,4.0,4.0,3.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Switzerland,4.0,4.0,4.1,4.1,4.2,4.3,4.5,4.6,4.7,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Cyprus,5.4,5.2,5.1,4.9,4.7,4.8,4.8,4.7,4.5,4.5,4.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Czechia,3.0,2.7,2.9,2.8,2.7,2.7,2.7,2.7,2.8,2.6,2.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Germany,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Denmark,6.1,5.8,5.8,6.0,6.1,6.2,5.9,6.0,6.6,5.9,6.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Euro area – 20 countries (from 2023),6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.3,6.3,6.3,6.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Estonia,7.4,7.5,7.5,7.5,7.5,7.5,7.9,7.7,8.1,7.5,7.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Greece,11.3,11.4,10.4,10.5,10.4,9.4,9.6,9.4,9.4,9.8,9.6,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Spain,11.9,11.8,11.7,11.6,11.6,11.5,11.4,11.3,11.2,11.2,11.2,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,European Union - 27 countries (from 2020),6.1,6.1,6.0,6.0,6.0,6.0,6.0,5.9,5.9,5.9,5.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Finland,7.8,7.7,8.5,8.3,8.2,8.4,8.6,8.3,8.7,8.9,8.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,France,7.5,7.4,7.4,7.4,7.5,7.5,7.5,7.5,7.5,7.6,7.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Croatia,5.4,5.4,5.3,5.1,5.0,5.0,4.9,4.8,4.8,4.6,4.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Hungary,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.5,4.5,4.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Ireland,4.5,4.1,4.2,4.4,4.4,4.4,4.5,4.2,4.2,4.2,4.1,4.2
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Iceland,3.7,3.6,3.6,3.5,3.4,3.3,3.3,3.4,3.4,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Italy,7.2,7.2,6.9,6.7,6.7,6.7,6.3,6.1,6.0,5.8,5.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Japan,2.4,2.6,2.6,2.6,2.6,2.5,2.7,2.5,2.4,2.5,2.5,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Lithuania,7.4,7.5,7.5,7.5,7.4,7.2,7.5,7.4,7.5,6.9,6.9,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Luxembourg,5.9,5.9,5.9,5.9,6.0,6.0,6.1,6.1,6.1,6.2,6.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Latvia,6.9,6.9,6.9,7.0,7.0,6.9,6.8,6.9,6.8,6.8,6.8,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Malta,3.4,3.4,3.4,3.3,3.2,3.0,3.0,3.1,3.1,3.0,3.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Netherlands,3.6,3.7,3.6,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Norway,4.3,3.5,4.0,4.3,4.1,4.1,3.8,4.0,4.0,4.0,3.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Poland,3.0,2.9,2.9,2.8,2.9,2.9,3.0,3.0,3.0,3.1,3.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Portugal,6.4,6.5,6.4,6.3,6.4,6.5,6.5,6.4,6.6,6.6,6.7,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Romania,5.4,5.2,5.2,5.2,5.3,5.1,5.6,5.6,5.6,5.4,5.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Sweden,8.2,8.1,8.6,8.5,8.2,8.2,8.6,8.3,8.6,8.4,8.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Slovenia,3.3,3.3,3.4,3.4,3.6,3.8,4.0,4.2,4.6,4.9,5.2,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Slovakia,5.6,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.2,5.3,5.3,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,Türkiye,9.0,8.7,8.6,8.6,8.5,9.2,8.8,8.6,8.7,8.8,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Total,Percentage of population in the labour force,United States,3.7,3.9,3.8,3.9,4.0,4.1,4.3,4.2,4.1,4.1,4.2,:
