Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Estonia,124.2,154.4,169.7,164.5,169.75,154.58,166.98,168.04,180.0,180.97,173.57,173.34
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Greece,579.27,545.38,488.2,537.59,415.95,404.49,350.49,355.88,411.01,412.49,448.46,262.62
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Spain,2124.97,2171.2,2176.35,2256.85,2062.71,2063.68,1920.09,1914.66,2128.47,2172.7,1957.76,1939.02 p
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),:,:,:,25210.3,24138.62,23751.66,24212.28,22775.8,24076.38,24213.51,24231.38,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Finland,227.5,267.4,241.8,215.1,194.28,177.8,197.6,198.8,212.4,219.64,229.16,215.63
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),France,5319.15,5297.28,5480.21,5542.25,5332.08,5234.09,5244.25,4519.78 b,5276.73,4949.84,4998.28,4429.64
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Croatia,204.51,156.99,142.68,171.4,118.38,138.46,143.15,147.84,147.39,161.83,172.85,140.00 e
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Hungary,1090.48,1112.73,1029.32,1044.31,966.4,1026.15,1015.64,936.62,892.79,979.01,1053.12,921.89
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Ireland,60.6,71.61,65.33,67.92,67.05,57.98,63.48,46.99,62.33,67.23,55.78,47.8
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Iceland,:,:,0.00 n,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.1,0.06,0.05,0.05 e
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Italy,1902.16,1874.18,:,1912.42,1806.57,1821.73,1754.64,1711.22,1726.61,1776.73,1867.56,1697.75
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Lithuania,667.4,708.0,836.22,880.53,811.95,772.89,895.76,893.51,944.17,946.72,940.29,857.9
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Luxembourg,14.25,12.67,14.49,13.81,14.11,12.87,13.36,11.93,12.87,13.57,12.47,12.68
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Latvia,369.3,391.6,447.3,479.1,446.8,417.2,492.7,498.2,537.3,537.5,525.0,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.67,0.74,0.74,0.75 p,0.77 p,0.77 p,0.77 p,0.74 p,0.72 p,0.76 p,0.76 p,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),North Macedonia,80.98,76.69,73.06,79.83,72.86,70.99,68.85,69.77,70.37,70.11,69.52,66.71 e
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Malta,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Netherlands,153.0,142.0,142.47,127.33,115.92,111.66,120.55,108.91,118.14,123.8,129.54,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Norway,55.0,79.2,85.8,66.8,75.75,:,:,:,:,:,:,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Poland,2137.9,2338.8,2395.5,2364.08,2391.85,2417.23,2511.33,2391.0,2390.52,2518.44,2449.33,2384.24 e
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Portugal,52.18,47.83,39.74,38.2,29.02,27.03,28.53,30.14,28.66,31.05,24.74,26.51 p
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Romania,2103.99,2112.87,2106.59,2137.73,2052.92,2116.15,2168.37,2155.25,2175.08,2168.66,2317.69,2204.1
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Serbia,631.64,604.75,589.92,595.0,556.1,643.1,577.5,581.13,598.74,631.09,682.25,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Sweden,323.33,453.48,457.55,449.15,471.87,372.5,469.49,449.17,479.13,461.57,507.53,475.63
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Slovenia,31.76,33.12,30.73,31.46,28.02,27.82,26.73,27.29,26.79,27.56,28.71,27.98
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Slovakia,367.68,379.28,377.9,417.71,373.67,403.37,406.82,387.08,356.97,411.69,406.76,349.3
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Türkiye,7780.0,7922.0,7869.0,7674.0,7672.0,7305.0,6849.0,6922.0,6746.0,6628.0,6831.0,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),United Kingdom,1615.0,1936.0,1832.0,1823.0,1792.0,1747.7,1815.8,1415.13 p,:,:,:,:
Annual,Wheat and spelt,Area (cultivation/harvested/production) (1000 ha),Kosovo*,101.8,91.2,89.9,89.1,80.5,81.1,80.3,:,79.97,79.98,80.03,:
Annual,Wheat and spelt,EU standard humidity (%),Albania,:,14.0,14.0,14.0,:,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Austria,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Bosnia and Herzegovina,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Belgium,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Bulgaria,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Switzerland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Cyprus,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Czechia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Germany,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Denmark,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Estonia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Greece,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Spain,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),European Union - 27 countries (from 2020),14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Finland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),France,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Croatia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Hungary,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Ireland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Iceland,:,:,14.0,14.0,14.0,:,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Italy,14.0,14.0,:,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Lithuania,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Luxembourg,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Latvia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Montenegro,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),North Macedonia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Malta,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Netherlands,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Norway,14.0,14.0,14.0,14.0,14.0,:,:,:,:,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Poland,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Portugal,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Romania,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Serbia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),Sweden,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Slovenia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Slovakia,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Annual,Wheat and spelt,EU standard humidity (%),Türkiye,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:
Annual,Wheat and spelt,EU standard humidity (%),United Kingdom,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:,:,:,:
Annual,Wheat and spelt,EU standard humidity (%),Kosovo*,14.0,14.0,14.0,14.0,14.0,14.0,14.0,:,14.0,14.0,14.0,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Albania,:,276.74,271.8,271.8,:,237.51,233.2,233.4,225.2,233.1,233.6,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Austria,1597.71,1804.02,1715.7,1965.54,1434.38,1367.06,1596.88,1652.74,1547.6,1712.53,1744.82,1576.01
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,268.24 e,172.03 e,215.49 e,310.17 e,292.10 e,299.25 e,267.85 e,325.55 e,325.64 e,226.68 b,230.66 p,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Belgium,1847.89,1892.2,2069.02,1431.44,1690.84,1661.86,1902.38,1741.48,1629.18,1851.87,1791.17,1275.64 p
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Bulgaria,5652.17,5458.99,5140.14,5942.78,6318.08,5954.52,6319.63,4847.94,7342.99,6447.77,6854.76,6994.78
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Switzerland,488.36,557.07,533.21,391.11,536.65,502.85,503.02,534.66,464.24,484.13,447.04,313.70 e
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Cyprus,15.66,4.53,36.06,7.1,17.11,15.33,29.47,34.65,25.93,31.1,27.85 p,25.27 e
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Czechia,4700.7,5442.35,5274.27,5454.66,4718.21,4417.84,4812.16,4902.41,4960.93,5188.69,5262.36,4658.62
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Germany,25019.1,27784.8,26549.5,24463.8,24481.6,20263.5,23062.6,22172.1,21459.2,22587.3,21535.9,18643.1
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Denmark,4097.0,5093.38,4971.51,4152.65,4777.89,2623.93,4642.09,4070.41,4047.09,4165.4,3556.26,3349.2
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Estonia,406.8,615.5,812.6,455.5,713.26,450.27,846.58,840.52,736.27,854.12,694.12,756.19
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Greece,1716.05,1737.3,1190.11,1665.35,1023.9,1072.94,979.22,1095.15,1159.19,1203.26,1309.18,829.55
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Spain,7924.91,6621.89,6627.04,8199.69,5033.04,8322.51,6041.17,8143.51,8564.63,6508.8,4049.23,7431.41 p
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),132270.22,140561.88,:,130529.68,136885.41,124510.72,139432.18,126418.09,138180.51,134304.18,133480.77,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Finland,881.53,1103.38,1005.94,834.44,812.24,501.6,914.18,686.62,687.16,844.24,749.03,764.6
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),France,38188.22,38538.23,42252.93,28975.44,38228.15,35424.14,40604.96,30181.14 b,36559.45,34632.38,35995.57,26461.07
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Croatia,1010.56,658.37,771.85,969.05,695.59,753.06,803.27,867.53,986.93,971.47,834.23,849.77 e
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Hungary,5028.89,5261.89,5331.43,5603.18,5246.26,5258.43,5377.71,5121.48,5290.14,4354.71,5941.99,5338.73
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Ireland,524.84,678.55,653.41,610.24,634.4,485.48,595.36,364.92,628.08,701.24,483.11,369.2
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Iceland,:,:,0.00 n,0.00 n,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.2,0.1,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Italy,7510.13,7317.15,:,8236.95,7139.01,7104.65,6739.47,6716.18,7294.57,6609.52,6894.47,6213.21
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Lithuania,2871.3,3230.6,4394.08,3844.49,3917.37,2838.9,3843.85,4818.75,4248.85,4482.76,4455.39,4234.7
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Luxembourg,90.0,77.04,92.01,70.15,77.55,79.65,82.26,72.4,76.14,85.89,72.36,67.51
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Latvia,1435.0,1467.5,2250.1,2062.3,2138.8,1431.6,2371.0,2659.6,2407.7,2539.4,2136.8,2250.8
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Montenegro,2.33,2.18,2.13,2.38 p,2.49 p,2.50 p,2.17 p,2.27 p,2.08 p,2.07 p,2.14 p,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),North Macedonia,261.97,291.3,203.56,310.0,202.44,243.91,242.71,248.89,246.51,227.24,217.67,230.24 e
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Netherlands,1303.95,1273.67,1269.81,995.2,1032.21,961.92,1130.53,931.83,947.25,1162.86,1096.82,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Norway,210.52,385.07,489.44,305.79,395.83,:,:,:,:,:,170.0,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Poland,9374.91,11493.48,10753.93,10626.45,11448.66,9637.62,10807.49,12515.06,11893.55,13195.12,12932.39,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Portugal,95.22,102.24,83.2,93.16,61.69,70.11,77.07,83.5,69.44,61.92,34.67,66.44 p
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Romania,7296.37,7584.81,7962.42,8431.13,10034.96,10143.67,10297.11,6392.37,10433.75,8684.24,9624.07,10148.67
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Serbia,2690.27,2387.2,2428.2,2885.0,2275.6,2941.6,2534.64,2873.5,3442.31,3109.83,3448.7,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Sweden,1868.6,3086.4,3300.4,2841.6,3298.6,1620.3,3476.8,3214.3,3027.8,3228.7,2768.2,2919.5
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Slovenia,138.24,173.24,157.06,163.17,140.96,121.9,139.81,158.18,154.45,150.75,145.42,153.02
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Slovakia,1674.48,2060.36,2082.13,2434.22,1770.66,1927.93,1939.13,2133.33,2002.24,2048.15,2490.6,1934.7
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Türkiye,22064.0,19006.0,22605.0,21467.53,22407.29,20664.59,19799.52,21338.47,18388.84,20578.83,22923.01,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),United Kingdom,11851.69,16509.45,16348.4,14215.76,14664.48,13397.38,16035.85,10015.17 p,:,:,:,:
Annual,Wheat and spelt,Harvested production in EU standard humidity (1000 t),Kosovo*,391.7,328.20 e,304.4,365.7,320.1,280.6,285.0,:,322.02,330.91,303.5,:
