Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Trešnjevka (R) - Zagreb ZK,Passenger trains,Number,110.0
Annual,Zagreb Resnik - Zagreb Borongaj,Goods trains,Number,23.0
Annual,Zagreb Resnik - Zagreb Borongaj,Passenger trains,Number,88.0
Annual,Mi?evac - Sava,Goods trains,Number,331.0
Annual,Mi?evac - Sava,Passenger trains,Number,13.0
Annual,Velika Gorica - Mi?evac,Goods trains,Number,463.0
Annual,Velika Gorica - Mi?evac,Passenger trains,Number,15.0
Annual,Mi?evac - Zagreb RK OS,Goods trains,Number,134.0
Annual,Mi?evac - Zagreb RK OS,Passenger trains,Number,1.0
Annual,Zagreb RK PS - Zagreb Klara Mlaka,Goods trains,Number,110.0
Annual,Zagreb RK PS - Zagreb Klara Mlaka,Passenger trains,Number,0.0
Annual,Zagreb RK PS - Zagreb RK OS S461,Goods trains,Number,277.0
Annual,Zagreb RK PS - Zagreb RK OS S461,Passenger trains,Number,0.0
Annual,Trešnjevka (S) - Zagreb GK,Goods trains,Number,25.0
Annual,Trešnjevka (S) - Zagreb GK,Passenger trains,Number,5135.0
Annual,Zagreb Klara - Trešnjevka (S),Goods trains,Number,3644.0
Annual,Zagreb Klara - Trešnjevka (S),Passenger trains,Number,5246.0
Annual,Zagreb Klara Mlaka - Zagreb Klara,Goods trains,Number,1520.0
Annual,Zagreb Klara Mlaka - Zagreb Klara,Passenger trains,Number,4930.0
Annual,Sisak - Velika Gorica,Goods trains,Number,938.0
Annual,Sisak - Velika Gorica,Passenger trains,Number,4495.0
Annual,Sisak Caprag - Sisak,Goods trains,Number,897.0
Annual,Sisak Caprag - Sisak,Passenger trains,Number,5155.0
Annual,Sunja - Sisak Caprag,Goods trains,Number,249.0
Annual,Sunja - Sisak Caprag,Passenger trains,Number,2646.0
Annual,Novska - Sunja,Goods trains,Number,16.0
Annual,Novska - Sunja,Passenger trains,Number,1142.0
Annual,Zagreb RK OS - Zagreb RK OS S461,Goods trains,Number,2553.0
Annual,Zagreb RK OS - Zagreb RK OS S461,Passenger trains,Number,7.0
Annual,Trešnjevka (S) - Trešnjevka (R),Goods trains,Number,3625.0
Annual,Trešnjevka (S) - Trešnjevka (R),Passenger trains,Number,110.0
Annual,Velika Gorica - Zagreb Klara Mlaka,Goods trains,Number,481.0
Annual,Velika Gorica - Zagreb Klara Mlaka,Passenger trains,Number,4929.0
Annual,Botovo - Koprivnica DG,Goods trains,Number,3838.0
Annual,Botovo - Koprivnica DG,Passenger trains,Number,333.0
Annual,Koprivnica - Botovo,Goods trains,Number,4436.0
Annual,Koprivnica - Botovo,Passenger trains,Number,335.0
Annual,Križevci - Koprivnica,Goods trains,Number,4614.0
Annual,Križevci - Koprivnica,Passenger trains,Number,4074.0
Annual,Dugo Selo - Gradec,Goods trains,Number,4568.0
Annual,Dugo Selo - Gradec,Passenger trains,Number,5444.0
Annual,Trešnjevka (R) - Zagreb GK,Goods trains,Number,46.0
Annual,Trešnjevka (R) - Zagreb GK,Passenger trains,Number,5244.0
Annual,Delta - Trešnjevka (R),Goods trains,Number,593.0
Annual,Delta - Trešnjevka (R),Passenger trains,Number,5245.0
Annual,Karlovac - Delta,Goods trains,Number,3899.0
Annual,Karlovac - Delta,Passenger trains,Number,5081.0
Annual,Oštarije - Karlovac,Goods trains,Number,4158.0
Annual,Oštarije - Karlovac,Passenger trains,Number,4339.0
Annual,Ogulin - Oštarije,Goods trains,Number,3900.0
Annual,Ogulin - Oštarije,Passenger trains,Number,3372.0
Annual,Moravice - Ogulin,Goods trains,Number,3235.0
Annual,Moravice - Ogulin,Passenger trains,Number,2318.0
Annual,Lokve - Moravice,Goods trains,Number,3573.0
Annual,Lokve - Moravice,Passenger trains,Number,1522.0
Annual,Škrljevo - Lokve,Goods trains,Number,4983.0
Annual,Škrljevo - Lokve,Passenger trains,Number,1521.0
Annual,Sušak Pe?ine - Škrljevo,Goods trains,Number,2543.0
Annual,Sušak Pe?ine - Škrljevo,Passenger trains,Number,1836.0
Annual,Rijeka - Sušak Pe?ine,Goods trains,Number,2011.0
Annual,Rijeka - Sušak Pe?ine,Passenger trains,Number,1836.0
Annual,Gradec - Križevci,Goods trains,Number,4682.0
Annual,Gradec - Križevci,Passenger trains,Number,4131.0
Annual,Beli Manastir - Beli Manastir DG,Goods trains,Number,362.0
Annual,Beli Manastir - Beli Manastir DG,Passenger trains,Number,1042.0
Annual,Osijek - Beli Manastir,Goods trains,Number,404.0
Annual,Osijek - Beli Manastir,Passenger trains,Number,2917.0
Annual,Strizivojna Vrpolje - Osijek,Goods trains,Number,110.0
Annual,Strizivojna Vrpolje - Osijek,Passenger trains,Number,1666.0
Annual,Slavonski Šamac - Strizivojna Vrpolje,Goods trains,Number,480.0
Annual,Slavonski Šamac - Strizivojna Vrpolje,Passenger trains,Number,0.0
Annual,Slavonski Šamac DG - Slavonski Šamac,Goods trains,Number,473.0
Annual,Slavonski Šamac DG - Slavonski Šamac,Passenger trains,Number,0.0
Annual,Metkovi? - Metkovi? DG,Goods trains,Number,1170.0
Annual,Metkovi? - Metkovi? DG,Passenger trains,Number,0.0
Annual,Plo?e - Metkovi?,Goods trains,Number,1170.0
Annual,Plo?e - Metkovi?,Passenger trains,Number,0.0
Annual,Krpelj - Oštarije,Goods trains,Number,438.0
Annual,Krpelj - Oštarije,Passenger trains,Number,379.0
Annual,Vrhovine - Krpelj,Goods trains,Number,1260.0
Annual,Vrhovine - Krpelj,Passenger trains,Number,957.0
Annual,Gra?ac - Vrhovine,Goods trains,Number,1014.0
Annual,Gra?ac - Vrhovine,Passenger trains,Number,654.0
Annual,Knin - Gra?ac,Goods trains,Number,787.0
Annual,Knin - Gra?ac,Passenger trains,Number,653.0
Annual,Perkovi? - Knin,Goods trains,Number,921.0
Annual,Perkovi? - Knin,Passenger trains,Number,1757.0
Annual,Solin - Perkovi?,Goods trains,Number,747.0
Annual,Solin - Perkovi?,Passenger trains,Number,2759.0
Annual,Split Predgra?e - Solin,Goods trains,Number,25.0
Annual,Split Predgra?e - Solin,Passenger trains,Number,5697.0
Annual,Krpelj - Ogulin,Goods trains,Number,808.0
Annual,Krpelj - Ogulin,Passenger trains,Number,1269.0
Annual,Bibinje - Knin,Goods trains,Number,1.0
Annual,Bibinje - Knin,Passenger trains,Number,0.0
Annual,Zadar - Bibinje,Goods trains,Number,1.0
Annual,Zadar - Bibinje,Passenger trains,Number,0.0
Annual,Ražine - Perkovi?,Goods trains,Number,244.0
Annual,Ražine - Perkovi?,Passenger trains,Number,2039.0
Annual,Šibenik - Ražine,Goods trains,Number,0.0
Annual,Šibenik - Ražine,Passenger trains,Number,2039.0
Annual,Split - Split Predgra?e,Goods trains,Number,0.0
Annual,Split - Split Predgra?e,Passenger trains,Number,6032.0
Annual,Koprivnica - Varaždin,Goods trains,Number,272.0
Annual,Koprivnica - Varaždin,Passenger trains,Number,3185.0
Annual,Kloštar - Koprivnica,Goods trains,Number,335.0
Annual,Kloštar - Koprivnica,Passenger trains,Number,2688.0
Annual,Virovitica - Kloštar,Goods trains,Number,272.0
Annual,Virovitica - Kloštar,Passenger trains,Number,3366.0
Annual,P?eli? - Virovitica,Goods trains,Number,250.0
Annual,P?eli? - Virovitica,Passenger trains,Number,2779.0
Annual,Našice - P?eli?,Goods trains,Number,248.0
Annual,Našice - P?eli?,Passenger trains,Number,2466.0
Annual,Bizovac - Našice,Goods trains,Number,292.0
Annual,Bizovac - Našice,Passenger trains,Number,3265.0
Annual,Osijek - Bizovac,Goods trains,Number,336.0
Annual,Osijek - Bizovac,Passenger trains,Number,3582.0
Annual,Dalj - Osijek,Goods trains,Number,100.0
Annual,Dalj - Osijek,Passenger trains,Number,748.0
Annual,?akovec - ?akovec DG,Goods trains,Number,371.0
Annual,?akovec - ?akovec DG,Passenger trains,Number,1358.0
Annual,Kotoriba - ?akovec,Goods trains,Number,451.0
Annual,Kotoriba - ?akovec,Passenger trains,Number,3701.0
Annual,Kotoriba DG - Kotoriba,Goods trains,Number,377.0
Annual,Kotoriba DG - Kotoriba,Passenger trains,Number,0.0
Annual,Šapjane - Rijeka,Goods trains,Number,59.0
Annual,Šapjane - Rijeka,Passenger trains,Number,1600.0
Annual,Šapjane DG - Šapjane,Goods trains,Number,53.0
Annual,Šapjane DG - Šapjane,Passenger trains,Number,603.0
Annual,Vukovar Borovo Naselje - Vinkovci,Goods trains,Number,354.0
Annual,Vukovar Borovo Naselje - Vinkovci,Passenger trains,Number,1317.0
Annual,Vukovar - Vukovar Borovo Naselje,Goods trains,Number,253.0
Annual,Vukovar - Vukovar Borovo Naselje,Passenger trains,Number,1317.0
Annual,Bakar - Škrljevo,Goods trains,Number,2114.0
Annual,Bakar - Škrljevo,Passenger trains,Number,0.0
Annual,Rijeka Brajdica - Sušak Pe?ine,Goods trains,Number,526.0
Annual,Rijeka Brajdica - Sušak Pe?ine,Passenger trains,Number,0.0
Annual,Volinja - Sunja,Goods trains,Number,227.0
Annual,Volinja - Sunja,Passenger trains,Number,1537.0
Annual,Volinja DG - Volinja,Goods trains,Number,222.0
Annual,Volinja DG - Volinja,Passenger trains,Number,0.0
Annual,Dalj - Vukovar Borovo Naselje,Goods trains,Number,133.0
Annual,Dalj - Vukovar Borovo Naselje,Passenger trains,Number,0.0
Annual,Erdut - Dalj,Goods trains,Number,123.0
Annual,Erdut - Dalj,Passenger trains,Number,637.0
Annual,Erdut DG - Erdut,Goods trains,Number,105.0
Annual,Erdut DG - Erdut,Passenger trains,Number,92.0
Annual,?akovec - Varaždin,Goods trains,Number,197.0
Annual,?akovec - Varaždin,Passenger trains,Number,5333.0
