Annual,Males,Number,Latvia,:,:,:,:,:,:,:,300.0,321.0,305.0,294.0,299.0,293.0,296.0,296.0,303.0,292.0,288.0,264.0,216.0,215.0,190.0,186.0
Annual,Males,Number,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.0,15.0,15.0,15.0,:,:,:,:
Annual,Males,Number,Norway,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,:,:,0.0,0.0,0.0,0.0,155.0,161.0,161.0,182.0
Annual,Males,Number,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:,:,:,:
Annual,Males,Number,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,317.0,: @C,: @C,: @C
Annual,Total,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,109 n,108 n,350.0,:,392.0,404.0,427.0,460.0
Annual,Total,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C
Annual,Total,Number,Switzerland,:,:,:,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25 e,20 e,20 e,:,:,:,:,:,:,:,:,:,:
Annual,Total,Number,Czechia,:,:,:,43.0,92.0,126.0,130.0,138.0,130.0,134.0,123.0,131.0,129.0,122.0,120.0,116.0,119.0,119.0,113.0,112.0,:,:,:
Annual,Total,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.0,7.0,8.0,8.0,7.0,:,:,:,:
Annual,Total,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1050.0,:
Annual,Total,Number,Croatia,39.0,36.0,323.0,280.0,290.0,290.0,299.0,302.0,305.0,296.0,291.0,298.0,330.0,344.0,343.0,340.0,356.0,372.0,381.0,387.0,394.0,380.0,379.0
Annual,Total,Number,Italy,:,:,833.0,823.0,772.0,752.0,694.0,694.0,695.0,673.0,687.0,690.0,695 p,:,:,:,:,620.0,278.0,274.0,258.0,252.0,167.0
Annual,Total,Number,Lithuania,:,:,99.0,139.0,165.0,238.0,274.0,256.0,212.0,300.0,275.0,264.0,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Number,Latvia,:,:,:,:,371.0,394.0,394.0,409.0,435.0,409.0,392.0,395.0,389.0,383.0,386.0,394.0,376.0,376.0,340.0,274.0,258.0,221.0,207.0
Annual,Total,Number,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.0,15.0,15.0,15.0,:,:,:,:
Annual,Total,Number,Netherlands,:,:,:,:,:,185.0,183.0,174.0,165.0,177.0,153.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Number,Norway,:,:,678.0,552.0,411.0,303.0,111.0,109.0,105.0,109.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,208.0,209.0,236.0
Annual,Total,Number,Poland,:,:,660.0,707.0,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:,:,:,:
Annual,Total,Number,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7078.0,7000.0,:,:,:
Annual,Total,Number,Slovakia,:,:,:,:,:,616.0,609.0,612.0,483.0,509.0,497.0,491.0,482.0,:,:,:,:,:,:,399.0,: @C,: @C,: @C
Annual,Total,Number,Türkiye,:,:,1839.0,1856.0,1891.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
