Time frequency,National accounts indicator (ESA 2010),Seasonal adjustment,Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area - 19 countries  (2015-2022),3247790.3,3311255.9,3382776.1,3445588.6,3507428.4,3575888.9,3617885.8,3643961.5,3686362.5,3717881.7,3742843.4,3778105.6
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),3263179.7,3327258.2,3399381.5,3462778.5,3525242.3,3594580.3,3637236.6,3663745.7,3706584.6,3738648.7,3764019.0,3799641.5
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,8314.0,8727.7,8960.3,9307.9,9389.6,9480.2,9503.7,9522.7,9656.7,9582.8,9775.9,9899.4
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Greece,48593.0,50508.4 p,51509.7 p,51904.3 p,53146.5 p,54765.7 p,56106.8 p,56133.9 p,57400.5 p,57906.2 p,59079.2 p,59311.3 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Spain,325087.0,331851.0 p,338571.0 p,344745.0 p,358462.0 p,369227.0 p,370217.0 p,374050.0 p,384830.0 p,390921.0 p,394345.0 p,399399.0 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),3834331.4,3910795.0,4001032.5,4076546.8,4145207.4,4231850.2,4284645.0,4313341.9,4371811.4,4418144.8,4453479.1,4498992.9
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Finland,64373.0,65103.0,66117.0,67159.0,67756.0,68361.0,68833.0,68175.0,67949.0,68988.0,69132.0,69523.0
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),France,643931.8,649890.9,656131.3,669454.2,678530.3,691445.6,704915.1,710461.6,719557.1,723630.1,725768.6,735305.2
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,15371.2,15988.7,16594.1,17179.1,17802.2,18677.5 p,19335.4 p,19768.2 p,20206.1 p,20752.0 p,21161.5 p,21522.4 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,40977.1,42893.2,42188.8,41821.7,42298.1,46100.7 p,49694.3 p,50043.0 p,50917.8 p,51042.3 p,51775.0 p,51807.9 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,115640.7,123070.5,129434.6,134781.3,133206.5,128281.1,129216.4,125810.3,127285.8,128001.7,128610.7,133431.8
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Italy,476638.7,484478.2,497747.1,502763.9,510947.8,525434.7,531652.0,534923.0,536805.4,541741.9,544147.4,548219.8
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,15036.5,16050.3,16706.9,17261.8,17428.8,18073.0,18436.5,18617.3,18676.7,19032.7,19466.2,19770.4
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,19215.6,19170.6,19354.9,19648.4,19574.5,19806.5,20021.3,19856.3,19965.9,20289.2 p,20743.9 p,20795.3 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,8492.4,8984.1,8965.3,9079.2,9066.5,9919.1,9768.4,9378.1,10026.4,9837.8,9973.2,9665.4
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,1318.3,1386.4,1458.4,1496.0,1580.4,1657.1,1730.5,1765.1,1791.9,1824.3 p,1865.4 p,1888.8
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),North Macedonia,3039.2,3122.3,3299.2,3330.0,3510.5,3562.2 p,3574.1 p,3684.5 p,3730.4 p,3726.7 e,3838.5 e,3955.4 e
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Malta,4371.3,4275.9,4513.5,4640.6,4826.4,4859.0,5050.7,5258.9,5366.8,5466.4,5630.1,5682.2
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Netherlands,230906.8,238976.6,245664.0,251763.5,257302.1,261379.6,265279.5,268958.5,272030.5,277043.3,281171.8,285049.5
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Norway,125219.8,135316.3,140387.0,159059.1,129872.3,120455.4,109682.5,108190.4,110949.3,112376.2,115306.5,:
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Poland,151188.1,158046.7,163510.7,166827.0,172203.2,177353.1,186418.0,189568.4,196226.4,202491.0,207900.9,212202.0
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Portugal,56704.3,58685.9,60176.9,61605.8,63488.5,65732.5 e,66405.0 e,67211.6 e,68035.2 e,69636.8 e,70396.4 e,71339.9 e
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Romania,63214.9,66747.1,69906.1,71966.9,73153.9,78751.1 p,79389.3 p,81775.8 p,84410.1 p,85910.2 p,88586.4 p,89690.9 p
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Serbia,14843.8,15030.6,15737.3,16002.3,16628.6,18164.4,18447.1,18934.6,19623.3,19840.7,20265.4,20715.6
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Sweden,141189.0,134751.1,138790.2,139438.8,137770.3,136924.8,134269.9,133013.9,136984.6,141645.5,139070.5,140341.5
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Slovenia,13596.9,13484.0,14019.7,14591.1,14779.9,15583.4,16017.0,16037.6,16517.6,16435.5,16488.7,16671.1
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Slovakia,26262.9,26579.3,27205.8,27819.6,28484.0,29581.2,30355.1,31220.2,31762.4,32092.4,32406.0,32591.3
Quarterly,Gross domestic product at market prices,Seasonally and calendar adjusted data,Million euro (SCA),Türkiye,171889.4,178524.9,210759.3,226206.5,240632.1,252549.0,253839.3,253961.9,267134.4,283887.1,295962.0,309322.5
