Time frequency,Unit of measure,Sex,Age class,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Per thousand inhabitants,Females,Total,Slovenia,2.1,1.9,2.0,8.4,0.9,1.0,1.0,0.9,0.9,1.0
Annual,Per thousand inhabitants,Females,Total,Slovakia,1.2,1.2,1.1,1.1,1.0,0.8,0.9,0.8,0.8,0.9
Annual,Per thousand inhabitants,Females,Total,Türkiye,:,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,Total,United Kingdom,1.4,1.3,1.4,1.4,1.5,1.5,1.6,:,:,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Albania,:,:,:,:,:,:,:,:,0.1 d,0.0 d
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Austria,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Belgium,0.6,0.6,0.6,0.8,0.7,0.7,0.7,0.7,0.7,0.7
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Bulgaria,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Switzerland,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Cyprus,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Czechia,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Germany,1.0,1.1,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Denmark,0.8,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.9,0.8
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Estonia,0.5,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Greece,0.2,0.2 d,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Spain,0.5,0.5,0.6,0.7,0.7,0.9,0.6,0.5,0.6,0.6
Annual,Per thousand inhabitants,Females,From 25 to 34 years,European Union - 27 countries (from 2020),:,:,0.6 d,0.7 d,0.6 d,0.6 d,0.6 d,0.5,0.6,0.6 d
Annual,Per thousand inhabitants,Females,From 25 to 34 years,European Union - 28 countries (2013-2020),0.6,0.6,0.7 d,0.7 d,0.7 d,0.7 d,0.6 d,:,:,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Finland,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,France,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.7
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Croatia,0.4,0.4,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Hungary,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Ireland,0.7,0.9,0.6,0.8,0.7,0.7 d,0.8 d,0.7 d,0.8 d,0.8 d
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Iceland,0.3,0.5,0.2,0.4,0.3,0.3,0.4,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Italy,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5 p,0.5,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Liechtenstein,1.1,0.6,0.6,1.3,1.3,0.9,0.6,0.6,0.8,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Lithuania,0.5,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Luxembourg,0.3,0.3,0.5,0.4,0.7,0.5,0.4,0.3,0.5,0.6
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Latvia,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2
Annual,Per thousand inhabitants,Females,From 25 to 34 years,North Macedonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Malta,0.1,0.0,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.1
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Netherlands,0.8,0.9,0.9,1.0,0.9,0.9,:,0.8 e,1.0 e,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Norway,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5,:
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Poland,0.3,0.2,0.3 d,0.3 e,0.2 d,0.3 e,0.3 e,0.2 de,0.2,0.3
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Portugal,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Romania,0.6,: d,: d,: d,: d,0.2 d,0.2 d,0.3 d,0.3 d,0.3
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Serbia,:,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Sweden,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.5
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Slovenia,1.4,1.1,1.1,2.5,0.6,0.6,0.5,0.5,0.5,0.6
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Slovakia,1.0,1.0,0.9,0.9,0.7,0.7,0.6,0.6,0.7,0.7
Annual,Per thousand inhabitants,Females,From 25 to 34 years,Türkiye,:,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1
Annual,Per thousand inhabitants,Females,From 25 to 34 years,United Kingdom,0.9,0.8,0.9,0.9,0.9,0.9,0.9,:,:,:
Annual,Per thousand inhabitants,Males,Total,Albania,:,:,:,:,:,:,:,:,0.3,0.2
Annual,Per thousand inhabitants,Males,Total,Austria,1.1,1.1,1.1,1.1,1.2,1.3,1.1,1.1,1.1,1.0
Annual,Per thousand inhabitants,Males,Total,Belgium,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.1,1.1,1.1
Annual,Per thousand inhabitants,Males,Total,Bulgaria,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Annual,Per thousand inhabitants,Males,Total,Switzerland,1.9,2.0,1.9,1.9,2.0,2.0,2.0,2.0,2.0,:
Annual,Per thousand inhabitants,Males,Total,Cyprus,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.3,0.4
Annual,Per thousand inhabitants,Males,Total,Czechia,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.9,0.9
Annual,Per thousand inhabitants,Males,Total,Germany,1.5,1.5,1.6,1.5,1.5,1.4,1.5,1.4,1.5,1.4
Annual,Per thousand inhabitants,Males,Total,Denmark,1.6,1.7,1.7,1.7,1.6,1.5,1.4,1.3,1.3,1.2
Annual,Per thousand inhabitants,Males,Total,Estonia,0.5,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.6,0.7
Annual,Per thousand inhabitants,Males,Total,Greece,0.6,0.6,0.7,0.8,0.8,0.7,0.8,0.7,0.9,1.0
Annual,Per thousand inhabitants,Males,Total,Spain,0.8,0.9,1.0,1.3,1.8,1.5,0.9,0.9,1.1,1.1
Annual,Per thousand inhabitants,Males,Total,European Union - 27 countries (from 2020),0.9,0.9,1.0,1.0,1.0,1.0 d,0.9 d,0.8,0.9,1.0 d
Annual,Per thousand inhabitants,Males,Total,European Union - 28 countries (2013-2020),1.0,1.0,1.1,1.1,1.1,1.1 d,1.0 d,:,:,:
Annual,Per thousand inhabitants,Males,Total,Finland,1.4,1.4,1.4,1.4,1.2,1.3,1.2,1.3,1.1,1.1
Annual,Per thousand inhabitants,Males,Total,France,1.0,0.9,1.1,1.0,0.9,1.0,0.9,0.8,0.9,1.0
Annual,Per thousand inhabitants,Males,Total,Croatia,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.5,0.7,0.9
Annual,Per thousand inhabitants,Males,Total,Hungary,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7
Annual,Per thousand inhabitants,Males,Total,Ireland,1.1,1.3,1.1,1.2,1.1,1.1 d,1.2 d,1.1 d,1.1 d,1.2 d
Annual,Per thousand inhabitants,Males,Total,Iceland,0.6,0.8,0.7,0.5,0.4,0.5,0.8,0.5,0.7,0.7
Annual,Per thousand inhabitants,Males,Total,Italy,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6 p,0.7,0.7
Annual,Per thousand inhabitants,Males,Total,Liechtenstein,1.1,2.8,1.5,3.5,3.5,1.9,4.2,2.1,2.5,:
Annual,Per thousand inhabitants,Males,Total,Lithuania,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.5
Annual,Per thousand inhabitants,Males,Total,Luxembourg,0.5,0.6,0.7,0.7,0.9,1.0,0.7,0.9,0.9,1.2
Annual,Per thousand inhabitants,Males,Total,Latvia,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.3
Annual,Per thousand inhabitants,Males,Total,North Macedonia,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.4
Annual,Per thousand inhabitants,Males,Total,Malta,0.2,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.6,0.7
Annual,Per thousand inhabitants,Males,Total,Netherlands,1.1,1.2,1.2,1.2,1.2,1.1,:,1.0 e,1.2 e,:
Annual,Per thousand inhabitants,Males,Total,Norway,1.2,1.1,1.0,1.0,1.0,1.0,1.1,1.1,1.1,:
Annual,Per thousand inhabitants,Males,Total,Poland,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.3
Annual,Per thousand inhabitants,Males,Total,Portugal,0.8,0.9,0.9,0.9,0.8,0.9,0.9,0.8,0.9,1.0
Annual,Per thousand inhabitants,Males,Total,Romania,0.9,0.7,0.7,0.4,0.3,0.3,0.4,0.4,0.5,0.5
Annual,Per thousand inhabitants,Males,Total,Serbia,:,0.4,0.5,0.5,0.7,0.4,0.5,0.4,0.4,0.4
Annual,Per thousand inhabitants,Males,Total,Sweden,1.5,1.6,1.6,1.5,1.5,1.2,1.3,1.1,1.1,1.1
Annual,Per thousand inhabitants,Males,Total,Slovenia,1.8,1.5,1.5,5.3,1.0,0.8,0.9,0.8,0.8,0.9
Annual,Per thousand inhabitants,Males,Total,Slovakia,1.2,1.3,1.1,1.0,1.0,0.9,0.9,0.8,0.9,0.9
Annual,Per thousand inhabitants,Males,Total,Türkiye,:,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.4
Annual,Per thousand inhabitants,Males,Total,United Kingdom,1.6,1.5,1.6,1.7,1.7,1.7,1.7,:,:,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Albania,:,:,:,:,:,:,:,:,0.0 d,0.0 d
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Austria,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Belgium,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Bulgaria,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Switzerland,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Cyprus,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Czechia,0.6,0.7,0.7,0.6,0.7,0.7,0.6,0.5,0.6,0.6
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Germany,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Denmark,1.2,1.3,1.3,1.3,1.2,1.1,1.1,1.0,1.1,1.0
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Estonia,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Greece,0.3,0.2 d,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.4
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Spain,0.4,0.4,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.6
Annual,Per thousand inhabitants,Males,From 25 to 34 years,European Union - 27 countries (from 2020),:,:,0.7 d,0.7 d,0.7 d,0.7 d,0.7 d,0.6,0.7,0.7 d
Annual,Per thousand inhabitants,Males,From 25 to 34 years,European Union - 28 countries (2013-2020),0.7,0.7,0.7 d,0.7 d,0.7 d,0.7 d,0.7 d,:,:,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Finland,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.5,0.5
Annual,Per thousand inhabitants,Males,From 25 to 34 years,France,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.6,0.7,0.8
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Croatia,0.3,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.5
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Hungary,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.4
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Ireland,0.8,0.9,0.7,0.8,0.7,0.7 d,0.8 d,0.7 d,0.7 d,0.7 d
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Iceland,0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.3,0.4,0.3
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Italy,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5 p,0.5,0.5
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Liechtenstein,0.4,0.9,0.9,1.3,1.3,0.6,1.5,0.8,0.6,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Lithuania,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Luxembourg,0.4,0.5,0.6,0.6,0.7,0.7,0.6,0.8,0.8,1.0
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Latvia,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Annual,Per thousand inhabitants,Males,From 25 to 34 years,North Macedonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Malta,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,:,0.8 e,1.0 e,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Norway,0.7,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,:
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Poland,0.2,0.2,0.2 d,0.2 e,0.2 d,0.2 e,0.2 e,0.1 de,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Portugal,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.4
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Romania,0.5,: d,: d,: d,: d,0.2 d,0.2 d,0.2 d,0.2 d,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Serbia,:,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Sweden,1.0,1.0,1.0,1.0,0.9,0.8,0.8,0.7,0.7,0.7
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Slovenia,1.3,0.9,0.9,1.6,0.7,0.5,0.5,0.5,0.5,0.6
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Slovakia,0.8,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6
Annual,Per thousand inhabitants,Males,From 25 to 34 years,Türkiye,:,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2
Annual,Per thousand inhabitants,Males,From 25 to 34 years,United Kingdom,1.0,1.0,1.0,1.1,1.1,1.1,1.1,:,:,:
Annual,Per thousand inhabitants,Total,Total,Albania,:,:,:,:,:,:,:,:,0.9,0.6
Annual,Per thousand inhabitants,Total,Total,Austria,2.0,2.0,1.9,1.9,2.2,2.3,1.8,1.8,1.8,1.8
Annual,Per thousand inhabitants,Total,Total,Belgium,1.7,1.8,1.9,2.0,2.0,2.1,2.0,1.9,2.0,2.0
Annual,Per thousand inhabitants,Total,Total,Bulgaria,1.2,1.4,1.5,1.5,1.5,1.5,1.4,1.3,1.4,1.4
Annual,Per thousand inhabitants,Total,Total,Switzerland,3.3,3.5,3.4,3.4,3.6,3.6,3.7,3.7,3.8,:
Annual,Per thousand inhabitants,Total,Total,Cyprus,0.4,0.4,0.6,0.7,0.7,0.8,0.9,1.0,0.9,0.9
Annual,Per thousand inhabitants,Total,Total,Czechia,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.4,1.7,1.6
Annual,Per thousand inhabitants,Total,Total,Germany,2.7,2.8,2.9,2.8,2.7,2.6,2.7,2.5,2.7,2.7
Annual,Per thousand inhabitants,Total,Total,Denmark,2.9,3.2,3.3,3.2,3.2,2.9,2.8,2.5,2.7,2.5
Annual,Per thousand inhabitants,Total,Total,Estonia,1.2,1.1,1.1,1.2,1.3,1.3,1.3,1.2,1.3,1.4
Annual,Per thousand inhabitants,Total,Total,Greece,1.0,1.1,1.3,1.5,1.5,1.3,1.5,1.4,1.7,1.9
Annual,Per thousand inhabitants,Total,Total,Spain,1.6,1.8,1.9,2.6,3.7,3.2,1.8,1.8,2.1,2.1
Annual,Per thousand inhabitants,Total,Total,European Union - 27 countries (from 2020),1.8,1.8,1.9,1.9,1.9,1.9 d,1.7 d,1.6,1.8,1.8 d
Annual,Per thousand inhabitants,Total,Total,European Union - 28 countries (2013-2020),1.9,1.9,2.0,2.1,2.1,2.1 d,2.0 d,:,:,:
Annual,Per thousand inhabitants,Total,Total,Finland,2.8,2.9,2.9,2.9,2.6,2.6,2.5,2.7,2.3,2.3
Annual,Per thousand inhabitants,Total,Total,France,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.5,1.6,1.8
Annual,Per thousand inhabitants,Total,Total,Croatia,1.4,1.5,1.6,1.2,1.3,1.3,1.4,1.2,1.5,1.8
Annual,Per thousand inhabitants,Total,Total,Hungary,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.4
Annual,Per thousand inhabitants,Total,Total,Ireland,2.1,2.5,2.1,2.4,2.2,2.3 d,2.5 d,2.3 d,2.5 d,2.5 d
Annual,Per thousand inhabitants,Total,Total,Iceland,1.2,1.9,1.4,1.5,1.3,1.2,1.7,1.3,1.4,1.6
Annual,Per thousand inhabitants,Total,Total,Italy,1.5,1.5,1.5,1.4,1.4,1.2,1.2,1.2 p,1.3,1.4
Annual,Per thousand inhabitants,Total,Total,Liechtenstein,2.6,3.7,2.8,5.7,5.6,3.5,5.7,3.2,3.8,:
Annual,Per thousand inhabitants,Total,Total,Lithuania,1.2,1.1,1.1,0.9,0.9,0.9,0.9,0.9,1.0,1.1
Annual,Per thousand inhabitants,Total,Total,Luxembourg,0.8,1.0,1.3,1.2,1.7,1.5,1.1,1.4,1.5,2.1
Annual,Per thousand inhabitants,Total,Total,Latvia,1.1,0.9,0.9,0.7,0.5,0.5,0.5,0.5,0.6,0.8
Annual,Per thousand inhabitants,Total,Total,North Macedonia,0.7,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.8
Annual,Per thousand inhabitants,Total,Total,Malta,0.4,0.3,0.5,0.5,0.7,0.7,0.5,0.7,1.4,1.2
Annual,Per thousand inhabitants,Total,Total,Netherlands,2.1,2.2,2.3,2.4,2.2,2.2,:,2.0 e,2.3 e,:
Annual,Per thousand inhabitants,Total,Total,Norway,2.3,2.1,2.0,1.9,2.1,2.1,2.2,2.1,2.2,:
Annual,Per thousand inhabitants,Total,Total,Poland,0.6,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.6,0.7
Annual,Per thousand inhabitants,Total,Total,Portugal,1.9,2.0,1.9,2.0,1.8,2.0,1.9,1.7,1.9,2.1
Annual,Per thousand inhabitants,Total,Total,Romania,1.9,1.4,1.5,0.8,0.7,0.7,0.8,0.9,1.1,1.0
Annual,Per thousand inhabitants,Total,Total,Serbia,:,0.8,1.1,1.1,1.7,1.0,0.9,0.9,0.8,0.9
Annual,Per thousand inhabitants,Total,Total,Sweden,2.8,2.9,2.9,2.7,2.7,2.3,2.3,2.1,2.0,2.2
Annual,Per thousand inhabitants,Total,Total,Slovenia,4.0,3.5,3.5,13.8,1.9,1.8,1.9,1.7,1.6,1.9
Annual,Per thousand inhabitants,Total,Total,Slovakia,2.4,2.5,2.2,2.1,2.0,1.7,1.8,1.7,1.7,1.8
Annual,Per thousand inhabitants,Total,Total,Türkiye,:,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8
Annual,Per thousand inhabitants,Total,Total,United Kingdom,3.0,2.9,3.0,3.1,3.1,3.3,3.3,:,:,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Albania,:,:,:,:,:,:,:,:,0.1 d,0.1 d
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Austria,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Belgium,1.3,1.4,1.4,1.5,1.5,1.6,1.6,1.4,1.5,1.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Bulgaria,0.4,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Switzerland,2.6,2.7,2.6,2.7,2.8,2.8,2.9,2.9,3.0,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Cyprus,0.3,0.3,0.3,0.5,0.4,0.6,0.6,0.5,0.5,0.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Czechia,1.1,1.2,1.2,1.1,1.2,1.2,1.1,0.9,1.0,1.1
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Germany,2.2,2.3,2.3,2.2,2.1,2.1,2.1,2.0,2.1,2.0
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Denmark,2.0,2.3,2.3,2.2,2.2,2.0,2.0,1.8,1.9,1.8
