Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),European Union - 27 countries (from 2020),0.9,1.7,0.6,1.1,0.7,-1.6,-0.3,-0.8,0.0,-0.9,0.1,0.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Finland,1.7,-6.0,-0.3,-2.5,-0.8,5.1,-1.7,-2.5,-1.7,-0.1,1.6,2.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),France,-0.5,-0.5,-0.3,0.3,-0.4,1.1,1.9,0.0,0.6,-0.6,-0.8,0.0
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Croatia,1.5,16.1,-8.1,-4.6,2.6,3.5 p,-0.9 p,-2.0 p,-0.5 p,-3.2 p,2.2 p,3.9 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Hungary,1.4,4.1,1.4,0.1,-0.9,-2.9 p,0.7 p,1.8 p,-4.1 p,-0.4 p,-1.4 p,-0.5 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Ireland,-6.9,13.7,1.0,7.1,7.6,-27.7,2.5,-7.7,-6.7,-6.9,1.3,15.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Italy,1.0,1.3,1.5,-0.4,-0.5,-0.3,-0.3,-0.1,0.5,-0.9,-0.7,-1.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Lithuania,3.8,2.4,-1.4,-1.3,-1.7,-2.4,1.6,0.0,-0.9,1.0,1.5,3.7
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Luxembourg,11.8,-11.5,-10.4,3.5,2.9,1.7,-2.4,6.2,-2.2,-1.3 p,1.4 p,-0.4 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Latvia,-3.5,-2.7,-1.1,-2.7,-1.6,10.4,-9.4,-0.4,0.1,-0.3,-1.1,-0.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),North Macedonia,0.7,-5.4,-0.1,0.7,1.3,-1.4 p,1.1 p,1.4 p,0.6 p,-1.7 e,0.7 e,-2.0 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Malta,-3.7,-1.5,5.4,5.6,1.4,-1.4,1.3,1.0,2.8,3.5,2.1,0.0
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Netherlands,2.5,0.8,0.2,-0.4,0.0,0.3,-1.4,-2.5,1.2,-3.0,2.9,1.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Norway,-0.1,-0.1,-0.9,0.7,0.0,0.0,0.1,0.2,0.2,0.9,0.5,:
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Poland,2.0,13.2,-0.9,0.4,-3.8,2.3,-3.3,2.9,1.5,-2.3,4.0,-2.7
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Portugal,2.1,2.2,1.0,-0.3,-0.8,0.0 e,-1.2 e,-1.3 e,0.1 e,0.5 e,-0.7 e,1.0 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Romania,-2.8,-10.1,-0.4,3.2,2.1,-7.8 p,5.2 p,-0.5 p,-0.5 p,12.5 p,-2.5 p,-15.6 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Serbia,1.6,1.3,-0.5,-2.9,0.4,1.4,0.8,-0.1,0.7,1.0,0.6,3.9
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Sweden,4.5,-2.2,1.5,3.6,1.2,-7.0,-1.1,-0.7,-1.7,1.3,0.6,-2.0
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Slovenia,1.9,-8.0,2.3,2.6,0.0,-0.1,0.4,-0.3,0.8,0.7,0.8,1.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Slovakia,0.7,-1.9,-8.6,8.1,0.3,19.4,-6.1,5.6,1.4,-1.1,-1.6,5.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-1 (SCA),Türkiye,2.8,0.3,-0.5,-1.5,0.0,2.1,1.5,0.6,-0.8,1.8,-3.4,-0.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Albania,4.7,12.4,7.6,1.5,4.4,-0.8 p,-6.5 p,-7.4 p,-9.3 p,-9.0 p,-7.8 p,-6.5 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Austria,7.2,8.4,6.9,4.5,7.0,3.5,-1.4,-2.6,-6.1,-5.7,-5.7,-3.7
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Bosnia and Herzegovina,13.5,7.0,8.8,4.1,1.7,-1.3,-4.3,-1.7,-3.7,-5.0,-8.4,-6.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Belgium,-4.8,3.7,11.7,18.7,15.8,7.3 p,-0.2 p,-4.9 p,-7.9 p,-5.2 p,-3.2 p,-0.9 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Bulgaria,2.8,24.3,19.8,20.0,42.5,14.5,4.4,8.2,1.8,4.7 p,10.3 p,-1.9 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Switzerland,19.5,10.7,5.2,2.0,-1.5,-0.1,-2.8,-2.9,-1.0,-3.5,3.7,1.5
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Cyprus,-8.6,-11.8,-11.0,-12.7,-8.2,-1.7,1.2,4.7,5.6,5.1,4.1,1.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Czechia,-2.6,3.7,6.8,10.3,12.5,7.9,1.1,-0.3,2.5,-4.2,-2.3,3.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Germany,3.3 p,0.9 p,0.2 p,2.3 p,-0.9 p,3.4 p,1.4 p,-0.9 p,-0.3 p,-4.2 p,-1.7 p,-2.0 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Denmark,25.7,11.5,11.9,7.5,5.4,11.2,9.4,8.8,15.5,3.6,10.7,17.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",4.7,3.6,2.9,3.7,2.9,1.4,-1.0,-3.4,-3.6,-3.9,-2.0,-0.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Euro area - 19 countries  (2015-2022),4.7,3.6,2.9,3.7,2.9,1.4,-1.0,-3.4,-3.6,-3.9,-2.0,-0.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Euro area – 20 countries (from 2023),4.7,3.6,2.9,3.7,2.9,1.4,-1.0,-3.4,-3.6,-3.9,-2.0,-0.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Estonia,17.1,5.5,-9.3,-8.9,-14.9,-1.7,0.2,-6.8,-10.0,-12.0,-1.8,-7.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Greece,16.2,8.3 p,7.3 p,2.0 p,-1.0 p,9.4 p,1.3 p,3.4 p,9.2 p,2.4 p,7.6 p,5.7 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Spain,6.1,8.3 p,7.5 p,5.4 p,4.2 p,5.3 p,1.1 p,1.0 p,0.9 p,1.9 p,4.9 p,4.1 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),European Union - 27 countries (from 2020),4.8,3.9,3.5,4.4,3.6,1.4,-0.9,-3.1,-2.9,-3.4,-0.9,0.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Finland,-0.2,-2.8,-5.1,-7.1,-10.1,3.4,-0.5,0.0,-2.3,-6.9,-1.8,3.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),France,0.2,-0.5,-1.4,-1.8,-1.5,2.2,1.6,1.5,3.4,0.1,-0.7,1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Croatia,2.1,11.5,8.2,2.7,4.7,-6.8 p,0.4 p,2.7 p,0.1 p,-6.6 p,-3.7 p,2.1 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Hungary,-0.4,3.9,3.4,9.0,2.2,-1.6 p,-4.2 p,-2.1 p,-6.7 p,-5.1 p,-3.1 p,-6.2 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Ireland,14.7,12.5,12.5,16.2,32.3,-16.6,-15.1,-25.6,-36.0,-18.9,-19.0,2.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Italy,6.6,5.4,3.7,2.0,0.5,0.9,-2.2,-2.2,-0.7,-1.3,-0.2,-0.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Lithuania,12.3,11.9,7.5,5.0,-2.6,-7.8,-2.4,-2.9,-2.2,1.2,2.6,6.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Luxembourg,5.7,3.0,-5.6,-8.2,-15.6,-3.0,5.6,8.4,3.0,0.0 p,4.0 p,-2.5 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Latvia,-1.8,9.8,-6.7,-12.0,-10.3,7.8,-4.6,-3.4,1.3,-7.8,-3.9,-2.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Montenegro,22.4,11.6,16.5,-5.5,-4.3,-12.8,-19.1,1.7,4.3,31.7 p,-4.2 p,-4.3 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),North Macedonia,2.5,-8.2,-1.2,-4.3,-1.6,-0.7 p,1.9 p,2.1 p,2.0 p,1.1 e,1.5 e,-2.9 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Malta,-1.1,-6.3,1.2,6.2,11.5,11.1,7.1,2.3,3.5,8.8,9.9,8.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Netherlands,8.8,7.4,6.7,3.7,2.0,1.5,-1.6,-1.8,-1.6,-5.6,-1.2,1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Norway,3.0,1.1,-2.0,-0.3,-0.6,1.1,-0.3,-0.6,0.5,-3.4,5.3,:
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Poland,-1.4,13.3,13.7,16.2,8.1,-3.0,-4.0,-2.7,4.9,-3.9,9.3,-1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Portugal,5.0,2.6,4.6,6.6,2.6,1.2 e,-2.4 e,-4.4 e,-2.7 e,-2.6 e,-0.6 e,1.0 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Romania,2.5,-15.5,-5.1,-9.9,-5.9,-3.3 p,2.8 p,-0.8 p,-4.5 p,19.0 p,8.7 p,-7.9 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Serbia,0.2,2.3 p,2.9 p,-0.6 p,-2.0 p,-1.3 p,-0.5 p,2.6 p,2.7 p,2.7 e,2.1 e,6.5 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Sweden,14.9,2.6,5.4,7.6,4.0,-0.4,-3.7,-8.1,-11.3,-2.7,0.7,-1.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Slovenia,5.8,-11.8,-3.9,4.6,-2.9,1.9,3.2,-0.5,0.9,1.4,1.6,5.0
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Slovakia,-6.8,-0.1,-14.2,-2.2,-3.2,19.5,20.2,18.9,20.0,-0.5,3.8,4.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Türkiye,12.7,9.8,8.7,1.8,-1.7,2.1,-1.1,6.5,2.8,3.6,-2.7,-2.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (NSA),Kosovo*,11.6,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Albania,4.8,10.9,7.5,2.7,4.4,-1.7 p,-6.4 p,-6.8 p,-9.4 p,-9.6 p,-7.9 p,-6.0 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Austria,7.2,7.6,7.1,5.3,7.3,2.7,-0.6,-2.0,-5.7,-4.9,-6.0,-4.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Belgium,-5.0,3.6,11.8,18.2,16.0,7.2 p,0.0 p,-5.0 p,-7.7 p,-5.1 p,-3.3 p,-1.1 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Bulgaria,2.7,18.6,22.7,22.1,33.9,14.3,8.2,10.8,0.5,4.5 p,6.9 p,-1.1 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Switzerland,19.6,10.2,5.5,2.2,-1.3,-0.2,-2.7,-2.8,-0.9,-2.5,2.8,1.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Cyprus,-8.8,-11.6,-11.8,-12.1,-8.1,-2.7,1.1,5.6,5.9,4.7,4.1,1.7
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Czechia,-3.7,3.0,7.3,10.6,12.5,7.2,3.4,1.0,1.7,-1.7,-2.9,-0.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Germany,3.4 p,-0.1 p,0.2 p,2.6 p,0.5 p,2.7 p,2.5 p,0.4 p,0.0 p,-2.1 p,-2.8 p,-3.2 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Denmark,25.2,11.0,12.2,8.3,4.9,11.3,9.6,9.2,15.1,3.8,10.7,17.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",4.7,2.9,3.1,3.8,3.9,0.7,-0.2,-2.4,-3.4,-2.7,-2.6,-1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Euro area - 19 countries  (2015-2022),4.7,2.9,3.1,3.8,3.9,0.7,-0.2,-2.4,-3.4,-2.6,-2.6,-1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Euro area – 20 countries (from 2023),4.7,3.0,3.1,3.8,3.9,0.7,-0.2,-2.4,-3.4,-2.7,-2.6,-1.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Estonia,15.4,3.7,-9.3,-10.1,-13.5,-3.4,0.0,-5.3,-8.5,-9.8,-3.4,-7.1
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Greece,16.0,8.0 p,7.4 p,2.4 p,-1.1 p,9.0 p,1.4 p,3.8 p,9.1 p,2.2 p,7.6 p,5.8 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Spain,4.9,6.7 p,8.0 p,5.6 p,5.0 p,4.4 p,0.8 p,1.0 p,2.2 p,2.0 p,5.0 p,4.4 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),European Union - 27 countries (from 2020),4.6,3.3,3.9,4.5,4.2,0.8,-0.1,-2.1,-2.7,-2.1,-1.7,-0.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Finland,-0.4,-3.7,-5.5,-7.1,-9.3,1.3,0.0,0.0,-1.0,-5.8,-2.7,2.2
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),France,0.0,-1.3,-1.5,-1.0,-0.9,0.7,3.0,2.6,3.6,1.9,-0.8,-0.8
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Croatia,1.8,11.0,8.3,3.3,4.4,-6.9 p,0.4 p,3.1 p,-0.1 p,-6.6 p,-3.7 p,2.2 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Hungary,-0.5,3.3,3.4,7.1,4.7,-2.4 p,-3.1 p,-1.5 p,-4.6 p,-2.1 p,-4.1 p,-6.3 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Ireland,15.4,13.1,13.3,14.5,32.4,-15.8,-14.6,-26.4,-36.2,-17.9,-18.8,1.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Italy,6.8,4.0,4.6,3.5,2.0,0.3,-1.4,-1.2,-0.1,-0.8,-1.2,-2.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Lithuania,12.3,12.0,6.6,3.5,-2.0,-6.6,-3.8,-2.5,-1.7,1.8,1.7,5.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Luxembourg,5.7,3.0,-5.6,-8.2,-15.6,-3.0,5.6,8.4,3.0,0.0 p,4.0 p,-2.5 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Latvia,1.0,7.6,-10.2,-9.7,-7.9,4.6,-4.2,-1.9,-0.1,-9.9,-1.6,-1.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),North Macedonia,-0.6,-5.4,-0.3,-4.2,-3.6,0.5 p,1.7 p,2.5 p,1.7 p,1.4 e,1.0 e,-2.4 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Malta,-1.1,-5.5,1.3,5.7,11.3,11.4,7.0,2.3,3.7,8.7,9.7,8.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Netherlands,10.8,9.3,6.1,3.1,0.6,0.1,-1.5,-3.5,-2.4,-5.5,-1.4,2.5
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Norway,2.8,-1.5,-1.0,-0.3,-0.2,-0.2,0.8,0.3,0.4,1.3,1.8,:
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Poland,-2.7,13.9,14.1,15.0,8.4,-2.0,-4.5,-2.1,3.3,-1.4,6.1,0.3
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Portugal,1.9,4.1,5.1,5.1,2.1,-0.1 e,-2.4 e,-3.3 e,-2.5 e,-1.9 e,-1.4 e,1.0 e
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Romania,0.6,-14.6,-4.1,-10.2,-5.7,-3.3 p,2.2 p,-1.5 p,-4.0 p,17.2 p,8.6 p,-7.9 p
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Serbia,0.5,1.8,3.1,-0.6,-1.8,-1.6,-0.3,2.6,2.9,2.5,2.3,6.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Sweden,14.0,2.3,5.8,7.5,4.2,-0.9,-3.5,-7.5,-10.2,-2.2,-0.5,-1.9
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Slovenia,4.3,-5.4,-3.7,-1.6,-3.4,4.9,2.9,0.0,0.8,1.6,2.0,3.6
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Slovakia,-6.6,-1.6,-12.8,-2.5,-2.8,18.3,21.5,18.8,20.1,-0.5,4.3,4.4
Quarterly,"Value added, gross",Manufacturing,Percentage change q/q-4 (SCA),Türkiye,12.6,9.1,7.3,1.1,-1.7,0.1,2.0,4.3,3.4,3.1,-1.9,-3.3
