Time frequency,Sector,Seasonal adjustment,Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,Households; non-profit institutions serving households,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage,Norway,11.01,12.7,11.62,12.73,12.48,11.71,10.42,:,:,:,:,:
Quarterly,Households; non-profit institutions serving households,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage,Poland,7.25,5.3,5.67,6.17,7.7,4.95,5.92,5.13,6.26,3.93,:,:
Quarterly,Households; non-profit institutions serving households,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage,Portugal,5.44,6.63,5.74,6.37,5.17,6.46 p,5.62 p,6.15 p,5.13 p,5.93 p,5.22 p,5.84 p
Quarterly,Households; non-profit institutions serving households,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage,Sweden,6.99,6.14,6.89,6.86,6.17,5.49,5.48,5.09,4.79,4.43,4.5,4.63
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Austria,11.1,11.05,11.0,10.13,10.44,10.04,9.65,9.29,9.14,8.7,8.46,8.43
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Belgium,9.88,10.05,9.36,9.38,9.42,9.12,9.09,8.9,8.72,8.74,8.5,8.61
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Czechia,11.14,11.63,11.52,11.1,11.37,11.28,11.14,11.14,10.79,10.7,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Germany,10.39,10.47,10.42,10.29,10.22,10.43,9.98,9.85,9.67,9.56,9.44,9.43
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Denmark,10.52,11.17,11.61,11.29,10.92,10.06,10.6,10.4,10.64,10.25,10.02,10.51
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Euro area – 20 countries (from 2023),10.0,10.16,10.28,10.1,10.03,10.05,9.77,9.75,9.52,9.33,9.21,9.13
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Greece,3.4,3.75,3.86,4.03,5.18,4.54,4.61,4.28,3.64,4.18,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Spain,6.59,7.57,7.66,7.51,7.39,6.91,6.9,6.73,6.84,6.77,6.9,6.61
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,European Union - 27 countries (from 2020),9.81,9.94,10.02,9.9,9.8,9.81,9.54,9.46,9.26,9.01,8.88,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Finland,12.48,12.95,12.55,12.57,11.72,11.02,10.46,9.74,9.33,8.74,8.55,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,France,10.32,10.38,10.64,10.28,9.91,9.78,9.31,9.03,8.8,8.61,8.35,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Hungary,8.38,8.74,9.3,11.01,9.59,10.38,7.91,7.68,7.34,6.25,6.67,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Ireland,7.03,6.56,7.87,8.05,8.28,9.55,9.46,10.84,11.09,8.54,8.98,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Italy,10.68,11.26,11.69,11.36,11.34,12.37,12.2,12.32,12.31,11.94,11.47,11.26
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Netherlands,13.25,13.29,13.46,13.13,13.06,12.99,12.63,12.6,12.76,12.57,13.15,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Poland,6.32,6.34,6.24,6.13,6.48,6.03,6.43,5.1,5.26,4.87,:,:
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Portugal,6.06,6.1,5.91,5.94,5.73,5.95,5.78,5.77,5.68,5.49,5.35,5.51
Quarterly,Households; non-profit institutions serving households,Seasonally and calendar adjusted data,Percentage,Sweden,6.98,6.5,6.72,6.68,6.16,5.81,5.41,4.96,4.75,4.67,4.49,4.51
