Time frequency,Unit of measure,Sex,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Croatia,4.79,3.18 d,4.64 d,3.43,4.09,3.35,3.79,3.74,3.53,3.05,3.3
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Hungary,4.23 d,3.98 d,3.79 d,3.81,3.89,3.51,3.82,4.34,4.12,3.06,3.25
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Ireland,2.49,2.1,1.76,2.24,1.42,1.75,1.51,0.76,0.98,0.93,1.14
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Iceland,3.87,1.44,4.06,1.07,0.95,4.07,2.56,1.41,0.64,0.65,1.04
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Italy,3.02,2.56,2.43,2.36,2.23,2.36,2.3,2.26,2.08,1.49,1.73
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Liechtenstein,5.49,:,:,:,:,:,0.0,0.0,5.36,0.0,0.0
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Lithuania,5.59,6.07,4.49,5.1,5.19,3.6,4.28,4.2,3.26,4.24,2.9
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Luxembourg,3.89,2.2,3.44,2.53,2.62,3.91,0.95,1.36,2.26,2.6,2.38
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Latvia,3.35,5.04,4.34,5.44,4.74,4.49,4.08,3.73,3.48,4.41,4.44
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Malta,2.23,0.93,2.07,1.81,1.72,2.68,3.95,1.72,2.14,1.16,0.36
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Netherlands,2.54,2.46,2.1,2.15,2.17,2.29,2.04,2.41,2.45,1.94,1.97
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Norway,2.6,1.92,2.23,1.55,1.63,1.12,1.64,1.29,1.45,0.76,0.81
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Poland,5.35,5.03,4.56,4.53,4.18,4.49,4.37,4.44,4.3,3.98,3.3
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Portugal,3.98,2.74,2.91,2.76,2.34,2.89,3.16,2.63,3.2,1.98,2.32
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Romania,6.08,5.66,5.67,5.48,5.58,5.83,6.07,5.64,5.53,4.93,4.92
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Serbia,4.47,3.86,3.57,3.12,3.23,2.59,3.93,3.36,3.55,2.89,3.17
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Sweden,1.56,1.57,1.52,1.82,1.39,1.34,1.23,1.79,1.26,1.08,1.07
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Slovenia,2.77,3.8,3.55,3.37,3.21,3.11,2.94,1.83,1.83,2.57,2.33
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Slovakia,3.79,4.34,3.38,4.29,4.38,3.01,3.32,3.32,3.98,2.51,3.33
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",Türkiye,3.44 d,3.06 d,5.16 d,4.88 d,4.95 d,4.58 d,4.89 d,4.67 d,3.45 d,2.66 d,3.13 d
Annual,Rate,Females,Total,"Transport accidents (V01-V99, Y85)",United Kingdom,1.44 d,1.27,1.33,1.31,1.26,1.25,1.08,1.15,:,:,:
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Austria,10.57,11.21,9.87,9.05,9.18,8.28,8.45,7.87,8.02,6.8,6.96
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Belgium,13.33,11.73,11.08,10.64,9.84,9.46,8.61,7.39,8.61,6.94,6.82
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Bulgaria,13.41,12.78,13.67,14.28,15.24,15.34,12.62,12.53,13.17,10.31,10.07
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Switzerland,7.62,7.33,6.74,5.7,6.61,5.57,5.76,6.28,4.88,5.08,4.86
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Cyprus,17.0,11.86,10.72,9.97,11.67,11.77,13.32,8.23,10.23,11.68,9.98
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Czechia,13.08,12.94,12.37,12.12,13.01,10.96,10.64,11.4,11.23,10.29,9.53
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Germany,8.62,7.78,7.34,7.27,7.2,6.71,6.46,6.9,6.47,5.79,5.69
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Denmark,7.04,5.73,5.53,6.57,6.04,5.79,5.52,5.3,7.14,5.73,4.97
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Estonia,14.71,10.17,10.87,11.43,9.56,9.07,7.8,9.92,6.62,8.59,8.68
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Greece,18.39,17.2,15.33,14.73,14.2,15.06,14.12,12.78,12.81,11.07,11.44
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Spain,7.93,7.26,7.05,7.03,7.18,6.96,7.19,6.94,6.91,5.93,6.22
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",European Union - 27 countries (from 2020),11.92,10.91,10.15,10.03,9.96,9.68,9.46,9.3,9.18,8.04,8.0
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Finland,10.37,8.53,9.99,9.17,8.56,9.01,8.76,8.33,8.23,7.96,8.26
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",France,10.12,9.25,8.22,8.18,7.97,7.93,7.65,6.68,6.46,5.31,5.84
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Croatia,19.57,18.41 d,16.27 d,15.47,17.82,16.09,16.73,16.32,14.59,12.15,14.45
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Hungary,14.83 d,13.6 d,12.49 d,13.32,14.15,14.85,14.51,14.23,12.72,10.56,12.17
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Ireland,6.29,5.49,6.15,5.69,4.77,5.27,4.78,3.49,2.85,4.04,3.05
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Iceland,7.68,7.51,6.92,2.41,8.57,10.29,2.83,4.72,5.12,7.15,4.53
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Italy,11.57,10.86,9.5,9.33,9.6,9.21,9.44,9.04,8.72,6.79,8.48
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Liechtenstein,21.16,5.39,4.64,20.91,6.19,5.31,20.38,0.0,0.0,11.0,4.3
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Lithuania,19.61,20.94,18.81,17.36,17.19,14.56,14.1,12.82,13.1,12.2,10.78
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Luxembourg,8.52,10.19,12.72,9.36,11.08,9.69,6.06,8.53,5.89,4.75,3.41
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Latvia,18.81,16.83,16.66,20.98,19.83,18.41,13.45,16.69,14.92,13.2,15.87
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Malta,7.59,5.57,8.19,2.99,4.48,9.64,4.73,6.43,5.7,3.97,2.09
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Netherlands,7.38,7.46,6.76,6.53,7.66,7.06,6.93,7.27,6.68,6.43,5.94
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Norway,7.49,5.93,7.21,6.53,5.39,6.86,4.5,5.27,5.02,4.67,3.71
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Poland,21.1,18.26,17.42,16.8,15.34,15.8,14.93,16.06,16.69,16.21,12.17
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Portugal,15.31,11.55,12.5,13.74,13.79,11.83,13.21,13.21,12.91,11.25,11.08
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Romania,21.88,20.82,19.01,18.9,18.72,19.47,19.78,18.87,20.11,17.82,18.42
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Serbia,16.56,15.35,13.32,12.53,12.81,12.54,13.17,13.46,13.07,11.61,12.77
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Sweden,5.77,5.29,5.11,5.07,5.08,4.85,4.52,5.96,4.34,4.24,3.74
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Slovenia,15.0,12.16,13.22,10.3,12.37,12.33,10.87,9.86,10.51,9.71,10.98
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Slovakia,15.08,14.11,11.97,13.35,14.2,11.77,12.16,11.23,12.66,10.79,9.86
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",Türkiye,12.46 d,11.73 d,18.5 d,16.24 d,16.39 d,17.57 d,16.44 d,15.86 d,12 d,11.17 d,11.44 d
Annual,Rate,Males,Total,"Transport accidents (V01-V99, Y85)",United Kingdom,4.73 d,4.43,4.27,4.36,4.42,4.16,4.0,3.65,:,:,:
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Austria,6.76,7.05,5.88,5.76,5.85,5.32,5.18,4.89,5.06,4.24,4.35
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Belgium,8.54,7.53,7.18,6.7,6.59,6.07,5.6,4.88,5.5,4.35,4.45
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Bulgaria,8.48,7.83,8.27,9.03,9.59,9.46,8.24,8.05,8.44,6.4,6.4
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Switzerland,4.64,4.54,4.34,3.61,4.04,3.52,3.74,4.02,2.98,3.05,2.88
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Cyprus,9.55,7.6,6.18,6.46,8.46,6.85,7.04,5.5,6.29,6.42,5.68
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Czechia,8.58,8.19,7.65,7.76,8.11,7.12,6.84,7.31,7.04,6.49,5.98
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Germany,5.5,5.02,4.71,4.61,4.62,4.32,4.18,4.38,4.11,3.63,3.48
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Denmark,4.45,3.65,4.11,4.04,3.97,3.73,3.52,3.68,4.35,3.54,3.17
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Estonia,9.1,6.73,7.28,7.45,6.61,5.84,4.97,6.28,4.29,5.27,5.62
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Greece,11.31,10.14,9.51,8.64,8.38,8.97,8.07,7.53,7.33,6.27,6.59
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Spain,4.91,4.46,4.43,4.32,4.46,4.26,4.43,4.29,4.15,3.51,3.75
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",European Union - 27 countries (from 2020),7.42,6.79,6.33,6.23,6.2,6.03,5.89,5.8,5.68,4.92,4.91
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Finland,6.44,5.41,6.14,5.68,5.52,5.22,5.17,5.1,4.78,4.67,4.82
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",France,6.31,5.83,5.1,5.13,5.03,5.0,4.76,4.19,3.97,3.25,3.61
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Croatia,11.82,10.32 d,10.12 d,8.88,10.43,9.28,9.92,9.57,8.73,7.48,8.66
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Hungary,8.87 d,8.34 d,7.68 d,8.11,8.58,8.57,8.49,8.8,7.99,6.51,7.33
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Ireland,4.27,3.79,3.89,3.92,3.02,3.4,3.05,2.1,1.9,2.44,2.08
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Iceland,5.75,4.55,5.47,1.73,4.62,7.2,2.71,3.13,2.89,3.82,2.8
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Italy,7.06,6.46,5.77,5.63,5.73,5.57,5.67,5.5,5.27,4.02,4.99
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Liechtenstein,13.17,2.7,2.32,10.29,3.0,2.69,9.09,0.0,3.09,5.54,2.15
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Lithuania,12.04,12.95,10.96,10.73,10.53,8.68,8.89,8.12,7.86,7.86,6.64
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Luxembourg,6.03,6.04,7.76,6.03,6.55,6.45,3.39,4.8,4.03,3.63,2.95
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Latvia,9.93,10.18,9.87,12.38,11.3,10.46,8.22,9.3,8.8,8.45,9.43
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Malta,4.7,3.08,5.05,2.5,3.03,5.88,4.44,3.71,3.86,2.62,1.29
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Netherlands,4.73,4.76,4.19,4.15,4.54,4.4,4.23,4.61,4.38,4.02,3.77
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Norway,4.91,3.96,4.78,3.97,3.49,3.94,3.17,3.24,3.21,2.73,2.23
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Poland,12.81,11.31,10.69,10.33,9.49,9.87,9.41,9.9,10.19,9.87,7.53
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Portugal,9.23,6.87,7.31,7.76,7.55,7.0,7.78,7.49,7.65,6.28,6.44
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Romania,13.53,12.8,12.08,11.9,11.85,12.32,12.59,11.92,12.45,11.11,11.36
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Serbia,10.21,9.29,8.23,7.57,7.79,7.33,8.3,8.13,8.05,7.04,7.71
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Sweden,3.6,3.4,3.3,3.39,3.21,3.06,2.87,3.8,2.76,2.63,2.39
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Slovenia,8.47,7.95,8.08,6.65,7.85,7.56,6.69,5.57,6.1,6.02,6.56
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Slovakia,9.07,8.93,7.39,8.53,9.07,7.17,7.48,7.15,8.16,6.52,6.4
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",Türkiye,7.65 d,7.03 d,11.37 d,10.19 d,10.28 d,10.64 d,10.29 d,9.9 d,7.46 d,6.68 d,7.07 d
Annual,Rate,Total,Total,"Transport accidents (V01-V99, Y85)",United Kingdom,3.03 d,2.79,2.74,2.78,2.79,2.68,2.49,2.36,:,:,:
