Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 55 to 64 years,Total,Ireland,65.4,82.0,84.1
Annual,Percentage,From 55 to 64 years,Total,Italy,42.1,41.9,47.4
Annual,Percentage,From 55 to 64 years,Total,Lithuania,58.1,67.4,82.1
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,70.2,62.9,79.9
Annual,Percentage,From 55 to 64 years,Total,Latvia,73.8,69.8,69.1
Annual,Percentage,From 55 to 64 years,Total,Malta,74.9,87.1,83.1
Annual,Percentage,From 55 to 64 years,Total,Netherlands,76.4,66.3,71.3
Annual,Percentage,From 55 to 64 years,Total,Poland,51.5,53.8,53.8
Annual,Percentage,From 55 to 64 years,Total,Portugal,42.1,73.5,71.7
Annual,Percentage,From 55 to 64 years,Total,Romania,61.6,79.4,81.3
Annual,Percentage,From 55 to 64 years,Total,Sweden,85.9,65.9,60.4
Annual,Percentage,From 55 to 64 years,Total,Slovenia,80.0,77.4,76.4
Annual,Percentage,From 55 to 64 years,Total,Slovakia,86.8,65.3,64.6
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,64.1,86.2,79.8
