Time frequency,Unit of measure,Territorial typology,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Per million inhabitants,Predominantly urban regions,Luxembourg,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Per million inhabitants,Predominantly urban regions,Latvia,:,9.22,41.79,40.07,41.07,49.53,35.78,11.46,29.09,24.51,15.79,51.46,53.54,7.95
Annual,Per million inhabitants,Predominantly urban regions,Malta,:,:,:,:,:,:,:,:,14.46,:,485.2,:,757.35,288.62
Annual,Per million inhabitants,Predominantly urban regions,Netherlands,91.41,128.03,131.65,136.47,:,172.18,146.1,127.46,148.67,153.11,145.34,131.07,122.83,123.95
Annual,Per million inhabitants,Predominantly urban regions,Norway,:,:,74.04,71.49,92.77,44.79,86.34,50.92,48.65,34.75,37.51,32.32,:,:
Annual,Per million inhabitants,Predominantly urban regions,Poland,:,:,:,:,:,:,78.85,71.77,75.6,94.43,93.6,137.15,135.1,116.91
Annual,Per million inhabitants,Predominantly urban regions,Portugal,49.59,43.4,48.28,46.2,42.03,58.92,81.72,55.18,:,:,:,60.5,47.51,54.25
Annual,Per million inhabitants,Predominantly urban regions,Romania,:,:,:,:,:,:,:,:,:,17.7,:,:,:,:
Annual,Per million inhabitants,Predominantly urban regions,Sweden,101.62,97.9,121.85,133.85,166.56,185.52,143.62,143.94,147.86,169.14,228.39,152.89,170.39,162.61
Annual,Per million inhabitants,Predominantly urban regions,Slovenia,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Per million inhabitants,Predominantly urban regions,Slovakia,:,42.08,65.79,118.18,111.47,143.38,94.12,48.5,81.68,41.22,79.98,58.22,23.99,15.79
