Time frequency,Unit of measure,Quantile,Working time,Geopolitical entity (reporting)\Time,2010.0
Annual,Euro,Median,Part-time,Cyprus,1159.0
Annual,Euro,Median,Part-time,Czechia,669.0
Annual,Euro,Median,Part-time,Germany,2074.0
Annual,Euro,Median,Part-time,Denmark,2852.0
Annual,Euro,Median,Part-time,Euro area - 13 countries (2007),1886.0
Annual,Euro,Median,Part-time,Euro area - 16 countries (2009-2010),1883.0
Annual,Euro,Median,Part-time,Euro area - 17 countries (2011-2013),1880.0
Annual,Euro,Median,Part-time,Estonia,603.0
Annual,Euro,Median,Part-time,Greece,1175.0
Annual,Euro,Median,Part-time,Spain,1251.0
Annual,Euro,Median,Part-time,European Union - 15 countries (1995-2004),1878.0
Annual,Euro,Median,Part-time,European Union - 25 countries (2004-2006),1812.0
Annual,Euro,Median,Part-time,European Union - 27 countries (2007-2013),1800.0
Annual,Euro,Median,Part-time,European Union - 28 countries (2013-2020),1800.0
Annual,Euro,Median,Part-time,Finland,2193.0
Annual,Euro,Median,Part-time,France,1864.0
Annual,Euro,Median,Part-time,Croatia,1011.0
Annual,Euro,Median,Part-time,Hungary,594.0
Annual,Euro,Median,Part-time,Ireland,2404.0
Annual,Euro,Median,Part-time,Iceland,1665.0
Annual,Euro,Median,Part-time,Italy,1511.0
Annual,Euro,Median,Part-time,Lithuania,351.0
Annual,Euro,Median,Part-time,Luxembourg,3230.0
Annual,Euro,Median,Part-time,Latvia,356.0
Annual,Euro,Median,Part-time,North Macedonia,255.0
Annual,Euro,Median,Part-time,Malta,880.0
Annual,Euro,Median,Part-time,Netherlands,2192.0
Annual,Euro,Median,Part-time,Norway,3571.0
Annual,Euro,Median,Part-time,Poland,586.0
Annual,Euro,Median,Part-time,Portugal,739.0
Annual,Euro,Median,Part-time,Romania,238.0
Annual,Euro,Median,Part-time,Sweden,2491.0
Annual,Euro,Median,Part-time,Slovenia,962.0
Annual,Euro,Median,Part-time,Slovakia,525.0
Annual,Euro,Median,Part-time,Türkiye,466 u
Annual,Euro,Median,Part-time,United Kingdom,1584.0
Annual,Euro,Tenth percentile,Full-time,Austria,1327.0
Annual,Euro,Tenth percentile,Full-time,Belgium,1960.0
Annual,Euro,Tenth percentile,Full-time,Bulgaria,151.0
Annual,Euro,Tenth percentile,Full-time,Switzerland,2970.0
Annual,Euro,Tenth percentile,Full-time,Cyprus,885.0
Annual,Euro,Tenth percentile,Full-time,Czechia,455.0
Annual,Euro,Tenth percentile,Full-time,Germany,1243.0
Annual,Euro,Tenth percentile,Full-time,Denmark,2674.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 13 countries (2007),1100.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 16 countries (2009-2010),1080.0
Annual,Euro,Tenth percentile,Full-time,Euro area - 17 countries (2011-2013),1058.0
Annual,Euro,Tenth percentile,Full-time,Estonia,356.0
Annual,Euro,Tenth percentile,Full-time,Greece,990.0
Annual,Euro,Tenth percentile,Full-time,Spain,1053.0
Annual,Euro,Tenth percentile,Full-time,European Union - 15 countries (1995-2004),1271.0
Annual,Euro,Tenth percentile,Full-time,European Union - 25 countries (2004-2006),704.0
Annual,Euro,Tenth percentile,Full-time,European Union - 27 countries (2007-2013),545.0
Annual,Euro,Tenth percentile,Full-time,European Union - 28 countries (2013-2020),542.0
Annual,Euro,Tenth percentile,Full-time,Finland,1929.0
Annual,Euro,Tenth percentile,Full-time,France,1481.0
Annual,Euro,Tenth percentile,Full-time,Croatia,446.0
Annual,Euro,Tenth percentile,Full-time,Hungary,327.0
Annual,Euro,Tenth percentile,Full-time,Ireland,1637.0
Annual,Euro,Tenth percentile,Full-time,Iceland,1434.0
Annual,Euro,Tenth percentile,Full-time,Italy,1352.0
Annual,Euro,Tenth percentile,Full-time,Lithuania,235.0
Annual,Euro,Tenth percentile,Full-time,Luxembourg,1847.0
Annual,Euro,Tenth percentile,Full-time,Latvia,260.0
Annual,Euro,Tenth percentile,Full-time,North Macedonia,225.0
Annual,Euro,Tenth percentile,Full-time,Malta,836.0
Annual,Euro,Tenth percentile,Full-time,Netherlands,1743.0
Annual,Euro,Tenth percentile,Full-time,Norway,3169.0
Annual,Euro,Tenth percentile,Full-time,Poland,351.0
Annual,Euro,Tenth percentile,Full-time,Portugal,548.0
Annual,Euro,Tenth percentile,Full-time,Romania,171.0
Annual,Euro,Tenth percentile,Full-time,Sweden,2207.0
Annual,Euro,Tenth percentile,Full-time,Slovenia,734.0
Annual,Euro,Tenth percentile,Full-time,Slovakia,374.0
Annual,Euro,Tenth percentile,Full-time,Türkiye,381.0
Annual,Euro,Tenth percentile,Full-time,United Kingdom,1387.0
Annual,Euro,Tenth percentile,Part-time,Austria,1240.0
Annual,Euro,Tenth percentile,Part-time,Belgium,1644.0
Annual,Euro,Tenth percentile,Part-time,Bulgaria,124.0
Annual,Euro,Tenth percentile,Part-time,Switzerland,2683.0
Annual,Euro,Tenth percentile,Part-time,Cyprus,733.0
Annual,Euro,Tenth percentile,Part-time,Czechia,379.0
Annual,Euro,Tenth percentile,Part-time,Germany,1127.0
Annual,Euro,Tenth percentile,Part-time,Denmark,2035.0
Annual,Euro,Tenth percentile,Part-time,Euro area - 13 countries (2007),1080.0
Annual,Euro,Tenth percentile,Part-time,Euro area - 16 countries (2009-2010),1077.0
Annual,Euro,Tenth percentile,Part-time,Euro area - 17 countries (2011-2013),1069.0
Annual,Euro,Tenth percentile,Part-time,Estonia,314.0
Annual,Euro,Tenth percentile,Part-time,Greece,888.0
Annual,Euro,Tenth percentile,Part-time,Spain,877.0
Annual,Euro,Tenth percentile,Part-time,European Union - 15 countries (1995-2004),1128.0
Annual,Euro,Tenth percentile,Part-time,European Union - 25 countries (2004-2006),1006.0
Annual,Euro,Tenth percentile,Part-time,European Union - 27 countries (2007-2013),970.0
Annual,Euro,Tenth percentile,Part-time,European Union - 28 countries (2013-2020),969.0
Annual,Euro,Tenth percentile,Part-time,Finland,1645.0
Annual,Euro,Tenth percentile,Part-time,France,1383.0
Annual,Euro,Tenth percentile,Part-time,Croatia,487.0
Annual,Euro,Tenth percentile,Part-time,Hungary,356.0
Annual,Euro,Tenth percentile,Part-time,Ireland,1372.0
Annual,Euro,Tenth percentile,Part-time,Iceland,1230.0
Annual,Euro,Tenth percentile,Part-time,Italy,1115.0
Annual,Euro,Tenth percentile,Part-time,Lithuania,232.0
Annual,Euro,Tenth percentile,Part-time,Luxembourg,1726.0
Annual,Euro,Tenth percentile,Part-time,Latvia,254.0
Annual,Euro,Tenth percentile,Part-time,North Macedonia,201.0
Annual,Euro,Tenth percentile,Part-time,Malta,354.0
Annual,Euro,Tenth percentile,Part-time,Netherlands,1158.0
Annual,Euro,Tenth percentile,Part-time,Norway,2624.0
Annual,Euro,Tenth percentile,Part-time,Poland,334.0
Annual,Euro,Tenth percentile,Part-time,Portugal,515.0
Annual,Euro,Tenth percentile,Part-time,Romania,149.0
Annual,Euro,Tenth percentile,Part-time,Sweden,1988.0
Annual,Euro,Tenth percentile,Part-time,Slovenia,590.0
Annual,Euro,Tenth percentile,Part-time,Slovakia,337.0
Annual,Euro,Tenth percentile,Part-time,Türkiye,189 u
Annual,Euro,Tenth percentile,Part-time,United Kingdom,1128.0
Annual,Euro,Ninetieth percentile,Full-time,Austria,4418.0
Annual,Euro,Ninetieth percentile,Full-time,Belgium,4667.0
Annual,Euro,Ninetieth percentile,Full-time,Bulgaria,621.0
Annual,Euro,Ninetieth percentile,Full-time,Switzerland,7841.0
Annual,Euro,Ninetieth percentile,Full-time,Cyprus,3689.0
Annual,Euro,Ninetieth percentile,Full-time,Czechia,1471.0
Annual,Euro,Ninetieth percentile,Full-time,Germany,5126.0
Annual,Euro,Ninetieth percentile,Full-time,Denmark,6504.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 13 countries (2007),4371.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 16 countries (2009-2010),4354.0
Annual,Euro,Ninetieth percentile,Full-time,Euro area - 17 countries (2011-2013),4346.0
Annual,Euro,Ninetieth percentile,Full-time,Estonia,1443.0
Annual,Euro,Ninetieth percentile,Full-time,Greece,2970.0
Annual,Euro,Ninetieth percentile,Full-time,Spain,3263.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 15 countries (1995-2004),4666.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 25 countries (2004-2006),4404.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 27 countries (2007-2013),4322.0
Annual,Euro,Ninetieth percentile,Full-time,European Union - 28 countries (2013-2020),4310.0
Annual,Euro,Ninetieth percentile,Full-time,Finland,4455.0
Annual,Euro,Ninetieth percentile,Full-time,France,4200.0
Annual,Euro,Ninetieth percentile,Full-time,Croatia,1626.0
Annual,Euro,Ninetieth percentile,Full-time,Hungary,1329.0
Annual,Euro,Ninetieth percentile,Full-time,Ireland,5951.0
Annual,Euro,Ninetieth percentile,Full-time,Iceland,3790.0
Annual,Euro,Ninetieth percentile,Full-time,Italy,3578.0
Annual,Euro,Ninetieth percentile,Full-time,Lithuania,1012.0
Annual,Euro,Ninetieth percentile,Full-time,Luxembourg,6296.0
Annual,Euro,Ninetieth percentile,Full-time,Latvia,1164.0
Annual,Euro,Ninetieth percentile,Full-time,North Macedonia,784.0
Annual,Euro,Ninetieth percentile,Full-time,Malta,2372.0
Annual,Euro,Ninetieth percentile,Full-time,Netherlands,5052.0
Annual,Euro,Ninetieth percentile,Full-time,Norway,7318.0
Annual,Euro,Ninetieth percentile,Full-time,Poland,1352.0
Annual,Euro,Ninetieth percentile,Full-time,Portugal,2468.0
Annual,Euro,Ninetieth percentile,Full-time,Romania,811.0
Annual,Euro,Ninetieth percentile,Full-time,Sweden,4603.0
Annual,Euro,Ninetieth percentile,Full-time,Slovenia,2453.0
Annual,Euro,Ninetieth percentile,Full-time,Slovakia,1251.0
Annual,Euro,Ninetieth percentile,Full-time,Türkiye,1446.0
Annual,Euro,Ninetieth percentile,Full-time,United Kingdom,5148.0
Annual,Euro,Ninetieth percentile,Part-time,Austria,3262.0
Annual,Euro,Ninetieth percentile,Part-time,Belgium,3691.0
Annual,Euro,Ninetieth percentile,Part-time,Bulgaria,386.0
Annual,Euro,Ninetieth percentile,Part-time,Switzerland,6785.0
Annual,Euro,Ninetieth percentile,Part-time,Cyprus,1900.0
Annual,Euro,Ninetieth percentile,Part-time,Czechia,1299.0
Annual,Euro,Ninetieth percentile,Part-time,Germany,4146.0
Annual,Euro,Ninetieth percentile,Part-time,Denmark,4531.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 13 countries (2007),3768.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 16 countries (2009-2010),3766.0
Annual,Euro,Ninetieth percentile,Part-time,Euro area - 17 countries (2011-2013),3762.0
Annual,Euro,Ninetieth percentile,Part-time,Estonia,1133.0
Annual,Euro,Ninetieth percentile,Part-time,Greece,1992.0
Annual,Euro,Ninetieth percentile,Part-time,Spain,2531.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 15 countries (1995-2004),3839.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 25 countries (2004-2006),3780.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 27 countries (2007-2013),3770.0
Annual,Euro,Ninetieth percentile,Part-time,European Union - 28 countries (2013-2020),3769.0
Annual,Euro,Ninetieth percentile,Part-time,Finland,4075.0
Annual,Euro,Ninetieth percentile,Part-time,France,3475.0
Annual,Euro,Ninetieth percentile,Part-time,Croatia,2179.0
Annual,Euro,Ninetieth percentile,Part-time,Hungary,1361.0
Annual,Euro,Ninetieth percentile,Part-time,Ireland,4903.0
Annual,Euro,Ninetieth percentile,Part-time,Iceland,2455.0
Annual,Euro,Ninetieth percentile,Part-time,Italy,2721.0
Annual,Euro,Ninetieth percentile,Part-time,Lithuania,957.0
Annual,Euro,Ninetieth percentile,Part-time,Luxembourg,6332.0
Annual,Euro,Ninetieth percentile,Part-time,Latvia,917.0
Annual,Euro,Ninetieth percentile,Part-time,North Macedonia,539.0
Annual,Euro,Ninetieth percentile,Part-time,Malta,1901.0
Annual,Euro,Ninetieth percentile,Part-time,Netherlands,3842.0
Annual,Euro,Ninetieth percentile,Part-time,Norway,5153.0
Annual,Euro,Ninetieth percentile,Part-time,Poland,1114.0
Annual,Euro,Ninetieth percentile,Part-time,Portugal,2240.0
Annual,Euro,Ninetieth percentile,Part-time,Romania,570.0
Annual,Euro,Ninetieth percentile,Part-time,Sweden,3444.0
Annual,Euro,Ninetieth percentile,Part-time,Slovenia,1888.0
Annual,Euro,Ninetieth percentile,Part-time,Slovakia,1040.0
Annual,Euro,Ninetieth percentile,Part-time,Türkiye,3022 u
Annual,Euro,Ninetieth percentile,Part-time,United Kingdom,3969.0
Annual,Percentage,Second sextile,Full-time,Austria,15.93
Annual,Percentage,Second sextile,Full-time,Belgium,4.67
Annual,Percentage,Second sextile,Full-time,Bulgaria,22.74
Annual,Percentage,Second sextile,Full-time,Switzerland,9.71
Annual,Percentage,Second sextile,Full-time,Cyprus,21.3
Annual,Percentage,Second sextile,Full-time,Czechia,18.14
Annual,Percentage,Second sextile,Full-time,Germany,21.12
Annual,Percentage,Second sextile,Full-time,Denmark,9.68
Annual,Percentage,Second sextile,Full-time,Euro area - 13 countries (2007),20.11
Annual,Percentage,Second sextile,Full-time,Euro area - 16 countries (2009-2010),20.38
Annual,Percentage,Second sextile,Full-time,Euro area - 17 countries (2011-2013),20.55
Annual,Percentage,Second sextile,Full-time,Estonia,23.18
Annual,Percentage,Second sextile,Full-time,Greece,14.66
Annual,Percentage,Second sextile,Full-time,Spain,14.2
Annual,Percentage,Second sextile,Full-time,European Union - 15 countries (1995-2004),19.99
Annual,Percentage,Second sextile,Full-time,European Union - 25 countries (2004-2006),26.28
Annual,Percentage,Second sextile,Full-time,European Union - 27 countries (2007-2013),28.51
Annual,Percentage,Second sextile,Full-time,European Union - 28 countries (2013-2020),28.74
Annual,Percentage,Second sextile,Full-time,Finland,5.57
Annual,Percentage,Second sextile,Full-time,France,8.3
Annual,Percentage,Second sextile,Full-time,Croatia,21.25
Annual,Percentage,Second sextile,Full-time,Hungary,20.27
Annual,Percentage,Second sextile,Full-time,Ireland,19.85
Annual,Percentage,Second sextile,Full-time,Iceland,11.4
Annual,Percentage,Second sextile,Full-time,Italy,10.1
Annual,Percentage,Second sextile,Full-time,Lithuania,27.28
Annual,Percentage,Second sextile,Full-time,Luxembourg,14.9
Annual,Percentage,Second sextile,Full-time,Latvia,26.62
Annual,Percentage,Second sextile,Full-time,North Macedonia,27.84
Annual,Percentage,Second sextile,Full-time,Malta,16.38
Annual,Percentage,Second sextile,Full-time,Netherlands,14.52
Annual,Percentage,Second sextile,Full-time,Norway,6.07
Annual,Percentage,Second sextile,Full-time,Poland,22.7
Annual,Percentage,Second sextile,Full-time,Portugal,17.15
Annual,Percentage,Second sextile,Full-time,Romania,25.34
Annual,Percentage,Second sextile,Full-time,Sweden,2.19
Annual,Percentage,Second sextile,Full-time,Slovenia,18.0
Annual,Percentage,Second sextile,Full-time,Slovakia,18.76
Annual,Percentage,Second sextile,Full-time,Türkiye,0.03
Annual,Percentage,Second sextile,Full-time,United Kingdom,21.17
Annual,Percentage,Second sextile,Part-time,Austria,4.47
Annual,Percentage,Second sextile,Part-time,Belgium,2.54
Annual,Percentage,Second sextile,Part-time,Bulgaria,0.54
Annual,Percentage,Second sextile,Part-time,Switzerland,10.57
Annual,Percentage,Second sextile,Part-time,Cyprus,13.5
Annual,Percentage,Second sextile,Part-time,Czechia,19.49
Annual,Percentage,Second sextile,Part-time,Germany,21.0
Annual,Percentage,Second sextile,Part-time,Denmark,8.3
Annual,Percentage,Second sextile,Part-time,Euro area - 13 countries (2007),16.73
Annual,Percentage,Second sextile,Part-time,Euro area - 16 countries (2009-2010),16.76
Annual,Percentage,Second sextile,Part-time,Euro area - 17 countries (2011-2013),16.87
Annual,Percentage,Second sextile,Part-time,Estonia,23.4
Annual,Percentage,Second sextile,Part-time,Greece,4.6
Annual,Percentage,Second sextile,Part-time,Spain,6.77
Annual,Percentage,Second sextile,Part-time,European Union - 15 countries (1995-2004),17.53
Annual,Percentage,Second sextile,Part-time,European Union - 25 countries (2004-2006),18.78
Annual,Percentage,Second sextile,Part-time,European Union - 27 countries (2007-2013),19.19
Annual,Percentage,Second sextile,Part-time,European Union - 28 countries (2013-2020),19.23
Annual,Percentage,Second sextile,Part-time,Finland,4.25
Annual,Percentage,Second sextile,Part-time,France,2.87
Annual,Percentage,Second sextile,Part-time,Croatia,22.08
Annual,Percentage,Second sextile,Part-time,Hungary,17.7
Annual,Percentage,Second sextile,Part-time,Ireland,16.97
Annual,Percentage,Second sextile,Part-time,Iceland,3.31
Annual,Percentage,Second sextile,Part-time,Italy,6.01
Annual,Percentage,Second sextile,Part-time,Lithuania,17.35
Annual,Percentage,Second sextile,Part-time,Luxembourg,28.51
Annual,Percentage,Second sextile,Part-time,Latvia,2.3
Annual,Percentage,Second sextile,Part-time,Malta,26.01
Annual,Percentage,Second sextile,Part-time,Netherlands,18.54
Annual,Percentage,Second sextile,Part-time,Norway,4.87
Annual,Percentage,Second sextile,Part-time,Poland,19.86
Annual,Percentage,Second sextile,Part-time,Portugal,4.34
Annual,Percentage,Second sextile,Part-time,Romania,12.49
Annual,Percentage,Second sextile,Part-time,Sweden,1.04
Annual,Percentage,Second sextile,Part-time,Slovenia,15.52
Annual,Percentage,Second sextile,Part-time,Slovakia,12.62
Annual,Percentage,Second sextile,Part-time,Türkiye,26.14 u
Annual,Percentage,Second sextile,Part-time,United Kingdom,4.28
