Time frequency,Unit of measure,Hazard class,Statistical classification of economic activities in the European Community (NACE Rev. 2),Waste categories,Geopolitical entity (reporting)\Time,2004.0,2006.0,2008.0,2010.0,2012.0,2014.0,2016.0,2018.0,2020.0,2022.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Greece,4212962 i,4132645.0,3954486.0,5197519.0,:,:,4788941.0,4607377.0,4519526.0,3995483 p
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Spain,24409990.0,24078307.0,24431321.0,23198185.0,21224354.0,20159648.0,21689437.0,22699262.0,22509336.0,23701329.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,European Union - 27 countries (from 2020),179960000.0,183070000.0,188040000.0,191990000.0,:,:,186790000.0,192290000.0,203430000.0,199880000.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Finland,1164497.0,1191220.0,1674400.0,1680763.0,1733525.0,1602959.0,1791659.0,2037761.0,2475453.0,1675503.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,France,25688700.0,26832200.0,29310520.0,29306586.0,29705157.0,28374300.0,29055944.0,29784969.0,33543535.0,34714248.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Croatia,:,183162.0,0.0,0.0,1190553.0,1162112.0,1144199.0,1293535.0,1212068.0,1225456.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Hungary,4442050 e,2978311 e,3466071 e,2864896.0,2680573.0,2951303.0,2886891.0,2742656.0,4741753.0,4901326.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Ireland,1702345.0,1978711.0,1677338.0,1730028.0,1656670.0,1524356.0,1513544.0,1591220.0,1941741.0,1840027.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Iceland,141487.0,:,:,232256.0,232921.0,299413 b,430925.0,519927.0,415705.0,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Italy,31149585.0,32522650.0,32471571.0,32478921.0,29993530.0,29651721.0,30116606.0,30158281.0,28945093.0,29056277.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Liechtenstein,:,:,0.0,0.0,316274.0,26988.0,27167.0,29402.0,32668.0,31858.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Lithuania,601749.0,1298932.0,1362620 p,1261400.0,1176825.0,1161764.0,1119279.0,1416112.0,1397018.0,1414473.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Luxembourg,221014.0,191580.0,276272.0,250061.0,249010.0,242849.0,182564.0,190568.0,202250.0,262527.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Latvia,543490.0,853889.0,606077.0,694013.0,1213193.0,709118.0,870177.0,577587.0,644390.0,700894.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Montenegro,:,:,:,:,208245.0,230274.0,246885.0,254356.0,230684.0,255879.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,North Macedonia,:,:,:,451382.0,0.0,0.0,0.0,0.0,0.0,507138.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Malta,132387.0,130208.0,145817.0,157740.0,149603.0,154630.0,166105.0,186471.0,197539.0,196938.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Netherlands,9455209.0,9416499.0,9434770.0,9084649.0,:,:,8549762.0,8633590.0,9284698.0,8270075.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Norway,1933939.0,2199862.0,2224522.0,2228608.0,2437776.0,2426530.0,2444305.0,2418104.0,2584831.0,2236318.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Poland,6768077.0,6885997.0,6879294.0,8889685.0,9324197.0,8240413.0,9534484.0,9567727.0,13229686 b,13914772.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Portugal,4582610.0,4641103 e,5466307.0,5440930.0,4731431.0,4710465.0,4897262.0,5213148 b,5278502.0,5323199.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Romania,3638200.0,6368670.0,6503356.0,5164479.0,4525388.0,3823053.0,4098427.0,4178208.0,4256889.0,4498038.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Serbia,:,:,:,0.0,0.0,1637251.0,1589709.0,1863029.0,2063247.0,2225139.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Sweden,4079432.0,4340669.0,4393002.0,4038272.0,4193105.0,4172574.0,4410872.0,4505131.0,4645784.0,4293981.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Slovenia,660980.0,1088875.0,714165.0,727708.0,641449.0,562375.0,642022.0,643342.0,630062.0,647884.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Slovakia,1475121.0,1623306.0,1772426.0,1719012.0,1656571.0,1732983.0,1889523.0,2254089.0,2361561.0,2597457.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Türkiye,29224710 e,30081820.0,28454025.0,29587465.0,30785436.0,25133903.0,28097948.0,28099214.0,28489632.0,26810050.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,United Kingdom,31007480.0,32466328.0,31539338.0,27393710.0,26416270.0,26797105.0,27300581.0,26410926.0,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Total waste,Kosovo*,:,:,:,:,490045.0,490045.0,302741.0,338652.0,379391.0,379.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Austria,8159.0,8054.0,7734.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Belgium,15814.0,11533.0,17674.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Bulgaria,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Cyprus,0.0,1260.0,1616.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Czechia,3457.0,4635.0,3304.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Germany,38785.0,18169.0,21300.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Denmark,111.0,17.0,240.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Estonia,523.0,520.0,746.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Greece,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Spain,43093.0,46744.0,2895.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),European Union - 27 countries (from 2020),230000.0,280000.0,170000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Finland,1805.0,1184.0,354.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),France,38200.0,31700.0,54060.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Croatia,0.0,89556.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Hungary,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Ireland,149.0,0.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Iceland,0.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Italy,12696.0,9631.0,11769.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Lithuania,91.0,109.0,292.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Luxembourg,1062.0,245.0,113.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Latvia,0.0,12121.0,12940.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Malta,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Netherlands,25020.0,18126.0,18212.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Norway,5922.0,6712.0,9837.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Poland,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Portugal,13089.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Romania,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Sweden,22391.0,19578.0,17878.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Slovenia,3640.0,7213.0,494.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Slovakia,0.0,110.0,245.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),Türkiye,0.0,0.0,210845.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Chemical and medical wastes (subtotal),United Kingdom,8047.0,8376.0,37936.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Austria,1189407.0,1261460.0,1355424.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Belgium,1226692.0,1470707.0,1482660.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Bulgaria,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Cyprus,186615.0,180832.0,246045.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Czechia,234548.0,401862.0,346489.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Germany,9307363.0,7766518.0,8724215.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Denmark,401022.0,420211.0,754719.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Estonia,185166.0,203466.0,208662.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Greece,0.0,43410.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Spain,1511697.0,1611226.0,1995667.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",European Union - 27 countries (from 2020),28220000.0,29310000.0,31050000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Finland,309680.0,301535.0,396000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",France,3204500.0,3348400.0,3731650.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Croatia,0.0,32836.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Hungary,527650.0,85432.0,348147.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Ireland,853134.0,1055673.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Iceland,19950.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Italy,4455799.0,5215385.0,6122828.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Lithuania,38325.0,396533.0,466986.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Luxembourg,18152.0,14409.0,48444.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Latvia,0.0,33265.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Malta,2534.0,3946.0,10539.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Netherlands,1981407.0,2041565.0,2147148.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Norway,484156.0,630513.0,721726.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Poland,127205.0,201706.0,309315.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Portugal,201477.0,0.0,381387.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Romania,1197695.0,2006755.0,721234.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Sweden,1010056.0,1062362.0,1054745.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Slovenia,49462.0,71200.0,71678.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Slovakia,0.0,80331.0,124245.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",Türkiye,0.0,0.0,1897203.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Recyclable wastes (subtotal, W06+W07 except W077)",United Kingdom,3555486.0,4292404.0,4174687.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Austria,65978.0,92858.0,96216.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Belgium,212990.0,228033.0,215341.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Bulgaria,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Cyprus,0.0,3152.0,8449.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Czechia,15994.0,7711.0,2405.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Germany,311418.0,286638.0,401729.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Denmark,2259.0,2060.0,31844.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Estonia,7223.0,11327.0,16281.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Greece,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Spain,153893.0,91389.0,111876.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",European Union - 27 countries (from 2020),1610000.0,1700000.0,1930000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Finland,8529.0,20522.0,35855.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",France,9000.0,36800.0,94910.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Croatia,0.0,3324.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Hungary,0.0,0.0,42537.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Ireland,15894.0,602.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Iceland,537.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Italy,85397.0,126268.0,171698.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Lithuania,8445.0,8886.0,21794.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Luxembourg,1518.0,2625.0,3815.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Latvia,0.0,10260.0,19593.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Malta,4964.0,2861.0,3080.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Netherlands,345875.0,307193.0,285007.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Norway,213074.0,136064.0,141691.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Poland,42.0,472.0,12210.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Portugal,34.0,0.0,6766.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Romania,0.0,261.0,17984.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Sweden,351188.0,452529.0,309315.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Slovenia,2442.0,5833.0,6692.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Slovakia,0.0,4044.0,6781.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",Türkiye,0.0,0.0,296.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Equipment (subtotal, W077+W08A+W081+W0841)",United Kingdom,632686.0,1188995.0,1203863.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Austria,546300.0,661300.0,714900.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Belgium,1191731.0,934760.0,960330.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Bulgaria,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Cyprus,0.0,0.0,41310.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Czechia,64363.0,108723.0,131785.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Germany,4290273.0,7676471.0,8082615.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Denmark,52558.0,38923.0,36560.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Estonia,819.0,1298.0,10992.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Greece,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Spain,12780.0,10002.0,403332.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",European Union - 27 countries (from 2020),13880000.0,18070000.0,19770000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Finland,64874.0,95102.0,178600.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",France,2619000.0,2973800.0,3364000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Croatia,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Hungary,102240.0,45509.0,55357.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Ireland,470175.0,538651.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Iceland,11000.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Italy,2218995.0,2706793.0,3326060.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Lithuania,15315.0,755.0,22074.0,:,:,:,:,:,:,:
