Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Spain,:,2.0,2.6,2.4,1.8,2.9,2.1,3.1,2.4,3.4,3.3,3.7,3.9,6.4,1.3,-0.6,-1.6,-2.3,-0.4,-0.1,-0.1,-0.7,0.3,1.6,4.4,6.4,1.7,1.9 p,6.2 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,European Union - 27 countries (from 2020),:,2.3,-1.2,0.2,1.8,1.6,1.9,1.6,1.8,0.2,1.7,0.6,1.7,4.1,3.2,0.2,0.5,2.2,1.1,0.2,-0.1,0.7,0.9,1.8,1.7,3.7,0.3,3.6,6.5,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Finland,1.4,0.8,-1.5,0.9,1.3,0.0,2.3,1.1,0.2,0.0,2.2,1.0,0.0,5.6,8.5,-1.1 b,2.1,4.7,1.4,0.9,0.8,-1.0,-3.2,2.7,1.8,0.6,3.8,5.1,5.3,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,France,0.7,1.0,-0.1,-0.3,0.6,1.2,2.1,2.8,2.0,0.7,1.8,1.6,1.1,2.5,3.6,0.8,0.9,2.5,1.3,0.7,0.4,0.8,0.9,0.8,-0.9,4.4,0.4,4.7 p,4.2 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Croatia,:,7.2,8.7,11.4,7.9,4.8,-1.9,5.5,4.6,1.6,2.1,1.2,3.4,4.6,6.3,-0.6,-0.3,-0.7,-3.1,-1.7,-0.4,-2.2,-0.2,3.7,-1.2 b,8.9,-5.0,7.3,14.9 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Hungary,:,22.0,19.1,12.0,6.8,11.4,11.0,6.2,7.1,5.0,2.4,2.0,5.0,4.5,1.5,-0.2,1.9,5.0,-0.7,0.4,0.5,3.7,4.3,2.7,4.7,6.1,2.6,14.4,15.3 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Ireland,:,0.7,-0.6,2.7,0.7,2.7,5.4,0.7,5.1,2.2,4.4,3.8,4.4,7.4,-3.1,-8.3,0.7 b,0.9,-0.4,-5.1,-15.0,4.7,-3.5,-1.8,2.0,-8.4,-5.1,1.2,16.6,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Italy,:,5.5,2.5,-1.9,1.5,-0.6,3.0,4.0,5.0,2.2,2.8,2.2,2.4,3.5,4.9,0.3,0.5,1.8,0.8,0.2,0.6,0.1,-0.1,1.5,1.5,1.9,0.1,1.0,3.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Lithuania,:,28.1,14.0,8.9,-0.5,-8.1,-3.4,1.6,-0.1,4.8,6.7,12.2,5.1,10.7,-1.6,-6.1,0.6,1.6,2.6,2.7,4.5,5.5,4.0,4.3,6.1,4.1,6.4,14.8,12.4,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Luxembourg,:,3.9,0.2,-1.2,1.3,3.9,5.8,3.4,0.8,1.8,4.5,2.1,0.8,7.9,5.7,-0.2,5.7,2.1,1.8,2.0,1.8,-1.2,5.2,4.9,2.5,3.7,1.0,7.9,10.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Latvia,:,22.1,1.8,2.0,3.8,0.0,-0.6,-2.6,4.2,5.9,14.6,15.3,26.4,21.0,-9.2,-9.7,1.2,1.2,5.9,4.6,5.5,4.0,3.9,4.7,6.7,5.1,-0.8,11.4,13.8,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Malta,:,:,:,:,:,:,8.1,2.3,1.6,2.1,0.0,4.1,-0.1,2.1,3.8,-0.1,5.1,0.4,0.7,0.2,0.1,4.5,-3.5,7.3,5.4,7.3,-4.6,5.1,0.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Netherlands,:,0.6,0.9,1.4,1.9,3.3,2.2,4.4,2.4,0.0,0.2,0.4,2.1,3.3,5.5,-1.1,0.9,2.8,0.7,0.1,-1.0,1.2,0.6,2.7,3.1,6.9,-1.4,2.7 p,7.9 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Poland,:,21.4,14.8,10.1,7.1 e,1.8 e,6.2,-2.1,-2.6 b,-1.4,1.0,-0.4,3.1,7.9,1.0,3.0 b,1.0,2.1,0.9,0.1,-0.5,2.6,1.6,1.7,3.6 b,6.9,1.5,8.1,12.8,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Portugal,:,4.3,3.6,4.3,3.0,4.3,3.6,3.1,2.9,0.7,3.4,0.2,1.6,2.5,2.5,-1.0,-2.2,-3.6,1.3,-1.2,0.6,0.9,1.9,3.7,3.2,7.9,1.0,2.5,7.2 e,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Romania,:,43.5 d,102.8 d,90.3 d,38.2 d,64.4 d,45.6 d,0.5 d,21.5 d,4.4 b,21.6 d,6.3 d,1.1 d,22.8,-1.5,6.2,-5.6,2.5,3.7,3.2,-2.7,11.8,8.5,6.3,7.2,6.2,1.8,10.6,13.3 p,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Sweden,0.0,4.0,1.5,-3.9,1.8,4.8,5.0,1.0,1.4,-0.6,0.8,0.1,4.5,5.4,4.6,-2.5,2.2,4.4,1.6,1.5,-0.3,1.9,2.8,3.6,1.0,3.1,-0.2,4.2,6.9,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Slovenia,:,6.7,3.9,4.9,4.9,7.1,9.8,5.2,3.6,2.6,1.7,0.7,2.3,6.6,7.9,-0.3,-1.0,1.2,0.1,-0.8,0.1,2.5,0.7,2.7,4.1,7.0,0.5,6.0,8.2,:
Annual,Nominal unit labour cost based on hours worked,Percentage change on previous period,Slovakia,:,8.6,9.5,5.8,4.6,10.3,3.2,4.6,4.0,1.8,3.1,1.6,0.9,4.4,6.8,-3.1,1.2,0.9,1.1,0.5,0.3,2.7,4.7,3.8,5.6,4.0,0.3,7.6,9.2,:
