Time frequency,Income and living conditions indicator,Sex,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Hungary,:,:,1.02 b,0.96,0.99,1.03,1.04,1.04,1.01,0.98,1.05,1.07,1.03,1.01,0.98,0.97,0.91,0.9,0.89,0.97,0.83
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Ireland,0.65 b,0.67,0.69,0.73,0.72,0.78,0.83,0.89,0.89,0.9,0.92,0.91,0.91,0.87,0.88,0.87,0.95 b,0.93 b,0.93,0.9,0.95
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Iceland,:,0.85,0.89,0.89,0.87,0.9,1.02,1.04,0.97,0.98,0.98,1.0,1.01,0.99,0.99,0.99,0.99,:,:,:,:
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Italy,:,0.91 b,0.88,0.91,0.89,0.92,0.94,0.97,0.97,1.0,1.01,1.03,1.02,1.05,1.04,1.06,1.05,1.05,1.11,1.03,1.03
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Lithuania,:,:,0.82 b,0.76,0.71,0.72,0.75,0.95,0.92,0.8,0.81,0.79,0.76,0.74,0.73,0.67,0.71,0.69,0.69,0.67,0.68
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Luxembourg,0.98 b,0.99,0.99,0.99,0.99,1.01,1.04,1.08,1.11,1.13,1.16,1.14,1.1,1.23 b,1.15,1.27,1.24,1.27 b,1.17 b,1.10 b,1.12
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Latvia,:,:,0.76 b,0.67,0.66,0.58,0.6,0.79,0.87,0.81,0.79,0.75,0.68,0.66,0.64,0.62,0.6,0.65,0.64,0.67,0.65
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Montenegro,:,:,:,:,:,:,:,:,:,:,1.19,1.16,1.15,1.12,1.08,1.15,1.18,1.16,1.11,1.11,:
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,North Macedonia,:,:,:,:,:,:,:,:,:,1.07,1.09,1.11,1.12,1.11,1.15,1.12,1.12,1.14,:,:,:
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Malta,:,:,0.78 b,0.81,0.79,0.75,0.8,0.83,0.83,0.84,0.82,0.8,0.77,0.75,0.74,0.74,0.74,0.8,0.78,0.75,0.72
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Netherlands,:,:,0.90 b,0.89,0.86,0.87,0.87,0.9,0.91,0.93,0.94,0.93,0.92,0.86 b,0.84,0.84,0.84,0.84,0.78,0.76,0.81
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Norway,0.81 b,0.83,0.85,0.86,0.9,0.89,0.92,0.93,0.93,0.99,0.99,0.99,1.0,0.99,0.98,0.99,1.0,0.98,0.98 b,0.97,0.96 b
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Poland,:,:,1.11 b,1.09,1.07,0.99,0.93,0.95,0.96,0.98,1.0,1.01,1.0,0.97,0.94,0.92,0.9,0.86,0.88,0.91,0.89
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Portugal,:,0.79 b,0.82,0.83,0.83,0.87,0.9,0.86,0.92,0.95,0.96,0.97,0.94,0.94,0.94,0.92,0.94,0.94,0.93,0.99,0.96
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Romania,:,:,:,:,0.8,0.89,0.99,1.02,1.07,1.09,1.11,1.1,1.07,1.01,0.99,0.94,0.89,0.88,0.85,0.98,0.94
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Serbia,:,:,:,:,:,:,:,:,:,:,1.06,1.07,1.1,1.08,1.05,1.02,0.97,0.92,0.94,0.9,:
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Sweden,:,0.87 b,0.92,0.94,0.9,0.86 b,0.86,0.87,0.85,0.86,0.86,0.89,0.86,0.85,0.87,0.89,0.9,0.88,0.89,0.89,0.88
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Slovenia,:,:,0.89 b,0.87,0.89,0.88,0.88,0.89,0.88,0.89,0.89,0.91,0.9,0.88,0.88,0.85,0.83,0.83,0.84,0.82,0.82
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Slovakia,:,:,0.89 b,0.88,0.84,0.81,0.85,0.87,0.89,0.85,0.92,0.93,0.95,0.95,0.92,0.93,0.9,0.9,0.96,0.99,1.03
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Türkiye,:,:,:,1.16,1.15,1.11,1.12,1.13,1.12,1.09,1.16,1.12,1.11,1.09,1.07,1.09,1.16,1.15,1.2,1.15,1.0
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,United Kingdom,:,:,0.77 b,0.78,0.79,0.79,0.85,0.86,0.87,0.92 b,0.91,0.91,0.91,0.93,0.92 b,0.9,:,:,:,:,:
Annual,Persons aged 60 years and over compared to persons aged less than 60 years,Total,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.07,:,:,:,:,:
