Time frequency,Unit of measure,Sex,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Males,Total,Diabetes mellitus,Denmark,39.72,37.67,35.69,35.63,34.67,37.58,34.5,34.77,32.4,30.15,30.16
Annual,Rate,Males,Total,Diabetes mellitus,Estonia,15.46,11.78,15.16,12.02,11.48,19.09,19.28,19.52,20.47,27.59,31.35
Annual,Rate,Males,Total,Diabetes mellitus,Greece,13.03,12.17,13.79,16.4,17.16,16.53,18.54,20.37,21.12,21.83,22.15
Annual,Rate,Males,Total,Diabetes mellitus,Spain,24.84,24.48,22.58,22.48,23.76,21.4,21.89,21.96,21.21,24.49,22.9
Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),28.67,28.84,28.41,27.04,28.8,27.69,28.29,28.13,27.64,30.95,30.42
Annual,Rate,Males,Total,Diabetes mellitus,Finland,13.52,12.8,11.91,12.6,11.33,13.02,14.13,12.73,12.89,14.37,14.94
Annual,Rate,Males,Total,Diabetes mellitus,France,23.55,23.28,22.71,21.89,22.8,21.58,21.26,19.8,19.61,20.55,20.82
Annual,Rate,Males,Total,Diabetes mellitus,Croatia,36.07,39.12 d,38.02 d,36.8,46.09,51.18,59.97,77.27,106.97,121.68,126.99
Annual,Rate,Males,Total,Diabetes mellitus,Hungary,34.95 d,37.05 d,33 d,32.96,35.68,36.68,39.57,40.71,38.93,46.92,52.6
Annual,Rate,Males,Total,Diabetes mellitus,Ireland,22.86,25.79,28.68,24.39,24.51,24.63,23.55,21.45,21.15,24.13,20.29
Annual,Rate,Males,Total,Diabetes mellitus,Iceland,11.74,14.87,13.87,18.78,15.84,20.46,18.26,22.76,18.88,19.88,21.88
Annual,Rate,Males,Total,Diabetes mellitus,Italy,36.19,36.11,35.08,32.45,35.57,33.69,35.21,33.31,33.23,38.7,36.88
Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,16.43,15.35,:,5.38,5.26,:,0.0,7.63,7.3,5.23,17.65
Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,10.91,13.31,13.33,11.28,13.28,13.34,18.25,19.98,24.16,28.58,27.55
Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,17.4,19.62,19.36,29.86,25.18,17.35,25.99,17.19,19.21,17.71,18.03
Annual,Rate,Males,Total,Diabetes mellitus,Latvia,22.28,26.12,25.12,27.56,29.66,30.24,29.16,30.87,38.26,37.32,40.04
Annual,Rate,Males,Total,Diabetes mellitus,Malta,18.55,12.14,36.49,52.61,61.02,42.09,44.31,58.2,49.02,59.67,52.77
Annual,Rate,Males,Total,Diabetes mellitus,Netherlands,22.75,23.72,23.57,20.98,21.95,22.01,20.65,20.23,19.6,20.76,21.13
Annual,Rate,Males,Total,Diabetes mellitus,Norway,20.92,21.58,19.77,17.44,17.96,17.69,15.53,16.08,16.81,19.3,21.46
Annual,Rate,Males,Total,Diabetes mellitus,Poland,25.07,26.54,27.09,24.85,28.96,29.32,30.47,31.1,31.32,41.66,35.64
Annual,Rate,Males,Total,Diabetes mellitus,Portugal,47.96,52.77,46.59,44.56,44.39,43.88,39.69,41.12,36.73,39.02,31.03
Annual,Rate,Males,Total,Diabetes mellitus,Romania,13.63,14.38,14.41,14.03,15.84,16.31,15.41,16.83,17.24,24.6,26.71
Annual,Rate,Males,Total,Diabetes mellitus,Serbia,47.79,45.5,44.72,38.56,45.7,46.13,53.79,48.75,46.25,51.4,50.56
Annual,Rate,Males,Total,Diabetes mellitus,Sweden,27.48,26.17,28.14,26.06,26.17,27.23,28.24,27.05,25.14,27.2,26.29
Annual,Rate,Males,Total,Diabetes mellitus,Slovenia,19.08,18.48,21.15,17.52,21.39,18.31,20.17,17.61,23.83,26.89,27.88
Annual,Rate,Males,Total,Diabetes mellitus,Slovakia,22.2,27.95,22.27,24.51,19.19,21.4,18.99,22.02,18.05,20.88,20.98
Annual,Rate,Males,Total,Diabetes mellitus,Türkiye,55.44 d,52.98 d,50.61 d,47.01 d,46.8 d,46.37 d,44.13 d,39.95 d,36.58 d,47.96 d,45.58 d
Annual,Rate,Males,Total,Diabetes mellitus,United Kingdom,12.56 d,12.3,12.0,12.45,13.16,13.76,14.23,14.73,:,:,:
Annual,Rate,Total,Total,Diabetes mellitus,Austria,38.34,38.54,36.12,38.55,41.73,39.0,36.62,35.17,29.84,31.26,35.62
Annual,Rate,Total,Total,Diabetes mellitus,Belgium,15.76,16.57,15.33,14.4,13.74,12.9,13.39,13.01,12.4,12.59,11.35
Annual,Rate,Total,Total,Diabetes mellitus,Bulgaria,22.78,24.2,19.79,20.93,25.14,22.63,21.14,23.09,20.82,24.12,24.32
Annual,Rate,Total,Total,Diabetes mellitus,Switzerland,17.18,17.11,17.92,16.0,16.9,16.01,15.45,13.91,13.53,11.6,12.36
Annual,Rate,Total,Total,Diabetes mellitus,Cyprus,73.54,70.75,69.7,72.36,65.48,53.3,58.01,55.25,56.06,59.73,73.0
Annual,Rate,Total,Total,Diabetes mellitus,Czechia,29.15,26.92,45.1,41.8,43.48,43.26,41.53,46.51,45.56,52.46,52.62
Annual,Rate,Total,Total,Diabetes mellitus,Germany,29.41,29.36,28.88,26.32,27.67,25.49,26.98,26.43,24.9,26.37,26.08
Annual,Rate,Total,Total,Diabetes mellitus,Denmark,29.43,27.69,27.28,26.23,26.69,27.31,25.5,26.37,24.21,22.32,23.43
Annual,Rate,Total,Total,Diabetes mellitus,Estonia,13.51,10.25,11.86,12.0,10.67,14.21,14.99,17.08,18.0,24.3,26.31
Annual,Rate,Total,Total,Diabetes mellitus,Greece,10.24,10.07,11.97,13.86,14.64,14.18,16.68,17.29,18.32,18.5,19.37
Annual,Rate,Total,Total,Diabetes mellitus,Spain,22.91,22.12,20.27,20.18,20.79,18.6,18.99,18.79,17.9,20.59,19.28
Annual,Rate,Total,Total,Diabetes mellitus,European Union - 27 countries (from 2020),25.36,25.4,24.77,23.48,24.89,23.61,24.15,23.8,23.27,26.18,25.56
Annual,Rate,Total,Total,Diabetes mellitus,Finland,9.5,9.53,9.12,9.24,8.87,9.66,9.94,9.32,10.08,11.07,10.9
Annual,Rate,Total,Total,Diabetes mellitus,France,18.18,18.14,17.75,17.01,17.73,16.67,16.39,15.3,15.02,15.89,15.86
Annual,Rate,Total,Total,Diabetes mellitus,Croatia,31.67,34.84 d,32.26 d,34.52,42.38,47.62,57.45,69.71,96.05,112.42,114.78
Annual,Rate,Total,Total,Diabetes mellitus,Hungary,32.34 d,32.88 d,29.36 d,29.1,30.89,30.64,33.93,33.68,32.99,39.74,42.68
Annual,Rate,Total,Total,Diabetes mellitus,Ireland,17.81,19.93,20.78,17.27,17.9,17.35,17.59,16.18,15.33,17.67,16.49
Annual,Rate,Total,Total,Diabetes mellitus,Iceland,9.26,10.54,13.85,12.78,10.1,13.06,14.83,14.53,11.63,12.28,16.3
Annual,Rate,Total,Total,Diabetes mellitus,Italy,32.31,32.03,30.3,28.45,30.73,28.76,29.65,27.89,27.72,32.47,30.98
Annual,Rate,Total,Total,Diabetes mellitus,Liechtenstein,11.46,10.86,:,6.56,2.65,4.52,0.0,3.18,7.35,11.6,7.67
Annual,Rate,Total,Total,Diabetes mellitus,Lithuania,9.67,11.33,10.87,9.69,11.02,10.61,14.42,18.15,20.1,23.5,24.22
Annual,Rate,Total,Total,Diabetes mellitus,Luxembourg,14.37,15.14,20.71,22.79,20.22,14.01,19.51,13.97,17.63,15.43,14.7
Annual,Rate,Total,Total,Diabetes mellitus,Latvia,25.56,24.71,24.59,26.31,24.78,27.97,28.77,29.28,32.29,34.31,36.35
Annual,Rate,Total,Total,Diabetes mellitus,Malta,14.02,11.05,30.33,45.38,45.83,44.57,45.14,50.75,47.18,55.31,49.47
Annual,Rate,Total,Total,Diabetes mellitus,Netherlands,20.7,20.52,20.91,19.33,19.52,19.23,18.19,17.04,16.89,17.04,16.79
Annual,Rate,Total,Total,Diabetes mellitus,Norway,17.06,17.43,15.87,14.08,13.76,14.19,13.46,12.18,12.62,15.83,16.0
Annual,Rate,Total,Total,Diabetes mellitus,Poland,23.55,24.57,24.93,22.33,26.68,26.18,27.06,27.16,27.53,35.78,31.55
Annual,Rate,Total,Total,Diabetes mellitus,Portugal,44.52,46.85,42.74,39.53,39.79,38.69,36.27,36.71,32.12,33.94,27.04
Annual,Rate,Total,Total,Diabetes mellitus,Romania,12.58,13.07,12.52,12.58,13.99,14.8,14.06,15.04,15.52,21.39,23.43
Annual,Rate,Total,Total,Diabetes mellitus,Serbia,48.94,46.15,42.79,37.91,44.68,46.97,51.62,46.48,44.72,49.54,49.76
Annual,Rate,Total,Total,Diabetes mellitus,Sweden,21.13,20.98,20.92,19.58,20.69,20.8,22.21,21.13,19.99,21.98,20.79
Annual,Rate,Total,Total,Diabetes mellitus,Slovenia,16.11,18.25,18.01,15.36,16.84,15.21,16.39,14.4,19.19,20.93,22.17
Annual,Rate,Total,Total,Diabetes mellitus,Slovakia,21.9,25.65,20.54,23.06,18.75,18.72,17.5,19.73,15.87,19.0,18.14
Annual,Rate,Total,Total,Diabetes mellitus,Türkiye,59.73 d,56.14 d,54.04 d,49.42 d,48.89 d,49.12 d,45.47 d,43.19 d,38.03 d,47.44 d,46 d
Annual,Rate,Total,Total,Diabetes mellitus,United Kingdom,10.46 d,10.36,10.21,10.8,10.95,11.2,11.85,12.0,:,:,:
