Time frequency,Unit of measure,Country of citizenship,Sex,Age class,Geopolitical entity (reporting)\Time,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Greece,7680.0,6310.0,5685.0,5195.0,4930.0,5185.0,5315.0,6375.0,7535.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Spain,41520.0,43075.0,43965.0,45755.0,47885.0,47000.0,48185.0,:,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,European Union - 27 countries (from 2020),249460.0,251240.0,251555.0,253525.0,256955.0,245235.0,249905.0,:,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Finland,1480.0,1460.0,1420.0,1375.0,1335.0,1310.0,1265.0,1270.0,1265.0,1270.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,France,32260.0,33360.0,33195.0,34110.0,34680.0,21830.0,23220.0,37320.0,37930.0,37945.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Croatia,445.0,430.0,330.0,310.0,305.0,300.0,275.0,260.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Hungary,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Ireland,5030.0,5490.0,5825.0,6095.0,6400.0,6740.0,7050.0,7125.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Iceland,450.0,390.0,365.0,340.0,310.0,295.0,235.0,210.0,220.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Italy,12345.0,12620.0,12900.0,13665.0,14120.0,14560.0,14980.0,15135.0,15720.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Liechtenstein,5.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Lithuania,65.0,55.0,55.0,45.0,55.0,60.0,55.0,35.0,25.0,30.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Luxembourg,1010.0,1005.0,1010.0,1005.0,985.0,1000.0,1020.0,1015.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Latvia,65.0,70.0,75.0,85.0,90.0,95.0,95.0,95.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Montenegro,30.0,40.0,25.0,30.0,20.0,20.0,25.0,25.0,25.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Malta,290.0,300.0,290.0,280.0,275.0,265.0,250.0,220.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Netherlands,12175.0,12320.0,12365.0,11760.0,11865.0,12255.0,12740.0,12805.0,12755.0,12915.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Norway,1040.0,980.0,955.0,875.0,935.0,965.0,1030.0,1095.0,1050.0,1060.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Poland,2190.0,2115.0,2125.0,2230.0,2275.0,2235.0,2360.0,2405.0,2445.0,2325.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Portugal,45.0,35.0,40.0,45.0,45.0,30.0,40.0,45.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Romania,145.0,160.0,140.0,105.0,115.0,90.0,150.0,75.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Sweden,2180.0,2140.0,1545.0,1465.0,1550.0,1490.0,1480.0,1370.0,1305.0,1265.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovenia,195.0,115.0,180.0,105.0,170.0,170.0,165.0,150.0,175.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovakia,15.0,20.0,15.0,15.0,15.0,15.0,10.0,10.0,10.0,:
