Time frequency,Activity and employment status,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Iceland,:,:,:,:,:,-3.8,-3.7,-2.5,-3.2,-3.2,-2.3,-2.5 b,-1.5,-0.9,-1.0
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Italy,-2.4,-2.3,-2.2,-2.7,-2.5,-2.9,-2.9,-2.6,-2.5,-2.5 b,-2.3,-3.8,-2.9,-2.6,-2.4
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Lithuania,-0.1,-1.2,-0.8,-1.0,-0.8,-0.9,-0.9,-0.6,-0.5,-0.3,-0.5 u,-0.3,-0.5,-0.7,-0.6
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Luxembourg,-2.7,-2.7 u,-2.0,-3.4 u,-3.2 u,-2.7 u,-2.9 b,-2.5,-2.8,-2.5 u,-1.7,-1.2,-3.4,-4.1,: u
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Latvia,-0.5,-1.6,-0.7,-2.0,-1.1,-1.3,-1.6,-0.9,-1.5,-1.2,-1.0,-0.5,-0.7,-0.7,-0.8
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Montenegro,:,:,0.6 u,: u,: u,0.8 u,-0.9,-0.4 u,-0.1 u,-0.1 u,: u,: u,:,:,:
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,North Macedonia,0.6,-0.1,0.6,0.9,0.7,1.7,0.7,0.2,0.7,0.6,1.1,0.9,:,:,:
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Malta,-1.4,-2.0,-2.8,-2.4,-2.7,-2.2,-1.6,-1.1,-0.7,-0.6,-1.2,-0.8 u,-0.3,-0.9 u,-0.6 u
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Netherlands,-3.5,-3.5,-3.5,-3.5,-7.8 b,-8.1,-8.0,-7.2,-6.5,-5.6,-4.9,-4.8,-4.0,-3.2,-3.2
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Norway,-4.1,-4.2,-4.4,-3.8,-3.6,-3.6,-3.3,-2.7,-2.8,-2.8,-3.0,-3.1,-2.9,-2.6,-2.6
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Poland,-1.0,-1.2 b,-1.3,-1.6 b,-1.7,-1.8,-1.5,-1.3,-1.2,-0.8,-0.7 b,-0.6,-0.5,-0.4,-0.6
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Portugal,-3.5,-3.5,-3.2,-3.2,-3.4,-3.1,-3.2,-2.8,-2.6,-2.4,-2.5,-1.9,-1.3,-1.3,-2.0
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Romania,1.0,1.4,1.2,1.0,1.1,1.2,1.3,1.0,0.9,0.7,0.7,0.6,1.2,1.2,0.9
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Serbia,:,:,1.1,0.8,0.9,1.2,1.1,0.9,0.9,1.2,1.1,0.6,0.7,0.8,0.6
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Sweden,-4.6,-4.5,-4.4,-4.0,-3.9,-3.7,-3.0,-2.3,-2.1,-2.0,-1.9,-2.0,-2.2,-2.1,-1.9
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Slovenia,-0.6,-1.2,-0.8,-0.8,-1.0,-1.5,-2.2,-2.6,-2.3,-1.8,-1.3,-0.8,-0.8,-1.2 u,-1.1 u
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Slovakia,0.0,0.1,0.0 b,0.0,0.0,0.1,-0.2,0.0,-0.1,-0.2,-0.1,-0.1,: u,: u,: u
Annual,Underemployed persons working part-time,From 20 to 64 years,Percentage point,Türkiye,-0.9,-1.1,-0.9,-0.6,-0.6,-0.4 b,-0.3,-0.2,-0.2,-0.2,0.1,-0.3,-0.8 b,-0.8,-1.4
