Time frequency,annex,indic_sb,priority,unit,nace_r1,cpa02,partner,geo\TIME_PERIOD,1997.0,1998.0,1999.0,2000.0,2001.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512B,TOTAL,ES,:,44374.0,39058.0,46581.0,54537.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BA,TOTAL,BE,9554.489,9458.724 d,7664.025 d,8861.673 d,9360.885
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BA,TOTAL,ES,7543.231,5814.0,4482.0,5282.0,5652.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BA,TOTAL,FI,879.326,:,:,:,:
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BB,TOTAL,ES,6407.766,6193.0,5865.0,7041.0,7938.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BC,TOTAL,BE,3118.431,2970.554 d,3067.509 d,3145.372 d,2996.397
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BC,TOTAL,ES,11253.679,10629.0,10087.0,11931.0,16054.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BC,TOTAL,NO,2114.332 p,2862.317,3750.236 p,3857.058,5113.91
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BD,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BD,TOTAL,ES,5501.655,4879.0,4489.0,5954.0,6781.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BE,TOTAL,BE,:,10493.788,10292.886,12794.231,:
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512BE,TOTAL,ES,18880.792,16859.0,14135.0,16373.0,18112.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512C,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J652,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6521,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6522E,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,BE,:,55263.745 d,53448.224 d,69908.155 d,57368.319 d
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,BG,:,:,252.22,340.42,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,ES,:,46821.0,39058.0,46581.0,54537.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,HU,:,:,3736.366,3313.365,3442.615
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,SE,12058.947,10338.013 b,9256.522,13439.84,12134.918
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512A,TOTAL,BE,:,32340.679,32423.804 d,45106.879,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AA,TOTAL,BE,:,32340.679,32423.804 d,45106.879,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AC,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512AC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512B,TOTAL,BE,:,22923.066 d,21024.42 d,24801.276,23999.835 d
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512B,TOTAL,ES,:,46821.0,39058.0,46581.0,54537.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BA,TOTAL,BE,9554.489,9458.724 d,7664.025 d,8861.673 d,9360.885
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BA,TOTAL,ES,8394.455,6549.0,4482.0,5282.0,5652.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BA,TOTAL,FI,914.526,:,:,:,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BB,TOTAL,ES,7197.008,6877.0,5865.0,7041.0,7938.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BC,TOTAL,BE,3118.431,2970.554 d,3067.509 d,3145.372 d,2996.397
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BC,TOTAL,ES,11603.308,10894.0,10087.0,11931.0,16054.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BC,TOTAL,NO,2539.842,3271.135,4317.838 p,3921.153,5773.79
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BD,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BD,TOTAL,ES,5613.58,4986.0,4489.0,5954.0,6781.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BE,TOTAL,BE,:,10493.788,10292.886,12794.231,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512BE,TOTAL,ES,19551.629,17516.0,14135.0,16373.0,18112.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512C,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J652,TOTAL,ES,:,:,2291.0,2813.0,3288.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6521,TOTAL,ES,:,:,421.0,502.0,609.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522,TOTAL,ES,:,:,1870.0,2311.0,2679.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522,TOTAL,SE,16120.132,12480.246 d,11153.651,11039.302,9916.252
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522A,TOTAL,ES,:,:,622.0,769.0,795.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522B,TOTAL,ES,:,:,746.0,912.0,1084.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522C,TOTAL,ES,:,:,202.0,195.0,246.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522D,TOTAL,ES,:,:,113.0,195.0,297.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6522E,TOTAL,ES,:,:,187.0,240.0,257.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6512_J652,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512,TOTAL,BE,:,: m,: m,: m,: m
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512,TOTAL,ES,:,2447.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512,TOTAL,HU,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512A,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AB,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AC,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512AC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512B,TOTAL,BE,:,: m,: m,: m,: m
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512B,TOTAL,ES,:,2447.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,BE,: m,: m,: m,: m,: m
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,ES,851.224,734.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,FI,35.2,:,:,:,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BB,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BB,TOTAL,ES,789.242,684.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,BE,: m,: m,: m,: m,: m
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,ES,349.63,265.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,NO,425.51 p,408.818,567.601 p,64.095,659.879
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BD,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BD,TOTAL,ES,111.926,107.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BE,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512BE,TOTAL,ES,670.836,657.0,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512C,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J652,TOTAL,ES,:,:,2291.0,2813.0,3288.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6521,TOTAL,ES,:,:,421.0,502.0,609.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522,TOTAL,ES,:,:,1870.0,2311.0,2679.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522,TOTAL,SE,16120.132,12480.246 d,11153.651,11039.302,9916.252
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522A,TOTAL,ES,:,:,622.0,769.0,795.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522B,TOTAL,ES,:,:,746.0,912.0,1084.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522C,TOTAL,ES,:,:,202.0,195.0,246.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522D,TOTAL,ES,:,:,113.0,195.0,297.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6522E,TOTAL,ES,:,:,187.0,240.0,257.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,O,MIO_EUR,J6522,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512AA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512AB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512AC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512BA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512BB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512BC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512BD,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512BE,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6512C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6521,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6522A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6522B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6522C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6522D,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6522E,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6523A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6523B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6712A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6712B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J6713,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J672A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44110,V,MIO_EUR,J6512,CPA_J672B,TOTAL,SK,:,:,:,:,: @C
