Time frequency,Unit of measure,Sex,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Cyprus,0.76,0.67,1.82,1.56,0.86,0.52,0.57,0.56,0.53,0.76,0.73
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Czechia,2.45,2.41,2.2,1.85,2.14,2.22,2.05,2.05,2.69,3.1,3.54
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Germany,9.36,9.55,10.14,9.37,10.02,10.06,9.38,9.23,8.67,8.78,8.75
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Denmark,19.72,20.69,19.47,18.42,19.76,17.73,14.52,12.91,11.32,11.02,13.38
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Estonia,12.43,13.83,9.33,8.66,9.82,9.21,9.21,7.94,7.18,7.58,11.89
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Greece,0.47,0.42,0.23,0.23,0.56,0.43,0.58,0.4,0.72,0.52,0.83
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Spain,1.2,1.18,1.1,1.1,1.16,1.0,0.91,0.93,0.89,0.96,0.9
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,European Union - 27 countries (from 2020),5.39,5.34,5.34,5.2,5.62,5.84,5.7,5.91,5.89,6.14,6.06
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Finland,5.25,6.39,6.34,7.43,6.59,6.93,6.21,7.09,7.45,5.97,6.53
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,France,8.14,7.9,7.64,7.08,6.87,6.64,6.42,6.88,6.91,6.49,6.94
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Croatia,11.41,11.65 d,9.56 d,9.92,9.96,9.76,6.89,9.07,13.95,12.31,15.37
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Hungary,6.97 d,6.11 d,6.45 d,7.16,6.32,7.18,6.79,8.34,8.46,11.37,10.11
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Ireland,0.34,0.31,0.31,0.37,1.09,0.79,0.52,1.13,0.91,0.96,0.73
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Iceland,3.47,3.98,6.3,0.68,5.35,3.74,4.91,2.8,3.34,4.63,4.14
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Italy,0.64,0.61,0.54,0.58,0.57,0.65,0.52,0.69,0.62,0.68,0.85
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Liechtenstein,17.62,:,7.06,:,:,:,0.0,0.0,0.0,5.14,4.41
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Lithuania,1.72,1.96,1.27,1.88,1.33,1.89,1.37,1.1,1.8,1.26,1.48
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Luxembourg,3.79,5.94,10.21,6.51,6.32,5.2,3.91,7.4,2.87,4.84,5.88
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Latvia,16.0,13.93,12.56,12.37,16.62,11.47,12.78,12.69,8.68,11.52,21.93
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Malta,0.45,0.53,1.23,0.38,0.61,0.41,1.98,0.84,0.5,1.12,0.37
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Netherlands,2.07,2.06,4.39,4.28,4.43,4.67,4.64,5.2,4.39,4.98,4.89
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Norway,7.98,5.81,5.26,5.56,5.1,4.96,4.59,4.99,3.67,4.37,4.15
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Poland,8.56,7.73,6.62,6.42,9.78,12.73,14.54,15.08,15.56,18.33,15.29
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Portugal,1.99,1.65,1.43,1.76,1.51,1.57,1.44,1.62,1.72,1.98,1.85
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Romania,1.26,1.11,1.13,2.67,2.2,2.57,2.37,2.17,2.23,2.21,2.89
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Serbia,6.51,6.2,6.91,7.77,6.67,6.41,7.12,5.67,6.0,6.99,6.69
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Sweden,4.47,3.25,3.23,3.91,3.74,3.74,3.6,4.42,5.16,4.76,4.94
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Slovenia,11.64,14.44,16.57,17.9,22.93,26.22,28.92,29.74,40.25,31.43,27.18
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Slovakia,4.16,3.59,2.59,5.41,4.77,4.94,4.8,6.38,8.17,7.45,5.99
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,Türkiye,0.23 d,0.24 d,0.19 d,0.1 d,0.09 d,0.07 d,0.08 d,0.09 d,0.04 d,0.08 d,0.07 d
Annual,Rate,Males,Total,Mental and behavioural disorders due to use of alcohol,United Kingdom,1.97 d,1.81,1.74,1.87,2.03,2.03,2.21,2.22,:,:,:
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Austria,5.31,5.56,5.53,5.39,6.04,5.7,5.63,6.15,5.6,6.18,6.81
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Belgium,3.36,3.99,4.08,3.52,3.76,3.5,3.85,3.42,3.26,3.68,3.25
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Bulgaria,0.23,0.29,0.17,0.34,0.41,0.34,0.27,0.44,0.44,0.65,0.57
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Switzerland,3.01,2.56,2.83,2.78,2.66,2.26,2.24,2.17,2.3,2.1,2.34
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Cyprus,0.34,0.49,0.78,0.73,0.65,0.25,0.27,0.53,0.38,0.5,0.48
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Czechia,1.35,1.34,1.28,1.15,1.27,1.26,1.2,1.2,1.57,1.81,2.03
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Germany,5.78,5.79,6.31,5.83,6.23,6.1,5.68,5.64,5.29,5.46,5.39
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Denmark,12.61,12.95,12.58,11.49,12.24,11.53,9.25,8.06,7.29,7.32,8.33
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Estonia,7.28,7.81,4.92,4.51,4.95,4.88,4.83,3.95,3.58,4.98,6.14
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Greece,0.27,0.2,0.12,0.12,0.3,0.23,0.34,0.23,0.37,0.35,0.44
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Spain,0.66,0.67,0.57,0.59,0.6,0.53,0.49,0.49,0.45,0.5,0.48
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,European Union - 27 countries (from 2020),3.17,3.13,3.15,3.05,3.31,3.4,3.32,3.42,3.42,3.57,3.5
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Finland,3.13,3.69,3.72,4.15,3.68,3.95,3.67,4.14,4.28,3.47,3.68
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,France,4.8,4.67,4.41,4.06,4.01,3.94,3.76,4.05,4.01,3.69,3.99
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Croatia,5.67,5.98 d,4.98 d,5.29,5.12,4.86,3.61,4.4,7.08,6.45,7.55
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Hungary,3.6 d,3.2 d,3.23 d,3.72,3.28,3.68,3.49,4.33,4.42,5.71,5.04
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Ireland,0.19,0.19,0.15,0.32,0.67,0.54,0.43,0.57,0.5,0.61,0.48
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Iceland,2.29,2.63,3.04,0.35,3.15,2.87,2.68,1.4,2.22,2.01,2.31
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Italy,0.36,0.35,0.33,0.32,0.33,0.36,0.3,0.38,0.36,0.39,0.48
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Liechtenstein,8.54,:,3.36,:,:,:,0.0,0.0,0.0,2.5,4.31
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Lithuania,0.89,0.95,0.7,0.91,0.64,0.89,0.71,0.48,0.86,0.65,0.79
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Luxembourg,2.09,3.88,5.78,4.89,4.63,3.57,3.8,5.28,2.47,3.99,3.6
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Latvia,8.87,7.96,6.92,6.79,9.07,5.73,6.49,6.62,4.57,6.17,11.79
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Malta,0.5,0.27,0.59,0.39,0.27,0.21,0.94,0.62,0.21,0.43,0.42
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Netherlands,1.3,1.28,2.72,2.6,2.93,3.0,2.95,3.25,2.76,2.99,3.0
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Norway,4.5,3.5,3.4,3.31,3.02,2.92,2.8,3.12,2.17,2.71,2.65
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Poland,4.62,4.24,3.66,3.55,5.28,6.95,7.91,8.13,8.59,10.05,8.29
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Portugal,1.08,0.93,0.76,0.83,0.76,0.82,0.77,0.8,0.88,1.0,0.92
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Romania,0.72,0.56,0.6,1.44,1.17,1.39,1.28,1.13,1.26,1.24,1.49
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Serbia,3.17,3.14,3.39,3.79,3.34,3.21,3.55,2.9,3.14,3.55,3.36
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Sweden,2.66,2.0,2.01,2.38,2.28,2.25,2.35,2.6,3.08,2.96,3.11
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Slovenia,6.34,7.88,9.64,9.67,12.83,13.88,16.48,16.47,21.39,17.33,15.61
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Slovakia,2.1,1.91,1.42,2.97,2.53,2.7,2.63,3.26,4.46,3.71,3.05
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,Türkiye,0.11 d,0.13 d,0.1 d,0.05 d,0.04 d,0.04 d,0.04 d,0.05 d,0.02 d,0.04 d,0.04 d
Annual,Rate,Total,Total,Mental and behavioural disorders due to use of alcohol,United Kingdom,1.32 d,1.24,1.13,1.3,1.35,1.38,1.53,1.56,:,:,:
