Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Finland,134.0,139.0,117.0,129.0,112.0,73.0,74.0,70.0,62.0,49.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",France,50.0,47.0,47.0,49.0,48.0,46.0,45.0,46.0,47.0,43 p
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Croatia,115.0,101.0,65.0,67.0,64.0,69.0,75.0,75.0,87.0,86.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Hungary,196.0,154.0,113.0,116.0,113.0,112.0,97.0,86.0,90.0,110.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Ireland,34.0,31.0,16.0,74.0,48.0,41.0,35.0,28.0,23.0,20.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Iceland,53.0,:,59.0,46.0,48.0,38.0,39.0,40.0,40.0,:
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Italy,51.0,53.0,56.0,61.0,64.0,69.0,69.0,69.0,74.0,66.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Lithuania,261.0,198.0,172.0,110.0,97.0,99.0,101.0,102.0,103.0,96.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Luxembourg,34.0,36.0,26.0,36.0,30.0,20.0,30.0,27.0,26.0,31.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Latvia,74.0,85.0,63.0,75.0,94.0,99.0,68.0,58.0,110.0,85.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Montenegro,:,:,:,:,223.0,211.0,189.0,189.0,210.0,175.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",North Macedonia,:,:,183.0,206.0,1057.0,268.0,84.0,111.0,107.0,143.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Malta,58.0,61.0,61.0,56.0,62.0,56.0,66.0,53.0,47.0,44.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Netherlands,70.0,67.0,65.0,68.0,66.0,65.0,63.0,62.0,63.0,56.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Norway,21.0,27.0,27.0,25.0,29.0,25.0,24.0,24.0,22.0,22.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Poland,210.0,200.0,176.0,185.0,183.0,186.0,183.0,166.0,148.0,138.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Portugal,110.0,145.0,79.0,64.0,67.0,69.0,68.0,73.0,78.0,72.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Romania,379.0,406.0,333.0,184.0,171.0,147.0,141.0,125.0,109.0,110.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Serbia,:,:,:,214.0,205.0,228 b,289.0,330.0,325.0,272 p
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Sweden,72.0,68.0,64.0,50.0,48.0,47.0,50.0,49.0,: @C,48.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Slovenia,135.0,114.0,88.0,106.0,99.0,92.0,79.0,74.0,69.0,57.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Slovakia,137.0,166.0,130.0,97.0,94.0,85.0,100.0,101.0,91.0,94.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Türkiye,116.0,86.0,104.0,95.0,85.0,84.0,77.0,83.0,80.0,71.0
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",United Kingdom,91.0,81.0,75.0,56.0,56.0,55.0,55.0,58.0,:,:
Annual,"Kilograms per thousand euro, chain linked volumes (2010)",Kosovo*,:,:,:,:,219.0,173.0,468.0,455.0,444.0,488.0
