Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Minute,From 15 to 24 years,Total,France,34.2,43.9,37.3
Annual,Minute,From 15 to 24 years,Total,Croatia,36.5,34.5,29.7
Annual,Minute,From 15 to 24 years,Total,Hungary,50.3,57.6,45.4
Annual,Minute,From 15 to 24 years,Total,Ireland,38.9,33.0,45.9
Annual,Minute,From 15 to 24 years,Total,Italy,26.7,29.9,25.2
Annual,Minute,From 15 to 24 years,Total,Lithuania,42.6,36.0,36.1
Annual,Minute,From 15 to 24 years,Total,Luxembourg,42.0 u,42.4,45.5
Annual,Minute,From 15 to 24 years,Total,Latvia,45.2,50.8,54.0
Annual,Minute,From 15 to 24 years,Total,Malta,35.4,40.0,45.0
Annual,Minute,From 15 to 24 years,Total,Netherlands,43.8,36.2,30.2
Annual,Minute,From 15 to 24 years,Total,Poland,46.0,45.5,32.1
Annual,Minute,From 15 to 24 years,Total,Portugal,29.0,23.7,26.7
Annual,Minute,From 15 to 24 years,Total,Romania,48.1,55.0,45.1
Annual,Minute,From 15 to 24 years,Total,Sweden,27.3,43.0 u,44.6
Annual,Minute,From 15 to 24 years,Total,Slovenia,31.0,30.3,30.4
Annual,Minute,From 15 to 24 years,Total,Slovakia,36.6,39.4,33.8
Annual,Minute,From 15 to 24 years,Total,United Kingdom,36.3,41.3,48.7
Annual,Minute,From 15 to 64 years,Females,Austria,31.5,36.5,34.1
Annual,Minute,From 15 to 64 years,Females,Belgium,42.0,42.6,45.0
Annual,Minute,From 15 to 64 years,Females,Bulgaria,40.2,41.5,33.2
Annual,Minute,From 15 to 64 years,Females,Cyprus,30.9,30.2,21.8
Annual,Minute,From 15 to 64 years,Females,Czechia,37.5,45.4,33.7
Annual,Minute,From 15 to 64 years,Females,Germany,43.4,43.5,41.7
Annual,Minute,From 15 to 64 years,Females,Denmark,41.3,43.6,48.4
Annual,Minute,From 15 to 64 years,Females,Estonia,49.3,45.9,43.5
Annual,Minute,From 15 to 64 years,Females,Greece,40.4,31.1,31.9
Annual,Minute,From 15 to 64 years,Females,Spain,39.9,37.2,36.4
Annual,Minute,From 15 to 64 years,Females,European Union - 27 countries (from 2020),40.8,41.1,38.6
Annual,Minute,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),41.0,41.6,39.5
Annual,Minute,From 15 to 64 years,Females,Finland,39.4,47.9,47.5
Annual,Minute,From 15 to 64 years,Females,France,36.7,44.4,43.0
Annual,Minute,From 15 to 64 years,Females,Croatia,39.4,40.7,38.4
Annual,Minute,From 15 to 64 years,Females,Hungary,46.7,52.3,42.7
Annual,Minute,From 15 to 64 years,Females,Ireland,41.5,39.2,44.4
Annual,Minute,From 15 to 64 years,Females,Italy,33.0,29.7,27.3
Annual,Minute,From 15 to 64 years,Females,Lithuania,40.5,39.8,33.5
Annual,Minute,From 15 to 64 years,Females,Luxembourg,37.1,38.6,43.5
Annual,Minute,From 15 to 64 years,Females,Latvia,46.2,50.3,45.4
Annual,Minute,From 15 to 64 years,Females,Malta,34.8,34.9,42.6
Annual,Minute,From 15 to 64 years,Females,Netherlands,44.7,40.3,43.1
Annual,Minute,From 15 to 64 years,Females,Poland,45.7,43.5,36.0
Annual,Minute,From 15 to 64 years,Females,Portugal,32.2,28.7,25.1
Annual,Minute,From 15 to 64 years,Females,Romania,53.5,49.5,38.7
Annual,Minute,From 15 to 64 years,Females,Sweden,42.6,43.4,46.6
Annual,Minute,From 15 to 64 years,Females,Slovenia,38.9,37.6,37.5
Annual,Minute,From 15 to 64 years,Females,Slovakia,43.1,36.4,32.5
Annual,Minute,From 15 to 64 years,Females,United Kingdom,42.9,46.9,46.4
Annual,Minute,From 15 to 64 years,Males,Austria,36.3,41.9,45.7
Annual,Minute,From 15 to 64 years,Males,Belgium,44.8,52.0,51.1
Annual,Minute,From 15 to 64 years,Males,Bulgaria,41.4,47.4,33.5
Annual,Minute,From 15 to 64 years,Males,Cyprus,35.9,37.6,23.0
Annual,Minute,From 15 to 64 years,Males,Czechia,42.1,45.0,37.5
Annual,Minute,From 15 to 64 years,Males,Germany,48.3,46.8,48.7
Annual,Minute,From 15 to 64 years,Males,Denmark,43.4,47.9,48.2
Annual,Minute,From 15 to 64 years,Males,Estonia,51.5,47.6,40.7
Annual,Minute,From 15 to 64 years,Males,Greece,42.0,34.3,33.1
Annual,Minute,From 15 to 64 years,Males,Spain,38.0,40.4,37.1
Annual,Minute,From 15 to 64 years,Males,European Union - 27 countries (from 2020),43.7,44.2,41.8
Annual,Minute,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),45.0,44.9,44.3
Annual,Minute,From 15 to 64 years,Males,Finland,40.3,42.7,49.4
Annual,Minute,From 15 to 64 years,Males,France,39.7,47.0,46.7
Annual,Minute,From 15 to 64 years,Males,Croatia,39.4,41.2,37.5
Annual,Minute,From 15 to 64 years,Males,Hungary,51.0,49.6,44.3
Annual,Minute,From 15 to 64 years,Males,Ireland,48.9,55.9,52.5
Annual,Minute,From 15 to 64 years,Males,Italy,36.2,35.3,28.6
Annual,Minute,From 15 to 64 years,Males,Lithuania,42.9,38.6,35.5
Annual,Minute,From 15 to 64 years,Males,Luxembourg,42.9,39.1,46.7
Annual,Minute,From 15 to 64 years,Males,Latvia,46.2,50.6,52.9
Annual,Minute,From 15 to 64 years,Males,Malta,33.6,33.9,44.0
Annual,Minute,From 15 to 64 years,Males,Netherlands,58.4,51.0,46.9
Annual,Minute,From 15 to 64 years,Males,Poland,52.5,43.4,35.3
Annual,Minute,From 15 to 64 years,Males,Portugal,34.9,25.3,25.7
Annual,Minute,From 15 to 64 years,Males,Romania,59.3,52.1,41.8
Annual,Minute,From 15 to 64 years,Males,Sweden,43.9,45.9,53.2
Annual,Minute,From 15 to 64 years,Males,Slovenia,38.9,39.6,42.3
Annual,Minute,From 15 to 64 years,Males,Slovakia,46.1,38.2,35.6
Annual,Minute,From 15 to 64 years,Males,United Kingdom,51.4,53.3,57.9
Annual,Minute,From 15 to 64 years,Total,Austria,34.2,39.3,39.6
Annual,Minute,From 15 to 64 years,Total,Belgium,43.5,47.7,48.2
Annual,Minute,From 15 to 64 years,Total,Bulgaria,40.8,44.5,33.4
Annual,Minute,From 15 to 64 years,Total,Cyprus,33.7,34.2,22.4
Annual,Minute,From 15 to 64 years,Total,Czechia,40.0,45.1,35.7
Annual,Minute,From 15 to 64 years,Total,Germany,46.0,45.2,45.3
Annual,Minute,From 15 to 64 years,Total,Denmark,42.4,45.8,48.3
Annual,Minute,From 15 to 64 years,Total,Estonia,50.4,46.7,42.2
Annual,Minute,From 15 to 64 years,Total,Greece,41.4,33.0,32.6
Annual,Minute,From 15 to 64 years,Total,Spain,38.7,39.0,36.8
Annual,Minute,From 15 to 64 years,Total,European Union - 27 countries (from 2020),42.4,42.7,40.2
Annual,Minute,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),43.2,43.4,41.9
Annual,Minute,From 15 to 64 years,Total,Finland,39.8,45.3,48.5
Annual,Minute,From 15 to 64 years,Total,France,38.3,45.8,44.9
Annual,Minute,From 15 to 64 years,Total,Croatia,39.4,40.9,37.9
Annual,Minute,From 15 to 64 years,Total,Hungary,48.9,50.9,43.5
Annual,Minute,From 15 to 64 years,Total,Ireland,45.5,48.1,48.4
Annual,Minute,From 15 to 64 years,Total,Italy,35.0,33.0,28.0
Annual,Minute,From 15 to 64 years,Total,Lithuania,41.7,39.2,34.4
Annual,Minute,From 15 to 64 years,Total,Luxembourg,40.5,38.9,45.2
Annual,Minute,From 15 to 64 years,Total,Latvia,46.2,50.5,48.9
Annual,Minute,From 15 to 64 years,Total,Malta,34.0,34.2,43.4
Annual,Minute,From 15 to 64 years,Total,Netherlands,52.3,46.1,45.1
Annual,Minute,From 15 to 64 years,Total,Poland,49.3,43.5,35.7
Annual,Minute,From 15 to 64 years,Total,Portugal,33.6,26.9,25.4
Annual,Minute,From 15 to 64 years,Total,Romania,56.5,51.0,40.3
Annual,Minute,From 15 to 64 years,Total,Sweden,43.2,44.6,50.0
Annual,Minute,From 15 to 64 years,Total,Slovenia,38.9,38.6,39.9
Annual,Minute,From 15 to 64 years,Total,Slovakia,44.8,37.4,34.1
Annual,Minute,From 15 to 64 years,Total,United Kingdom,47.3,50.2,52.5
Annual,Minute,From 25 to 64 years,Females,Austria,31.4,34.2,34.8
Annual,Minute,From 25 to 64 years,Females,Belgium,42.4,43.3,45.8
Annual,Minute,From 25 to 64 years,Females,Bulgaria,40.5,41.0,33.0
Annual,Minute,From 25 to 64 years,Females,Cyprus,31.0,29.5,22.2
Annual,Minute,From 25 to 64 years,Females,Czechia,38.1,45.6,33.6
Annual,Minute,From 25 to 64 years,Females,Germany,43.9,43.3,42.4
Annual,Minute,From 25 to 64 years,Females,Denmark,42.6,44.8,49.0
Annual,Minute,From 25 to 64 years,Females,Estonia,46.6,45.7,43.6
Annual,Minute,From 25 to 64 years,Females,Greece,40.8,31.4,33.4
Annual,Minute,From 25 to 64 years,Females,Spain,42.3,36.6,36.2
Annual,Minute,From 25 to 64 years,Females,European Union - 27 countries (from 2020),41.0,41.0,38.9
Annual,Minute,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),41.6,41.7,40.0
Annual,Minute,From 25 to 64 years,Females,Finland,40.9,49.3,48.5
Annual,Minute,From 25 to 64 years,Females,France,37.4,44.7,44.4
Annual,Minute,From 25 to 64 years,Females,Croatia,38.2,41.9,38.1
Annual,Minute,From 25 to 64 years,Females,Hungary,46.1,51.1,43.0
Annual,Minute,From 25 to 64 years,Females,Ireland,44.0,41.4,43.6
Annual,Minute,From 25 to 64 years,Females,Italy,32.6,30.1,27.5
Annual,Minute,From 25 to 64 years,Females,Lithuania,40.1,40.0,33.9
Annual,Minute,From 25 to 64 years,Females,Luxembourg,36.5,38.5,43.5
Annual,Minute,From 25 to 64 years,Females,Latvia,44.0,48.4,44.8
Annual,Minute,From 25 to 64 years,Females,Malta,34.1,33.5,43.2
Annual,Minute,From 25 to 64 years,Females,Netherlands,44.8,41.8,45.6
Annual,Minute,From 25 to 64 years,Females,Poland,45.9,42.5,36.5
Annual,Minute,From 25 to 64 years,Females,Portugal,34.0,30.2,25.9
Annual,Minute,From 25 to 64 years,Females,Romania,52.0,49.1,39.0
Annual,Minute,From 25 to 64 years,Females,Sweden,43.5,41.2,48.0
Annual,Minute,From 25 to 64 years,Females,Slovenia,39.2,38.4,38.1
Annual,Minute,From 25 to 64 years,Females,Slovakia,44.0,36.0,32.9
Annual,Minute,From 25 to 64 years,Females,United Kingdom,45.1,49.4,48.0
Annual,Minute,From 25 to 64 years,Males,Austria,36.1,44.2,48.0
Annual,Minute,From 25 to 64 years,Males,Belgium,43.9,53.2,51.2
Annual,Minute,From 25 to 64 years,Males,Bulgaria,42.5,47.2,32.6
Annual,Minute,From 25 to 64 years,Males,Cyprus,34.3,38.7,23.7
Annual,Minute,From 25 to 64 years,Males,Czechia,44.0,45.0,37.9
Annual,Minute,From 25 to 64 years,Males,Germany,50.2,48.0,49.6
Annual,Minute,From 25 to 64 years,Males,Denmark,44.4,49.7,49.9
Annual,Minute,From 25 to 64 years,Males,Estonia,51.7,45.6,40.4
Annual,Minute,From 25 to 64 years,Males,Greece,43.2,33.9,32.7
Annual,Minute,From 25 to 64 years,Males,Spain,40.3,41.7,37.7
Annual,Minute,From 25 to 64 years,Males,European Union - 27 countries (from 2020),44.7,45.1,42.1
Annual,Minute,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),46.4,46.1,44.2
Annual,Minute,From 25 to 64 years,Males,Finland,40.4,44.0,49.9
Annual,Minute,From 25 to 64 years,Males,France,41.3,48.8,46.9
Annual,Minute,From 25 to 64 years,Males,Croatia,39.9,43.4,39.2
Annual,Minute,From 25 to 64 years,Males,Hungary,51.5,49.6,42.3
Annual,Minute,From 25 to 64 years,Males,Ireland,51.0,59.5,52.6
Annual,Minute,From 25 to 64 years,Males,Italy,37.7,35.7,28.6
Annual,Minute,From 25 to 64 years,Males,Lithuania,41.5,37.6,34.7
Annual,Minute,From 25 to 64 years,Males,Luxembourg,43.6,38.9,47.1
Annual,Minute,From 25 to 64 years,Males,Latvia,47.1,50.5,52.6
Annual,Minute,From 25 to 64 years,Males,Malta,34.0,32.8,43.0
Annual,Minute,From 25 to 64 years,Males,Netherlands,60.0,54.3,49.7
Annual,Minute,From 25 to 64 years,Males,Poland,54.0,43.0,35.4
Annual,Minute,From 25 to 64 years,Males,Portugal,35.1,26.0,25.5
Annual,Minute,From 25 to 64 years,Males,Romania,60.4,52.7,41.3
Annual,Minute,From 25 to 64 years,Males,Sweden,44.7,48.0,53.9
Annual,Minute,From 25 to 64 years,Males,Slovenia,41.6,41.3,42.9
Annual,Minute,From 25 to 64 years,Males,Slovakia,47.9,38.5,37.0
Annual,Minute,From 25 to 64 years,Males,United Kingdom,53.4,56.8,56.9
Annual,Minute,From 25 to 64 years,Total,Austria,33.9,39.3,40.8
Annual,Minute,From 25 to 64 years,Total,Belgium,43.2,48.6,48.6
Annual,Minute,From 25 to 64 years,Total,Bulgaria,41.5,44.1,32.8
Annual,Minute,From 25 to 64 years,Total,Cyprus,32.8,34.4,23.0
Annual,Minute,From 25 to 64 years,Total,Czechia,41.2,45.3,35.9
Annual,Minute,From 25 to 64 years,Total,Germany,47.3,45.8,46.0
Annual,Minute,From 25 to 64 years,Total,Denmark,43.5,47.2,49.4
Annual,Minute,From 25 to 64 years,Total,Estonia,48.9,45.7,42.0
Annual,Minute,From 25 to 64 years,Total,Greece,42.3,32.9,33.0
Annual,Minute,From 25 to 64 years,Total,Spain,41.1,39.5,37.0
Annual,Minute,From 25 to 64 years,Total,European Union - 27 countries (from 2020),43.0,43.1,40.5
Annual,Minute,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),44.2,44.0,42.2
Annual,Minute,From 25 to 64 years,Total,Finland,40.6,46.6,49.2
Annual,Minute,From 25 to 64 years,Total,France,39.4,46.8,45.7
Annual,Minute,From 25 to 64 years,Total,Croatia,39.2,42.7,38.6
Annual,Minute,From 25 to 64 years,Total,Hungary,48.9,50.4,42.7
Annual,Minute,From 25 to 64 years,Total,Ireland,47.7,51.1,47.9
Annual,Minute,From 25 to 64 years,Total,Italy,35.6,33.4,28.1
Annual,Minute,From 25 to 64 years,Total,Lithuania,40.8,38.9,34.3
Annual,Minute,From 25 to 64 years,Total,Luxembourg,40.6,38.7,45.3
Annual,Minute,From 25 to 64 years,Total,Latvia,45.5,49.4,48.5
Annual,Minute,From 25 to 64 years,Total,Malta,34.0,33.1,43.1
Annual,Minute,From 25 to 64 years,Total,Netherlands,53.1,48.5,47.7
Annual,Minute,From 25 to 64 years,Total,Poland,50.1,42.7,36.0
Annual,Minute,From 25 to 64 years,Total,Portugal,34.6,28.1,25.7
Annual,Minute,From 25 to 64 years,Total,Romania,56.3,51.1,40.2
Annual,Minute,From 25 to 64 years,Total,Sweden,44.1,44.7,51.1
Annual,Minute,From 25 to 64 years,Total,Slovenia,40.4,39.9,40.5
Annual,Minute,From 25 to 64 years,Total,Slovakia,46.0,37.4,34.9
Annual,Minute,From 25 to 64 years,Total,United Kingdom,49.5,53.2,52.7
Annual,Minute,From 55 to 64 years,Females,Austria,31.3 u,39.4,31.7
Annual,Minute,From 55 to 64 years,Females,Belgium,47.1,41.6,48.5
Annual,Minute,From 55 to 64 years,Females,Bulgaria,43.6,42.1,35.5
Annual,Minute,From 55 to 64 years,Females,Cyprus,33.0 u,36.9,19.6
Annual,Minute,From 55 to 64 years,Females,Czechia,34.1,38.7,32.9
Annual,Minute,From 55 to 64 years,Females,Germany,35.5,45.5,38.4
Annual,Minute,From 55 to 64 years,Females,Denmark,42.8,50.5,51.5
Annual,Minute,From 55 to 64 years,Females,Estonia,64.2,48.5,41.7
Annual,Minute,From 55 to 64 years,Females,Greece,42.4 u,28.3,24.1
Annual,Minute,From 55 to 64 years,Females,Spain,34.3,40.9,36.7
Annual,Minute,From 55 to 64 years,Females,European Union - 27 countries (from 2020),42.8,41.8,38.4
Annual,Minute,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),38.6,40.3,37.8
Annual,Minute,From 55 to 64 years,Females,Finland,35.0,45.3,48.0
Annual,Minute,From 55 to 64 years,Females,France,30.7,39.9,38.9
Annual,Minute,From 55 to 64 years,Females,Croatia,49.8,37.2,43.1
Annual,Minute,From 55 to 64 years,Females,Hungary,47.9,53.2,43.7
Annual,Minute,From 55 to 64 years,Females,Ireland,40.0 u,34.4,48.3
Annual,Minute,From 55 to 64 years,Females,Italy,36.6,27.7,26.1
Annual,Minute,From 55 to 64 years,Females,Lithuania,44.1,43.6,32.8
Annual,Minute,From 55 to 64 years,Females,Luxembourg,41.2 u,38.3,45.6
Annual,Minute,From 55 to 64 years,Females,Latvia,56.8,55.5,47.3
Annual,Minute,From 55 to 64 years,Females,Malta,29.3 u,30.2,34.7
Annual,Minute,From 55 to 64 years,Females,Netherlands,46.2,36.4,41.5
Annual,Minute,From 55 to 64 years,Females,Poland,40.0 u,50.1,32.5
Annual,Minute,From 55 to 64 years,Females,Portugal,26.0,22.1,21.5
Annual,Minute,From 55 to 64 years,Females,Romania,84.2,40.3,39.4
Annual,Minute,From 55 to 64 years,Females,Sweden,46.0,47.5,45.6
Annual,Minute,From 55 to 64 years,Females,Slovenia,34.4 u,37.4,35.4
Annual,Minute,From 55 to 64 years,Females,Slovakia,41.5,32.9,28.2
Annual,Minute,From 55 to 64 years,Females,United Kingdom,36.9,37.6,44.8
Annual,Minute,From 55 to 64 years,Males,Austria,29.9,40.0,43.7
Annual,Minute,From 55 to 64 years,Males,Belgium,58.8,51.0,53.2
Annual,Minute,From 55 to 64 years,Males,Bulgaria,41.3,58.3,34.1
Annual,Minute,From 55 to 64 years,Males,Cyprus,41.2,38.3,22.0
Annual,Minute,From 55 to 64 years,Males,Czechia,34.2,47.0,39.1
Annual,Minute,From 55 to 64 years,Males,Germany,46.0,45.1,47.9
Annual,Minute,From 55 to 64 years,Males,Denmark,45.8,58.2,49.4
Annual,Minute,From 55 to 64 years,Males,Estonia,50.4,45.3,38.2
Annual,Minute,From 55 to 64 years,Males,Greece,43.3,39.6,34.5
Annual,Minute,From 55 to 64 years,Males,Spain,33.8,33.7,34.8
Annual,Minute,From 55 to 64 years,Males,European Union - 27 countries (from 2020),44.0,43.7,42.5
Annual,Minute,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),45.4,42.9,45.8
Annual,Minute,From 55 to 64 years,Males,Finland,43.9,44.5,49.6
Annual,Minute,From 55 to 64 years,Males,France,33.3,39.1,50.9
Annual,Minute,From 55 to 64 years,Males,Croatia,39.1 u,36.1,34.7
Annual,Minute,From 55 to 64 years,Males,Hungary,48.1,49.4,48.4
Annual,Minute,From 55 to 64 years,Males,Ireland,40.0,50.3,55.6
Annual,Minute,From 55 to 64 years,Males,Italy,40.1,34.5,30.2
Annual,Minute,From 55 to 64 years,Males,Lithuania,49.8,44.6,36.4
Annual,Minute,From 55 to 64 years,Males,Luxembourg,36.1 u,37.6,42.1
Annual,Minute,From 55 to 64 years,Males,Latvia,46.2,56.0,49.4
Annual,Minute,From 55 to 64 years,Males,Malta,32.2,33.7,46.8
Annual,Minute,From 55 to 64 years,Males,Netherlands,65.1,51.3,53.2
Annual,Minute,From 55 to 64 years,Males,Poland,46.8,46.9,38.2
Annual,Minute,From 55 to 64 years,Males,Portugal,36.5,22.1,25.3
Annual,Minute,From 55 to 64 years,Males,Romania,65.4,48.9,37.6
Annual,Minute,From 55 to 64 years,Males,Sweden,45.7,43.4,51.9
Annual,Minute,From 55 to 64 years,Males,Slovenia,32.9 u,35.9,45.4
Annual,Minute,From 55 to 64 years,Males,Slovakia,43.5,38.2,32.5
Annual,Minute,From 55 to 64 years,Males,United Kingdom,57.6,48.8,62.9
Annual,Minute,From 55 to 64 years,Total,Austria,30.3,39.8,38.5
Annual,Minute,From 55 to 64 years,Total,Belgium,55.1,47.3,51.0
Annual,Minute,From 55 to 64 years,Total,Bulgaria,42.2,50.6,34.9
Annual,Minute,From 55 to 64 years,Total,Cyprus,38.2,37.8,21.1
Annual,Minute,From 55 to 64 years,Total,Czechia,34.2,43.7,35.9
Annual,Minute,From 55 to 64 years,Total,Germany,41.1,45.3,43.5
Annual,Minute,From 55 to 64 years,Total,Denmark,44.6,54.6,50.4
Annual,Minute,From 55 to 64 years,Total,Estonia,56.5,47.3,40.2
Annual,Minute,From 55 to 64 years,Total,Greece,43.1,35.8,30.4
Annual,Minute,From 55 to 64 years,Total,Spain,34.0,36.3,35.6
Annual,Minute,From 55 to 64 years,Total,European Union - 27 countries (from 2020),43.5,42.8,40.6
Annual,Minute,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),42.5,41.8,42.1
Annual,Minute,From 55 to 64 years,Total,Finland,40.0,44.9,48.7
Annual,Minute,From 55 to 64 years,Total,France,32.1,39.5,44.9
Annual,Minute,From 55 to 64 years,Total,Croatia,43.9,36.5,37.8
Annual,Minute,From 55 to 64 years,Total,Hungary,48.0,51.1,46.4
Annual,Minute,From 55 to 64 years,Total,Ireland,40.0,43.8,52.4
Annual,Minute,From 55 to 64 years,Total,Italy,38.9,32.2,28.2
Annual,Minute,From 55 to 64 years,Total,Lithuania,47.3,44.1,34.2
Annual,Minute,From 55 to 64 years,Total,Luxembourg,37.7,37.9,43.4
Annual,Minute,From 55 to 64 years,Total,Latvia,51.5,55.7,48.1
Annual,Minute,From 55 to 64 years,Total,Malta,31.6,33.1,43.6
Annual,Minute,From 55 to 64 years,Total,Netherlands,57.7,45.5,48.2
Annual,Minute,From 55 to 64 years,Total,Poland,44.0,48.1,35.9
Annual,Minute,From 55 to 64 years,Total,Portugal,31.5,22.1,23.5
