Time frequency,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 1.1),Structure of earnings indicator,Geopolitical entity (reporting)\Time,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Luxembourg,:,:,:,45.5,46.6,46.0,46.8,46.2,46.8,46.2,47.2
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Latvia,36.4,34.8,39.7,37.4,39.9,41.9,36.2,33.3,34.2,37.4,41.3
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,North Macedonia,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Malta,:,44.6,36.9,44.9,48.2,47.4,50.5,50.4,49.0,50.2,49.3
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Netherlands,:,:,:,49.3,47.7,46.1,45.5,44.1 b,44.2,44.2,43.9
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Norway,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Poland,:,:,:,33.0,33.9,35.1,33.7,36.1,32.4,35.7,41.0
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Portugal,43.5,43.6,43.3,43.0,40.7,40.0,40.5,40.7,41.6,39.9,40.9
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Romania,21.3,26.3,30.9,31.3,37.3,34.4,32.6,30.2,29.1,30.5,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Sweden,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Slovenia,43.5,43.5,44.5,45.3,45.8,45.9,46.2,45.2,43.4,43.5,45.8
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Slovakia,:,:,:,32.4,34.0,34.1,34.4,34.8,:,33.5,35.7
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,Türkiye,:,:,:,:,:,48.4,:,48.5,:,46.8,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,United Kingdom,35.2,34.2,33.0,34.6,34.5,36.5,37.9,37.9,38.9,38.2,38.6
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the mean gross monthly earnings,United States,38.2,36.7,35.4,34.4,33.5,32.8,31.9,30.7,31.2,34.0,36.7
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Austria,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Belgium,55.7,55.5,54.0,54.2,53.4,52.4,52.9,52.4,51.7,53.5,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Switzerland,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Cyprus,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Germany,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Denmark,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Greece,:,66.9,63.2,65.3,60.7,61.8,65.8,67.1,65.3,69.7,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Spain,:,:,:,:,:,42.9,45.2,45.2,45.4,45.2,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Finland,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,France,:,:,:,:,:,:,:,:,59.6,59.1,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Croatia,: m,: m,: m,: m,: m,: m,: m,: m,: m,:,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Ireland,: m,:,:,:,53.8,:,:,49.8,46.9,:,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Iceland,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Italy,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Lithuania,:,:,:,:,:,:,:,52.4,:,:,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Luxembourg,:,:,:,54.5,55.9,54.7,56.3,55.6,56.8,56.6,58.2
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,North Macedonia,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Malta,:,54.7,47.0,55.2,56.5,56.4,57.4,57.5,58.0,58.5,56.2
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Netherlands,:,:,:,:,:,:,:,:,:,52.5,52.0
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Norway,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Portugal,60.1,59.3,:,57.7,58.0,57.6,57.5,56.9,56.9,58.7,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Sweden,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Slovakia,:,:,:,:,:,:,:,:,:,43.4,46.8
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,Türkiye,:,:,:,:,:,:,:,87.0,:,:,:
Annual,Percentage,Industry and services (except public administration and community services; activities of households and extra-territorial organizations),Monthly minimum wage as a proportion of the median gross monthly earnings,United Kingdom,44.1,43.9,42.8,45.4,44.9,46.7,48.9,49.3,50.6,49.8,49.7
