Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2015.0,2020.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Czechia,4.3,5.8 b,4.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Germany,4.5,3.9,13.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Denmark,7.7,3.1,1.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Estonia,3.0,4.3,3.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Greece,1.1,1.4,1.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Spain,4.8,5.9,2.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,European Union - 27 countries (from 2020),5.1,5.2,6.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,European Union - 28 countries (2013-2020),4.9,4.6,:
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Finland,4.4,4.6,2.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,France,7.6,6.6,5.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Croatia,0.5,3.7,1.8
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Hungary,3.3,3.2,5.5 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Ireland,:,11.8,5.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Italy,4.4,5.0,8.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Lithuania,2.9,2.3,3.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Luxembourg,7.8,12.1,9.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Latvia,1.6,2.8,2.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,North Macedonia,:,3.6,1.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Malta,3.9,3.8,1.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Netherlands,9.1,6.6,8.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Norway,7.0,7.5,4.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Poland,3.6,5.1,2.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Portugal,11.6,9.0,6.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Romania,2.9,3.1,3.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Serbia,:,:,1.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Sweden,6.4,5.3 b,4.2 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovenia,7.4,6.2,6.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovakia,5.0,4.3,3.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,United Kingdom,4.2,3.1,:
Annual,Information and communication; financial and insurance activities,Hour,Austria,12.5,14.7,13.3
Annual,Information and communication; financial and insurance activities,Hour,Belgium,17.2,13.5,9.7
Annual,Information and communication; financial and insurance activities,Hour,Bulgaria,8.0,12.0,6.1
Annual,Information and communication; financial and insurance activities,Hour,Cyprus,11.4,8.3,14.8
Annual,Information and communication; financial and insurance activities,Hour,Czechia,12.9,14.5 b,9.5
Annual,Information and communication; financial and insurance activities,Hour,Germany,11.3,9.5,10.8
Annual,Information and communication; financial and insurance activities,Hour,Denmark,13.7,14.7,2.6
Annual,Information and communication; financial and insurance activities,Hour,Estonia,14.6,14.8,10.8
Annual,Information and communication; financial and insurance activities,Hour,Greece,5.0,15.1,3.4
Annual,Information and communication; financial and insurance activities,Hour,Spain,11.1,14.3,5.2
Annual,Information and communication; financial and insurance activities,Hour,European Union - 27 countries (from 2020),11.7,11.8,10.0
Annual,Information and communication; financial and insurance activities,Hour,European Union - 28 countries (2013-2020),10.9,11.7,:
Annual,Information and communication; financial and insurance activities,Hour,Finland,9.8,5.9,3.7
Annual,Information and communication; financial and insurance activities,Hour,France,12.4,12.0,10.8
Annual,Information and communication; financial and insurance activities,Hour,Croatia,9.0,8.4,11.1
Annual,Information and communication; financial and insurance activities,Hour,Hungary,8.7,7.4,9.3 b
Annual,Information and communication; financial and insurance activities,Hour,Ireland,:,10.6,10.7
Annual,Information and communication; financial and insurance activities,Hour,Italy,16.8,15.6,18.4
Annual,Information and communication; financial and insurance activities,Hour,Lithuania,7.4,8.0,11.3
Annual,Information and communication; financial and insurance activities,Hour,Luxembourg,13.3,12.3,7.8
Annual,Information and communication; financial and insurance activities,Hour,Latvia,5.6,7.2,4.7
Annual,Information and communication; financial and insurance activities,Hour,North Macedonia,:,5.0,3.3
Annual,Information and communication; financial and insurance activities,Hour,Malta,8.8,11.0,8.1
Annual,Information and communication; financial and insurance activities,Hour,Netherlands,9.0,12.7,14.5
Annual,Information and communication; financial and insurance activities,Hour,Norway,11.0,9.3,14.0
Annual,Information and communication; financial and insurance activities,Hour,Poland,11.0,10.6,7.6
Annual,Information and communication; financial and insurance activities,Hour,Portugal,14.7,13.0,11.4
Annual,Information and communication; financial and insurance activities,Hour,Romania,6.3,8.9,7.0
Annual,Information and communication; financial and insurance activities,Hour,Serbia,:,:,4.3
Annual,Information and communication; financial and insurance activities,Hour,Sweden,9.9,12.0 b,9.8 b
Annual,Information and communication; financial and insurance activities,Hour,Slovenia,10.6,15.2,11.9
Annual,Information and communication; financial and insurance activities,Hour,Slovakia,16.0,17.9,13.3
Annual,Information and communication; financial and insurance activities,Hour,United Kingdom,5.5,10.9,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Austria,7.2,5.3,3.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Belgium,15.4,14.9,4.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Bulgaria,3.8,4.1,3.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Cyprus,11.0,4.0,5.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Czechia,3.9,6.3 b,4.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Germany,3.9,4.4,7.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Denmark,8.1,8.4,8.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Estonia,5.6,10.7,6.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Greece,1.8,1.1,1.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Spain,5.4,5.9,2.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 27 countries (from 2020),5.5,6.0,6.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 28 countries (2013-2020),5.1,6.4,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Finland,6.7,5.9,5.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,France,6.2,8.1,8.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Croatia,5.3,4.6,4.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Hungary,1.9,1.4,1.4 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Ireland,:,9.0,9.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Italy,5.0,5.2,8.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Lithuania,8.6,3.5,2.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Luxembourg,14.3,16.1,12.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Latvia,2.2,2.5,3.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,North Macedonia,:,1.9,2.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Malta,16.0,12.0,3.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Netherlands,9.5,10.2,12.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Norway,16.5,9.1,14.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Poland,2.2,3.6,2.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Portugal,9.5,7.0,4.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Romania,2.4,3.6,1.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Serbia,:,:,2.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Sweden,8.7,8.5 b,8.1 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovenia,7.3,5.9,4.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovakia,8.5,7.1,4.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,United Kingdom,3.8,7.8,:
Annual,Total - all NACE activities,Hour,Austria,6.2,6.5,4.4
Annual,Total - all NACE activities,Hour,Belgium,12.5,13.1,6.8
Annual,Total - all NACE activities,Hour,Bulgaria,3.2,4.5,3.0
Annual,Total - all NACE activities,Hour,Cyprus,5.2,3.9,3.7
Annual,Total - all NACE activities,Hour,Czechia,5.2,6.9 b,5.3
Annual,Total - all NACE activities,Hour,Germany,5.7,5.5,8.4
Annual,Total - all NACE activities,Hour,Denmark,10.9,5.5,2.2
Annual,Total - all NACE activities,Hour,Estonia,4.7,8.8,4.6
Annual,Total - all NACE activities,Hour,Greece,1.7,3.0,1.6
Annual,Total - all NACE activities,Hour,Spain,6.0,7.2,2.5
Annual,Total - all NACE activities,Hour,European Union - 27 countries (from 2020),6.1,6.4,6.0
Annual,Total - all NACE activities,Hour,European Union - 28 countries (2013-2020),5.7,6.2,:
Annual,Total - all NACE activities,Hour,Finland,5.7,5.1,3.5
Annual,Total - all NACE activities,Hour,France,8.0,8.3,7.3
Annual,Total - all NACE activities,Hour,Croatia,1.5,4.0,3.3
Annual,Total - all NACE activities,Hour,Hungary,3.5,3.0,3.6 b
Annual,Total - all NACE activities,Hour,Ireland,:,11.9,7.8
Annual,Total - all NACE activities,Hour,Italy,5.5,6.3,8.5
Annual,Total - all NACE activities,Hour,Lithuania,4.0,3.1,3.6
Annual,Total - all NACE activities,Hour,Luxembourg,10.9,12.2,9.2
Annual,Total - all NACE activities,Hour,Latvia,2.1,3.1,2.4
Annual,Total - all NACE activities,Hour,North Macedonia,:,2.6,2.2
Annual,Total - all NACE activities,Hour,Malta,8.0,7.8,4.0
Annual,Total - all NACE activities,Hour,Netherlands,9.2,9.0,10.1
Annual,Total - all NACE activities,Hour,Norway,9.2,7.7,8.7
Annual,Total - all NACE activities,Hour,Poland,4.0,4.8,3.1
Annual,Total - all NACE activities,Hour,Portugal,10.3,7.9,6.0
Annual,Total - all NACE activities,Hour,Romania,3.5,4.4,3.3
Annual,Total - all NACE activities,Hour,Serbia,:,:,2.5
Annual,Total - all NACE activities,Hour,Sweden,7.0,7.0 b,6.2 b
Annual,Total - all NACE activities,Hour,Slovenia,9.0,8.4,6.3
Annual,Total - all NACE activities,Hour,Slovakia,7.3,6.5,5.3
Annual,Total - all NACE activities,Hour,United Kingdom,4.0,5.3,:
