Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Hungary,76.4,78.0,79.0,79.6,80.5,81.2,81.5,82.0,82.5,83.1 b,83.2,83.4,84.0,84.9 b,84.9,85.6,86.4 b,87.1,87.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Ireland,65.2,66.8,68.4 b,70.4,71.5,73.1,73.9,74.9,77.1,80.3 b,81.1,81.4,82.5 b,83.2,83.7,85.5,87.5 b,87.8,88.3
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Iceland,62.9,63.3 u,63.9,64.1,65.9,66.5,70.7,71.0,72.2,73.6 b,75.0,78.2,77.3,78.0,78.6,78.2 b,82.0 b,81.3,82.0
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Italy,50.1,51.3,52.2,53.3,54.2,55.1,56.0,57.2,58.2,59.3 b,59.9,60.1,60.9,61.8 b,62.3,62.6,62.7 b,63.0,65.5
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Lithuania,87.5,87.8,88.5,90.4,91.2,91.9,92.9,93.3,93.4,93.3 b,93.5,94.6,94.8,94.8,95.0,95.4,94.9 b,94.6,94.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Luxembourg,65.9,65.5,65.7 b,67.9,77.3 b,77.7,77.3,78.3,80.5,82.0 b,76.0 b,78.4 u,76.4 u,78.6,79.3,78.5,80.3 b,81.6,81.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Latvia,84.4,84.1,84.6,85.9,86.8,88.6,87.9,89.1,89.4,89.5 b,90.1,90.7,90.4,90.7,91.2,91.7,92.2 b,91.8,91.1
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Montenegro,:,:,:,:,:,:,82.5,83.6,84.6,85.6 b,85.9,85.5,86.1,86.8,87.8,87.6,:,:,:
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",North Macedonia,:,57.6,60.5,59.2,61.2,62.5,63.7,64.9,65.6,65.7 b,66.4,68.4,69.6,70.2,71.6,72.6,:,:,:
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Malta,25.2 b,26.5,26.6,27.8,30.8,32.8,35.8 b,38.5,41.5,44.6 b,46.8,49.4,52.0,55.0,57.9,59.5,62.9 b,65.5,68.6
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Netherlands,69.5 b,70.6,71.4,71.4,71.6,72.4,72.5 b,73.4,75.8 b,75.9 b,76.4,77.1,78.4,79.0,79.6 b,81.0,80.6 b,81.2,80.7
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Norway,88.2,78.5 b,78.7,80.0,80.5,80.9,81.3,82.1,82.4,82.7 b,82.7,82.3,82.2,83.0,83.2,83.4,82.4 b,82.5,83.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Poland,84.8,85.8,86.3,87.1,88.0,88.5 b,88.9,89.6,90.1,90.5 b,90.8,91.3,92.1,92.4,92.7,93.3,93.3 b,93.5,94.3
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Portugal,26.3,27.5,27.3,28.1,29.7,31.7,34.6 b,37.3,39.8,43.2 b,45.1,46.9,48.0,49.8,52.3,54.4,56.9 b,58.3,58.9
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Romania,73.1,74.2,75.0,75.3,74.7,73.9 b,74.5,75.4,75.7,72.8 b,75.0,76.7,77.9,78.5,79.0,80.4,81.0 b,81.9,80.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Serbia,:,:,:,:,:,74.4,74.6,75.8,76.3,78.8 b,79.7,79.8,80.0,80.9,81.5,82.3,82.5 b,83.4,84.3
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Sweden,83.6 b,78.9 b,79.4,80.0,80.7,81.2,81.6,82.4,83.2,83.7 b,84.3,85.0,85.3,85.6 b,86.1,86.5,87.5 b,88.3,88.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Slovenia,80.3,81.6,81.8,82.0,83.3,83.3,84.5,85.0,85.5,85.7 b,86.8,87.3,87.9,88.1,88.8,90.2,91.3 b,91.0,88.5 b
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Slovakia,87.9,88.8,89.1,89.9,90.9,91.0,91.3 b,91.7,91.9,91.0 b,91.4,91.9,91.4,91.7,91.4,92.7,93.3 b,93.7,93.8
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Türkiye,:,26.1,26.6,27.4,28.2,28.4,29.2,30.9,31.9,32.6 b,34.2,35.6,36.4,37.4,38.9,40.7,42.2 b,44.0,46.0
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",United Kingdom,71.8,72.7,73.4 b,73.4 b,74.5,76.1 b,76.4 b,77.9,78.3,79.2 b,79.7,79.5,80.1,80.4,81.1,:,:,:,:
