Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2015.0
Annual,Percentage,From 15 to 24 years,Males,Finland,82.1 u
Annual,Percentage,From 15 to 24 years,Males,France,74.8
Annual,Percentage,From 15 to 24 years,Males,Croatia,69.4 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,67.0 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,71.4
Annual,Percentage,From 15 to 24 years,Males,Italy,71.3 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,59.9 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,51.2 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,73.0 u
Annual,Percentage,From 15 to 24 years,Males,Malta,81.9
Annual,Percentage,From 15 to 24 years,Males,Netherlands,83.7
Annual,Percentage,From 15 to 24 years,Males,Poland,81.8
Annual,Percentage,From 15 to 24 years,Males,Portugal,67.9 u
Annual,Percentage,From 15 to 24 years,Males,Romania,82.6 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,78.7
Annual,Percentage,From 15 to 24 years,Males,Slovenia,75.8
Annual,Percentage,From 15 to 24 years,Males,Slovakia,86.6 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,77.2
Annual,Percentage,From 15 to 24 years,Total,Austria,71.5
Annual,Percentage,From 15 to 24 years,Total,Belgium,77.7
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,84.2
Annual,Percentage,From 15 to 24 years,Total,Cyprus,86.2
Annual,Percentage,From 15 to 24 years,Total,Czechia,85.7
Annual,Percentage,From 15 to 24 years,Total,Germany,81.1
Annual,Percentage,From 15 to 24 years,Total,Denmark,79.9
Annual,Percentage,From 15 to 24 years,Total,Estonia,69.5
Annual,Percentage,From 15 to 24 years,Total,Greece,79.8
Annual,Percentage,From 15 to 24 years,Total,Spain,76.6
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),77.8
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),77.5
Annual,Percentage,From 15 to 24 years,Total,Finland,75.3 u
Annual,Percentage,From 15 to 24 years,Total,France,82.6
Annual,Percentage,From 15 to 24 years,Total,Croatia,76.9
Annual,Percentage,From 15 to 24 years,Total,Hungary,63.4
Annual,Percentage,From 15 to 24 years,Total,Ireland,77.2
Annual,Percentage,From 15 to 24 years,Total,Italy,61.3 u
Annual,Percentage,From 15 to 24 years,Total,Lithuania,62.9
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,66.3
Annual,Percentage,From 15 to 24 years,Total,Latvia,74.8
Annual,Percentage,From 15 to 24 years,Total,Malta,80.7
Annual,Percentage,From 15 to 24 years,Total,Netherlands,78.3
Annual,Percentage,From 15 to 24 years,Total,Poland,80.1
Annual,Percentage,From 15 to 24 years,Total,Portugal,75.7
Annual,Percentage,From 15 to 24 years,Total,Romania,74.1
Annual,Percentage,From 15 to 24 years,Total,Sweden,67.3
Annual,Percentage,From 15 to 24 years,Total,Slovenia,77.5
Annual,Percentage,From 15 to 24 years,Total,Slovakia,90.2
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,76.3
Annual,Percentage,From 15 to 64 years,Females,Austria,71.6
Annual,Percentage,From 15 to 64 years,Females,Belgium,69.6
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,84.4
Annual,Percentage,From 15 to 64 years,Females,Cyprus,80.4
Annual,Percentage,From 15 to 64 years,Females,Czechia,74.2
Annual,Percentage,From 15 to 64 years,Females,Germany,69.3
Annual,Percentage,From 15 to 64 years,Females,Denmark,69.1
Annual,Percentage,From 15 to 64 years,Females,Estonia,67.2
Annual,Percentage,From 15 to 64 years,Females,Greece,79.9
Annual,Percentage,From 15 to 64 years,Females,Spain,74.8
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),70.8
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),71.6
Annual,Percentage,From 15 to 64 years,Females,Finland,69.1
Annual,Percentage,From 15 to 64 years,Females,France,64.2
Annual,Percentage,From 15 to 64 years,Females,Croatia,69.8
Annual,Percentage,From 15 to 64 years,Females,Hungary,69.2
Annual,Percentage,From 15 to 64 years,Females,Ireland,73.4
Annual,Percentage,From 15 to 64 years,Females,Italy,70.9
Annual,Percentage,From 15 to 64 years,Females,Lithuania,65.6
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,66.7
Annual,Percentage,From 15 to 64 years,Females,Latvia,68.8
Annual,Percentage,From 15 to 64 years,Females,Malta,78.3
Annual,Percentage,From 15 to 64 years,Females,Netherlands,73.1
Annual,Percentage,From 15 to 64 years,Females,Poland,77.1
Annual,Percentage,From 15 to 64 years,Females,Portugal,74.9
Annual,Percentage,From 15 to 64 years,Females,Romania,73.5
Annual,Percentage,From 15 to 64 years,Females,Sweden,60.5
Annual,Percentage,From 15 to 64 years,Females,Slovenia,75.9
Annual,Percentage,From 15 to 64 years,Females,Slovakia,70.9
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,76.5
Annual,Percentage,From 15 to 64 years,Males,Austria,70.9
Annual,Percentage,From 15 to 64 years,Males,Belgium,69.4
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,80.2
Annual,Percentage,From 15 to 64 years,Males,Cyprus,73.8
Annual,Percentage,From 15 to 64 years,Males,Czechia,70.8
Annual,Percentage,From 15 to 64 years,Males,Germany,63.0
Annual,Percentage,From 15 to 64 years,Males,Denmark,71.8
Annual,Percentage,From 15 to 64 years,Males,Estonia,66.9
Annual,Percentage,From 15 to 64 years,Males,Greece,76.6
Annual,Percentage,From 15 to 64 years,Males,Spain,68.2
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),68.5
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),68.8
Annual,Percentage,From 15 to 64 years,Males,Finland,70.2
Annual,Percentage,From 15 to 64 years,Males,France,68.9
Annual,Percentage,From 15 to 64 years,Males,Croatia,70.2
Annual,Percentage,From 15 to 64 years,Males,Hungary,68.4
Annual,Percentage,From 15 to 64 years,Males,Ireland,75.7
Annual,Percentage,From 15 to 64 years,Males,Italy,68.9
Annual,Percentage,From 15 to 64 years,Males,Lithuania,58.9
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,69.8
Annual,Percentage,From 15 to 64 years,Males,Latvia,63.6
Annual,Percentage,From 15 to 64 years,Males,Malta,81.4
Annual,Percentage,From 15 to 64 years,Males,Netherlands,69.8
Annual,Percentage,From 15 to 64 years,Males,Poland,76.0
Annual,Percentage,From 15 to 64 years,Males,Portugal,70.4
Annual,Percentage,From 15 to 64 years,Males,Romania,72.0
Annual,Percentage,From 15 to 64 years,Males,Sweden,61.2
Annual,Percentage,From 15 to 64 years,Males,Slovenia,74.4
Annual,Percentage,From 15 to 64 years,Males,Slovakia,68.4
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,70.9
Annual,Percentage,From 15 to 64 years,Total,Austria,71.3
Annual,Percentage,From 15 to 64 years,Total,Belgium,69.5
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,82.4
Annual,Percentage,From 15 to 64 years,Total,Cyprus,77.2
Annual,Percentage,From 15 to 64 years,Total,Czechia,72.4
Annual,Percentage,From 15 to 64 years,Total,Germany,66.1
Annual,Percentage,From 15 to 64 years,Total,Denmark,70.5
Annual,Percentage,From 15 to 64 years,Total,Estonia,67.1
Annual,Percentage,From 15 to 64 years,Total,Greece,78.1
Annual,Percentage,From 15 to 64 years,Total,Spain,71.4
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),69.6
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),70.2
Annual,Percentage,From 15 to 64 years,Total,Finland,69.6
Annual,Percentage,From 15 to 64 years,Total,France,66.6
Annual,Percentage,From 15 to 64 years,Total,Croatia,70.0
Annual,Percentage,From 15 to 64 years,Total,Hungary,68.8
Annual,Percentage,From 15 to 64 years,Total,Ireland,74.5
Annual,Percentage,From 15 to 64 years,Total,Italy,69.9
Annual,Percentage,From 15 to 64 years,Total,Lithuania,62.6
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,68.3
Annual,Percentage,From 15 to 64 years,Total,Latvia,66.5
Annual,Percentage,From 15 to 64 years,Total,Malta,80.1
Annual,Percentage,From 15 to 64 years,Total,Netherlands,71.4
Annual,Percentage,From 15 to 64 years,Total,Poland,76.6
Annual,Percentage,From 15 to 64 years,Total,Portugal,72.9
Annual,Percentage,From 15 to 64 years,Total,Romania,72.7
Annual,Percentage,From 15 to 64 years,Total,Sweden,60.9
Annual,Percentage,From 15 to 64 years,Total,Slovenia,75.2
Annual,Percentage,From 15 to 64 years,Total,Slovakia,69.7
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,73.6
Annual,Percentage,From 25 to 64 years,Females,Austria,69.7
Annual,Percentage,From 25 to 64 years,Females,Belgium,69.6
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,85.3
Annual,Percentage,From 25 to 64 years,Females,Cyprus,79.5
Annual,Percentage,From 25 to 64 years,Females,Czechia,73.7
Annual,Percentage,From 25 to 64 years,Females,Germany,65.9
Annual,Percentage,From 25 to 64 years,Females,Denmark,69.8
Annual,Percentage,From 25 to 64 years,Females,Estonia,65.7
Annual,Percentage,From 25 to 64 years,Females,Greece,81.5
Annual,Percentage,From 25 to 64 years,Females,Spain,75.9
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),70.3
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),71.2
Annual,Percentage,From 25 to 64 years,Females,Finland,69.8
Annual,Percentage,From 25 to 64 years,Females,France,61.4
Annual,Percentage,From 25 to 64 years,Females,Croatia,70.0
Annual,Percentage,From 25 to 64 years,Females,Hungary,70.0
Annual,Percentage,From 25 to 64 years,Females,Ireland,73.0
Annual,Percentage,From 25 to 64 years,Females,Italy,72.7
Annual,Percentage,From 25 to 64 years,Females,Lithuania,68.0
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,64.8
Annual,Percentage,From 25 to 64 years,Females,Latvia,68.2
Annual,Percentage,From 25 to 64 years,Females,Malta,77.9
Annual,Percentage,From 25 to 64 years,Females,Netherlands,74.2
Annual,Percentage,From 25 to 64 years,Females,Poland,78.4
Annual,Percentage,From 25 to 64 years,Females,Portugal,75.3
Annual,Percentage,From 25 to 64 years,Females,Romania,73.3
Annual,Percentage,From 25 to 64 years,Females,Sweden,62.7
Annual,Percentage,From 25 to 64 years,Females,Slovenia,75.8
Annual,Percentage,From 25 to 64 years,Females,Slovakia,69.5
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,77.4
Annual,Percentage,From 25 to 64 years,Males,Austria,72.5
Annual,Percentage,From 25 to 64 years,Males,Belgium,69.9
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,81.0
Annual,Percentage,From 25 to 64 years,Males,Cyprus,75.9
Annual,Percentage,From 25 to 64 years,Males,Czechia,67.7
Annual,Percentage,From 25 to 64 years,Males,Germany,62.8
Annual,Percentage,From 25 to 64 years,Males,Denmark,69.0
Annual,Percentage,From 25 to 64 years,Males,Estonia,67.5
Annual,Percentage,From 25 to 64 years,Males,Greece,74.2
Annual,Percentage,From 25 to 64 years,Males,Spain,68.2
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),68.4
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),68.6
Annual,Percentage,From 25 to 64 years,Males,Finland,70.9
Annual,Percentage,From 25 to 64 years,Males,France,69.5
Annual,Percentage,From 25 to 64 years,Males,Croatia,71.2
Annual,Percentage,From 25 to 64 years,Males,Hungary,69.7
Annual,Percentage,From 25 to 64 years,Males,Ireland,76.7
Annual,Percentage,From 25 to 64 years,Males,Italy,69.0
Annual,Percentage,From 25 to 64 years,Males,Lithuania,61.2
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,71.2
Annual,Percentage,From 25 to 64 years,Males,Latvia,62.8
Annual,Percentage,From 25 to 64 years,Males,Malta,81.9
Annual,Percentage,From 25 to 64 years,Males,Netherlands,69.2
Annual,Percentage,From 25 to 64 years,Males,Poland,74.4
Annual,Percentage,From 25 to 64 years,Males,Portugal,71.5
Annual,Percentage,From 25 to 64 years,Males,Romania,71.6
Annual,Percentage,From 25 to 64 years,Males,Sweden,59.7
Annual,Percentage,From 25 to 64 years,Males,Slovenia,75.4
Annual,Percentage,From 25 to 64 years,Males,Slovakia,68.9
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,69.7
Annual,Percentage,From 25 to 64 years,Total,Austria,71.1
Annual,Percentage,From 25 to 64 years,Total,Belgium,69.8
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,83.3
Annual,Percentage,From 25 to 64 years,Total,Cyprus,77.8
Annual,Percentage,From 25 to 64 years,Total,Czechia,70.5
Annual,Percentage,From 25 to 64 years,Total,Germany,64.4
Annual,Percentage,From 25 to 64 years,Total,Denmark,69.4
Annual,Percentage,From 25 to 64 years,Total,Estonia,66.5
Annual,Percentage,From 25 to 64 years,Total,Greece,77.6
Annual,Percentage,From 25 to 64 years,Total,Spain,72.0
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),69.3
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),69.9
Annual,Percentage,From 25 to 64 years,Total,Finland,70.3
Annual,Percentage,From 25 to 64 years,Total,France,65.6
Annual,Percentage,From 25 to 64 years,Total,Croatia,70.6
Annual,Percentage,From 25 to 64 years,Total,Hungary,69.8
Annual,Percentage,From 25 to 64 years,Total,Ireland,74.7
Annual,Percentage,From 25 to 64 years,Total,Italy,70.8
Annual,Percentage,From 25 to 64 years,Total,Lithuania,64.8
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,68.1
Annual,Percentage,From 25 to 64 years,Total,Latvia,65.6
Annual,Percentage,From 25 to 64 years,Total,Malta,80.1
Annual,Percentage,From 25 to 64 years,Total,Netherlands,71.7
Annual,Percentage,From 25 to 64 years,Total,Poland,76.7
Annual,Percentage,From 25 to 64 years,Total,Portugal,73.6
Annual,Percentage,From 25 to 64 years,Total,Romania,72.5
Annual,Percentage,From 25 to 64 years,Total,Sweden,61.1
Annual,Percentage,From 25 to 64 years,Total,Slovenia,75.6
Annual,Percentage,From 25 to 64 years,Total,Slovakia,69.2
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,73.6
Annual,Percentage,From 55 to 64 years,Females,Austria,74.1
Annual,Percentage,From 55 to 64 years,Females,Belgium,61.1
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,79.6
Annual,Percentage,From 55 to 64 years,Females,Cyprus,74.9 u
Annual,Percentage,From 55 to 64 years,Females,Czechia,74.8
Annual,Percentage,From 55 to 64 years,Females,Germany,73.8
Annual,Percentage,From 55 to 64 years,Females,Denmark,66.2
Annual,Percentage,From 55 to 64 years,Females,Estonia,67.7
Annual,Percentage,From 55 to 64 years,Females,Greece,70.9 u
Annual,Percentage,From 55 to 64 years,Females,Spain,67.5
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),69.1
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),69.5
Annual,Percentage,From 55 to 64 years,Females,Finland,66.4
Annual,Percentage,From 55 to 64 years,Females,France,64.0
Annual,Percentage,From 55 to 64 years,Females,Croatia,58.7
Annual,Percentage,From 55 to 64 years,Females,Hungary,69.2
Annual,Percentage,From 55 to 64 years,Females,Ireland,69.1
Annual,Percentage,From 55 to 64 years,Females,Italy,67.8
Annual,Percentage,From 55 to 64 years,Females,Lithuania,59.3
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,73.7
Annual,Percentage,From 55 to 64 years,Females,Latvia,68.2
Annual,Percentage,From 55 to 64 years,Females,Malta,79.1
Annual,Percentage,From 55 to 64 years,Females,Netherlands,70.3
Annual,Percentage,From 55 to 64 years,Females,Poland,67.1
Annual,Percentage,From 55 to 64 years,Females,Portugal,68.2
Annual,Percentage,From 55 to 64 years,Females,Romania,80.9
Annual,Percentage,From 55 to 64 years,Females,Sweden,55.8
Annual,Percentage,From 55 to 64 years,Females,Slovenia,74.8
Annual,Percentage,From 55 to 64 years,Females,Slovakia,69.3
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,72.4
Annual,Percentage,From 55 to 64 years,Males,Austria,71.4
Annual,Percentage,From 55 to 64 years,Males,Belgium,64.8
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,75.0
Annual,Percentage,From 55 to 64 years,Males,Cyprus,58.5
Annual,Percentage,From 55 to 64 years,Males,Czechia,83.1
Annual,Percentage,From 55 to 64 years,Males,Germany,57.3
Annual,Percentage,From 55 to 64 years,Males,Denmark,69.6
Annual,Percentage,From 55 to 64 years,Males,Estonia,68.5
Annual,Percentage,From 55 to 64 years,Males,Greece,88.6
Annual,Percentage,From 55 to 64 years,Males,Spain,63.5
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),64.6
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),65.4
Annual,Percentage,From 55 to 64 years,Males,Finland,65.3
Annual,Percentage,From 55 to 64 years,Males,France,62.0
Annual,Percentage,From 55 to 64 years,Males,Croatia,65.6
Annual,Percentage,From 55 to 64 years,Males,Hungary,63.9
Annual,Percentage,From 55 to 64 years,Males,Ireland,73.5
Annual,Percentage,From 55 to 64 years,Males,Italy,67.9
Annual,Percentage,From 55 to 64 years,Males,Lithuania,49.5
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,70.9
Annual,Percentage,From 55 to 64 years,Males,Latvia,61.5
Annual,Percentage,From 55 to 64 years,Males,Malta,79.4
Annual,Percentage,From 55 to 64 years,Males,Netherlands,60.2
Annual,Percentage,From 55 to 64 years,Males,Poland,79.5
Annual,Percentage,From 55 to 64 years,Males,Portugal,66.8
Annual,Percentage,From 55 to 64 years,Males,Romania,68.0
Annual,Percentage,From 55 to 64 years,Males,Sweden,59.1
Annual,Percentage,From 55 to 64 years,Males,Slovenia,66.3
Annual,Percentage,From 55 to 64 years,Males,Slovakia,55.5
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,70.7
Annual,Percentage,From 55 to 64 years,Total,Austria,72.6
Annual,Percentage,From 55 to 64 years,Total,Belgium,63.0
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,77.6
Annual,Percentage,From 55 to 64 years,Total,Cyprus,64.5
Annual,Percentage,From 55 to 64 years,Total,Czechia,78.5
Annual,Percentage,From 55 to 64 years,Total,Germany,65.4
Annual,Percentage,From 55 to 64 years,Total,Denmark,67.9
Annual,Percentage,From 55 to 64 years,Total,Estonia,68.0
Annual,Percentage,From 55 to 64 years,Total,Greece,81.5
Annual,Percentage,From 55 to 64 years,Total,Spain,65.3
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),66.7
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),67.4
Annual,Percentage,From 55 to 64 years,Total,Finland,66.0
Annual,Percentage,From 55 to 64 years,Total,France,63.0
Annual,Percentage,From 55 to 64 years,Total,Croatia,62.9
Annual,Percentage,From 55 to 64 years,Total,Hungary,66.2
Annual,Percentage,From 55 to 64 years,Total,Ireland,71.3
Annual,Percentage,From 55 to 64 years,Total,Italy,67.8
Annual,Percentage,From 55 to 64 years,Total,Lithuania,55.6
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,71.9
Annual,Percentage,From 55 to 64 years,Total,Latvia,65.9
Annual,Percentage,From 55 to 64 years,Total,Malta,79.3
Annual,Percentage,From 55 to 64 years,Total,Netherlands,64.6
Annual,Percentage,From 55 to 64 years,Total,Poland,74.2
Annual,Percentage,From 55 to 64 years,Total,Portugal,67.5
Annual,Percentage,From 55 to 64 years,Total,Romania,73.5
Annual,Percentage,From 55 to 64 years,Total,Sweden,57.2
Annual,Percentage,From 55 to 64 years,Total,Slovenia,70.7
Annual,Percentage,From 55 to 64 years,Total,Slovakia,62.7
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,71.5
